,eventid,carno,pit_id,lap_number,lap_time,lap_cnt,cautionlap_cnt,pit_oncaution_len,pit_oncaution
270,1,14,0,30,67.0755999999999,30,0,0,0
271,1,14,1,63,67.73639999999978,32,0,0,0
272,1,14,2,93,67.67299999999977,29,0,0,0
273,1,14,3,122,64.60609999999997,28,0,0,0
274,1,14,4,153,94.80460000000039,30,4,4,1
275,1,14,5,170,108.09389999999985,16,5,2,1
276,1,14,6,192,155.02459999999883,21,10,2,1
277,1,14,7,193,164.07810000000063,0,0,3,1
278,1,15,0,29,70.67840000000001,29,0,0,0
279,1,15,1,40,367.44240000000013,10,0,0,0
280,1,15,2,44,779.7732999999998,3,0,0,0
281,1,16,0,30,69.00980000000004,30,0,0,0
282,1,16,1,61,67.99749999999995,30,0,0,0
283,1,16,2,92,68.4123999999997,30,0,0,0
284,1,16,3,120,67.28310000000056,27,0,0,0
285,1,16,4,153,96.39509999999973,32,4,4,1
286,1,16,5,170,105.5002000000004,16,5,2,1
287,1,16,6,192,143.5023000000001,21,9,1,1
288,1,17,0,30,70.3148000000001,30,0,0,0
289,1,17,1,61,68.45319999999992,30,0,0,0
290,1,17,2,92,66.51999999999998,30,0,0,0
291,1,17,3,122,66.3119000000006,29,0,0,0
292,1,17,4,152,109.94590000000062,29,4,4,1
293,1,17,5,172,84.14350000000013,19,8,5,1
294,1,17,6,192,159.45420000000013,19,9,2,1
295,1,18,0,30,72.19589999999994,30,0,0,0
296,1,18,1,60,70.24609999999984,29,0,0,0
297,1,18,2,91,71.13889999999992,30,0,0,0
298,1,18,3,122,69.14260000000013,30,0,0,0
299,1,18,4,154,88.92579999999998,31,6,6,1
300,1,18,5,171,79.6862000000001,16,5,4,1
301,1,18,6,192,166.89699999999903,20,10,2,1
302,1,19,0,31,54.072200000000066,31,0,0,0
303,1,19,1,62,55.315000000000055,30,0,0,0
304,1,19,2,91,52.94639999999981,28,0,0,0
305,1,19,3,120,52.79949999999917,28,0,0,0
306,1,19,4,153,89.08230000000003,32,4,4,1
307,1,19,5,170,92.0010000000002,16,5,2,1
308,1,19,6,192,141.27499999999964,21,9,1,1
309,1,19,7,194,56.79989999999998,1,0,0,0
310,1,20,0,29,53.70900000000006,29,0,0,0
311,1,20,1,62,53.16710000000012,32,0,0,0
312,1,20,2,94,52.604799999999614,31,0,0,0
313,1,20,3,115,53.831200000000536,20,0,0,0
314,1,20,4,145,52.98239999999987,29,0,0,0
