,lap_distance,start_lap,caution_distance,eventid,car_number,stageid,pit_in_caution,yellowflag_raised,start_position,start_rank,end_rank
27,27,32,2,0,7,1,1,1,15,17,23
28,35,58,1,0,7,2,0,1,15,23,9
29,30,92,1,0,7,3,0,0,15,9,19
30,32,121,1,0,7,4,0,0,15,19,16
31,33,0,1,0,8,0,0,1,23,23,15
32,27,32,2,0,8,1,1,1,23,15,19
33,33,58,1,0,8,2,0,1,23,19,24
34,32,90,1,0,8,3,0,0,23,24,20
35,32,121,1,0,8,4,0,0,23,20,17
36,31,152,1,0,8,5,0,0,23,17,11
37,33,0,1,0,9,0,0,1,16,16,11
38,27,32,2,0,9,1,1,1,16,11,12
39,34,58,1,0,9,2,0,1,16,12,12
40,33,91,1,0,9,3,0,0,16,12,8
41,34,123,1,0,9,4,0,0,16,8,2
42,28,156,1,0,9,5,0,0,16,2,7
43,33,0,1,0,10,0,0,1,17,17,9
44,27,32,2,0,10,1,1,1,17,9,14
45,35,58,1,0,10,2,0,1,17,14,5
46,33,92,1,0,10,3,0,0,17,5,5
47,33,124,1,0,10,4,0,0,17,5,5
48,33,156,1,0,10,5,0,0,17,5,2
49,30,0,1,0,11,0,0,1,12,12,26
50,30,29,2,0,11,1,1,1,12,26,5
51,33,58,1,0,11,2,0,1,12,5,16
52,32,90,1,0,11,3,0,0,12,16,14
53,33,121,1,0,11,4,0,0,12,14,9
54,26,153,1,0,11,5,0,0,12,9,15
55,34,0,1,0,12,0,0,1,6,6,5
56,26,33,2,0,12,1,1,1,6,5,8
57,32,58,1,0,12,2,0,1,6,8,23
58,33,89,1,0,12,3,0,0,6,23,17
59,34,121,1,0,12,4,0,0,6,17,8
60,32,154,1,0,12,5,0,0,6,8,5
61,12,185,3,0,12,6,1,1,6,5,13
62,32,0,1,0,14,0,0,1,18,18,21
63,29,31,3,0,14,1,1,1,18,21,27
64,33,59,1,0,14,2,0,1,18,27,13
65,26,91,1,0,14,3,0,0,18,13,23
66,31,116,1,0,14,4,0,0,18,23,23
67,30,146,1,0,14,5,0,0,18,23,19
68,6,0,2,0,15,0,1,1,26,26,29
69,34,5,4,0,15,1,1,1,26,29,17
70,21,38,2,0,15,2,1,1,26,17,21
71,33,58,1,0,15,3,0,1,26,21,23
72,32,90,1,0,15,4,0,0,26,23,18
73,32,121,1,0,15,5,0,0,26,18,18
74,20,152,1,0,15,6,0,0,26,18,23
75,6,0,2,0,16,0,1,1,20,20,28
76,34,5,4,0,16,1,1,1,20,28,14
77,21,38,2,0,16,2,1,1,20,14,22
78,34,58,1,0,16,3,0,1,20,22,26
79,5,91,1,0,16,4,0,0,20,26,27
80,26,95,1,0,16,5,0,0,20,27,27
81,32,120,1,0,16,6,0,0,20,27,26
82,30,151,1,0,16,7,0,0,20,26,23
83,32,0,1,0,18,0,0,1,29,29,28
84,10,31,7,0,18,1,1,1,29,28,28
85,19,40,2,0,18,2,1,1,29,28,26
86,34,58,1,0,18,3,0,1,29,26,19
87,31,91,1,0,18,4,0,0,29,19,21
88,32,121,1,0,18,5,0,0,29,21,19
89,32,152,1,0,18,6,0,0,29,19,9
90,33,0,1,0,19,0,0,1,14,14,14
91,27,32,2,0,19,1,1,1,14,14,18
92,34,58,1,0,19,2,0,1,14,18,22
93,31,91,1,0,19,3,0,0,14,22,22
94,33,121,1,0,19,4,0,0,14,22,14
95,31,153,1,0,19,5,0,0,14,14,8
96,31,0,1,0,20,0,0,1,1,1,22
97,29,30,2,0,20,1,1,1,1,22,1
98,33,58,1,0,20,2,0,1,1,1,20
99,32,90,1,0,20,3,0,0,1,20,15
100,33,121,1,0,20,4,0,0,1,15,10
101,26,153,1,0,20,5,0,0,1,10,17
102,28,0,1,0,21,0,0,1,25,25,32
103,11,27,4,0,21,1,1,1,25,32,29
104,21,37,2,0,21,2,1,1,25,29,28
105,11,57,1,0,21,3,0,1,25,28,29
106,30,67,1,0,21,4,0,0,25,29,29
107,30,96,1,0,21,5,0,0,25,29,29
108,29,125,1,0,21,6,0,0,25,29,29
109,19,153,1,0,21,7,0,0,25,29,29
110,32,0,1,0,22,0,0,1,13,13,20
111,28,31,2,0,22,1,1,1,13,20,13
112,33,58,1,0,22,2,0,1,13,13,22
113,32,90,1,0,22,3,0,0,13,22,16
114,33,121,1,0,22,4,0,0,13,16,11
115,29,153,1,0,22,5,0,0,13,11,13
116,31,0,1,0,25,0,0,1,3,3,21
117,29,30,2,0,25,1,1,1,3,21,2
118,33,58,1,0,25,2,0,1,3,2,19
119,32,90,1,0,25,3,0,0,3,19,13
120,31,121,1,0,25,4,0,0,3,13,20
121,30,151,1,0,25,5,0,0,3,20,14
122,32,0,1,0,26,0,0,1,2,2,16
123,28,31,2,0,26,1,1,1,2,16,7
124,35,58,1,0,26,2,0,1,2,7,1
125,32,92,1,0,26,3,0,0,2,1,6
126,33,123,1,0,26,4,0,0,2,6,6
127,31,155,1,0,26,5,0,0,2,6,3
128,33,0,1,0,27,0,0,1,9,9,12
129,27,32,2,0,27,1,1,1,9,12,10
130,35,58,1,0,27,2,0,1,9,10,4
131,34,92,1,0,27,3,0,0,9,4,1
132,33,125,1,0,27,4,0,0,9,1,1
133,32,157,1,0,27,5,0,0,9,1,1
134,5,188,1,0,27,6,0,0,9,1,22
135,31,0,1,0,41,0,0,1,31,31,28
136,10,30,6,0,41,1,1,1,31,28,28
137,20,39,2,0,41,2,1,1,31,28,24
138,33,58,1,0,41,3,0,1,31,24,27
139,32,90,1,0,41,4,0,0,31,27,26
140,30,121,1,0,41,5,0,0,31,26,27
141,30,150,1,0,41,6,0,0,31,27,24
142,31,0,1,0,55,0,0,1,28,28,27
143,29,30,2,0,55,1,1,1,28,27,17
144,31,58,1,0,55,2,0,1,28,17,27
145,26,88,1,0,55,3,0,0,28,27,24
146,31,113,1,0,55,4,0,0,28,24,25
147,30,143,1,0,55,5,0,0,28,25,22
148,33,0,1,0,60,0,0,1,22,22,16
149,27,32,2,0,60,1,1,1,22,16,16
150,35,58,1,0,60,2,0,1,22,16,7
151,34,92,1,0,60,3,0,0,22,7,2
152,23,125,1,0,60,4,0,0,22,2,24
153,23,147,1,0,60,5,0,0,22,24,28
154,6,0,2,0,63,0,1,1,30,30,32
155,34,5,4,0,63,1,1,1,30,32,24
156,9,38,1,0,63,2,0,1,30,24,30
157,34,0,1,0,77,0,0,1,21,21,7
158,26,33,2,0,77,1,1,1,21,7,20
159,35,58,1,0,77,2,0,1,21,20,8
160,31,92,1,0,77,3,0,0,21,8,12
161,32,122,1,0,77,4,0,0,21,12,13
162,30,153,1,0,77,5,0,0,21,13,10
163,6,0,2,0,78,0,1,1,24,24,30
164,34,5,4,0,78,1,1,1,24,30,22
165,8,38,1,0,78,2,0,1,24,22,28
166,14,45,3,0,78,3,1,1,24,28,25
167,35,58,1,0,78,4,0,1,24,25,10
168,32,92,1,0,78,5,0,0,24,10,9
169,30,123,1,0,78,6,0,0,24,9,21
170,29,152,1,0,78,7,0,0,24,21,19
171,6,0,2,0,81,0,1,1,33,33,31
172,24,5,1,0,81,1,1,1,33,31,32
173,8,28,8,0,81,2,1,1,33,32,31
174,21,35,5,0,81,3,1,1,33,31,29
175,26,55,1,0,81,4,0,1,33,29,28
176,28,80,1,0,81,5,0,0,33,28,28
177,28,107,1,0,81,6,0,0,33,28,28
178,27,134,1,0,81,7,0,0,33,28,28
179,24,160,1,0,81,8,0,0,33,28,26
180,7,0,4,0,83,0,1,1,19,19,27
181,29,6,1,0,83,1,0,1,19,27,5
182,6,34,5,0,83,2,1,1,19,5,27
183,20,39,2,0,83,3,1,1,19,27,15
184,35,58,1,0,83,4,0,1,19,15,6
185,33,92,1,0,83,5,0,0,19,6,4
186,33,124,1,0,83,6,0,0,19,4,4
187,30,156,1,0,83,7,0,0,19,4,6
188,30,0,1,0,91,0,0,1,32,32,31
189,12,29,9,0,91,1,1,1,32,31,31
190,5,40,1,0,91,2,0,1,32,31,31
191,33,0,1,0,98,0,0,1,11,11,8
192,27,32,2,0,98,1,1,1,11,8,9
193,35,58,1,0,98,2,0,1,11,9,3
194,33,92,1,0,98,3,0,0,11,3,3
195,33,124,1,0,98,4,0,0,11,3,3
196,13,156,1,0,98,5,0,0,11,3,24
197,33,0,1,1,2,0,0,0,10,10,3
198,35,32,1,1,2,1,0,0,10,3,1
199,34,66,1,1,2,2,0,0,10,1,1
200,34,99,1,1,2,3,0,0,10,1,1
201,3,132,1,1,2,4,0,0,10,1,10
202,20,134,5,1,2,5,1,1,10,10,13
203,18,153,3,1,2,6,1,1,10,13,15
204,23,170,2,1,2,7,1,1,10,15,5
205,32,0,1,1,3,0,0,0,4,4,5
206,33,31,1,1,3,1,0,0,4,5,5
207,30,63,1,1,3,2,0,0,4,5,13
208,31,92,1,1,3,3,0,0,4,13,9
209,32,122,4,1,3,4,1,1,4,9,3
210,18,153,3,1,3,5,1,1,4,3,4
211,23,170,2,1,3,6,1,1,4,4,2
212,31,0,1,1,5,0,0,0,27,27,25
213,31,30,1,1,5,1,0,0,27,25,23
214,31,60,1,1,5,2,0,0,27,23,26
215,29,90,1,1,5,3,0,0,27,26,27
216,31,118,1,1,5,4,1,1,27,27,26
217,11,148,1,1,5,5,0,1,27,26,23
218,13,158,4,1,5,6,1,1,27,23,22
219,23,170,3,1,5,7,1,1,27,22,17
220,31,0,1,1,6,0,0,0,25,25,18
221,34,30,1,1,6,1,0,0,25,18,11
222,32,63,1,1,6,2,0,0,25,11,11
223,32,94,1,1,6,3,0,0,25,11,6
224,29,125,5,1,6,4,1,1,25,6,11
225,18,153,3,1,6,5,1,1,25,11,13
226,33,0,1,1,7,0,0,0,15,15,1
227,34,32,1,1,7,1,0,0,15,1,2
228,27,65,1,1,7,2,0,0,15,2,20
229,31,91,1,1,7,3,0,0,15,20,29
230,32,121,8,1,7,4,1,1,15,29,27
231,19,152,6,1,7,5,1,1,15,27,25
232,21,170,3,1,7,6,1,1,15,25,23
233,3,0,1,1,8,0,0,0,30,30,33
234,31,2,1,1,8,1,0,0,30,33,31
235,32,32,1,1,8,2,0,0,30,31,30
236,30,63,1,1,8,3,0,0,30,30,22
237,30,92,1,1,8,4,0,0,30,22,23
238,35,121,8,1,8,5,1,1,30,23,20
239,16,155,3,1,8,6,1,1,30,20,9
240,23,170,2,1,8,7,1,1,30,9,9
241,32,0,1,1,9,0,0,0,11,11,6
242,34,31,1,1,9,1,0,0,11,6,4
243,32,64,1,1,9,2,0,0,11,4,2
244,31,95,1,1,9,3,0,0,11,2,3
245,29,125,4,1,9,4,1,1,11,3,4
246,33,0,1,1,10,0,0,0,16,16,2
247,34,32,1,1,10,1,0,0,16,2,32
248,31,65,1,1,10,2,0,0,16,32,31
249,23,95,1,1,10,3,0,0,16,31,31
250,21,117,7,1,10,4,1,1,16,31,31
251,20,137,6,1,10,5,1,1,16,31,30
252,6,156,11,1,10,6,1,1,16,30,29
253,16,161,3,1,10,7,1,1,16,29,26
254,31,0,1,1,11,0,0,0,17,17,20
255,33,30,1,1,11,1,0,0,17,20,19
256,33,62,1,1,11,2,0,0,17,19,12
257,31,94,1,1,11,3,0,0,17,12,14
258,30,124,5,1,11,4,1,1,17,14,12
259,18,153,3,1,11,5,1,1,17,12,17
260,23,170,2,1,11,6,1,1,17,17,7
261,32,0,1,1,12,0,0,0,3,3,4
262,32,31,1,1,12,1,0,0,3,4,15
263,33,62,1,1,12,2,0,0,3,15,5
264,34,94,1,1,12,3,0,0,3,5,2
265,3,127,1,1,12,4,0,0,3,2,15
266,25,129,5,1,12,5,1,1,3,15,10
267,18,153,3,1,12,6,1,1,3,10,10
268,23,170,2,1,12,7,1,1,3,10,10
269,31,0,1,1,14,0,0,0,23,23,19
270,34,30,1,1,14,1,0,0,23,19,12
271,31,63,1,1,14,2,0,0,23,12,18
272,30,93,1,1,14,3,0,0,23,18,16
273,32,122,5,1,14,4,1,1,23,16,14
274,18,153,3,1,14,5,1,1,23,14,16
275,23,170,3,1,14,6,1,1,23,16,16
276,2,192,4,1,14,7,1,1,23,16,20
277,30,0,1,1,15,0,0,0,20,20,31
278,12,29,1,1,15,1,0,0,20,31,33
279,31,0,1,1,16,0,0,0,18,18,21
280,32,30,1,1,16,1,0,0,18,21,20
281,32,61,1,1,16,2,0,0,18,20,19
282,29,92,1,1,16,3,0,0,18,19,19
283,34,120,5,1,16,4,1,1,18,19,15
284,18,153,3,1,16,5,1,1,18,15,20
285,23,170,2,1,16,6,1,1,18,20,11
286,31,0,1,1,17,0,0,0,32,32,24
287,32,30,1,1,17,1,0,0,32,24,21
288,32,61,1,1,17,2,0,0,32,21,20
289,31,92,1,1,17,3,0,0,32,20,21
290,31,122,5,1,17,4,1,1,32,21,25
291,21,152,6,1,17,5,1,1,32,25,23
292,21,172,3,1,17,6,1,1,32,23,18
293,31,0,1,1,18,0,0,0,21,21,26
294,31,30,1,1,18,1,0,0,21,26,25
295,32,60,1,1,18,2,0,0,21,25,25
296,32,91,1,1,18,3,0,0,21,25,23
297,33,122,7,1,18,4,1,1,21,23,24
298,18,154,5,1,18,5,1,1,21,24,24
299,22,171,3,1,18,6,1,1,21,24,21
300,32,0,1,1,19,0,0,0,14,14,8
301,32,31,1,1,19,1,0,0,14,8,18
302,30,62,1,1,19,2,0,0,14,18,19
303,30,91,1,1,19,3,0,0,14,19,15
304,34,120,5,1,19,4,1,1,14,15,7
305,18,153,3,1,19,5,1,1,14,7,8
306,23,170,2,1,19,6,1,1,14,8,8
307,3,192,1,1,19,7,0,1,14,8,21
308,30,0,1,1,20,0,0,0,1,1,23
309,34,29,1,1,20,1,0,0,1,23,16
310,33,62,1,1,20,2,0,0,1,16,4
311,22,94,1,1,20,3,0,0,1,4,14
312,31,115,1,1,20,4,0,0,1,14,11
313,26,145,3,1,20,5,1,1,1,11,2
314,31,0,1,1,21,0,0,0,9,9,12
315,33,30,1,1,21,1,0,0,9,12,17
316,33,62,1,1,21,2,0,0,9,17,6
317,31,94,1,1,21,3,0,0,9,6,7
318,24,124,1,1,21,4,0,0,9,7,12
319,10,147,8,1,21,5,1,1,9,12,20
320,15,156,3,1,21,6,1,1,9,20,11
321,23,170,2,1,21,7,1,1,9,11,12
322,28,0,1,1,22,0,0,0,31,31,31
323,32,27,1,1,22,1,0,0,31,31,27
324,31,58,1,1,22,2,0,0,31,27,24
325,31,88,1,1,22,3,0,0,31,24,20
326,31,118,1,1,22,4,0,0,31,20,16
327,23,148,3,1,22,5,1,1,31,16,19
328,23,170,2,1,22,6,1,1,31,19,13
329,31,0,1,1,25,0,0,0,6,6,13
330,33,30,1,1,25,1,0,0,6,13,14
331,32,62,1,1,25,2,0,0,6,14,12
332,31,93,1,1,25,3,0,0,6,12,8
333,31,123,4,1,25,4,1,1,6,8,1
334,18,153,3,1,25,5,1,1,6,1,3
335,23,170,2,1,25,6,1,1,6,3,3
336,31,0,1,1,26,0,0,0,12,12,17
337,34,30,1,1,26,1,0,0,12,17,10
338,32,63,1,1,26,2,0,0,12,10,10
339,31,94,1,1,26,3,0,0,12,10,10
340,30,124,5,1,26,4,1,1,12,10,8
341,18,153,3,1,26,5,1,1,12,8,7
342,23,170,2,1,26,6,1,1,12,7,6
343,31,0,1,1,27,0,0,0,2,2,10
344,34,30,1,1,27,1,0,0,2,10,6
345,32,63,1,1,27,2,0,0,2,6,8
346,32,94,1,1,27,3,0,0,2,8,4
347,29,125,5,1,27,4,1,1,2,4,5
348,18,153,3,1,27,5,1,1,2,5,5
349,32,0,1,1,28,0,0,0,19,19,7
350,33,31,1,1,28,1,0,0,19,7,7
351,32,63,1,1,28,2,0,0,19,7,3
352,31,94,1,1,28,3,0,0,19,3,5
353,30,124,4,1,28,4,1,1,19,5,2
354,18,153,3,1,28,5,1,1,19,2,1
355,23,170,2,1,28,6,1,1,19,1,1
356,30,0,1,1,33,0,0,0,28,28,27
357,32,29,1,1,33,1,0,0,28,27,24
358,32,60,1,1,33,2,0,0,28,24,24
359,30,91,1,1,33,3,0,0,28,24,24
360,35,120,6,1,33,4,1,1,28,24,23
361,17,154,3,1,33,5,1,1,28,23,21
362,23,170,3,1,33,6,1,1,28,21,15
363,31,0,1,1,34,0,0,0,7,7,14
364,34,30,1,1,34,1,0,0,7,14,8
365,32,63,1,1,34,2,0,0,7,8,7
366,31,94,1,1,34,3,0,0,7,7,8
367,30,124,5,1,34,4,1,1,7,8,6
368,18,153,3,1,34,5,1,1,7,6,6
369,23,170,2,1,34,6,1,1,7,6,4
370,28,0,1,1,41,0,0,0,29,29,32
371,30,27,1,1,41,1,0,0,29,32,31
372,29,56,1,1,41,2,0,0,29,31,29
373,25,84,1,1,41,3,0,0,29,29,28
374,6,108,1,1,41,4,0,0,29,28,28
375,26,113,1,1,41,5,0,0,29,28,27
376,30,138,3,1,41,6,1,1,29,27,27
377,12,167,1,1,41,7,0,1,29,27,24
378,11,178,2,1,41,8,1,1,29,24,24
379,31,0,1,1,63,0,0,0,22,22,22
380,32,30,1,1,63,1,0,0,22,22,22
381,2,61,1,1,63,2,0,0,22,22,32
382,31,62,1,1,63,3,0,0,22,32,30
383,31,92,1,1,63,4,0,0,22,30,30
384,26,122,8,1,63,5,1,1,22,30,29
385,20,147,7,1,63,6,1,1,22,29,28
386,20,166,3,1,63,7,1,1,22,28,25
387,31,0,1,1,67,0,0,0,8,8,15
388,34,30,1,1,67,1,0,0,8,15,9
389,32,63,1,1,67,2,0,0,8,9,9
390,30,94,1,1,67,3,0,0,8,9,13
391,29,0,1,1,68,0,0,0,24,24,30
392,31,28,1,1,68,1,0,0,24,30,28
393,31,58,1,1,68,2,0,0,24,28,27
394,31,88,1,1,68,3,0,0,24,27,26
395,31,118,1,1,68,4,1,1,24,26,25
396,15,148,1,1,68,5,0,1,24,25,22
397,13,162,8,1,68,6,1,1,24,22,20
398,19,174,3,1,68,7,1,1,24,20,20
399,31,0,1,1,77,0,0,0,5,5,16
400,29,30,1,1,77,1,0,0,5,16,26
401,27,58,1,1,77,2,0,0,5,26,17
402,26,84,1,1,77,3,0,0,5,17,20
403,27,109,1,1,77,4,0,0,5,20,14
404,21,135,8,1,77,5,1,1,5,14,18
405,16,155,3,1,77,6,1,1,5,18,12
406,23,170,3,1,77,7,1,1,5,12,14
407,32,0,1,1,83,0,0,0,26,26,10
408,33,31,1,1,83,1,0,0,26,10,17
409,32,63,1,1,83,2,0,0,26,17,17
410,32,94,1,1,83,3,0,0,26,17,11
411,25,125,1,1,83,4,1,1,26,11,28
412,30,0,1,1,91,0,0,0,33,33,28
413,30,29,1,1,91,1,0,0,33,28,32
414,5,58,1,1,91,2,0,0,33,32,31
415,26,62,1,1,91,3,0,0,33,31,31
416,32,0,1,1,98,0,0,0,13,13,9
417,27,31,1,1,98,1,0,0,13,9,30
418,32,57,1,1,98,2,0,0,13,30,25
419,31,88,1,1,98,3,0,0,13,25,22
420,33,118,2,1,98,4,1,1,13,22,20
421,6,150,7,1,98,5,1,1,13,20,22
422,16,155,3,1,98,6,1,1,13,22,18
423,23,170,3,1,98,7,1,1,13,18,19
424,39,0,1,2,1,0,0,1,2,2,1
425,29,38,3,2,1,1,1,1,2,1,5
426,35,66,1,2,1,2,0,1,2,5,3
427,17,100,4,2,1,3,1,1,2,3,4
428,36,116,1,2,1,4,0,1,2,4,3
429,20,151,3,2,1,5,1,1,2,3,4
430,8,0,7,2,2,0,1,1,15,15,19
431,2,7,8,2,2,1,1,1,15,19,30
432,3,8,10,2,2,2,1,1,15,30,30
433,32,10,1,2,2,3,0,1,15,30,7
434,26,41,4,2,2,4,1,1,15,7,14
435,34,66,1,2,2,5,0,1,15,14,15
436,18,99,4,2,2,6,1,1,15,15,15
437,36,116,1,2,2,7,0,1,15,15,8
438,20,151,3,2,2,8,1,1,15,8,15
439,38,0,1,2,3,0,0,1,5,5,4
440,30,37,3,2,3,1,1,1,5,4,4
441,36,66,1,2,3,2,0,1,5,4,1
442,16,101,4,2,3,3,1,1,5,1,6
443,36,116,1,2,3,4,0,1,5,6,5
444,20,151,3,2,3,5,1,1,5,5,9
445,38,0,1,2,4,0,0,1,29,29,23
446,30,37,4,2,4,1,1,1,29,23,23
447,35,66,1,2,4,2,0,1,29,23,18
448,17,100,5,2,4,3,1,1,29,18,21
449,36,116,1,2,4,4,0,1,29,21,17
450,6,151,5,2,4,5,1,1,29,17,20
451,15,156,3,2,4,6,1,1,29,20,21
452,4,0,3,2,5,0,1,1,31,31,30
453,37,3,1,2,5,1,0,1,31,30,9
454,28,39,4,2,5,2,1,1,31,9,17
455,34,66,1,2,5,3,0,1,31,17,22
456,18,99,4,2,5,4,1,1,31,22,17
457,35,116,1,2,5,5,0,1,31,17,21
458,21,150,3,2,5,6,1,1,31,21,17
459,36,0,1,2,6,0,0,1,10,10,21
460,32,35,4,2,6,1,1,1,10,21,7
461,36,66,1,2,6,2,0,1,10,7,2
462,16,101,4,2,6,3,1,1,10,2,10
463,3,116,6,2,6,4,1,1,10,10,21
464,35,118,1,2,6,5,1,1,10,21,4
465,19,152,3,2,6,6,1,1,10,4,10
466,37,0,1,2,7,0,0,1,19,19,25
467,31,36,4,2,7,1,1,1,19,25,18
468,34,66,1,2,7,2,0,1,19,18,28
469,21,99,8,2,7,3,1,1,19,28,24
470,33,119,1,2,7,4,0,1,19,24,18
471,8,151,7,2,7,5,1,1,19,18,23
472,13,158,3,2,7,6,1,1,19,23,23
473,13,170,7,2,7,7,1,1,19,23,21
474,36,0,1,2,9,0,0,1,1,1,8
475,32,35,3,2,9,1,1,1,1,8,1
476,35,66,1,2,9,2,0,1,1,1,4
477,17,100,4,2,9,3,1,1,1,4,3
478,34,116,1,2,9,4,0,1,1,3,9
479,22,149,3,2,9,5,1,1,1,9,3
480,37,0,1,2,10,0,0,1,4,4,5
481,31,36,3,2,10,1,1,1,4,5,3
482,33,66,1,2,10,2,0,1,4,3,8
483,19,98,4,2,10,3,1,1,4,8,2
484,35,116,1,2,10,4,0,1,4,2,11
485,39,0,1,2,11,0,0,1,7,7,6
486,29,38,4,2,11,1,1,1,7,6,12
487,31,66,1,2,11,2,0,1,7,12,27
488,21,96,4,2,11,3,1,1,7,27,11
489,36,116,1,2,11,4,0,1,7,11,10
490,20,151,3,2,11,5,1,1,7,10,11
491,2,0,1,2,14,0,1,1,24,24,31
492,3,1,3,2,14,1,1,1,24,31,31
493,4,3,6,2,14,2,1,1,24,31,31
494,3,6,8,2,14,3,1,1,24,31,31
495,34,8,1,2,14,4,0,1,24,31,31
496,26,41,6,2,14,5,1,1,24,31,30
497,33,66,1,2,14,6,0,1,24,30,30
498,21,98,9,2,14,7,1,1,24,30,25
499,34,118,1,2,14,8,1,1,24,25,25
500,21,151,5,2,14,9,1,1,24,25,24
501,38,0,1,2,15,0,0,1,17,17,10
502,30,37,4,2,15,1,1,1,17,10,10
503,34,66,1,2,15,2,0,1,17,10,14
504,18,99,4,2,15,3,1,1,17,14,8
505,36,116,1,2,15,4,0,1,17,8,7
506,20,151,3,2,15,5,1,1,17,7,8
507,37,0,1,2,17,0,0,1,27,27,27
508,31,36,4,2,17,1,1,1,27,27,21
509,34,66,1,2,17,2,0,1,27,21,23
510,18,99,5,2,17,3,1,1,27,23,20
511,35,116,1,2,17,4,0,1,27,20,22
512,21,150,3,2,17,5,1,1,27,22,19
513,36,0,1,2,18,0,0,1,32,32,30
514,35,35,7,2,18,1,1,1,32,30,26
515,31,69,1,2,18,2,0,1,32,26,24
516,37,0,1,2,19,0,0,1,33,33,26
517,31,36,4,2,19,1,1,1,33,26,22
518,35,66,1,2,19,2,0,1,33,22,17
519,38,0,1,2,20,0,0,1,12,12,15
520,30,37,4,2,20,1,1,1,12,15,16
521,36,66,1,2,20,2,0,1,12,16,9
522,37,0,1,2,21,0,0,1,9,9,17
523,31,36,4,2,21,1,1,1,9,17,11
524,32,66,1,2,21,2,0,1,9,11,26
525,20,97,4,2,21,3,1,1,9,26,12
526,33,116,1,2,21,4,0,1,9,12,23
527,23,148,3,2,21,5,1,1,9,23,12
528,38,0,1,2,22,0,0,1,3,3,2
529,30,37,3,2,22,1,1,1,3,2,2
530,35,66,1,2,22,2,0,1,3,2,2
531,17,100,4,2,22,3,1,1,3,2,1
532,36,116,1,2,22,4,0,1,3,1,2
533,20,151,3,2,22,5,1,1,3,2,5
534,13,170,7,2,22,6,1,1,3,5,20
535,38,0,1,2,24,0,0,1,23,23,17
536,30,37,4,2,24,1,1,1,23,17,15
537,35,66,1,2,24,2,0,1,23,15,12
538,17,100,4,2,24,3,1,1,23,12,16
539,36,116,1,2,24,4,0,1,23,16,12
540,20,151,3,2,24,5,1,1,23,12,16
541,37,0,1,2,25,0,0,1,6,6,12
542,25,36,1,2,25,1,0,0,6,12,22
543,10,60,7,2,25,2,1,1,6,22,25
544,32,69,1,2,25,3,0,1,6,25,11
545,20,100,8,2,25,4,1,1,6,11,23
546,33,119,1,2,25,5,0,1,6,23,14
547,8,151,7,2,25,6,1,1,6,14,22
548,41,158,1,2,25,7,0,1,6,22,21
549,37,0,1,2,26,0,0,1,11,11,16
550,31,36,4,2,26,1,1,1,11,16,9
551,34,66,1,2,26,2,0,1,11,9,18
552,18,99,4,2,26,3,1,1,11,18,9
553,35,116,1,2,26,4,0,1,11,9,13
554,2,150,1,2,26,5,0,0,11,13,24
555,7,151,6,2,26,6,1,1,11,24,23
556,42,157,1,2,26,7,0,1,11,23,20
557,37,0,1,2,27,0,0,1,8,8,14
558,31,36,4,2,27,1,1,1,8,14,8
559,34,66,1,2,27,2,0,1,8,8,11
560,18,99,4,2,27,3,1,1,8,11,7
561,37,116,1,2,27,4,0,1,8,7,2
562,19,152,3,2,27,5,1,1,8,2,6
563,38,0,1,2,28,0,0,1,16,16,11
564,25,37,1,2,28,1,0,0,16,11,25
565,36,61,1,2,28,2,0,1,16,25,28
566,21,96,4,2,28,3,1,1,16,28,13
567,32,116,1,2,28,4,0,1,16,13,24
568,24,147,3,2,28,5,1,1,16,24,13
569,8,0,7,2,29,0,1,1,18,18,21
570,2,7,8,2,29,1,1,1,18,21,26
571,34,8,1,2,29,2,0,1,18,26,4
572,28,41,6,2,29,3,1,1,18,4,27
573,32,68,1,2,29,4,0,1,18,27,21
574,18,99,5,2,29,5,1,1,18,21,14
575,36,116,1,2,29,6,0,1,18,14,11
576,20,151,3,2,29,7,1,1,18,11,14
577,37,0,1,2,32,0,0,1,13,13,21
578,31,36,4,2,32,1,1,1,13,21,13
579,35,66,1,2,32,2,0,1,13,13,8
580,9,0,8,2,41,0,1,1,28,28,29
581,34,8,1,2,41,1,0,1,28,29,11
582,26,41,4,2,41,2,1,1,28,11,19
583,35,66,1,2,41,3,0,1,28,19,13
584,17,100,4,2,41,4,1,1,28,13,19
585,35,116,1,2,41,5,0,1,28,19,20
586,21,150,3,2,41,6,1,1,28,20,20
587,36,0,1,2,48,0,0,1,20,20,29
588,32,35,4,2,48,1,1,1,20,29,20
589,35,66,1,2,48,2,0,1,20,20,22
590,21,100,9,2,48,3,1,1,20,22,24
591,3,120,11,2,48,4,1,1,20,24,24
592,34,122,3,2,48,5,1,1,20,24,20
593,16,155,3,2,48,6,1,1,20,20,22
594,2,0,1,2,63,0,1,1,25,25,29
595,6,1,6,2,63,1,1,1,25,29,30
596,33,6,1,2,63,2,0,1,25,30,29
597,31,38,7,2,63,3,1,1,25,29,29
598,30,68,1,2,63,4,0,1,25,29,29
599,18,97,4,2,63,5,1,1,25,29,28
600,2,114,5,2,63,6,1,1,25,28,28
601,33,115,1,2,63,7,0,1,25,28,26
602,6,147,4,2,63,8,1,1,25,26,25
603,17,152,4,2,63,9,1,1,25,25,25
604,12,168,7,2,63,10,1,1,25,25,22
605,38,0,1,2,83,0,0,1,14,14,7
606,30,37,3,2,83,1,1,1,14,7,6
