,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lr,lsvc,lsvcl2,rf,lrbias,xgb
0,Indy500-2018,1296,225,"+:92,0:34,-:99",0.1511111111111111,0.28444444444444444,0.3422222222222222,0.5955555555555555,0.6311111111111111,0.4666666666666667,0.5777777777777777,0.6,0.5244444444444445
0,Indy500-2019,1296,250,"+:80,0:50,-:120",0.2,0.34,0.408,0.52,0.512,0.356,0.476,0.524,0.476
