runid,MASE,sMAPE,RMSE,NRMSE,wQuantileLoss[0.5],wQuantileLoss[0.9],mean_wQuantileLoss
log-deepAR-laptime-all-indy-f1min-t10-e1000-r1_deepar_t10,2.2837167579526896,0.1989927546948726,22.80778299757577,0.4180628087991884,0.231670034877116,0.25793284351285045,0.1894523093328713
log-deepAR-laptime-all-indy-f1min-t20-e1000-r1_deepar_t20,2.5484454508755072,0.22000329439555766,24.182804229463763,0.4419389312938981,0.24921664055287598,0.2945022289661007,0.20674767238051875
log-deepAR-laptime-all-indy-f1min-t2-e1000-r1_deepar_t2,1.398087377995281,0.12071971737345699,16.07891710948481,0.2989306750849504,0.14896556692511906,0.123141276234796,0.11183685491354776
log-deepAR-laptime-all-indy-f1min-t30-e1000-r1_deepar_t30,2.9696714358651533,0.2641507500511415,25.82107425269039,0.4647283962574823,0.2835819306200261,0.3188561922815774,0.23100438417428776
log-deepAR-laptime-all-indy-f1min-t5-e1000-r1_deepar_t5,1.7696450419304253,0.1548817626076291,18.92269957283109,0.3511511207782019,0.18629714517345,0.16556453884969125,0.1394931127258748
log-deepAR-Oracle-laptime-all-indy-f1min-t10-e1000-r1_oracle_t10,1.1546190016583404,0.09610218171331747,11.758906025382409,0.21553876068969904,0.11853956556072227,0.08673800719455739,0.08294883022832215
log-deepAR-Oracle-laptime-all-indy-f1min-t20-e1000-r1_oracle_t20,1.03248533733481,0.08864571767057301,10.036694901018787,0.18341984561388966,0.10460977094006398,0.06957688503515802,0.07036980337249549
log-deepAR-Oracle-laptime-all-indy-f1min-t2-e1000-r1_oracle_t2,0.767229001873841,0.061085892706988776,9.52991757225555,0.17717515887296978,0.08155034946088938,0.06242948213311497,0.05945783244464176
log-deepAR-Oracle-laptime-all-indy-f1min-t30-e1000-r1_oracle_t30,0.9923411728452188,0.0851162781858889,9.594719015914974,0.17268601364804728,0.0988095230457598,0.05732190958399931,0.06552067328448408
log-deepAR-Oracle-laptime-all-indy-f1min-t5-e1000-r1_oracle_t5,0.6669006087108337,0.055079369212851316,8.026334113735004,0.14894577853072594,0.07030602539400657,0.046503321515062535,0.04926738245609813
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t10-e1000-r1_curtrack_t10,2.135596551112904,0.187362053520974,21.621946434145585,0.396326624947514,0.22095343142268853,0.23822341466182595,0.1879774723226093
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t20-e1000-r1_curtrack_t20,3.1006180103142604,0.2544903337581439,30.381273575851107,0.5552154931271556,0.32488852662057377,0.2560701066825176,0.2815268297288281
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t2-e1000-r1_curtrack_t2,1.0196787392220859,0.08521387325089101,12.281279240196305,0.2283270116501209,0.10820699002675556,0.10706206128263401,0.08670067302465823
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t30-e1000-r1_curtrack_t30,3.2665950550486915,0.2723168778177252,28.20576424708288,0.5076481115961969,0.3223602980591511,0.2738280436501663,0.2826020327367167
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t5-e1000-r1_curtrack_t5,1.4758452127041894,0.12716272269951728,17.482558781834936,0.3244262313991625,0.15531667664913784,0.17209227723306653,0.12959722638976642
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t10-e1000-r1_zerotrack_t10,2.3938702877165863,0.2108414844386623,24.780192895841388,0.4542167489809191,0.2422245449444938,0.3816729217231189,0.2279393447484517
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t20-e1000-r1_zerotrack_t20,2.5304294984584823,0.2161504173627532,24.74991817245304,0.4523028960147963,0.24804295006168856,0.3871148263995142,0.23335116258741906
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t2-e1000-r1_zerotrack_t2,1.673861552501155,0.14484183321156135,19.901326549633428,0.3699948783900774,0.1776034038552632,0.24376033461767144,0.15689358102215142
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t30-e1000-r1_zerotrack_t30,2.7017820755987234,0.2257693081482684,26.002213359904104,0.4679885428327616,0.2584710625868449,0.4165128274649703,0.2460498843713645
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t5-e1000-r1_zerotrack_t5,2.0794738381510367,0.1851201649845176,22.975864087217392,0.4263662483263187,0.21721975915579184,0.3205852790533031,0.19789818592886296
log-naive-laptime-all-indy-f1min-t10-e1000-r1_naive_t10,2.109791033392811,0.1816136937434149,21.662684383988967,0.3970733446851604,0.22040688656353394,0.239907013608248,0.2204068865635339
log-naive-laptime-all-indy-f1min-t20-e1000-r1_naive_t20,2.662246886780411,0.22839719268248004,24.96106276703217,0.4561615476248977,0.2756869568413885,0.2658478019210599,0.2756869568413886
log-naive-laptime-all-indy-f1min-t2-e1000-r1_naive_t2,1.3818050323203384,0.11583392863610215,16.003265899342882,0.2975242080222288,0.1477894987330053,0.1479447111783122,0.1477894987330053
log-naive-laptime-all-indy-f1min-t30-e1000-r1_naive_t30,2.9857405060228763,0.2568774973064529,24.88912774426721,0.4479551976671047,0.2945334988688028,0.3117635403794301,0.2945334988688028
log-naive-laptime-all-indy-f1min-t5-e1000-r1_naive_t5,1.9242382773102755,0.15969040999786085,21.03362236540059,0.39032380338799777,0.20532479411724555,0.19559727902524796,0.20532479411724555
