runid,MASE,sMAPE,RMSE,NRMSE,wQuantileLoss[0.5],wQuantileLoss[0.9],mean_wQuantileLoss
log-deepAR-laptime-all-indy-f1min-t10-e1000-r1_deepar_t10,2.7481620138460987,0.14631670942641478,13.489501610287675,0.4062975411186637,0.18561292831439347,0.1984634689278026,0.1479139764508116
log-deepAR-laptime-all-indy-f1min-t20-e1000-r1_deepar_t20,3.0077262939407765,0.14356901954904014,12.433829858915797,0.3856003467387889,0.16907292502639454,0.2220892387977121,0.14566449000720175
log-deepAR-laptime-all-indy-f1min-t2-e1000-r1_deepar_t2,1.6165876345244108,0.08105316595470456,10.359669908575302,0.31236095099741584,0.11191386875828976,0.09173802675415343,0.08445574137074557
log-deepAR-laptime-all-indy-f1min-t30-e1000-r1_deepar_t30,3.1744975898774466,0.15211800579483714,13.258118590264347,0.4139258826957974,0.18181811144571575,0.2790150137392836,0.1705094829916213
log-deepAR-laptime-all-indy-f1min-t5-e1000-r1_deepar_t5,2.261016652112591,0.1174923755424522,12.408578426399712,0.37423798299602185,0.1537531240064094,0.14718276477197892,0.11968552125243985
log-deepAR-Oracle-laptime-all-indy-f1min-t10-e1000-r1_oracle_t10,1.0976254562832173,0.05798271809672655,6.258435518971727,0.1885011793666774,0.07549174644623169,0.059678615867558765,0.05497717511931352
log-deepAR-Oracle-laptime-all-indy-f1min-t20-e1000-r1_oracle_t20,1.3587522595319077,0.07112178338471514,7.399785222469385,0.2294835766576564,0.09355725440086506,0.06561260202992772,0.06644751937905419
log-deepAR-Oracle-laptime-all-indy-f1min-t2-e1000-r1_oracle_t2,0.8485458132987993,0.03850967181899352,5.839092851698438,0.17605817677733002,0.054888563397700214,0.03601187883736828,0.04071408939129162
log-deepAR-Oracle-laptime-all-indy-f1min-t30-e1000-r1_oracle_t30,1.2842181466510776,0.06650641361426629,5.610600563842689,0.1751660897457562,0.08478629788006442,0.04080966538109783,0.06011085750973979
log-deepAR-Oracle-laptime-all-indy-f1min-t5-e1000-r1_oracle_t5,1.0714631531656345,0.04974681086178425,5.981459567204782,0.1803985345364386,0.06847929398495778,0.04790503253044316,0.05098163774715397
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t10-e1000-r1_curtrack_t10,2.4749576565392,0.1276852328002445,13.430730845178616,0.4045273928920412,0.17006035018326338,0.17056268537588987,0.15282450021002633
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t20-e1000-r1_curtrack_t20,3.3263936213558893,0.1561842220601481,14.435082629976455,0.4476635863993837,0.19946794684820687,0.21059360891735995,0.17588410989962808
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t2-e1000-r1_curtrack_t2,1.0992690880063352,0.053578395567785306,7.768165190971196,0.23422285535837906,0.07618365672396718,0.06126677166314929,0.057531917403047174
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t30-e1000-r1_curtrack_t30,3.144777477424181,0.14753813040194305,13.827933261599846,0.4317158156489359,0.18633942743418336,0.24555344315869945,0.17585027195298975
log-deepAR-Oracle-laptime-curtrack-indy-f1min-t5-e1000-r1_curtrack_t5,1.6570205847285655,0.08508981137811843,10.583165889625196,0.31918423852802186,0.11710775808826206,0.11739327994632565,0.10301785690291873
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t10-e1000-r1_zerotrack_t10,2.8232212071081864,0.14258853451697193,13.660729530237619,0.4114548467668924,0.17159650828271147,0.2573474457888503,0.15786975883652704
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t20-e1000-r1_zerotrack_t20,3.2102695912011474,0.1514717205530592,13.10282198163019,0.4063472603938131,0.1751817927558049,0.2374625304491005,0.15558998153580625
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t2-e1000-r1_zerotrack_t2,2.1811656489755222,0.10874349039645716,12.216430704954524,0.3683453185738045,0.13332105278113482,0.12044851672004415,0.10122948738132914
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t30-e1000-r1_zerotrack_t30,3.2567571238611888,0.1548217552115563,13.067852147471196,0.4079856578634161,0.18204125609525895,0.26213496247337165,0.16657193562697267
log-deepAR-Oracle-laptime-nolap-zerotrack-indy-f1min-t5-e1000-r1_zerotrack_t5,2.4248035379595487,0.1214585150291539,12.865326843683189,0.3880133406999412,0.14812340374935348,0.21000693046858807,0.13310463744279008
log-naive-laptime-all-indy-f1min-t10-e1000-r1_naive_t10,2.6643102225874618,0.13036266106936234,13.959235088102885,0.4204456959231293,0.1774267130641184,0.19268878679456444,0.1774267130641184
log-naive-laptime-all-indy-f1min-t20-e1000-r1_naive_t20,2.9506712148158964,0.13706665954714245,13.742588412173284,0.4261878212064061,0.17991658234209584,0.2095280566190131,0.17991658234209587
log-naive-laptime-all-indy-f1min-t2-e1000-r1_naive_t2,1.3910574183930295,0.06982071059641913,10.377916390399653,0.3129111121961133,0.10317947245252354,0.10431123854872423,0.10317947245252357
log-naive-laptime-all-indy-f1min-t30-e1000-r1_naive_t30,3.1338519596009005,0.14574169405676088,13.663583033456998,0.4265847095427317,0.18585702540688487,0.2746956169037757,0.1858570254068849
log-naive-laptime-all-indy-f1min-t5-e1000-r1_naive_t5,2.0474318108283,0.10504188824412383,13.087152703125202,0.3947035238427031,0.15077372925290275,0.1484649785417415,0.15077372925290275
