,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,oracle,2,False,r0.5,0.7408163265306122,0.6816326530612244,0.8506122448979591,0.8065306122448979,0.8708393073961627,6.478840048590989
1,deepAR,2,False,r0.5,0.5061224489795918,0.44897959183673464,0.7334693877551021,0.6571428571428571,0.7602795112281227,15.798714725428644
2,naive,2,False,r0.5,0.7142857142857143,0.6326530612244898,0.8387755102040815,0.7714285714285715,0.83363339314777,12.048809962278582
3,curtrack,2,False,r0.5,0.5755102040816327,0.48571428571428577,0.8097959183673471,0.7314285714285714,0.8278809372455995,11.118957048674089
4,zerotrack,2,False,r0.5,0.5265306122448979,0.45714285714285713,0.7848979591836734,0.7371428571428572,0.8156877994346727,11.789875716137598
5,oracle,5,False,r0.5,0.6210526315789473,0.4842105263157895,0.7309473684210526,0.6926315789473684,0.7813407916481381,12.320326526589541
6,deepAR,5,False,r0.5,0.28421052631578947,0.14736842105263157,0.5448421052631579,0.40631578947368413,0.6049395804076754,29.462018298401734
7,naive,5,False,r0.5,0.4631578947368421,0.3684210526315789,0.5726315789473684,0.4631578947368421,0.5905404467830971,34.88247980745826
8,curtrack,5,False,r0.5,0.39789473684210525,0.3157894736842105,0.5865263157894736,0.4526315789473684,0.6421248566455033,27.95186856019969
9,zerotrack,5,False,r0.5,0.4336842105263158,0.32631578947368417,0.5974736842105264,0.5284210526315789,0.642500246947917,27.368324607698078
10,oracle,10,False,r0.5,0.47111111111111104,0.22222222222222224,0.6679999999999999,0.6133333333333334,0.6245162571298803,23.12737369872925
11,deepAR,10,False,r0.5,0.33111111111111113,0.2666666666666666,0.5137777777777777,0.36444444444444446,0.47453955128870157,38.663072373716815
12,naive,10,False,r0.5,0.3,0.22222222222222224,0.4444444444444445,0.28888888888888886,0.4102774175725867,46.28773694207028
13,curtrack,10,False,r0.5,0.31333333333333335,0.15555555555555553,0.5026666666666667,0.37333333333333335,0.49149722851575073,39.22796664405554
14,zerotrack,10,False,r0.5,0.28,0.13333333333333336,0.5235555555555556,0.39111111111111113,0.5341678029969988,32.708152019174236
