,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,oracle,2,False,r0.7,0.6203389830508474,0.5457627118644067,0.8291525423728814,0.7667796610169492,0.8469578839079744,10.601870704224883
1,curtrack,2,False,r0.7,0.6457627118644068,0.559322033898305,0.8105084745762712,0.752542372881356,0.8395091718955413,11.274963443786687
2,zerotrack,2,False,r0.7,0.6542372881355932,0.5728813559322035,0.8366101694915254,0.7796610169491526,0.8401890681232377,10.599888264069369
3,oracle,5,False,r0.7,0.4539130434782609,0.34782608695652173,0.6024347826086957,0.4660869565217392,0.670439835304568,27.574387188589707
4,curtrack,5,False,r0.7,0.44000000000000006,0.2956521739130435,0.6191304347826087,0.47304347826086957,0.6840159346240212,26.006591164756315
5,zerotrack,5,False,r0.7,0.4295652173913044,0.3130434782608696,0.5996521739130435,0.471304347826087,0.6535175391333602,28.847852552292625
6,oracle,10,False,r0.7,0.3109090909090909,0.09090909090909091,0.4876363636363637,0.3018181818181819,0.48179518888561307,43.6792824223031
7,curtrack,10,False,r0.7,0.2963636363636364,0.1090909090909091,0.4578181818181818,0.22181818181818183,0.4576820635365392,45.490033517440416
8,zerotrack,10,False,r0.7,0.31999999999999995,0.16363636363636364,0.46836363636363637,0.3054545454545455,0.5056290343061804,41.655103146151426
