carno,chi2,pvalue,feedom
12,12.660504201680673,0.0017815845735144643,2
20,2.3244113029827314,0.3127955015991219,2
9,3.4040234275528394,0.18231638650232376,2
27,23.553719008264462,7.680241975056399e-06,2
29,18.330710955710956,0.0001046012058857471,2
22,13.33751962323391,0.0012699727802479503,2
29,37.634408602150536,6.726544307114976e-09,2
1,7.5493496196292735,0.022944550771601204,2
