,Year,Model,ExpID,laptype,Top1Acc,MAE,50-Risk,90-Risk
0,2019,joint,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,all,0.6382978723400861,1.7409841890211406,0.15285695090818036,0.14423428243370345
1,2019,joint,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,normal,0.7752808988755334,0.8244159758854559,0.09597700851152167,0.08883737803612207
2,2019,joint,weighted-noinlap-S0LTYP0T-nocate-c60-drank-oracle,pit,0.5151515151509948,2.558655462184874,0.20344256998453755,0.1935009762064111
