,runid,trainsize,testsize,testdistribution,lr,lsvc,rf,xgb
0,Phoenix,691,114,"+:38,0:16,-:60",0.5350877192982456,0.5263157894736842,0.5,0.43859649122807015
0,Indy500,580,225,"+:82,0:47,-:96",0.5377777777777778,0.5333333333333333,0.43555555555555553,0.48
0,Texas,678,127,"+:39,0:34,-:54",0.6062992125984252,0.5826771653543307,0.4566929133858268,0.36220472440944884
0,Iowa,696,109,"+:42,0:28,-:39",0.3853211009174312,0.3853211009174312,0.3761467889908257,0.44954128440366975
0,Pocono,679,126,"+:29,0:61,-:36",0.3968253968253968,0.3888888888888889,0.3253968253968254,0.3888888888888889
0,Gateway,701,104,"+:34,0:28,-:42",0.5,0.4519230769230769,0.4423076923076923,0.40384615384615385
