,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,stage0,153,652,"+:221,0:167,-:264",4.7477795908134555,5.870429231324249,6.158315242480436,4.852986279790042,4.960881785921609,5.021722674504428,4.7773384294129215,5.130540579017229
0,stage1,288,517,"+:186,0:136,-:195",4.682987028044771,5.526301532846013,6.856642009893584,28.75602660008594,34.26271337942149,5.0171295553189506,4.770325218863287,5.35535041354392
0,stage2,421,384,"+:140,0:112,-:132",4.903761311483258,5.681357594945354,7.0517063537841675,4.795480436062557,5.182141076182629,4.646936686992482,4.988874881863006,4.769602365799465
0,stage3,547,258,"+:91,0:89,-:78",4.734419571834603,5.541856242581209,7.011065451105839,4.776015016692383,4.729744885724449,4.631724275843917,4.822094789297294,4.9953202036495234
0,stage4,657,148,"+:48,0:53,-:47",4.914814890248198,5.646989728279184,6.450434722412754,4.866050919130715,4.882637944279171,4.611071136626177,4.951841851706651,4.991916925484898
0,stage5,725,80,"+:26,0:29,-:25",5.054700782440045,5.848562283492211,6.650187967268294,4.752692747322298,4.593080766282985,4.320070601274938,5.078109624866218,5.044268513810921
0,stage6,767,38,"+:11,0:13,-:14",3.8525452967042315,4.358174467735937,7.174516304987139,3.6212871585485944,3.309558132038533,3.2315178933029043,3.852934505470489,3.6364645502817936
0,stage7,789,16,"+:4,0:4,-:8",2.680951323690902,3.045832066676536,5.994789404140899,2.2031702761088843,2.6223276268173055,2.9687276314946778,2.6644541715238446,3.2766117974840503
