,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.796,0.755,0.979,0.973,0.977,0.805
1,fulloracle,2,10,3,0.667,0.333,0.933,0.933,0.918,3.162
2,fulloracle,2,01,48,0.615,0.562,0.825,0.758,0.877,9.288
3,fulloracle,2,11,39,0.756,0.692,0.777,0.723,0.850,8.137
4,fulloracle,2,aa,188,0.739,0.686,0.897,0.866,0.924,4.530
0,fulloracle,5,00,75,0.683,0.533,0.965,0.955,0.969,0.755
1,fulloracle,5,10,3,0.667,0.333,0.893,0.867,0.881,4.911
2,fulloracle,5,01,59,0.549,0.373,0.809,0.708,0.853,11.891
3,fulloracle,5,11,48,0.546,0.292,0.694,0.608,0.804,11.698
4,fulloracle,5,aa,185,0.604,0.416,0.844,0.785,0.888,7.213
0,fulloracle,10,00,35,0.754,0.714,0.945,0.914,0.949,1.548
1,fulloracle,10,10,3,0.500,0.333,0.893,0.933,0.872,5.698
2,fulloracle,10,01,69,0.535,0.333,0.784,0.710,0.845,13.222
3,fulloracle,10,11,63,0.392,0.175,0.674,0.654,0.766,15.949
4,fulloracle,10,aa,170,0.526,0.353,0.778,0.735,0.838,11.696
0,notracklap,2,00,98,0.786,0.735,0.969,0.963,0.977,0.840
1,notracklap,2,10,3,0.833,0.667,0.967,0.933,0.945,2.431
2,notracklap,2,01,48,0.615,0.562,0.819,0.729,0.877,9.188
3,notracklap,2,11,39,0.833,0.744,0.803,0.754,0.884,6.242
4,notracklap,2,aa,188,0.753,0.691,0.896,0.860,0.931,4.117
0,notracklap,5,00,75,0.675,0.560,0.958,0.939,0.969,0.779
1,notracklap,5,10,3,0.667,0.333,0.907,0.867,0.900,4.311
2,notracklap,5,01,59,0.542,0.322,0.810,0.708,0.854,11.689
3,notracklap,5,11,48,0.558,0.312,0.696,0.596,0.828,10.246
4,notracklap,5,aa,185,0.602,0.416,0.842,0.775,0.894,6.772
0,notracklap,10,00,35,0.771,0.771,0.924,0.891,0.938,2.097
