,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.906,0.891,0.991,0.984,0.972,0.856
1,fulloracle,2,10,24,0.875,0.833,0.971,0.967,0.958,1.703
2,fulloracle,2,01,57,0.632,0.526,0.782,0.716,0.792,17.140
3,fulloracle,2,11,43,0.907,0.884,0.937,0.916,0.920,5.024
4,fulloracle,2,aa,188,0.819,0.771,0.913,0.885,0.904,6.855
0,fulloracle,5,00,40,0.975,0.975,1.000,1.000,0.969,1.227
1,fulloracle,5,10,13,0.677,0.692,0.932,0.908,0.954,1.988
2,fulloracle,5,01,65,0.563,0.400,0.716,0.551,0.713,25.016
3,fulloracle,5,11,67,0.779,0.701,0.863,0.797,0.869,8.558
4,fulloracle,5,aa,185,0.738,0.654,0.846,0.762,0.842,12.294
0,fulloracle,10,00,9,0.889,0.889,1.000,1.000,0.915,3.774
1,fulloracle,10,10,6,0.717,0.667,1.000,1.000,0.930,4.139
2,fulloracle,10,01,67,0.676,0.507,0.733,0.510,0.679,29.173
3,fulloracle,10,11,88,0.703,0.659,0.800,0.732,0.805,12.416
4,fulloracle,10,aa,170,0.703,0.612,0.792,0.668,0.765,18.271
0,notracklap,2,00,64,0.906,0.891,0.991,0.984,0.973,0.873
1,notracklap,2,10,24,0.875,0.792,0.971,0.967,0.959,1.621
2,notracklap,2,01,57,0.561,0.456,0.753,0.688,0.784,18.897
3,notracklap,2,11,43,0.802,0.744,0.919,0.893,0.918,5.694
4,notracklap,2,aa,188,0.774,0.713,0.899,0.871,0.902,7.536
0,notracklap,5,00,40,0.975,0.975,1.000,1.000,0.969,1.252
1,notracklap,5,10,13,0.692,0.692,0.938,0.923,0.952,1.969
2,notracklap,5,01,65,0.480,0.308,0.676,0.505,0.691,28.724
3,notracklap,5,11,67,0.669,0.567,0.842,0.752,0.856,10.415
4,notracklap,5,aa,185,0.670,0.573,0.825,0.731,0.829,14.273
0,notracklap,10,00,9,0.889,0.889,1.000,1.000,0.915,3.872
1,notracklap,10,10,6,0.717,0.667,1.000,1.000,0.933,3.808
2,notracklap,10,01,67,0.513,0.269,0.651,0.397,0.634,37.005
3,notracklap,10,11,88,0.570,0.511,0.745,0.648,0.778,16.072
4,notracklap,10,aa,170,0.570,0.441,0.730,0.580,0.734,23.244
0,laponly,2,00,64,0.906,0.891,0.991,0.984,0.973,0.871
1,laponly,2,10,24,0.875,0.833,0.971,0.967,0.958,1.743
2,laponly,2,01,57,0.632,0.526,0.781,0.719,0.791,17.171
3,laponly,2,11,43,0.919,0.860,0.926,0.902,0.921,4.889
4,laponly,2,aa,188,0.822,0.766,0.910,0.883,0.904,6.843
0,laponly,5,00,40,0.975,0.975,0.998,1.000,0.970,1.226
1,laponly,5,10,13,0.692,0.692,0.929,0.908,0.949,2.368
2,laponly,5,01,65,0.548,0.400,0.713,0.563,0.713,25.001
3,laponly,5,11,67,0.782,0.701,0.873,0.809,0.871,8.334
4,laponly,5,aa,185,0.735,0.654,0.848,0.771,0.843,12.234
0,laponly,10,00,9,0.889,0.889,1.000,1.000,0.914,3.901
1,laponly,10,10,6,0.717,0.667,0.980,0.967,0.924,5.179
