,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.949,0.939,0.984,0.978,0.986,0.507
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.945,2.438
2,fulloracle,2,01,48,0.688,0.583,0.829,0.783,0.852,12.957
3,fulloracle,2,11,39,0.731,0.692,0.838,0.790,0.878,7.294
4,fulloracle,2,aa,188,0.835,0.793,0.914,0.889,0.929,5.125
0,fulloracle,5,00,75,0.920,0.880,0.972,0.957,0.984,0.391
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.910,3.997
2,fulloracle,5,01,59,0.647,0.407,0.819,0.702,0.837,14.484
3,fulloracle,5,11,48,0.579,0.354,0.736,0.629,0.814,12.714
4,fulloracle,5,aa,185,0.741,0.584,0.862,0.790,0.892,8.141
0,fulloracle,10,00,35,0.866,0.829,0.946,0.903,0.969,0.748
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.893,4.685
2,fulloracle,10,01,69,0.681,0.435,0.824,0.728,0.838,13.910
3,fulloracle,10,11,63,0.492,0.238,0.746,0.695,0.767,16.295
4,fulloracle,10,aa,170,0.646,0.441,0.822,0.755,0.839,11.921
0,notracklap,2,00,98,0.944,0.929,0.981,0.973,0.985,0.588
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.946,2.510
2,notracklap,2,01,48,0.646,0.583,0.829,0.779,0.847,13.780
3,notracklap,2,11,39,0.731,0.692,0.831,0.774,0.872,7.743
4,notracklap,2,aa,188,0.822,0.787,0.911,0.883,0.926,5.471
0,notracklap,5,00,75,0.917,0.893,0.972,0.957,0.983,0.419
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.908,4.072
2,notracklap,5,01,59,0.627,0.390,0.814,0.695,0.825,16.134
3,notracklap,5,11,48,0.592,0.354,0.737,0.633,0.798,13.997
4,notracklap,5,aa,185,0.736,0.584,0.860,0.789,0.884,9.013
0,notracklap,10,00,35,0.866,0.829,0.946,0.903,0.968,0.755
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.892,4.731
2,notracklap,10,01,69,0.693,0.478,0.814,0.704,0.826,15.471
3,notracklap,10,11,63,0.454,0.206,0.731,0.673,0.746,18.194
4,notracklap,10,aa,170,0.636,0.447,0.813,0.738,0.827,13.261
0,laponly,2,00,98,0.954,0.949,0.986,0.980,0.985,0.554
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.943,2.566
2,laponly,2,01,48,0.708,0.646,0.831,0.775,0.852,13.033
3,laponly,2,11,39,0.782,0.744,0.851,0.800,0.875,7.206
4,laponly,2,aa,188,0.854,0.824,0.919,0.890,0.928,5.152
0,laponly,5,00,75,0.920,0.853,0.972,0.957,0.984,0.394
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.911,3.922
2,laponly,5,01,59,0.658,0.407,0.814,0.702,0.838,14.500
3,laponly,5,11,48,0.562,0.354,0.754,0.658,0.805,12.906
4,laponly,5,aa,185,0.739,0.573,0.865,0.798,0.890,8.196
0,laponly,10,00,35,0.866,0.829,0.946,0.903,0.969,0.735
1,laponly,10,10,3,0.500,0.333,0.947,0.933,0.893,4.675
2,laponly,10,01,69,0.690,0.435,0.821,0.719,0.837,13.939
3,laponly,10,11,63,0.470,0.238,0.749,0.692,0.757,16.916
4,laponly,10,aa,170,0.641,0.441,0.822,0.751,0.835,12.160
0,trackonly,2,00,98,0.944,0.929,0.983,0.978,0.984,0.722
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.943,2.538
2,trackonly,2,01,48,0.635,0.521,0.825,0.767,0.845,14.073
3,trackonly,2,11,39,0.744,0.718,0.828,0.774,0.875,7.665
4,trackonly,2,aa,188,0.822,0.777,0.911,0.882,0.925,5.600
0,trackonly,5,00,75,0.920,0.893,0.972,0.957,0.983,0.426
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.908,4.076
2,trackonly,5,01,59,0.641,0.390,0.809,0.685,0.827,15.993
3,trackonly,5,11,48,0.604,0.354,0.736,0.625,0.803,14.034
4,trackonly,5,aa,185,0.745,0.584,0.859,0.784,0.885,8.980
0,trackonly,10,00,35,0.866,0.829,0.946,0.903,0.968,0.785
1,trackonly,10,10,3,0.500,0.333,0.947,0.933,0.891,4.729
2,trackonly,10,01,69,0.690,0.449,0.817,0.707,0.826,15.434
3,trackonly,10,11,63,0.478,0.238,0.727,0.676,0.756,17.662
4,trackonly,10,aa,170,0.644,0.447,0.812,0.740,0.830,13.055
0,fullpred,2,00,98,0.923,0.898,0.983,0.976,0.984,0.656
1,fullpred,2,10,3,0.833,0.667,1.000,1.000,0.946,2.488
2,fullpred,2,01,48,0.573,0.438,0.777,0.704,0.829,16.362
3,fullpred,2,11,39,0.718,0.667,0.808,0.744,0.863,9.555
4,fullpred,2,aa,188,0.790,0.729,0.894,0.859,0.919,6.541
0,fullpred,5,00,75,0.912,0.867,0.972,0.957,0.983,0.436
1,fullpred,5,10,3,0.667,0.333,0.960,0.933,0.907,4.118
2,fullpred,5,01,59,0.508,0.220,0.744,0.603,0.782,22.670
3,fullpred,5,11,48,0.487,0.229,0.649,0.496,0.756,19.846
4,fullpred,5,aa,185,0.669,0.486,0.815,0.724,0.859,12.623
0,fullpred,10,00,35,0.863,0.800,0.946,0.903,0.966,0.829
1,fullpred,10,10,3,0.500,0.333,0.947,0.933,0.888,4.900
2,fullpred,10,01,69,0.500,0.188,0.732,0.597,0.762,25.145
3,fullpred,10,11,63,0.333,0.111,0.616,0.543,0.684,25.940
4,fullpred,10,aa,170,0.513,0.288,0.737,0.646,0.777,20.076
0,predtrack,2,00,98,0.929,0.929,0.983,0.976,0.984,0.665
1,predtrack,2,10,3,0.833,0.667,1.000,1.000,0.943,2.528
2,predtrack,2,01,48,0.594,0.542,0.825,0.767,0.848,13.640
3,predtrack,2,11,39,0.756,0.692,0.833,0.779,0.872,7.927
4,predtrack,2,aa,188,0.806,0.777,0.912,0.882,0.925,5.514
0,predtrack,5,00,75,0.925,0.867,0.972,0.957,0.983,0.419
1,predtrack,5,10,3,0.667,0.333,0.960,0.933,0.910,3.987
2,predtrack,5,01,59,0.654,0.390,0.814,0.688,0.826,16.022
3,predtrack,5,11,48,0.579,0.354,0.727,0.604,0.799,14.268
4,predtrack,5,aa,185,0.745,0.573,0.858,0.779,0.884,9.047
0,predtrack,10,00,35,0.866,0.829,0.946,0.903,0.968,0.775
1,predtrack,10,10,3,0.500,0.333,0.947,0.933,0.892,4.706
2,predtrack,10,01,69,0.677,0.435,0.816,0.696,0.826,15.435
3,predtrack,10,11,63,0.478,0.238,0.726,0.673,0.749,18.134
4,predtrack,10,aa,170,0.639,0.441,0.812,0.734,0.828,13.228
0,predpit,2,00,98,0.944,0.939,0.982,0.978,0.984,0.614
1,predpit,2,10,3,0.833,0.667,1.000,1.000,0.949,2.410
2,predpit,2,01,48,0.552,0.438,0.787,0.717,0.829,16.247
3,predpit,2,11,39,0.718,0.641,0.805,0.744,0.861,9.602
4,predpit,2,aa,188,0.795,0.745,0.896,0.863,0.918,6.499
0,predpit,5,00,75,0.920,0.920,0.972,0.957,0.983,0.440
1,predpit,5,10,3,0.667,0.333,0.960,0.933,0.906,4.189
2,predpit,5,01,59,0.505,0.271,0.748,0.603,0.784,22.470
3,predpit,5,11,48,0.496,0.292,0.652,0.504,0.748,20.289
4,predpit,5,aa,185,0.674,0.541,0.817,0.726,0.857,12.676
0,predpit,10,00,35,0.863,0.829,0.945,0.897,0.966,0.827
1,predpit,10,10,3,0.500,0.333,0.940,0.867,0.887,4.894
2,predpit,10,01,69,0.497,0.232,0.734,0.609,0.764,24.881
3,predpit,10,11,63,0.327,0.111,0.616,0.549,0.679,26.392
4,predpit,10,aa,170,0.509,0.312,0.737,0.651,0.776,20.136
0,curtrack,2,00,98,0.944,0.939,0.984,0.978,0.985,0.580
1,curtrack,2,10,3,0.833,0.667,1.000,1.000,0.947,2.391
2,curtrack,2,01,48,0.562,0.438,0.777,0.700,0.833,15.792
3,curtrack,2,11,39,0.744,0.641,0.803,0.733,0.865,9.493
4,curtrack,2,aa,188,0.803,0.745,0.894,0.856,0.921,6.342
0,curtrack,5,00,75,0.920,0.867,0.972,0.957,0.983,0.409
1,curtrack,5,10,3,0.667,0.333,0.960,0.933,0.909,4.028
2,curtrack,5,01,59,0.512,0.254,0.746,0.597,0.782,22.699
3,curtrack,5,11,48,0.467,0.250,0.648,0.487,0.756,19.868
4,curtrack,5,aa,185,0.668,0.503,0.816,0.720,0.859,12.625
0,curtrack,10,00,35,0.866,0.829,0.946,0.903,0.969,0.750
1,curtrack,10,10,3,0.500,0.333,0.947,0.933,0.892,4.713
2,curtrack,10,01,69,0.497,0.217,0.717,0.545,0.740,28.698
3,curtrack,10,11,63,0.337,0.079,0.596,0.470,0.652,30.411
4,curtrack,10,aa,170,0.514,0.294,0.723,0.598,0.757,23.156
0,zerotrack,2,00,98,0.949,0.939,0.985,0.980,0.984,0.663
1,zerotrack,2,10,3,0.833,0.667,1.000,1.000,0.947,2.477
2,zerotrack,2,01,48,0.531,0.417,0.779,0.704,0.831,15.956
3,zerotrack,2,11,39,0.718,0.667,0.805,0.733,0.861,9.726
4,zerotrack,2,aa,188,0.793,0.745,0.895,0.859,0.919,6.477
0,zerotrack,5,00,75,0.909,0.880,0.972,0.957,0.984,0.402
1,zerotrack,5,10,3,0.667,0.333,0.960,0.933,0.909,4.017
2,zerotrack,5,01,59,0.515,0.254,0.744,0.597,0.782,22.619
3,zerotrack,5,11,48,0.500,0.250,0.653,0.496,0.751,20.181
4,zerotrack,5,aa,185,0.674,0.508,0.816,0.722,0.858,12.678
0,zerotrack,10,00,35,0.866,0.829,0.946,0.903,0.968,0.764
1,zerotrack,10,10,3,0.500,0.333,0.947,0.933,0.894,4.674
2,zerotrack,10,01,69,0.501,0.217,0.711,0.530,0.739,28.809
3,zerotrack,10,11,63,0.330,0.032,0.603,0.483,0.646,31.041
4,zerotrack,10,aa,170,0.513,0.276,0.723,0.596,0.754,23.436
0,deepAR,2,00,98,0.918,0.908,0.982,0.978,0.983,0.757
1,deepAR,2,10,3,0.833,0.667,1.000,1.000,0.940,2.736
2,deepAR,2,01,48,0.562,0.438,0.777,0.700,0.826,17.143
3,deepAR,2,11,39,0.654,0.564,0.785,0.718,0.863,10.202
4,deepAR,2,aa,188,0.771,0.713,0.889,0.853,0.918,6.932
0,deepAR,5,00,75,0.915,0.880,0.969,0.955,0.981,0.511
1,deepAR,5,10,3,0.667,0.333,0.960,0.933,0.907,4.083
2,deepAR,5,01,59,0.488,0.237,0.742,0.607,0.790,22.397
3,deepAR,5,11,48,0.442,0.250,0.642,0.500,0.768,19.436
4,deepAR,5,aa,185,0.652,0.503,0.811,0.725,0.863,12.459
0,deepAR,10,00,35,0.780,0.629,0.939,0.891,0.952,1.400
