,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.923,0.898,0.960,0.947,0.972,1.487
1,fulloracle,2,10,3,0.833,0.667,0.800,0.667,0.796,13.014
2,fulloracle,2,01,48,0.917,0.875,0.956,0.946,0.951,2.316
3,fulloracle,2,11,39,0.628,0.564,0.744,0.677,0.844,9.467
4,fulloracle,2,aa,188,0.859,0.819,0.912,0.886,0.937,3.538
0,fulloracle,5,00,75,0.808,0.733,0.916,0.880,0.954,2.363
1,fulloracle,5,10,3,0.667,0.333,0.827,0.733,0.774,13.606
2,fulloracle,5,01,59,0.858,0.729,0.953,0.919,0.942,3.009
3,fulloracle,5,11,48,0.550,0.375,0.693,0.592,0.803,13.805
4,fulloracle,5,aa,185,0.755,0.632,0.869,0.815,0.908,5.720
0,fulloracle,10,00,35,0.660,0.571,0.827,0.771,0.891,6.502
1,fulloracle,10,10,3,0.500,0.333,0.520,0.333,0.663,26.818
2,fulloracle,10,01,69,0.790,0.638,0.941,0.907,0.926,4.144
3,fulloracle,10,11,63,0.451,0.286,0.663,0.502,0.731,22.946
4,fulloracle,10,aa,170,0.632,0.488,0.807,0.719,0.842,11.998
0,notracklap,2,00,98,0.842,0.827,0.940,0.920,0.953,3.531
1,notracklap,2,10,3,0.333,0.000,0.800,0.600,0.743,18.836
2,notracklap,2,01,48,0.906,0.854,0.956,0.946,0.950,2.397
3,notracklap,2,11,39,0.654,0.615,0.836,0.810,0.887,6.147
4,notracklap,2,aa,188,0.811,0.777,0.920,0.899,0.935,4.028
0,notracklap,5,00,75,0.768,0.707,0.874,0.840,0.913,7.644
1,notracklap,5,10,3,0.133,0.000,0.440,0.333,0.592,36.818
2,notracklap,5,01,59,0.885,0.780,0.947,0.915,0.942,2.979
3,notracklap,5,11,48,0.596,0.458,0.782,0.729,0.842,9.625
4,notracklap,5,aa,185,0.750,0.654,0.867,0.827,0.899,7.143
0,notracklap,10,00,35,0.446,0.314,0.685,0.611,0.768,22.670
1,notracklap,10,10,3,0.067,0.000,0.147,0.067,0.469,49.917
2,notracklap,10,01,69,0.752,0.623,0.937,0.904,0.924,4.165
3,notracklap,10,11,63,0.552,0.429,0.774,0.686,0.817,11.914
4,notracklap,10,aa,170,0.603,0.476,0.811,0.748,0.844,11.654
0,laponly,2,00,98,0.832,0.806,0.940,0.920,0.953,3.515
1,laponly,2,10,3,0.333,0.000,0.800,0.600,0.734,19.467
2,laponly,2,01,48,0.906,0.875,0.958,0.950,0.952,2.199
3,laponly,2,11,39,0.654,0.641,0.833,0.805,0.887,6.049
4,laponly,2,aa,188,0.806,0.777,0.920,0.899,0.935,3.959
0,laponly,5,00,75,0.763,0.707,0.882,0.853,0.913,7.680
1,laponly,5,10,3,0.133,0.000,0.427,0.333,0.590,37.055
2,laponly,5,01,59,0.892,0.763,0.953,0.922,0.942,2.998
3,laponly,5,11,48,0.575,0.438,0.782,0.733,0.841,9.694
4,laponly,5,aa,185,0.745,0.643,0.871,0.836,0.898,7.186
0,laponly,10,00,35,0.443,0.314,0.699,0.634,0.767,22.754
1,laponly,10,10,3,0.067,0.000,0.153,0.067,0.471,49.755
2,laponly,10,01,69,0.757,0.638,0.933,0.896,0.925,4.080
3,laponly,10,11,63,0.538,0.397,0.769,0.683,0.815,12.117
4,laponly,10,aa,170,0.599,0.471,0.810,0.748,0.844,11.709
0,trackonly,2,00,98,0.898,0.867,0.950,0.939,0.971,1.563
1,trackonly,2,10,3,0.833,0.667,0.800,0.667,0.794,13.113
2,trackonly,2,01,48,0.906,0.896,0.965,0.954,0.952,2.252
3,trackonly,2,11,39,0.590,0.487,0.762,0.692,0.845,9.374
4,trackonly,2,aa,188,0.835,0.793,0.912,0.887,0.937,3.544
0,trackonly,5,00,75,0.811,0.720,0.917,0.877,0.953,2.426
1,trackonly,5,10,3,0.667,0.333,0.787,0.667,0.768,14.900
2,trackonly,5,01,59,0.888,0.729,0.959,0.939,0.942,2.950
3,trackonly,5,11,48,0.546,0.375,0.717,0.621,0.802,14.068
4,trackonly,5,aa,185,0.764,0.627,0.876,0.827,0.907,5.816
0,trackonly,10,00,35,0.620,0.486,0.811,0.754,0.890,6.396
1,trackonly,10,10,3,0.600,0.333,0.553,0.400,0.675,25.304
2,trackonly,10,01,69,0.793,0.681,0.934,0.893,0.926,4.082
3,trackonly,10,11,63,0.467,0.302,0.661,0.505,0.735,22.386
4,trackonly,10,aa,170,0.633,0.494,0.801,0.712,0.843,11.716
0,fullpred,2,00,98,0.898,0.847,0.959,0.945,0.971,1.582
1,fullpred,2,10,3,0.833,0.667,0.900,0.867,0.833,8.791
2,fullpred,2,01,48,0.521,0.375,0.787,0.713,0.846,14.990
3,fullpred,2,11,39,0.551,0.410,0.744,0.677,0.829,12.026
4,fullpred,2,aa,188,0.729,0.633,0.870,0.829,0.908,7.287
0,fullpred,5,00,75,0.763,0.680,0.907,0.859,0.948,2.777
1,fullpred,5,10,3,0.400,0.333,0.827,0.800,0.829,8.582
2,fullpred,5,01,59,0.458,0.220,0.732,0.576,0.789,22.334
3,fullpred,5,11,48,0.362,0.167,0.609,0.458,0.734,22.310
4,fullpred,5,aa,185,0.556,0.395,0.773,0.664,0.840,14.176
0,fullpred,10,00,35,0.611,0.371,0.812,0.731,0.880,6.950
1,fullpred,10,10,3,0.567,0.333,0.773,0.667,0.793,11.777
2,fullpred,10,01,69,0.400,0.188,0.708,0.542,0.762,24.470
3,fullpred,10,11,63,0.267,0.111,0.557,0.470,0.663,29.033
4,fullpred,10,aa,170,0.397,0.200,0.675,0.556,0.750,22.330
0,predtrack,2,00,98,0.842,0.806,0.955,0.943,0.972,1.465
1,predtrack,2,10,3,0.833,0.667,0.867,0.800,0.815,9.332
2,predtrack,2,01,48,0.896,0.854,0.960,0.950,0.952,2.260
3,predtrack,2,11,39,0.718,0.718,0.823,0.800,0.871,7.135
4,predtrack,2,aa,188,0.830,0.798,0.928,0.913,0.944,2.969
0,predtrack,5,00,75,0.805,0.747,0.919,0.885,0.951,2.596
1,predtrack,5,10,3,0.667,0.333,0.867,0.867,0.832,8.394
2,predtrack,5,01,59,0.854,0.763,0.953,0.922,0.942,2.909
3,predtrack,5,11,48,0.667,0.521,0.792,0.717,0.849,8.980
4,predtrack,5,aa,185,0.783,0.686,0.896,0.853,0.920,4.446
0,predtrack,10,00,35,0.640,0.543,0.835,0.777,0.891,6.266
1,predtrack,10,10,3,0.500,0.333,0.820,0.733,0.794,11.740
