,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.812,0.750,0.911,0.900,0.924,4.686
1,fulloracle,2,10,24,0.688,0.625,0.808,0.742,0.811,13.110
2,fulloracle,2,01,57,0.939,0.930,0.912,0.902,0.919,3.671
3,fulloracle,2,11,43,0.628,0.581,0.767,0.726,0.795,14.859
4,fulloracle,2,aa,188,0.793,0.750,0.865,0.840,0.879,7.780
0,fulloracle,5,00,40,0.785,0.600,0.918,0.895,0.891,6.899
1,fulloracle,5,10,13,0.477,0.538,0.723,0.631,0.709,25.140
2,fulloracle,5,01,65,0.788,0.677,0.894,0.858,0.880,5.028
3,fulloracle,5,11,67,0.490,0.239,0.697,0.597,0.712,22.766
4,fulloracle,5,aa,185,0.657,0.492,0.816,0.756,0.809,13.270
0,fulloracle,10,00,9,0.456,0.222,0.658,0.489,0.593,42.482
1,fulloracle,10,10,6,0.783,0.667,0.787,0.700,0.726,27.208
2,fulloracle,10,01,67,0.661,0.433,0.846,0.749,0.817,9.801
3,fulloracle,10,11,88,0.432,0.261,0.635,0.484,0.647,27.065
4,fulloracle,10,aa,170,0.536,0.341,0.724,0.596,0.714,21.082
0,notracklap,2,00,64,0.750,0.688,0.827,0.794,0.780,25.838
1,notracklap,2,10,24,0.667,0.667,0.688,0.658,0.629,42.636
2,notracklap,2,01,57,0.772,0.702,0.788,0.744,0.811,14.653
3,notracklap,2,11,43,0.605,0.512,0.735,0.609,0.729,23.603
4,notracklap,2,aa,188,0.713,0.649,0.776,0.719,0.759,24.080
0,notracklap,5,00,40,0.675,0.525,0.824,0.805,0.744,30.202
1,notracklap,5,10,13,0.385,0.385,0.474,0.400,0.338,92.068
2,notracklap,5,01,65,0.575,0.338,0.690,0.538,0.698,24.769
3,notracklap,5,11,67,0.510,0.299,0.610,0.478,0.603,36.277
4,notracklap,5,aa,185,0.560,0.368,0.675,0.564,0.648,34.840
0,notracklap,10,00,9,0.244,0.111,0.398,0.267,0.153,123.332
1,notracklap,10,10,6,0.667,0.667,0.657,0.600,0.521,68.497
2,notracklap,10,01,67,0.496,0.254,0.658,0.442,0.633,31.685
3,notracklap,10,11,88,0.369,0.114,0.520,0.359,0.519,45.656
4,notracklap,10,aa,170,0.423,0.188,0.573,0.395,0.545,45.068
0,laponly,2,00,64,0.742,0.688,0.827,0.794,0.789,24.999
1,laponly,2,10,24,0.729,0.667,0.721,0.658,0.668,35.588
2,laponly,2,01,57,0.904,0.877,0.895,0.877,0.900,5.359
3,laponly,2,11,43,0.686,0.581,0.760,0.656,0.786,16.535
4,laponly,2,aa,188,0.777,0.718,0.819,0.770,0.806,18.460
0,laponly,5,00,40,0.695,0.575,0.831,0.815,0.750,29.500
1,laponly,5,10,13,0.385,0.385,0.477,0.385,0.352,88.930
2,laponly,5,01,65,0.760,0.631,0.849,0.806,0.842,8.533
3,laponly,5,11,67,0.561,0.343,0.661,0.534,0.685,26.540
4,laponly,5,aa,185,0.648,0.497,0.751,0.680,0.731,25.237
0,laponly,10,00,9,0.267,0.222,0.407,0.267,0.164,121.854
1,laponly,10,10,6,0.667,0.667,0.680,0.600,0.542,64.444
2,laponly,10,01,67,0.643,0.433,0.820,0.719,0.777,14.678
3,laponly,10,11,88,0.474,0.341,0.611,0.491,0.619,33.545
4,laponly,10,aa,170,0.536,0.382,0.685,0.573,0.654,31.875
0,trackonly,2,00,64,0.828,0.781,0.914,0.900,0.922,4.785
1,trackonly,2,10,24,0.583,0.417,0.800,0.742,0.816,11.726
2,trackonly,2,01,57,0.807,0.754,0.807,0.772,0.833,12.807
3,trackonly,2,11,43,0.581,0.488,0.753,0.665,0.763,19.582
4,trackonly,2,aa,188,0.734,0.660,0.830,0.787,0.845,11.488
0,trackonly,5,00,40,0.775,0.600,0.917,0.885,0.888,7.278
1,trackonly,5,10,13,0.523,0.462,0.735,0.646,0.718,23.630
2,trackonly,5,01,65,0.591,0.385,0.735,0.585,0.738,20.902
3,trackonly,5,11,67,0.478,0.269,0.684,0.567,0.708,21.680
4,trackonly,5,aa,185,0.585,0.395,0.756,0.648,0.758,18.430
0,trackonly,10,00,9,0.344,0.111,0.647,0.489,0.588,43.269
1,trackonly,10,10,6,0.783,0.667,0.783,0.667,0.720,27.023
2,trackonly,10,01,67,0.496,0.254,0.680,0.448,0.667,27.506
3,trackonly,10,11,88,0.373,0.159,0.560,0.380,0.602,31.207
4,trackonly,10,aa,170,0.434,0.212,0.620,0.422,0.631,30.239
0,fullpred,2,00,64,0.781,0.734,0.891,0.859,0.894,8.382
