,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.816,0.765,0.974,0.969,0.976,0.865
1,fulloracle,2,10,3,0.667,0.333,0.967,0.933,0.903,3.954
2,fulloracle,2,01,48,0.802,0.729,0.825,0.750,0.878,9.562
3,fulloracle,2,11,39,0.756,0.641,0.756,0.703,0.843,8.616
4,fulloracle,2,aa,188,0.798,0.723,0.891,0.857,0.922,4.743
0,fulloracle,5,00,75,0.779,0.707,0.965,0.960,0.971,0.712
1,fulloracle,5,10,3,0.600,0.333,0.893,0.867,0.875,5.218
2,fulloracle,5,01,59,0.675,0.475,0.830,0.712,0.878,9.680
3,fulloracle,5,11,48,0.567,0.292,0.677,0.546,0.785,14.122
4,fulloracle,5,aa,185,0.688,0.519,0.846,0.772,0.892,7.125
0,fulloracle,10,00,35,0.714,0.714,0.944,0.909,0.946,1.642
1,fulloracle,10,10,3,0.567,0.667,0.907,0.933,0.860,6.085
2,fulloracle,10,01,69,0.513,0.319,0.789,0.693,0.852,12.326
3,fulloracle,10,11,63,0.357,0.143,0.683,0.663,0.762,15.925
4,fulloracle,10,aa,170,0.498,0.341,0.784,0.731,0.838,11.350
0,notracklap,2,00,98,0.816,0.765,0.962,0.953,0.975,0.918
1,notracklap,2,10,3,0.833,0.667,0.967,0.933,0.945,2.382
2,notracklap,2,01,48,0.573,0.438,0.754,0.667,0.821,17.082
3,notracklap,2,11,39,0.628,0.538,0.721,0.656,0.844,10.741
4,notracklap,2,aa,188,0.715,0.633,0.859,0.818,0.908,7.106
0,notracklap,5,00,75,0.749,0.680,0.962,0.952,0.970,0.880
1,notracklap,5,10,3,0.667,0.333,0.933,0.867,0.903,4.284
2,notracklap,5,01,59,0.424,0.153,0.735,0.600,0.782,22.567
3,notracklap,5,11,48,0.442,0.250,0.613,0.475,0.761,19.263
4,notracklap,5,aa,185,0.564,0.395,0.798,0.715,0.854,12.621
0,notracklap,10,00,35,0.726,0.714,0.903,0.874,0.927,3.940
1,notracklap,10,10,3,0.500,0.333,0.980,1.000,0.888,4.793
2,notracklap,10,01,69,0.399,0.203,0.724,0.600,0.771,23.348
3,notracklap,10,11,63,0.292,0.127,0.596,0.562,0.703,23.501
4,notracklap,10,aa,170,0.428,0.282,0.718,0.649,0.780,19.081
0,laponly,2,00,98,0.821,0.765,0.962,0.951,0.977,0.855
1,laponly,2,10,3,0.833,0.667,0.967,0.933,0.937,3.059
2,laponly,2,01,48,0.781,0.708,0.829,0.758,0.879,9.321
3,laponly,2,11,39,0.782,0.692,0.777,0.713,0.880,6.549
4,laponly,2,aa,188,0.803,0.734,0.890,0.852,0.931,4.233
0,laponly,5,00,75,0.784,0.707,0.964,0.955,0.971,0.801
1,laponly,5,10,3,0.667,0.333,0.933,0.867,0.900,4.278
2,laponly,5,01,59,0.675,0.475,0.831,0.722,0.878,9.601
3,laponly,5,11,48,0.600,0.354,0.724,0.608,0.844,9.281
4,laponly,5,aa,185,0.699,0.535,0.859,0.789,0.907,5.864
0,laponly,10,00,35,0.743,0.800,0.918,0.880,0.939,2.417
1,laponly,10,10,3,0.500,0.333,1.000,1.000,0.887,4.757
2,laponly,10,01,69,0.525,0.290,0.781,0.681,0.850,12.490
3,laponly,10,11,63,0.430,0.206,0.705,0.673,0.804,11.945
4,laponly,10,aa,170,0.534,0.365,0.785,0.725,0.852,10.078
0,trackonly,2,00,98,0.801,0.776,0.968,0.965,0.976,0.893
1,trackonly,2,10,3,0.833,0.667,0.900,0.867,0.902,4.152
2,trackonly,2,01,48,0.573,0.438,0.756,0.667,0.820,17.091
3,trackonly,2,11,39,0.641,0.564,0.726,0.677,0.827,11.334
4,trackonly,2,aa,188,0.710,0.644,0.863,0.828,0.904,7.246
0,trackonly,5,00,75,0.760,0.680,0.965,0.952,0.970,0.778
1,trackonly,5,10,3,0.600,0.333,0.880,0.867,0.871,5.515
2,trackonly,5,01,59,0.427,0.153,0.731,0.593,0.781,22.648
3,trackonly,5,11,48,0.412,0.229,0.607,0.463,0.718,22.323
4,trackonly,5,aa,185,0.561,0.389,0.796,0.709,0.843,13.420
0,trackonly,10,00,35,0.729,0.743,0.946,0.909,0.942,1.737
1,trackonly,10,10,3,0.500,0.667,0.907,0.933,0.864,5.963
2,trackonly,10,01,69,0.384,0.188,0.720,0.594,0.771,23.310
3,trackonly,10,11,63,0.246,0.095,0.602,0.584,0.682,24.864
4,trackonly,10,aa,170,0.406,0.276,0.726,0.661,0.775,19.138
0,fullpred,2,00,98,0.796,0.755,0.968,0.959,0.976,0.880
1,fullpred,2,10,3,0.500,0.333,0.933,0.933,0.903,3.866
2,fullpred,2,01,48,0.573,0.458,0.752,0.662,0.822,16.651
3,fullpred,2,11,39,0.654,0.564,0.710,0.656,0.816,11.650
4,fullpred,2,aa,188,0.705,0.633,0.859,0.820,0.902,7.188
0,fullpred,5,00,75,0.779,0.707,0.966,0.957,0.970,0.773
1,fullpred,5,10,3,0.467,0.333,0.880,0.867,0.877,5.284
2,fullpred,5,01,59,0.464,0.203,0.736,0.607,0.787,21.957
3,fullpred,5,11,48,0.421,0.229,0.610,0.483,0.733,20.610
4,fullpred,5,aa,185,0.581,0.416,0.799,0.721,0.849,12.749
0,fullpred,10,00,35,0.734,0.743,0.942,0.909,0.946,1.691
1,fullpred,10,10,3,0.500,0.667,0.893,0.867,0.853,6.366
2,fullpred,10,01,69,0.397,0.174,0.721,0.586,0.772,22.976
3,fullpred,10,11,63,0.240,0.095,0.600,0.575,0.696,23.279
4,fullpred,10,aa,170,0.410,0.271,0.725,0.653,0.781,18.413
0,predtrack,2,00,98,0.776,0.714,0.968,0.961,0.976,0.888
1,predtrack,2,10,3,0.500,0.333,0.900,0.867,0.898,4.307
2,predtrack,2,01,48,0.573,0.438,0.756,0.667,0.822,16.911
3,predtrack,2,11,39,0.603,0.538,0.703,0.646,0.825,11.528
4,predtrack,2,aa,188,0.684,0.601,0.858,0.819,0.904,7.241
0,predtrack,5,00,75,0.763,0.693,0.969,0.960,0.970,0.777
1,predtrack,5,10,3,0.400,0.333,0.867,0.867,0.871,5.376
2,predtrack,5,01,59,0.427,0.169,0.732,0.597,0.782,22.579
3,predtrack,5,11,48,0.338,0.146,0.603,0.463,0.732,20.822
4,predtrack,5,aa,185,0.539,0.378,0.797,0.714,0.847,13.006
0,predtrack,10,00,35,0.737,0.771,0.949,0.914,0.943,1.717
