,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.947,2.444
2,laponly,2,01,48,0.750,0.667,0.846,0.796,0.863,11.608
3,laponly,2,11,39,0.782,0.769,0.854,0.810,0.882,6.650
4,laponly,2,aa,188,0.862,0.830,0.923,0.899,0.933,4.628
0,laponly,5,00,75,0.920,0.893,0.971,0.955,0.982,0.474
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.903,4.350
2,laponly,5,01,59,0.620,0.407,0.806,0.688,0.822,16.315
3,laponly,5,11,48,0.575,0.354,0.738,0.613,0.789,14.534
4,laponly,5,aa,185,0.731,0.589,0.858,0.781,0.880,9.237
0,laponly,10,00,35,0.874,0.857,0.946,0.903,0.970,0.716
1,laponly,10,10,3,0.500,0.333,0.947,0.933,0.893,4.684
2,laponly,10,01,69,0.678,0.449,0.812,0.696,0.833,14.541
3,laponly,10,11,63,0.438,0.206,0.734,0.683,0.745,17.873
4,laponly,10,aa,170,0.626,0.441,0.813,0.738,0.829,12.756
0,trackonly,2,00,98,0.939,0.929,0.985,0.980,0.987,0.492
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.947,2.455
2,trackonly,2,01,48,0.740,0.667,0.842,0.792,0.860,12.025
3,trackonly,2,11,39,0.808,0.744,0.838,0.785,0.886,6.560
4,trackonly,2,aa,188,0.859,0.819,0.918,0.891,0.933,4.727
0,trackonly,5,00,75,0.939,0.920,0.971,0.955,0.982,0.470
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.907,4.198
2,trackonly,5,01,59,0.617,0.390,0.803,0.692,0.820,16.651
3,trackonly,5,11,48,0.579,0.333,0.726,0.608,0.794,14.653
4,trackonly,5,aa,185,0.738,0.589,0.854,0.781,0.880,9.371
0,trackonly,10,00,35,0.866,0.829,0.946,0.903,0.969,0.727
1,trackonly,10,10,3,0.500,0.333,0.947,0.933,0.892,4.702
2,trackonly,10,01,69,0.684,0.435,0.816,0.716,0.835,14.289
3,trackonly,10,11,63,0.487,0.222,0.727,0.654,0.759,17.009
4,trackonly,10,aa,170,0.645,0.435,0.812,0.735,0.835,12.336
0,fullpred,2,00,98,0.949,0.939,0.985,0.980,0.987,0.485
1,fullpred,2,10,3,0.833,0.667,0.967,0.933,0.947,2.460
2,fullpred,2,01,48,0.583,0.458,0.787,0.717,0.831,16.392
3,fullpred,2,11,39,0.756,0.667,0.805,0.744,0.866,9.589
4,fullpred,2,aa,188,0.814,0.755,0.897,0.863,0.921,6.466
0,fullpred,5,00,75,0.923,0.893,0.971,0.955,0.982,0.479
1,fullpred,5,10,3,0.667,0.333,0.960,0.933,0.904,4.299
2,fullpred,5,01,59,0.495,0.237,0.746,0.603,0.774,23.724
3,fullpred,5,11,48,0.467,0.208,0.654,0.508,0.739,21.391
4,fullpred,5,aa,185,0.664,0.497,0.817,0.726,0.852,13.380
0,fullpred,10,00,35,0.866,0.829,0.946,0.903,0.969,0.745
1,fullpred,10,10,3,0.500,0.333,0.947,0.933,0.884,5.103
2,fullpred,10,01,69,0.500,0.217,0.738,0.612,0.766,24.649
3,fullpred,10,11,63,0.344,0.111,0.625,0.559,0.681,26.203
4,fullpred,10,aa,170,0.518,0.306,0.743,0.658,0.778,19.958
0,predtrack,2,00,98,0.934,0.929,0.986,0.982,0.987,0.518
1,predtrack,2,10,3,0.833,0.667,1.000,1.000,0.947,2.456
2,predtrack,2,01,48,0.750,0.667,0.848,0.800,0.863,11.631
3,predtrack,2,11,39,0.808,0.795,0.841,0.795,0.883,6.907
4,predtrack,2,aa,188,0.859,0.830,0.921,0.897,0.933,4.712
0,predtrack,5,00,75,0.928,0.893,0.971,0.955,0.982,0.474
1,predtrack,5,10,3,0.667,0.333,0.960,0.933,0.904,4.295
2,predtrack,5,01,59,0.600,0.390,0.807,0.692,0.822,16.251
3,predtrack,5,11,48,0.579,0.333,0.736,0.608,0.791,14.723
4,predtrack,5,aa,185,0.729,0.578,0.858,0.781,0.880,9.265
0,predtrack,10,00,35,0.883,0.857,0.946,0.903,0.970,0.717
1,predtrack,10,10,3,0.500,0.333,0.947,0.933,0.892,4.713
2,predtrack,10,01,69,0.677,0.420,0.812,0.699,0.834,14.350
3,predtrack,10,11,63,0.441,0.206,0.731,0.676,0.750,17.620
4,predtrack,10,aa,170,0.629,0.429,0.812,0.736,0.831,12.585
0,predpit,2,00,98,0.939,0.918,0.986,0.982,0.987,0.461
1,predpit,2,10,3,0.833,0.667,1.000,1.000,0.947,2.453
2,predpit,2,01,48,0.573,0.438,0.785,0.713,0.830,16.533
3,predpit,2,11,39,0.718,0.641,0.803,0.744,0.860,10.029
4,predpit,2,aa,188,0.798,0.734,0.897,0.864,0.920,6.581
0,predpit,5,00,75,0.920,0.867,0.971,0.957,0.982,0.475
1,predpit,5,10,3,0.667,0.333,0.960,0.933,0.904,4.368
2,predpit,5,01,59,0.505,0.271,0.736,0.590,0.774,23.742
3,predpit,5,11,48,0.475,0.208,0.645,0.487,0.735,21.535
4,predpit,5,aa,185,0.668,0.497,0.811,0.718,0.850,13.423
0,predpit,10,00,35,0.869,0.829,0.946,0.903,0.969,0.740
1,predpit,10,10,3,0.500,0.333,0.947,0.933,0.882,5.140
2,predpit,10,01,69,0.499,0.232,0.739,0.626,0.766,24.576
3,predpit,10,11,63,0.333,0.095,0.623,0.556,0.680,26.141
4,predpit,10,aa,170,0.514,0.306,0.742,0.662,0.778,19.906
0,curtrack,2,00,98,0.939,0.918,0.986,0.982,0.987,0.471
1,curtrack,2,10,3,0.833,0.667,1.000,1.000,0.951,2.280
2,curtrack,2,01,48,0.594,0.458,0.783,0.708,0.833,16.130
3,curtrack,2,11,39,0.718,0.615,0.810,0.749,0.868,9.730
4,curtrack,2,aa,188,0.803,0.734,0.898,0.864,0.922,6.419
0,curtrack,5,00,75,0.928,0.880,0.971,0.955,0.982,0.469
1,curtrack,5,10,3,0.667,0.333,0.960,0.933,0.907,4.149
2,curtrack,5,01,59,0.502,0.271,0.741,0.590,0.772,23.848
3,curtrack,5,11,48,0.458,0.208,0.646,0.475,0.736,22.069
4,curtrack,5,aa,185,0.666,0.503,0.813,0.714,0.850,13.589
0,curtrack,10,00,35,0.866,0.829,0.946,0.903,0.969,0.725
1,curtrack,10,10,3,0.500,0.333,0.947,0.933,0.891,4.746
2,curtrack,10,01,69,0.497,0.203,0.723,0.574,0.750,26.902
3,curtrack,10,11,63,0.341,0.079,0.617,0.517,0.656,29.498
4,curtrack,10,aa,170,0.515,0.288,0.734,0.627,0.763,22.084
0,zerotrack,2,00,98,0.944,0.929,0.985,0.980,0.987,0.492
1,zerotrack,2,10,3,0.833,0.667,1.000,1.000,0.947,2.468
2,zerotrack,2,01,48,0.594,0.458,0.790,0.721,0.832,16.065
3,zerotrack,2,11,39,0.718,0.641,0.803,0.744,0.864,9.802
4,zerotrack,2,aa,188,0.806,0.745,0.897,0.865,0.921,6.431
0,zerotrack,5,00,75,0.912,0.880,0.971,0.955,0.982,0.489
1,zerotrack,5,10,3,0.667,0.333,0.960,0.933,0.902,4.445
2,zerotrack,5,01,59,0.505,0.254,0.733,0.580,0.769,24.601
3,zerotrack,5,11,48,0.483,0.208,0.642,0.467,0.731,22.397
4,zerotrack,5,aa,185,0.667,0.497,0.810,0.708,0.848,13.927
0,zerotrack,10,00,35,0.877,0.857,0.946,0.903,0.969,0.733
1,zerotrack,10,10,3,0.500,0.333,0.947,0.933,0.891,4.733
2,zerotrack,10,01,69,0.501,0.203,0.719,0.554,0.749,27.110
3,zerotrack,10,11,63,0.341,0.095,0.613,0.511,0.651,30.108
4,zerotrack,10,aa,170,0.519,0.300,0.730,0.616,0.761,22.396
0,deepAR,2,00,98,0.908,0.888,0.981,0.976,0.985,0.735
1,deepAR,2,10,3,0.833,0.667,1.000,1.000,0.950,2.377
2,deepAR,2,01,48,0.573,0.438,0.779,0.704,0.828,17.093
3,deepAR,2,11,39,0.679,0.615,0.779,0.713,0.865,10.492
4,deepAR,2,aa,188,0.774,0.713,0.888,0.852,0.920,6.962
0,deepAR,5,00,75,0.891,0.840,0.969,0.949,0.977,0.757
1,deepAR,5,10,3,0.667,0.333,0.960,0.933,0.908,4.029
2,deepAR,5,01,59,0.485,0.254,0.742,0.614,0.789,22.401
3,deepAR,5,11,48,0.454,0.271,0.641,0.496,0.766,19.510
4,deepAR,5,aa,185,0.644,0.497,0.811,0.724,0.861,12.578
0,deepAR,10,00,35,0.840,0.714,0.941,0.891,0.964,1.060
1,deepAR,10,10,3,0.500,0.333,0.947,0.933,0.889,4.800
2,deepAR,10,01,69,0.526,0.275,0.741,0.606,0.787,21.669
3,deepAR,10,11,63,0.324,0.111,0.617,0.562,0.718,23.003
4,deepAR,10,aa,170,0.515,0.306,0.740,0.654,0.800,17.623
0,naive,2,00,98,0.944,0.939,0.984,0.980,0.988,0.596
1,naive,2,10,3,0.833,0.667,1.000,1.000,0.954,2.146
2,naive,2,01,48,0.573,0.438,0.790,0.721,0.842,15.937
3,naive,2,11,39,0.667,0.590,0.797,0.744,0.880,9.893
4,naive,2,aa,188,0.790,0.734,0.896,0.865,0.928,6.466
0,naive,5,00,75,0.941,0.920,0.972,0.957,0.985,0.382
1,naive,5,10,3,0.667,0.333,0.960,0.933,0.910,3.944
2,naive,5,01,59,0.488,0.237,0.745,0.597,0.794,22.463
3,naive,5,11,48,0.454,0.250,0.652,0.500,0.776,19.428
4,naive,5,aa,185,0.666,0.519,0.816,0.723,0.869,12.423
0,naive,10,00,35,0.866,0.829,0.946,0.903,0.970,0.794
1,naive,10,10,3,0.500,0.333,0.947,0.933,0.890,4.780
2,naive,10,01,69,0.487,0.203,0.716,0.562,0.775,24.801
3,naive,10,11,63,0.305,0.079,0.602,0.521,0.712,24.610
4,naive,10,aa,170,0.498,0.288,0.725,0.624,0.794,19.434
0,zero,2,00,98,0.138,0.143,0.202,0.202,0.082,129.438
1,zero,2,10,3,0.000,0.000,0.200,0.200,0.113,119.579
2,zero,2,01,48,0.156,0.146,0.148,0.146,0.019,145.813
3,zero,2,11,39,0.000,0.000,0.136,0.138,0.056,130.471
4,zero,2,aa,188,0.112,0.112,0.174,0.174,0.061,133.676
0,zero,5,00,75,0.157,0.173,0.205,0.205,0.086,128.355
1,zero,5,10,3,0.067,0.333,0.200,0.200,0.109,119.746
2,zero,5,01,59,0.132,0.119,0.157,0.153,0.028,144.819
3,zero,5,11,48,0.025,0.000,0.144,0.150,0.059,129.617
4,zero,5,aa,185,0.114,0.114,0.174,0.174,0.061,133.793
0,zero,10,00,35,0.211,0.229,0.211,0.211,0.081,127.948
1,zero,10,10,3,0.200,0.333,0.200,0.200,0.109,119.751
2,zero,10,01,69,0.114,0.101,0.164,0.159,0.034,143.908
3,zero,10,11,63,0.081,0.079,0.157,0.162,0.064,128.328
4,zero,10,aa,170,0.124,0.124,0.172,0.172,0.056,134.422
