,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.949,0.939,0.986,0.982,0.987,0.491
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.950,2.295
2,fulloracle,2,01,48,0.729,0.646,0.842,0.787,0.860,11.949
3,fulloracle,2,11,39,0.769,0.718,0.851,0.805,0.884,6.807
4,fulloracle,2,aa,188,0.854,0.814,0.921,0.896,0.933,4.756
0,fulloracle,5,00,75,0.912,0.880,0.971,0.955,0.982,0.464
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.905,4.263
2,fulloracle,5,01,59,0.617,0.373,0.801,0.685,0.820,16.468
3,fulloracle,5,11,48,0.571,0.375,0.734,0.637,0.798,14.340
4,fulloracle,5,aa,185,0.725,0.578,0.855,0.786,0.881,9.230
0,fulloracle,10,00,35,0.874,0.857,0.946,0.903,0.969,0.724
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.892,4.709
2,fulloracle,10,01,69,0.675,0.435,0.811,0.704,0.833,14.374
3,fulloracle,10,11,63,0.470,0.190,0.728,0.676,0.759,17.127
4,fulloracle,10,aa,170,0.637,0.429,0.810,0.739,0.835,12.413
0,notracklap,2,00,98,0.949,0.939,0.986,0.982,0.987,0.460
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.951,2.269
2,notracklap,2,01,48,0.771,0.688,0.846,0.796,0.863,11.655
3,notracklap,2,11,39,0.795,0.769,0.846,0.805,0.882,6.619
4,notracklap,2,aa,188,0.870,0.835,0.921,0.898,0.933,4.625
0,notracklap,5,00,75,0.920,0.867,0.971,0.955,0.982,0.466
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.902,4.429
2,notracklap,5,01,59,0.607,0.390,0.801,0.671,0.821,16.391
3,notracklap,5,11,48,0.567,0.354,0.727,0.621,0.790,14.584
4,notracklap,5,aa,185,0.724,0.573,0.853,0.777,0.880,9.272
0,notracklap,10,00,35,0.871,0.857,0.946,0.903,0.970,0.717
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.891,4.735
2,notracklap,10,01,69,0.678,0.449,0.812,0.699,0.834,14.402
3,notracklap,10,11,63,0.451,0.222,0.734,0.673,0.746,17.697
4,notracklap,10,aa,170,0.631,0.447,0.813,0.735,0.830,12.635
0,laponly,2,00,98,0.949,0.939,0.986,0.982,0.987,0.472
