,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.837,0.816,0.973,0.969,0.976,0.824
1,fulloracle,2,10,3,0.500,0.333,0.933,0.867,0.888,4.377
2,fulloracle,2,01,48,0.854,0.812,0.885,0.850,0.898,7.195
3,fulloracle,2,11,39,0.808,0.718,0.821,0.769,0.866,6.911
4,fulloracle,2,aa,188,0.830,0.787,0.919,0.896,0.932,3.770
0,fulloracle,5,00,75,0.763,0.667,0.956,0.936,0.967,1.075
1,fulloracle,5,10,3,0.667,0.333,0.907,0.867,0.868,5.589
2,fulloracle,5,01,59,0.712,0.559,0.871,0.803,0.889,8.501
3,fulloracle,5,11,48,0.700,0.521,0.748,0.633,0.813,11.708
4,fulloracle,5,aa,185,0.729,0.589,0.874,0.814,0.901,6.275
0,fulloracle,10,00,35,0.746,0.743,0.943,0.903,0.944,1.712
1,fulloracle,10,10,3,0.500,0.333,0.913,0.933,0.872,5.507
2,fulloracle,10,01,69,0.623,0.435,0.852,0.803,0.866,10.207
3,fulloracle,10,11,63,0.567,0.302,0.748,0.660,0.797,13.251
4,fulloracle,10,aa,170,0.625,0.447,0.834,0.773,0.857,9.503
0,notracklap,2,00,98,0.811,0.786,0.963,0.947,0.971,1.184
1,notracklap,2,10,3,0.833,0.667,0.967,0.933,0.937,2.786
2,notracklap,2,01,48,0.844,0.792,0.831,0.779,0.859,11.697
3,notracklap,2,11,39,0.808,0.744,0.803,0.759,0.861,8.187
4,notracklap,2,aa,188,0.819,0.777,0.896,0.865,0.919,5.346
0,notracklap,5,00,75,0.827,0.760,0.947,0.920,0.959,1.648
1,notracklap,5,10,3,0.667,0.333,0.933,0.867,0.894,4.506
2,notracklap,5,01,59,0.685,0.525,0.833,0.756,0.841,14.056
3,notracklap,5,11,48,0.692,0.438,0.748,0.629,0.805,12.340
4,notracklap,5,aa,185,0.744,0.595,0.859,0.791,0.880,8.426
0,notracklap,10,00,35,0.740,0.686,0.926,0.891,0.938,1.833
1,notracklap,10,10,3,0.500,0.333,0.907,1.000,0.877,5.226
2,notracklap,10,01,69,0.600,0.377,0.794,0.701,0.814,16.827
3,notracklap,10,11,63,0.479,0.206,0.682,0.594,0.763,16.162
4,notracklap,10,aa,170,0.582,0.376,0.782,0.706,0.822,13.289
0,laponly,2,00,98,0.806,0.765,0.964,0.949,0.973,1.064
1,laponly,2,10,3,0.833,0.667,0.967,0.933,0.934,2.832
2,laponly,2,01,48,0.885,0.854,0.879,0.838,0.896,7.342
3,laponly,2,11,39,0.859,0.821,0.826,0.785,0.889,5.317
4,laponly,2,aa,188,0.838,0.798,0.914,0.886,0.935,3.577
0,laponly,5,00,75,0.837,0.800,0.942,0.912,0.959,1.614
1,laponly,5,10,3,0.667,0.333,0.933,0.867,0.892,4.701
2,laponly,5,01,59,0.729,0.576,0.873,0.820,0.886,8.907
3,laponly,5,11,48,0.717,0.479,0.785,0.679,0.842,8.921
4,laponly,5,aa,185,0.769,0.638,0.879,0.822,0.904,5.886
0,laponly,10,00,35,0.746,0.686,0.920,0.874,0.938,1.882
1,laponly,10,10,3,0.500,0.333,0.913,0.933,0.879,5.180
2,laponly,10,01,69,0.607,0.391,0.847,0.791,0.867,10.191
3,laponly,10,11,63,0.552,0.286,0.789,0.692,0.836,8.622
4,laponly,10,aa,170,0.614,0.412,0.842,0.774,0.870,7.810
0,trackonly,2,00,98,0.821,0.786,0.968,0.961,0.973,1.068
1,trackonly,2,10,3,0.667,0.333,0.933,0.867,0.898,3.836
2,trackonly,2,01,48,0.833,0.771,0.831,0.779,0.862,11.498
3,trackonly,2,11,39,0.756,0.667,0.774,0.708,0.830,10.175
4,trackonly,2,aa,188,0.809,0.750,0.893,0.861,0.914,5.664
0,trackonly,5,00,75,0.760,0.653,0.954,0.936,0.964,1.265
1,trackonly,5,10,3,0.667,0.333,0.907,0.867,0.879,5.334
2,trackonly,5,01,59,0.692,0.525,0.835,0.756,0.845,13.618
3,trackonly,5,11,48,0.633,0.417,0.704,0.567,0.774,15.342
4,trackonly,5,aa,185,0.704,0.546,0.850,0.782,0.875,8.923
0,trackonly,10,00,35,0.754,0.714,0.947,0.909,0.941,1.803
1,trackonly,10,10,3,0.500,0.333,0.887,0.867,0.868,5.710
2,trackonly,10,01,69,0.606,0.420,0.790,0.690,0.812,17.011
3,trackonly,10,11,63,0.489,0.206,0.667,0.581,0.744,18.747
4,trackonly,10,aa,170,0.591,0.400,0.778,0.698,0.814,14.324
0,fullpred,2,00,98,0.832,0.796,0.972,0.963,0.974,0.949
1,fullpred,2,10,3,0.500,0.333,0.900,0.933,0.890,4.502
2,fullpred,2,01,48,0.583,0.438,0.752,0.671,0.815,17.060
3,fullpred,2,11,39,0.628,0.538,0.762,0.687,0.827,11.073
4,fullpred,2,aa,188,0.721,0.644,0.871,0.831,0.902,7.220
0,fullpred,5,00,75,0.715,0.627,0.956,0.933,0.964,1.310
1,fullpred,5,10,3,0.667,0.667,0.893,0.867,0.868,5.545
2,fullpred,5,01,59,0.447,0.237,0.745,0.614,0.780,22.627
3,fullpred,5,11,48,0.425,0.229,0.636,0.492,0.735,20.584
