,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.699,0.663,0.882,0.843,0.890,7.080
1,fulloracle,2,10,3,0.333,0.000,0.767,0.667,0.777,13.150
2,fulloracle,2,01,48,0.896,0.854,0.931,0.900,0.918,4.428
3,fulloracle,2,11,39,0.615,0.513,0.772,0.733,0.839,9.189
4,fulloracle,2,aa,188,0.726,0.670,0.870,0.832,0.885,6.937
0,fulloracle,5,00,75,0.651,0.360,0.817,0.688,0.840,11.955
1,fulloracle,5,10,3,0.067,0.000,0.507,0.467,0.591,34.277
2,fulloracle,5,01,59,0.719,0.441,0.851,0.705,0.856,10.245
3,fulloracle,5,11,48,0.558,0.375,0.718,0.604,0.785,14.417
4,fulloracle,5,aa,185,0.639,0.384,0.797,0.668,0.827,12.410
0,fulloracle,10,00,35,0.397,0.171,0.707,0.600,0.710,28.525
1,fulloracle,10,10,3,0.200,0.333,0.287,0.267,0.423,56.977
2,fulloracle,10,01,69,0.578,0.348,0.805,0.635,0.785,16.106
3,fulloracle,10,11,63,0.500,0.397,0.671,0.537,0.700,23.924
4,fulloracle,10,aa,170,0.505,0.329,0.726,0.585,0.732,22.281
0,notracklap,2,00,98,0.679,0.633,0.878,0.843,0.889,7.099
1,notracklap,2,10,3,0.167,0.000,0.767,0.733,0.771,13.336
2,notracklap,2,01,48,0.833,0.792,0.925,0.892,0.916,4.708
3,notracklap,2,11,39,0.641,0.564,0.797,0.759,0.838,9.306
4,notracklap,2,aa,188,0.702,0.649,0.871,0.836,0.883,7.046
0,notracklap,5,00,75,0.648,0.427,0.821,0.699,0.844,11.570
1,notracklap,5,10,3,0.067,0.000,0.493,0.400,0.626,31.405
2,notracklap,5,01,59,0.708,0.458,0.850,0.725,0.858,9.998
3,notracklap,5,11,48,0.546,0.375,0.711,0.588,0.783,14.582
4,notracklap,5,aa,185,0.631,0.416,0.797,0.674,0.829,12.172
0,notracklap,10,00,35,0.471,0.371,0.722,0.606,0.702,28.815
1,notracklap,10,10,3,0.200,0.333,0.407,0.400,0.442,53.306
2,notracklap,10,01,69,0.594,0.464,0.807,0.641,0.790,15.581
3,notracklap,10,11,63,0.502,0.381,0.671,0.533,0.698,24.250
4,notracklap,10,aa,170,0.528,0.412,0.732,0.589,0.732,22.184
0,laponly,2,00,98,0.704,0.653,0.874,0.843,0.890,6.997
1,laponly,2,10,3,0.167,0.000,0.767,0.733,0.782,12.402
2,laponly,2,01,48,0.865,0.833,0.927,0.892,0.917,4.474
3,laponly,2,11,39,0.641,0.513,0.779,0.733,0.838,9.489
4,laponly,2,aa,188,0.723,0.660,0.866,0.831,0.884,6.956
0,laponly,5,00,75,0.635,0.427,0.802,0.672,0.837,12.214
1,laponly,5,10,3,0.067,0.000,0.520,0.467,0.626,30.938
2,laponly,5,01,59,0.736,0.458,0.862,0.732,0.860,9.666
3,laponly,5,11,48,0.575,0.354,0.723,0.621,0.783,14.462
4,laponly,5,aa,185,0.642,0.411,0.796,0.675,0.827,12.288
0,laponly,10,00,35,0.443,0.257,0.724,0.589,0.707,28.080
1,laponly,10,10,3,0.333,0.333,0.320,0.267,0.408,59.054
2,laponly,10,01,69,0.557,0.362,0.801,0.638,0.787,16.006
3,laponly,10,11,63,0.487,0.381,0.657,0.543,0.693,24.546
4,laponly,10,aa,170,0.504,0.347,0.724,0.586,0.729,22.417
0,trackonly,2,00,98,0.689,0.622,0.881,0.843,0.889,7.278
1,trackonly,2,10,3,0.167,0.000,0.767,0.733,0.773,13.520
2,trackonly,2,01,48,0.865,0.792,0.921,0.892,0.917,4.669
3,trackonly,2,11,39,0.615,0.513,0.764,0.723,0.840,9.225
4,trackonly,2,aa,188,0.710,0.633,0.865,0.829,0.884,7.115
0,trackonly,5,00,75,0.637,0.440,0.796,0.664,0.838,12.049
