,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.954,0.949,0.986,0.982,0.988,0.409
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.953,2.148
2,fulloracle,2,01,48,0.844,0.833,0.873,0.838,0.877,10.008
3,fulloracle,2,11,39,0.872,0.872,0.895,0.872,0.904,5.663
4,fulloracle,2,aa,188,0.907,0.899,0.938,0.922,0.942,3.978
0,fulloracle,5,00,75,0.928,0.880,0.972,0.957,0.983,0.468
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.908,4.007
2,fulloracle,5,01,59,0.797,0.661,0.858,0.769,0.856,12.303
3,fulloracle,5,11,48,0.708,0.438,0.810,0.721,0.833,10.662
4,fulloracle,5,aa,185,0.825,0.686,0.893,0.836,0.902,6.945
0,fulloracle,10,00,35,0.831,0.743,0.946,0.903,0.966,0.922
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.885,4.939
2,fulloracle,10,01,69,0.697,0.536,0.816,0.707,0.840,14.083
3,fulloracle,10,11,63,0.529,0.238,0.751,0.679,0.780,14.871
4,fulloracle,10,aa,170,0.659,0.465,0.821,0.741,0.845,11.504
0,notracklap,2,00,98,0.949,0.939,0.988,0.984,0.987,0.474
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.954,2.146
2,notracklap,2,01,48,0.802,0.771,0.860,0.812,0.861,11.978
3,notracklap,2,11,39,0.846,0.846,0.867,0.841,0.894,6.280
4,notracklap,2,aa,188,0.888,0.872,0.930,0.911,0.935,4.643
0,notracklap,5,00,75,0.939,0.920,0.972,0.957,0.983,0.428
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.907,4.025
2,notracklap,5,01,59,0.763,0.627,0.833,0.729,0.841,14.354
3,notracklap,5,11,48,0.692,0.438,0.786,0.696,0.819,11.748
4,notracklap,5,aa,185,0.814,0.692,0.879,0.816,0.894,7.865
0,notracklap,10,00,35,0.840,0.800,0.946,0.903,0.966,0.942
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.885,4.959
2,notracklap,10,01,69,0.665,0.493,0.801,0.670,0.820,16.500
3,notracklap,10,11,63,0.511,0.238,0.725,0.644,0.759,16.809
4,notracklap,10,aa,170,0.641,0.459,0.806,0.713,0.828,13.208
0,laponly,2,00,98,0.954,0.949,0.988,0.984,0.988,0.402
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.953,2.159
2,laponly,2,01,48,0.823,0.750,0.881,0.850,0.877,9.983
3,laponly,2,11,39,0.821,0.846,0.887,0.867,0.896,5.804
4,laponly,2,aa,188,0.891,0.872,0.940,0.926,0.940,3.997
0,laponly,5,00,75,0.936,0.907,0.972,0.957,0.983,0.443
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.909,3.977
2,laponly,5,01,59,0.820,0.695,0.857,0.766,0.854,12.541
3,laponly,5,11,48,0.700,0.438,0.810,0.721,0.822,11.007
4,laponly,5,aa,185,0.834,0.708,0.893,0.835,0.899,7.099
0,laponly,10,00,35,0.831,0.743,0.946,0.903,0.967,0.906
1,laponly,10,10,3,0.500,0.333,0.947,0.933,0.886,4.939
2,laponly,10,01,69,0.710,0.522,0.815,0.704,0.841,14.024
3,laponly,10,11,63,0.519,0.222,0.757,0.683,0.773,15.083
4,laponly,10,aa,170,0.661,0.453,0.823,0.741,0.842,11.556
0,trackonly,2,00,98,0.954,0.949,0.987,0.984,0.987,0.500
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.952,2.172
2,trackonly,2,01,48,0.760,0.750,0.863,0.829,0.862,12.039
3,trackonly,2,11,39,0.872,0.872,0.856,0.826,0.895,6.462
4,trackonly,2,aa,188,0.886,0.878,0.928,0.912,0.936,4.709
0,trackonly,5,00,75,0.936,0.907,0.972,0.957,0.983,0.438
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.908,3.994
2,trackonly,5,01,59,0.759,0.627,0.840,0.742,0.841,14.311
3,trackonly,5,11,48,0.700,0.458,0.783,0.671,0.823,11.793
4,trackonly,5,aa,185,0.814,0.692,0.881,0.814,0.895,7.866
0,trackonly,10,00,35,0.826,0.714,0.946,0.903,0.966,0.952
