,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.859,0.844,0.944,0.928,0.936,4.784
1,fulloracle,2,10,24,0.625,0.583,0.812,0.775,0.848,9.302
2,fulloracle,2,01,57,0.930,0.912,0.925,0.909,0.931,2.642
3,fulloracle,2,11,43,0.512,0.442,0.793,0.735,0.813,12.402
4,fulloracle,2,aa,188,0.771,0.739,0.887,0.859,0.895,6.454
0,fulloracle,5,00,40,0.890,0.875,0.936,0.915,0.929,5.723
1,fulloracle,5,10,13,0.554,0.538,0.778,0.723,0.733,26.232
2,fulloracle,5,01,65,0.862,0.800,0.911,0.902,0.910,3.333
3,fulloracle,5,11,67,0.499,0.358,0.691,0.585,0.752,18.758
4,fulloracle,5,aa,185,0.715,0.638,0.827,0.777,0.844,11.045
0,fulloracle,10,00,9,0.678,0.556,0.853,0.800,0.876,6.776
1,fulloracle,10,10,6,0.683,0.667,0.833,0.833,0.760,27.895
2,fulloracle,10,01,67,0.807,0.657,0.929,0.884,0.900,3.679
3,fulloracle,10,11,88,0.435,0.250,0.649,0.502,0.667,27.148
4,fulloracle,10,aa,170,0.604,0.441,0.777,0.680,0.773,16.847
0,notracklap,2,00,64,0.820,0.797,0.853,0.828,0.816,20.980
1,notracklap,2,10,24,0.708,0.667,0.696,0.683,0.671,37.462
2,notracklap,2,01,57,0.772,0.702,0.775,0.709,0.798,16.643
3,notracklap,2,11,43,0.500,0.395,0.681,0.577,0.710,26.872
4,notracklap,2,aa,188,0.718,0.660,0.770,0.716,0.768,23.117
0,notracklap,5,00,40,0.840,0.825,0.839,0.820,0.791,25.596
1,notracklap,5,10,13,0.385,0.385,0.529,0.477,0.392,84.050
2,notracklap,5,01,65,0.606,0.369,0.664,0.483,0.691,26.878
3,notracklap,5,11,67,0.490,0.328,0.613,0.484,0.617,35.649
4,notracklap,5,aa,185,0.599,0.454,0.674,0.556,0.665,33.795
0,notracklap,10,00,9,0.567,0.444,0.613,0.578,0.452,81.125
1,notracklap,10,10,6,0.667,0.667,0.667,0.667,0.585,66.013
