,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.827,0.776,0.963,0.955,0.972,1.171
1,fulloracle,2,10,3,0.667,0.667,0.767,0.800,0.832,8.985
2,fulloracle,2,01,48,0.958,0.938,0.965,0.954,0.950,2.971
3,fulloracle,2,11,39,0.654,0.564,0.751,0.697,0.855,8.831
4,fulloracle,2,aa,188,0.822,0.771,0.916,0.899,0.940,3.345
0,fulloracle,5,00,75,0.680,0.467,0.907,0.843,0.925,3.132
1,fulloracle,5,10,3,0.400,0.333,0.880,0.867,0.802,10.135
2,fulloracle,5,01,59,0.858,0.695,0.941,0.905,0.925,3.756
3,fulloracle,5,11,48,0.554,0.333,0.709,0.579,0.795,13.902
4,fulloracle,5,aa,185,0.699,0.503,0.866,0.795,0.890,6.239
0,fulloracle,10,00,35,0.646,0.600,0.865,0.766,0.887,4.684
1,fulloracle,10,10,3,0.400,0.333,0.720,0.667,0.741,17.284
2,fulloracle,10,01,69,0.791,0.594,0.900,0.838,0.894,5.689
3,fulloracle,10,11,63,0.522,0.254,0.682,0.521,0.739,21.226
4,fulloracle,10,aa,170,0.655,0.465,0.809,0.702,0.833,11.444
0,notracklap,2,00,98,0.852,0.816,0.952,0.941,0.962,2.622
1,notracklap,2,10,3,0.667,0.333,0.900,0.867,0.901,3.904
2,notracklap,2,01,48,0.583,0.438,0.798,0.729,0.839,15.551
3,notracklap,2,11,39,0.628,0.513,0.754,0.677,0.837,12.002
4,notracklap,2,aa,188,0.734,0.649,0.871,0.831,0.904,7.890
0,notracklap,5,00,75,0.680,0.493,0.893,0.816,0.911,4.932
1,notracklap,5,10,3,0.400,0.333,0.893,0.867,0.851,6.206
2,notracklap,5,01,59,0.481,0.186,0.727,0.563,0.769,23.733
3,notracklap,5,11,48,0.408,0.208,0.623,0.433,0.726,23.387
4,notracklap,5,aa,185,0.542,0.319,0.770,0.637,0.817,15.737
0,notracklap,10,00,35,0.623,0.543,0.787,0.691,0.805,15.418
1,notracklap,10,10,3,0.400,0.333,0.920,0.867,0.834,7.899
2,notracklap,10,01,69,0.452,0.101,0.687,0.513,0.734,27.718
3,notracklap,10,11,63,0.313,0.095,0.552,0.448,0.665,29.079
4,notracklap,10,aa,170,0.435,0.194,0.662,0.532,0.725,25.340
0,laponly,2,00,98,0.837,0.786,0.955,0.949,0.963,2.515
1,laponly,2,10,3,0.667,0.333,0.800,0.667,0.795,12.969
2,laponly,2,01,48,0.927,0.896,0.965,0.954,0.950,2.906
3,laponly,2,11,39,0.885,0.846,0.887,0.872,0.915,4.132
4,laponly,2,aa,188,0.867,0.819,0.941,0.930,0.947,3.117
0,laponly,5,00,75,0.648,0.453,0.894,0.835,0.912,4.977
1,laponly,5,10,3,0.400,0.333,0.693,0.667,0.725,19.641
2,laponly,5,01,59,0.892,0.729,0.942,0.908,0.926,3.637
3,laponly,5,11,48,0.725,0.562,0.846,0.787,0.871,6.671
4,laponly,5,aa,185,0.742,0.568,0.893,0.843,0.903,5.227
0,laponly,10,00,35,0.609,0.486,0.785,0.703,0.798,16.389
1,laponly,10,10,3,0.400,0.333,0.467,0.467,0.659,27.321
2,laponly,10,01,69,0.767,0.609,0.899,0.838,0.895,5.631
3,laponly,10,11,63,0.622,0.429,0.823,0.746,0.840,8.872
4,laponly,10,aa,170,0.674,0.512,0.840,0.769,0.851,9.430
0,trackonly,2,00,98,0.811,0.765,0.963,0.957,0.969,1.436
1,trackonly,2,10,3,0.667,0.667,0.867,0.867,0.876,4.897
2,trackonly,2,01,48,0.583,0.438,0.796,0.725,0.839,15.567
3,trackonly,2,11,39,0.564,0.487,0.715,0.646,0.818,12.498
4,trackonly,2,aa,188,0.699,0.622,0.868,0.832,0.903,7.394
0,trackonly,5,00,75,0.699,0.533,0.910,0.851,0.924,3.244
1,trackonly,5,10,3,0.400,0.333,0.907,0.933,0.818,8.562
2,trackonly,5,01,59,0.492,0.186,0.728,0.563,0.769,23.732
3,trackonly,5,11,48,0.379,0.188,0.574,0.408,0.703,23.998
4,trackonly,5,aa,185,0.545,0.330,0.765,0.645,0.815,15.249
0,trackonly,10,00,35,0.669,0.600,0.845,0.766,0.866,6.901
1,trackonly,10,10,3,0.500,0.333,0.807,0.733,0.784,11.975
2,trackonly,10,01,69,0.436,0.130,0.688,0.510,0.734,27.662
3,trackonly,10,11,63,0.295,0.095,0.564,0.444,0.648,30.066
4,trackonly,10,aa,170,0.433,0.218,0.676,0.542,0.730,24.002
0,fullpred,2,00,98,0.796,0.735,0.962,0.951,0.971,1.260
1,fullpred,2,10,3,0.500,0.667,0.933,0.933,0.821,8.285
2,fullpred,2,01,48,0.583,0.438,0.794,0.717,0.847,14.935
3,fullpred,2,11,39,0.500,0.385,0.728,0.667,0.819,12.708
4,fullpred,2,aa,188,0.676,0.585,0.870,0.832,0.905,7.238
0,fullpred,5,00,75,0.645,0.453,0.908,0.851,0.922,3.336
1,fullpred,5,10,3,0.467,0.333,0.893,0.933,0.814,8.782
2,fullpred,5,01,59,0.485,0.203,0.732,0.559,0.777,22.880
3,fullpred,5,11,48,0.300,0.104,0.602,0.438,0.722,23.100
4,fullpred,5,aa,185,0.502,0.281,0.772,0.652,0.822,14.785
0,fullpred,10,00,35,0.643,0.543,0.859,0.760,0.884,4.942
1,fullpred,10,10,3,0.367,0.333,0.820,0.800,0.784,12.515
2,fullpred,10,01,69,0.428,0.058,0.692,0.510,0.743,26.780
3,fullpred,10,11,63,0.275,0.111,0.554,0.454,0.668,28.760
4,fullpred,10,aa,170,0.414,0.182,0.678,0.546,0.745,22.766
0,predtrack,2,00,98,0.832,0.796,0.958,0.951,0.969,1.454
1,predtrack,2,10,3,0.500,0.667,0.933,0.933,0.870,5.010
2,predtrack,2,01,48,0.583,0.438,0.796,0.725,0.838,15.581
3,predtrack,2,11,39,0.551,0.487,0.759,0.697,0.818,12.596
4,predtrack,2,aa,188,0.705,0.638,0.875,0.840,0.903,7.429
0,predtrack,5,00,75,0.699,0.533,0.904,0.840,0.922,3.310
1,predtrack,5,10,3,0.333,0.333,0.867,0.867,0.805,9.352
2,predtrack,5,01,59,0.498,0.169,0.725,0.553,0.769,23.745
3,predtrack,5,11,48,0.321,0.146,0.594,0.425,0.712,24.193
4,predtrack,5,aa,185,0.531,0.314,0.766,0.641,0.817,15.344
0,predtrack,10,00,35,0.674,0.629,0.846,0.766,0.866,6.860
1,predtrack,10,10,3,0.367,0.333,0.893,0.867,0.814,9.011
2,predtrack,10,01,69,0.443,0.116,0.683,0.513,0.734,27.659
3,predtrack,10,11,63,0.289,0.127,0.565,0.467,0.663,29.271
4,predtrack,10,aa,170,0.432,0.229,0.676,0.554,0.736,23.645
0,predpit,2,00,98,0.847,0.806,0.959,0.953,0.963,2.471
1,predpit,2,10,3,0.667,0.333,0.800,0.667,0.792,13.459
2,predpit,2,01,48,0.552,0.417,0.790,0.713,0.846,15.055
3,predpit,2,11,39,0.641,0.538,0.751,0.672,0.850,11.124
4,predpit,2,aa,188,0.726,0.644,0.870,0.829,0.907,7.654
0,predpit,5,00,75,0.653,0.453,0.891,0.821,0.910,5.074
1,predpit,5,10,3,0.400,0.333,0.680,0.600,0.719,19.887
2,predpit,5,01,59,0.485,0.220,0.730,0.563,0.777,22.856
3,predpit,5,11,48,0.412,0.208,0.593,0.425,0.732,22.580
4,predpit,5,aa,185,0.533,0.314,0.759,0.632,0.818,15.527
0,predpit,10,00,35,0.600,0.486,0.778,0.674,0.794,16.766
1,predpit,10,10,3,0.367,0.333,0.467,0.467,0.660,27.575
2,predpit,10,01,69,0.449,0.116,0.694,0.504,0.743,26.525
3,predpit,10,11,63,0.279,0.095,0.539,0.441,0.667,28.868
4,predpit,10,aa,170,0.416,0.188,0.650,0.515,0.724,25.403
0,curtrack,2,00,98,0.827,0.776,0.953,0.935,0.964,2.367
1,curtrack,2,10,3,0.833,1.000,0.767,0.733,0.820,9.005
2,curtrack,2,01,48,0.573,0.417,0.798,0.721,0.856,13.895
3,curtrack,2,11,39,0.500,0.410,0.685,0.600,0.813,13.624
4,curtrack,2,aa,188,0.694,0.612,0.855,0.807,0.903,7.751
0,curtrack,5,00,75,0.707,0.520,0.886,0.816,0.897,7.893
1,curtrack,5,10,3,0.200,0.000,0.547,0.133,0.565,42.112
2,curtrack,5,01,59,0.492,0.169,0.738,0.569,0.786,21.669
3,curtrack,5,11,48,0.333,0.125,0.548,0.358,0.701,24.932
4,curtrack,5,aa,185,0.533,0.297,0.746,0.608,0.805,17.262
