,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.875,0.875,0.950,0.938,0.952,2.809
1,fulloracle,2,10,24,0.542,0.500,0.833,0.800,0.864,7.250
2,fulloracle,2,01,57,0.947,0.947,0.926,0.912,0.932,2.610
3,fulloracle,2,11,43,0.500,0.395,0.784,0.735,0.809,13.557
4,fulloracle,2,aa,188,0.769,0.739,0.890,0.866,0.902,5.774
0,fulloracle,5,00,40,0.885,0.875,0.942,0.930,0.922,7.020
1,fulloracle,5,10,13,0.554,0.462,0.772,0.708,0.755,22.776
2,fulloracle,5,01,65,0.846,0.754,0.899,0.871,0.901,3.946
3,fulloracle,5,11,67,0.478,0.343,0.706,0.606,0.743,19.755
4,fulloracle,5,aa,185,0.701,0.611,0.829,0.776,0.838,11.659
0,fulloracle,10,00,9,0.878,0.889,0.864,0.844,0.858,10.206
1,fulloracle,10,10,6,0.667,0.667,0.803,0.767,0.705,37.346
2,fulloracle,10,01,67,0.791,0.687,0.905,0.884,0.883,5.169
3,fulloracle,10,11,88,0.431,0.250,0.657,0.511,0.667,27.226
4,fulloracle,10,aa,170,0.605,0.471,0.771,0.685,0.763,17.989
0,notracklap,2,00,64,0.797,0.781,0.845,0.819,0.812,21.723
1,notracklap,2,10,24,0.771,0.708,0.738,0.683,0.703,31.532
2,notracklap,2,01,57,0.939,0.912,0.911,0.902,0.915,3.940
3,notracklap,2,11,43,0.674,0.605,0.767,0.679,0.795,16.126
4,notracklap,2,aa,188,0.809,0.771,0.834,0.795,0.826,16.304
0,notracklap,5,00,40,0.840,0.825,0.843,0.830,0.793,25.339
1,notracklap,5,10,13,0.385,0.385,0.535,0.446,0.386,84.112
2,notracklap,5,01,65,0.815,0.723,0.858,0.825,0.869,6.718
3,notracklap,5,11,67,0.585,0.433,0.688,0.603,0.712,23.886
4,notracklap,5,aa,185,0.707,0.616,0.770,0.719,0.762,22.400
0,notracklap,10,00,9,0.578,0.556,0.582,0.556,0.386,92.389
1,notracklap,10,10,6,0.667,0.667,0.680,0.667,0.589,63.964
2,notracklap,10,01,67,0.782,0.687,0.860,0.833,0.836,10.410
3,notracklap,10,11,88,0.526,0.443,0.663,0.586,0.662,29.483
4,notracklap,10,aa,170,0.635,0.553,0.737,0.685,0.713,26.513
0,laponly,2,00,64,0.797,0.781,0.844,0.816,0.813,21.645
1,laponly,2,10,24,0.750,0.708,0.742,0.692,0.707,30.750
