,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.903,0.888,0.984,0.980,0.986,0.602
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.948,2.343
2,fulloracle,2,01,48,0.604,0.521,0.823,0.767,0.845,14.350
3,fulloracle,2,11,39,0.808,0.744,0.821,0.764,0.873,8.433
4,fulloracle,2,aa,188,0.806,0.761,0.909,0.881,0.926,5.765
0,fulloracle,5,00,75,0.877,0.787,0.971,0.957,0.983,0.438
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.903,4.173
2,fulloracle,5,01,59,0.573,0.339,0.785,0.664,0.814,18.340
3,fulloracle,5,11,48,0.583,0.354,0.709,0.604,0.793,15.687
4,fulloracle,5,aa,185,0.701,0.524,0.844,0.772,0.878,10.164
0,fulloracle,10,00,35,0.666,0.286,0.941,0.903,0.963,1.002
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.885,4.982
2,fulloracle,10,01,69,0.529,0.333,0.786,0.681,0.813,17.687
3,fulloracle,10,11,63,0.408,0.190,0.689,0.632,0.747,18.883
4,fulloracle,10,aa,170,0.512,0.271,0.784,0.713,0.821,14.471
0,notracklap,2,00,98,0.893,0.878,0.982,0.978,0.986,0.676
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.951,2.285
2,notracklap,2,01,48,0.552,0.396,0.783,0.713,0.830,16.888
3,notracklap,2,11,39,0.615,0.487,0.792,0.738,0.871,10.066
4,notracklap,2,aa,188,0.747,0.670,0.892,0.861,0.922,6.789
0,notracklap,5,00,75,0.883,0.813,0.973,0.960,0.982,0.448
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.905,4.145
2,notracklap,5,01,59,0.488,0.237,0.742,0.603,0.792,22.206
3,notracklap,5,11,48,0.454,0.250,0.643,0.492,0.772,19.165
4,notracklap,5,aa,185,0.642,0.476,0.813,0.724,0.866,12.303
0,notracklap,10,00,35,0.700,0.429,0.941,0.903,0.963,1.038
1,notracklap,10,10,3,0.367,0.000,0.947,0.933,0.884,5.017
2,notracklap,10,01,69,0.436,0.188,0.724,0.583,0.780,23.136
3,notracklap,10,11,63,0.316,0.095,0.610,0.540,0.715,23.342
4,notracklap,10,aa,170,0.445,0.200,0.731,0.639,0.796,18.343
0,laponly,2,00,98,0.908,0.888,0.984,0.982,0.986,0.623
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.945,2.503
2,laponly,2,01,48,0.635,0.562,0.833,0.771,0.848,13.739
3,laponly,2,11,39,0.769,0.692,0.823,0.774,0.874,8.170
4,laponly,2,aa,188,0.809,0.761,0.912,0.885,0.927,5.567
0,laponly,5,00,75,0.888,0.827,0.971,0.957,0.983,0.445
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.909,3.977
2,laponly,5,01,59,0.590,0.356,0.793,0.664,0.816,17.947
3,laponly,5,11,48,0.579,0.354,0.713,0.604,0.793,15.496
4,laponly,5,aa,185,0.709,0.546,0.847,0.772,0.879,9.989
0,laponly,10,00,35,0.691,0.429,0.941,0.903,0.964,0.939
1,laponly,10,10,3,0.467,0.333,0.913,0.867,0.883,5.099
2,laponly,10,01,69,0.542,0.275,0.786,0.684,0.812,17.779
3,laponly,10,11,63,0.376,0.175,0.697,0.641,0.744,18.586
4,laponly,10,aa,170,0.510,0.271,0.787,0.716,0.820,14.387
0,trackonly,2,00,98,0.893,0.878,0.982,0.978,0.986,0.685
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.950,2.303
2,trackonly,2,01,48,0.552,0.396,0.783,0.708,0.832,16.610
3,trackonly,2,11,39,0.667,0.590,0.790,0.728,0.870,10.211
4,trackonly,2,aa,188,0.758,0.691,0.891,0.857,0.922,6.753
0,trackonly,5,00,75,0.875,0.800,0.972,0.957,0.983,0.447
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.906,4.218
2,trackonly,5,01,59,0.505,0.271,0.738,0.600,0.792,22.254
3,trackonly,5,11,48,0.463,0.271,0.644,0.496,0.772,19.183
4,trackonly,5,aa,185,0.646,0.486,0.812,0.723,0.866,12.324
0,trackonly,10,00,35,0.660,0.286,0.938,0.903,0.962,1.139
1,trackonly,10,10,3,0.367,0.333,0.947,0.933,0.884,5.035
2,trackonly,10,01,69,0.416,0.130,0.725,0.586,0.780,23.162
3,trackonly,10,11,63,0.313,0.111,0.612,0.543,0.715,23.375
4,trackonly,10,aa,170,0.427,0.159,0.731,0.641,0.795,18.387
0,fullpred,2,00,98,0.903,0.888,0.984,0.980,0.986,0.588
1,fullpred,2,10,3,0.833,0.667,1.000,1.000,0.947,2.391
2,fullpred,2,01,48,0.542,0.375,0.783,0.708,0.829,16.708
3,fullpred,2,11,39,0.731,0.667,0.800,0.744,0.868,9.859
4,fullpred,2,aa,188,0.774,0.707,0.895,0.862,0.921,6.656
0,fullpred,5,00,75,0.877,0.827,0.972,0.957,0.983,0.441
1,fullpred,5,10,3,0.667,0.333,0.960,0.933,0.905,4.114
2,fullpred,5,01,59,0.505,0.254,0.744,0.603,0.792,22.002
3,fullpred,5,11,48,0.496,0.292,0.651,0.500,0.771,19.167
4,fullpred,5,aa,185,0.656,0.497,0.816,0.725,0.866,12.235
0,fullpred,10,00,35,0.643,0.371,0.937,0.897,0.962,1.020
1,fullpred,10,10,3,0.500,0.333,0.947,0.933,0.888,4.899
2,fullpred,10,01,69,0.439,0.217,0.736,0.626,0.786,21.943
3,fullpred,10,11,63,0.329,0.159,0.621,0.578,0.719,22.594
4,fullpred,10,aa,170,0.441,0.229,0.739,0.669,0.799,17.576
0,predtrack,2,00,98,0.888,0.857,0.981,0.976,0.986,0.677
1,predtrack,2,10,3,0.833,0.667,1.000,1.000,0.949,2.352
2,predtrack,2,01,48,0.542,0.396,0.785,0.717,0.832,16.578
3,predtrack,2,11,39,0.654,0.564,0.792,0.733,0.870,10.096
4,predtrack,2,aa,188,0.750,0.676,0.892,0.860,0.922,6.717
0,predtrack,5,00,75,0.867,0.773,0.972,0.957,0.983,0.442
1,predtrack,5,10,3,0.667,0.333,0.960,0.933,0.905,4.213
2,predtrack,5,01,59,0.495,0.271,0.739,0.597,0.792,22.291
3,predtrack,5,11,48,0.454,0.250,0.642,0.492,0.772,19.175
4,predtrack,5,aa,185,0.638,0.470,0.812,0.721,0.866,12.332
0,predtrack,10,00,35,0.663,0.400,0.937,0.903,0.963,1.067
1,predtrack,10,10,3,0.433,0.000,0.947,0.933,0.888,4.914
2,predtrack,10,01,69,0.426,0.145,0.724,0.588,0.780,23.177
3,predtrack,10,11,63,0.290,0.095,0.610,0.533,0.715,23.362
4,predtrack,10,aa,170,0.425,0.176,0.730,0.639,0.796,18.371
0,predpit,2,00,98,0.913,0.888,0.984,0.982,0.986,0.608
1,predpit,2,10,3,0.833,0.667,1.000,1.000,0.950,2.235
2,predpit,2,01,48,0.552,0.396,0.787,0.717,0.832,16.424
3,predpit,2,11,39,0.705,0.615,0.790,0.733,0.868,9.889
4,predpit,2,aa,188,0.777,0.702,0.894,0.863,0.921,6.597
0,predpit,5,00,75,0.872,0.813,0.972,0.957,0.983,0.441
1,predpit,5,10,3,0.667,0.333,0.960,0.933,0.906,4.106
2,predpit,5,01,59,0.502,0.254,0.745,0.607,0.793,21.820
3,predpit,5,11,48,0.471,0.250,0.642,0.496,0.771,19.116
4,predpit,5,aa,185,0.646,0.481,0.814,0.725,0.866,12.164
0,predpit,10,00,35,0.669,0.343,0.938,0.903,0.962,1.020
1,predpit,10,10,3,0.433,0.333,0.940,0.867,0.882,5.134
2,predpit,10,01,69,0.432,0.174,0.738,0.620,0.785,22.212
3,predpit,10,11,63,0.329,0.095,0.620,0.552,0.715,22.759
4,predpit,10,aa,170,0.442,0.182,0.739,0.658,0.797,17.750
