,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
3,zero,2,11,30,0.667,0.600,0.797,0.740,0.883,9.108
4,zero,2,aa,118,0.784,0.729,0.892,0.859,0.936,4.865
0,zero,5,00,41,0.893,0.854,0.962,0.941,0.983,0.334
1,zero,5,10,2,0.500,0.000,0.940,0.900,0.915,2.176
2,zero,5,01,36,0.567,0.333,0.766,0.628,0.847,14.252
3,zero,5,11,36,0.467,0.222,0.651,0.478,0.789,17.200
4,zero,5,aa,115,0.650,0.478,0.803,0.697,0.878,10.003
0,zero,10,00,21,0.776,0.714,0.942,0.876,0.963,0.731
1,zero,10,10,2,0.250,0.000,0.920,0.900,0.893,2.816
2,zero,10,01,41,0.541,0.293,0.707,0.532,0.817,16.927
3,zero,10,11,46,0.300,0.000,0.585,0.465,0.725,22.267
4,zero,10,aa,110,0.480,0.245,0.705,0.576,0.808,15.811
