,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.954,0.949,0.986,0.982,0.987,0.412
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.952,2.172
2,fulloracle,2,01,48,0.833,0.812,0.875,0.846,0.880,9.828
3,fulloracle,2,11,39,0.872,0.872,0.903,0.887,0.908,5.043
4,fulloracle,2,aa,188,0.904,0.894,0.940,0.928,0.943,3.805
0,fulloracle,5,00,75,0.936,0.907,0.972,0.957,0.983,0.428
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.910,3.944
2,fulloracle,5,01,59,0.793,0.678,0.859,0.763,0.854,12.256
3,fulloracle,5,11,48,0.750,0.479,0.811,0.713,0.833,10.776
4,fulloracle,5,aa,185,0.838,0.714,0.894,0.831,0.902,6.942
0,fulloracle,10,00,35,0.846,0.829,0.946,0.903,0.968,0.801
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.885,5.016
2,fulloracle,10,01,69,0.720,0.493,0.821,0.710,0.843,13.754
3,fulloracle,10,11,63,0.525,0.270,0.758,0.676,0.778,15.045
4,fulloracle,10,aa,170,0.670,0.476,0.826,0.741,0.846,11.411
0,notracklap,2,00,98,0.949,0.939,0.988,0.984,0.987,0.413
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.953,2.148
2,notracklap,2,01,48,0.875,0.875,0.879,0.838,0.879,9.937
3,notracklap,2,11,39,0.885,0.897,0.897,0.877,0.898,5.482
4,notracklap,2,aa,188,0.915,0.910,0.941,0.924,0.941,3.924
0,notracklap,5,00,75,0.939,0.920,0.971,0.957,0.983,0.422
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.909,3.962
2,notracklap,5,01,59,0.817,0.712,0.862,0.766,0.856,12.141
3,notracklap,5,11,48,0.725,0.458,0.808,0.721,0.821,11.105
4,notracklap,5,aa,185,0.840,0.724,0.894,0.835,0.899,6.989
0,notracklap,10,00,35,0.854,0.800,0.946,0.903,0.968,0.793
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.887,4.904
2,notracklap,10,01,69,0.723,0.522,0.822,0.710,0.842,13.769
3,notracklap,10,11,63,0.537,0.270,0.753,0.667,0.769,15.343
4,notracklap,10,aa,170,0.677,0.482,0.824,0.738,0.842,11.525
0,laponly,2,00,98,0.954,0.949,0.988,0.984,0.987,0.408
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.955,2.135
2,laponly,2,01,48,0.854,0.792,0.881,0.854,0.880,9.755
3,laponly,2,11,39,0.808,0.872,0.890,0.882,0.896,5.808
4,laponly,2,aa,188,0.896,0.888,0.940,0.930,0.941,3.942
0,laponly,5,00,75,0.936,0.920,0.972,0.957,0.983,0.414
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.909,3.945
2,laponly,5,01,59,0.824,0.661,0.858,0.769,0.854,12.325
3,laponly,5,11,48,0.733,0.479,0.812,0.725,0.823,10.804
4,laponly,5,aa,185,0.843,0.714,0.894,0.837,0.899,6.966
0,laponly,10,00,35,0.846,0.771,0.946,0.903,0.968,0.797
1,laponly,10,10,3,0.500,0.333,0.947,0.933,0.884,5.021
2,laponly,10,01,69,0.726,0.522,0.821,0.716,0.843,13.709
3,laponly,10,11,63,0.522,0.270,0.757,0.679,0.770,15.367
4,laponly,10,aa,170,0.671,0.476,0.826,0.745,0.843,11.512
0,trackonly,2,00,98,0.949,0.939,0.988,0.984,0.987,0.428
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.951,2.185
2,trackonly,2,01,48,0.844,0.812,0.875,0.846,0.879,10.021
3,trackonly,2,11,39,0.846,0.846,0.900,0.877,0.910,4.801
4,trackonly,2,aa,188,0.899,0.883,0.941,0.927,0.943,3.812
0,trackonly,5,00,75,0.931,0.920,0.972,0.957,0.983,0.411
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.907,4.015
2,trackonly,5,01,59,0.820,0.712,0.861,0.753,0.854,12.281
3,trackonly,5,11,48,0.758,0.542,0.808,0.717,0.833,10.564
4,trackonly,5,aa,185,0.846,0.746,0.894,0.829,0.902,6.889
0,trackonly,10,00,35,0.834,0.771,0.946,0.903,0.968,0.813
1,trackonly,10,10,3,0.500,0.333,0.947,0.933,0.885,4.977
2,trackonly,10,01,69,0.716,0.493,0.823,0.707,0.844,13.695
3,trackonly,10,11,63,0.537,0.270,0.760,0.683,0.779,14.866
4,trackonly,10,aa,170,0.670,0.465,0.827,0.742,0.846,11.323
0,fullpred,2,00,98,0.944,0.939,0.987,0.982,0.987,0.499
1,fullpred,2,10,3,0.833,0.667,1.000,1.000,0.951,2.183
2,fullpred,2,01,48,0.562,0.417,0.787,0.700,0.837,15.603
3,fullpred,2,11,39,0.795,0.718,0.831,0.785,0.879,8.882
4,fullpred,2,aa,188,0.814,0.755,0.904,0.869,0.925,6.121
