,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.922,0.938,0.991,0.988,0.969,0.951
1,fulloracle,2,10,24,0.958,0.958,0.942,0.908,0.936,2.150
2,fulloracle,2,01,57,0.763,0.667,0.835,0.789,0.877,7.694
3,fulloracle,2,11,43,0.907,0.860,0.912,0.888,0.918,3.265
4,fulloracle,2,aa,188,0.875,0.840,0.919,0.895,0.925,3.678
0,fulloracle,5,00,40,0.905,0.875,0.995,0.990,0.963,1.314
1,fulloracle,5,10,13,0.800,0.846,0.929,0.923,0.929,2.834
2,fulloracle,5,01,65,0.695,0.554,0.805,0.711,0.834,11.663
3,fulloracle,5,11,67,0.791,0.627,0.853,0.773,0.881,4.800
4,fulloracle,5,aa,185,0.783,0.670,0.872,0.809,0.886,6.319
0,fulloracle,10,00,9,0.489,0.222,0.969,0.911,0.897,4.151
1,fulloracle,10,10,6,0.783,0.833,0.997,0.967,0.916,3.967
2,fulloracle,10,01,67,0.642,0.463,0.775,0.615,0.771,18.541
3,fulloracle,10,11,88,0.651,0.489,0.805,0.736,0.828,8.088
4,fulloracle,10,aa,170,0.644,0.476,0.809,0.706,0.812,11.854
0,notracklap,2,00,64,0.898,0.906,0.981,0.972,0.968,1.136
1,notracklap,2,10,24,0.896,0.833,0.929,0.900,0.948,1.759
2,notracklap,2,01,57,0.763,0.649,0.828,0.782,0.871,8.291
3,notracklap,2,11,43,0.953,0.930,0.928,0.912,0.948,1.754
4,notracklap,2,aa,188,0.870,0.824,0.916,0.891,0.931,3.526
0,notracklap,5,00,40,0.930,0.900,0.976,0.965,0.951,2.613
1,notracklap,5,10,13,0.738,0.692,0.920,0.892,0.904,7.129
2,notracklap,5,01,65,0.683,0.523,0.803,0.711,0.828,11.890
3,notracklap,5,11,67,0.800,0.642,0.890,0.827,0.912,3.171
4,notracklap,5,aa,185,0.783,0.659,0.880,0.821,0.890,6.392
0,notracklap,10,00,9,0.367,0.222,0.956,0.911,0.898,4.310
1,notracklap,10,10,6,0.717,0.667,0.983,0.933,0.923,2.989
2,notracklap,10,01,67,0.660,0.478,0.770,0.612,0.764,19.240
3,notracklap,10,11,88,0.699,0.557,0.827,0.757,0.865,5.673
4,notracklap,10,aa,170,0.666,0.512,0.817,0.714,0.829,10.853
0,laponly,2,00,64,0.891,0.891,0.978,0.966,0.969,1.125
1,laponly,2,10,24,0.896,0.833,0.946,0.925,0.952,1.628
2,laponly,2,01,57,0.763,0.649,0.823,0.768,0.870,8.355
3,laponly,2,11,43,0.953,0.930,0.926,0.898,0.948,1.795
4,laponly,2,aa,188,0.867,0.819,0.915,0.885,0.932,3.535
0,laponly,5,00,40,0.930,0.900,0.978,0.970,0.952,2.557
1,laponly,5,10,13,0.708,0.615,0.917,0.892,0.906,7.156
2,laponly,5,01,65,0.683,0.492,0.805,0.711,0.830,11.754
3,laponly,5,11,67,0.791,0.627,0.891,0.833,0.910,3.309
4,laponly,5,aa,185,0.777,0.638,0.881,0.824,0.891,6.384
0,laponly,10,00,9,0.378,0.222,0.936,0.822,0.894,4.569
1,laponly,10,10,6,0.717,0.667,0.987,0.967,0.925,2.766
2,laponly,10,01,67,0.667,0.493,0.772,0.606,0.764,19.167
3,laponly,10,11,88,0.691,0.545,0.823,0.750,0.866,5.554
4,laponly,10,aa,170,0.666,0.512,0.815,0.705,0.829,10.769
0,trackonly,2,00,64,0.922,0.938,0.992,0.988,0.969,0.966
1,trackonly,2,10,24,0.958,0.958,0.942,0.917,0.936,2.180
2,trackonly,2,01,57,0.754,0.649,0.826,0.779,0.879,7.573
3,trackonly,2,11,43,0.907,0.860,0.907,0.879,0.914,3.566
4,trackonly,2,aa,188,0.872,0.835,0.916,0.890,0.925,3.719
0,trackonly,5,00,40,0.920,0.900,0.993,0.990,0.963,1.310
1,trackonly,5,10,13,0.800,0.846,0.932,0.923,0.934,2.563
2,trackonly,5,01,65,0.680,0.523,0.804,0.711,0.833,11.765
3,trackonly,5,11,67,0.797,0.627,0.856,0.779,0.882,4.810
4,trackonly,5,aa,185,0.783,0.665,0.873,0.811,0.886,6.339
0,trackonly,10,00,9,0.456,0.222,0.978,0.933,0.897,4.123
1,trackonly,10,10,6,0.800,0.833,0.993,0.967,0.911,3.994
2,trackonly,10,01,67,0.625,0.448,0.776,0.615,0.773,18.348
3,trackonly,10,11,88,0.641,0.477,0.807,0.736,0.828,8.107
4,trackonly,10,aa,170,0.631,0.465,0.810,0.707,0.813,11.787
0,fullpred,2,00,64,0.891,0.891,0.978,0.969,0.946,3.601
1,fullpred,2,10,24,0.958,0.958,0.942,0.917,0.939,2.305
2,fullpred,2,01,57,0.579,0.491,0.740,0.670,0.784,17.739
3,fullpred,2,11,43,0.733,0.628,0.860,0.819,0.886,6.391
4,fullpred,2,aa,188,0.769,0.718,0.874,0.837,0.882,8.360
0,fullpred,5,00,40,0.820,0.750,0.947,0.925,0.898,8.317
1,fullpred,5,10,13,0.800,0.769,0.945,0.938,0.935,3.026
2,fullpred,5,01,65,0.505,0.308,0.666,0.505,0.662,30.699
3,fullpred,5,11,67,0.663,0.522,0.791,0.681,0.818,11.780
4,fullpred,5,aa,185,0.651,0.514,0.792,0.690,0.789,17.063
0,fullpred,10,00,9,0.456,0.222,0.951,0.844,0.743,21.906
1,fullpred,10,10,6,0.717,0.667,0.947,0.867,0.922,3.183
2,fullpred,10,01,67,0.449,0.209,0.645,0.424,0.583,41.591
3,fullpred,10,11,88,0.555,0.466,0.703,0.600,0.743,17.527
4,fullpred,10,aa,170,0.514,0.359,0.702,0.553,0.687,26.737
