,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.867,0.844,0.948,0.938,0.953,2.491
1,fulloracle,2,10,24,0.562,0.500,0.858,0.817,0.861,7.812
2,fulloracle,2,01,57,0.965,0.965,0.939,0.930,0.930,2.771
3,fulloracle,2,11,43,0.605,0.512,0.812,0.753,0.844,9.967
4,fulloracle,2,aa,188,0.798,0.761,0.903,0.878,0.910,4.965
0,fulloracle,5,00,40,0.880,0.875,0.947,0.935,0.941,4.359
1,fulloracle,5,10,13,0.477,0.462,0.766,0.708,0.795,17.409
2,fulloracle,5,01,65,0.889,0.800,0.914,0.895,0.902,3.974
3,fulloracle,5,11,67,0.555,0.388,0.752,0.663,0.768,16.745
4,fulloracle,5,aa,185,0.737,0.643,0.852,0.806,0.854,9.626
0,fulloracle,10,00,9,0.811,0.778,0.871,0.844,0.860,10.020
1,fulloracle,10,10,6,0.683,0.667,0.930,0.933,0.847,12.563
2,fulloracle,10,01,67,0.799,0.642,0.915,0.893,0.903,3.592
3,fulloracle,10,11,88,0.435,0.250,0.703,0.586,0.727,18.115
4,fulloracle,10,aa,170,0.607,0.447,0.803,0.733,0.808,11.766
0,notracklap,2,00,64,0.828,0.812,0.869,0.847,0.829,18.858
1,notracklap,2,10,24,0.708,0.667,0.729,0.700,0.677,36.463
2,notracklap,2,01,57,0.833,0.789,0.816,0.772,0.834,12.735
3,notracklap,2,11,43,0.686,0.558,0.788,0.707,0.770,18.771
4,notracklap,2,aa,188,0.782,0.729,0.816,0.773,0.798,19.229
0,notracklap,5,00,40,0.825,0.800,0.828,0.810,0.769,28.361
1,notracklap,5,10,13,0.431,0.385,0.529,0.446,0.403,82.271
2,notracklap,5,01,65,0.625,0.400,0.722,0.609,0.736,20.803
3,notracklap,5,11,67,0.519,0.313,0.650,0.528,0.621,35.158
4,notracklap,5,aa,185,0.616,0.454,0.705,0.612,0.678,31.955
0,notracklap,10,00,9,0.511,0.444,0.571,0.489,0.356,93.669
1,notracklap,10,10,6,0.667,0.667,0.667,0.667,0.583,65.708
2,notracklap,10,01,67,0.546,0.299,0.630,0.391,0.626,35.666
3,notracklap,10,11,88,0.355,0.114,0.517,0.330,0.498,49.955
4,notracklap,10,aa,170,0.449,0.224,0.570,0.374,0.544,47.194
0,laponly,2,00,64,0.820,0.797,0.863,0.834,0.829,19.564
1,laponly,2,10,24,0.729,0.708,0.750,0.700,0.699,33.302
2,laponly,2,01,57,0.956,0.947,0.918,0.909,0.915,3.987
3,laponly,2,11,43,0.733,0.698,0.814,0.763,0.824,12.724
4,laponly,2,aa,188,0.830,0.809,0.854,0.823,0.837,15.030
0,laponly,5,00,40,0.830,0.825,0.834,0.815,0.774,27.950
1,laponly,5,10,13,0.400,0.385,0.532,0.446,0.406,81.605
2,laponly,5,01,65,0.825,0.708,0.857,0.831,0.861,7.071
3,laponly,5,11,67,0.615,0.433,0.707,0.600,0.715,23.939
4,laponly,5,aa,185,0.720,0.611,0.775,0.717,0.757,22.932
0,laponly,10,00,9,0.578,0.556,0.578,0.489,0.362,92.694
1,laponly,10,10,6,0.667,0.667,0.677,0.667,0.598,62.262
2,laponly,10,01,67,0.785,0.657,0.851,0.794,0.837,9.878
3,laponly,10,11,88,0.559,0.477,0.682,0.602,0.684,26.784
4,laponly,10,aa,170,0.653,0.559,0.743,0.674,0.724,24.862
0,trackonly,2,00,64,0.852,0.828,0.950,0.941,0.947,3.024
1,trackonly,2,10,24,0.562,0.458,0.850,0.825,0.859,7.419
2,trackonly,2,01,57,0.842,0.807,0.837,0.793,0.849,11.526
3,trackonly,2,11,43,0.616,0.535,0.819,0.753,0.817,12.854
4,trackonly,2,aa,188,0.758,0.707,0.873,0.838,0.876,8.411
0,trackonly,5,00,40,0.860,0.825,0.943,0.940,0.937,4.719
1,trackonly,5,10,13,0.431,0.308,0.788,0.677,0.795,16.884
2,trackonly,5,01,65,0.677,0.446,0.771,0.662,0.777,17.648
3,trackonly,5,11,67,0.436,0.269,0.705,0.606,0.698,25.347
4,trackonly,5,aa,185,0.612,0.454,0.786,0.703,0.784,17.587
0,trackonly,10,00,9,0.700,0.667,0.867,0.867,0.848,12.149
1,trackonly,10,10,6,0.817,0.833,0.937,0.933,0.883,6.928
2,trackonly,10,01,67,0.584,0.328,0.682,0.427,0.680,29.832
3,trackonly,10,11,88,0.318,0.091,0.596,0.455,0.606,32.356
4,trackonly,10,aa,170,0.461,0.241,0.656,0.482,0.658,29.394
0,fullpred,2,00,64,0.820,0.781,0.930,0.916,0.922,6.223
1,fullpred,2,10,24,0.625,0.625,0.850,0.808,0.866,9.709
2,fullpred,2,01,57,0.605,0.491,0.767,0.698,0.803,16.737
3,fullpred,2,11,43,0.407,0.326,0.781,0.726,0.812,14.059
4,fullpred,2,aa,188,0.636,0.569,0.836,0.793,0.853,11.648
0,fullpred,5,00,40,0.840,0.800,0.867,0.825,0.833,17.849
1,fullpred,5,10,13,0.615,0.692,0.797,0.754,0.798,19.806
2,fullpred,5,01,65,0.446,0.277,0.663,0.502,0.677,30.005
3,fullpred,5,11,67,0.409,0.328,0.681,0.570,0.724,22.120
4,fullpred,5,aa,185,0.530,0.438,0.723,0.614,0.737,23.805
0,fullpred,10,00,9,0.600,0.111,0.676,0.267,0.542,50.139
1,fullpred,10,10,6,0.667,0.500,0.770,0.500,0.747,27.248
2,fullpred,10,01,67,0.404,0.224,0.562,0.355,0.539,46.930
3,fullpred,10,11,88,0.338,0.170,0.583,0.432,0.633,28.689
4,fullpred,10,aa,170,0.389,0.200,0.586,0.395,0.595,36.963
0,predtrack,2,00,64,0.883,0.859,0.956,0.934,0.954,2.378
1,predtrack,2,10,24,0.667,0.583,0.850,0.825,0.863,9.073
2,predtrack,2,01,57,0.842,0.807,0.835,0.793,0.848,11.524
3,predtrack,2,11,43,0.570,0.465,0.807,0.767,0.839,10.121
4,predtrack,2,aa,188,0.771,0.718,0.872,0.839,0.884,7.777
0,predtrack,5,00,40,0.915,0.875,0.935,0.925,0.936,4.780
1,predtrack,5,10,13,0.492,0.538,0.809,0.738,0.803,18.153
2,predtrack,5,01,65,0.680,0.462,0.777,0.668,0.780,17.313
3,predtrack,5,11,67,0.478,0.343,0.716,0.636,0.725,22.854
4,predtrack,5,aa,185,0.644,0.514,0.792,0.717,0.795,16.669
0,predtrack,10,00,9,0.711,0.667,0.856,0.822,0.843,12.621
1,predtrack,10,10,6,0.817,0.833,0.900,0.867,0.861,9.782
2,predtrack,10,01,67,0.578,0.328,0.681,0.421,0.680,29.974
3,predtrack,10,11,88,0.351,0.136,0.618,0.450,0.644,29.196
4,predtrack,10,aa,170,0.476,0.265,0.665,0.473,0.676,27.940
0,predpit,2,00,64,0.820,0.781,0.841,0.812,0.794,23.780
1,predpit,2,10,24,0.729,0.708,0.738,0.692,0.694,34.068
2,predpit,2,01,57,0.588,0.474,0.768,0.695,0.803,16.376
3,predpit,2,11,43,0.593,0.488,0.774,0.693,0.780,17.523
4,predpit,2,aa,188,0.686,0.612,0.790,0.734,0.781,21.417
0,predpit,5,00,40,0.815,0.800,0.794,0.750,0.702,37.017
1,predpit,5,10,13,0.400,0.385,0.532,0.446,0.405,81.477
2,predpit,5,01,65,0.418,0.246,0.627,0.458,0.650,32.167
3,predpit,5,11,67,0.463,0.299,0.615,0.472,0.628,33.805
4,predpit,5,aa,185,0.519,0.395,0.652,0.525,0.636,37.274
0,predpit,10,00,9,0.489,0.333,0.442,0.156,0.173,117.878
1,predpit,10,10,6,0.650,0.500,0.637,0.500,0.573,63.361
2,predpit,10,01,67,0.379,0.149,0.538,0.340,0.509,50.477
3,predpit,10,11,88,0.350,0.148,0.517,0.373,0.527,44.394
4,predpit,10,aa,170,0.379,0.171,0.525,0.353,0.503,51.351
0,curtrack,2,00,64,0.859,0.828,0.944,0.919,0.945,3.813
1,curtrack,2,10,24,0.667,0.625,0.854,0.808,0.859,9.728
2,curtrack,2,01,57,0.588,0.474,0.784,0.712,0.816,15.300
3,curtrack,2,11,43,0.523,0.442,0.751,0.670,0.791,16.398
4,curtrack,2,aa,188,0.676,0.606,0.840,0.785,0.860,10.929
0,curtrack,5,00,40,0.895,0.875,0.921,0.910,0.920,7.007
