,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.898,0.906,0.978,0.975,0.962,1.236
1,fulloracle,2,10,24,0.854,0.833,0.942,0.908,0.911,3.873
2,fulloracle,2,01,57,0.693,0.596,0.786,0.688,0.825,12.330
3,fulloracle,2,11,43,0.860,0.767,0.907,0.870,0.895,4.597
4,fulloracle,2,aa,188,0.822,0.771,0.899,0.855,0.899,5.705
0,fulloracle,5,00,40,0.925,0.875,0.996,0.990,0.964,1.124
1,fulloracle,5,10,13,0.754,0.769,0.932,0.908,0.921,3.722
2,fulloracle,5,01,65,0.674,0.523,0.746,0.603,0.797,14.167
3,fulloracle,5,11,67,0.782,0.731,0.866,0.785,0.869,6.083
4,fulloracle,5,aa,185,0.773,0.692,0.857,0.774,0.868,7.685
0,fulloracle,10,00,9,0.400,0.222,1.000,1.000,0.899,3.951
1,fulloracle,10,10,6,0.717,0.667,0.947,0.867,0.916,4.328
2,fulloracle,10,01,67,0.606,0.373,0.781,0.594,0.801,14.234
3,fulloracle,10,11,88,0.614,0.500,0.797,0.720,0.818,8.492
4,fulloracle,10,aa,170,0.603,0.441,0.807,0.691,0.819,10.368
0,notracklap,2,00,64,0.891,0.875,0.964,0.941,0.951,2.822
1,notracklap,2,10,24,0.938,0.875,0.921,0.900,0.922,4.201
2,notracklap,2,01,57,0.702,0.614,0.786,0.695,0.806,14.470
3,notracklap,2,11,43,0.849,0.791,0.916,0.884,0.927,3.466
4,notracklap,2,aa,188,0.830,0.777,0.894,0.848,0.898,6.677
0,notracklap,5,00,40,0.920,0.875,0.990,0.985,0.965,1.224
1,notracklap,5,10,13,0.708,0.769,0.942,0.938,0.945,1.839
2,notracklap,5,01,65,0.649,0.508,0.734,0.582,0.763,18.135
3,notracklap,5,11,67,0.782,0.701,0.872,0.815,0.893,4.709
4,notracklap,5,aa,185,0.760,0.676,0.854,0.778,0.867,8.471
0,notracklap,10,00,9,0.389,0.222,0.998,1.000,0.878,5.994
1,notracklap,10,10,6,0.717,0.667,0.977,0.933,0.925,2.983
2,notracklap,10,01,67,0.557,0.299,0.724,0.507,0.695,27.106
3,notracklap,10,11,88,0.656,0.602,0.822,0.759,0.830,8.884
4,notracklap,10,aa,170,0.605,0.465,0.798,0.679,0.783,15.705
0,laponly,2,00,64,0.891,0.875,0.963,0.944,0.952,2.800
1,laponly,2,10,24,0.917,0.875,0.908,0.875,0.925,4.025
2,laponly,2,01,57,0.702,0.579,0.793,0.695,0.830,11.834
3,laponly,2,11,43,0.849,0.744,0.919,0.888,0.933,2.760
4,laponly,2,aa,188,0.827,0.755,0.894,0.847,0.907,5.686
0,laponly,5,00,40,0.915,0.850,0.991,0.985,0.963,1.220
1,laponly,5,10,13,0.662,0.615,0.948,0.938,0.947,1.667
2,laponly,5,01,65,0.662,0.538,0.748,0.606,0.798,14.203
3,laponly,5,11,67,0.788,0.687,0.879,0.821,0.905,3.984
4,laponly,5,aa,185,0.762,0.665,0.862,0.789,0.883,6.814
0,laponly,10,00,9,0.400,0.222,1.000,1.000,0.885,5.156
1,laponly,10,10,6,0.717,0.667,0.927,0.833,0.921,3.886
2,laponly,10,01,67,0.610,0.358,0.770,0.582,0.792,15.127
3,laponly,10,11,88,0.677,0.625,0.820,0.743,0.849,7.018
4,laponly,10,aa,170,0.638,0.500,0.814,0.696,0.831,10.005
0,trackonly,2,00,64,0.898,0.906,0.980,0.975,0.960,1.296
1,trackonly,2,10,24,0.854,0.833,0.938,0.900,0.912,3.840
2,trackonly,2,01,57,0.737,0.632,0.784,0.695,0.807,14.290
3,trackonly,2,11,43,0.849,0.767,0.909,0.879,0.865,7.281
4,trackonly,2,aa,188,0.832,0.782,0.899,0.859,0.886,6.930
0,trackonly,5,00,40,0.910,0.875,0.997,0.995,0.965,1.149
1,trackonly,5,10,13,0.754,0.769,0.926,0.923,0.927,3.303
2,trackonly,5,01,65,0.643,0.508,0.738,0.600,0.761,18.181
3,trackonly,5,11,67,0.779,0.746,0.863,0.782,0.845,8.126
4,trackonly,5,aa,185,0.758,0.692,0.853,0.774,0.847,9.811
0,trackonly,10,00,9,0.422,0.333,1.000,1.000,0.892,4.525
1,trackonly,10,10,6,0.750,0.667,0.987,0.933,0.908,4.856
2,trackonly,10,01,67,0.561,0.343,0.724,0.496,0.701,26.405
3,trackonly,10,11,88,0.616,0.500,0.785,0.693,0.783,11.779
4,trackonly,10,aa,170,0.589,0.435,0.780,0.640,0.761,16.915
0,fullpred,2,00,64,0.852,0.859,0.961,0.950,0.944,2.716
1,fullpred,2,10,24,0.938,0.958,0.938,0.917,0.924,3.283
2,fullpred,2,01,57,0.596,0.509,0.728,0.632,0.756,20.242
3,fullpred,2,11,43,0.756,0.674,0.879,0.851,0.872,7.027
4,fullpred,2,aa,188,0.763,0.723,0.869,0.827,0.868,9.088
0,fullpred,5,00,40,0.870,0.800,0.964,0.945,0.933,3.614
1,fullpred,5,10,13,0.738,0.692,0.954,0.938,0.935,2.871
2,fullpred,5,01,65,0.483,0.308,0.666,0.505,0.661,30.460
3,fullpred,5,11,67,0.672,0.552,0.802,0.693,0.817,11.672
4,fullpred,5,aa,185,0.653,0.530,0.800,0.698,0.796,15.912
0,fullpred,10,00,9,0.533,0.444,0.920,0.800,0.759,19.111
1,fullpred,10,10,6,0.733,0.667,0.903,0.833,0.913,4.184
2,fullpred,10,01,67,0.457,0.254,0.625,0.391,0.581,41.883
3,fullpred,10,11,88,0.552,0.477,0.711,0.611,0.722,19.687
4,fullpred,10,aa,170,0.520,0.394,0.695,0.542,0.675,27.857
0,predtrack,2,00,64,0.898,0.906,0.983,0.978,0.962,1.208
1,predtrack,2,10,24,0.917,0.875,0.942,0.925,0.933,2.880
2,predtrack,2,01,57,0.737,0.649,0.784,0.705,0.805,14.579
3,predtrack,2,11,43,0.860,0.791,0.919,0.907,0.872,6.774
4,predtrack,2,aa,188,0.843,0.798,0.903,0.872,0.890,6.748
0,predtrack,5,00,40,0.920,0.875,0.997,0.995,0.966,1.140
1,predtrack,5,10,13,0.754,0.769,0.935,0.923,0.933,3.038
2,predtrack,5,01,65,0.646,0.508,0.735,0.591,0.762,18.043
3,predtrack,5,11,67,0.791,0.716,0.863,0.794,0.864,6.813
4,predtrack,5,aa,185,0.765,0.681,0.852,0.775,0.855,9.267
0,predtrack,10,00,9,0.411,0.222,1.000,1.000,0.892,4.522
1,predtrack,10,10,6,0.750,0.667,1.000,1.000,0.909,4.828
2,predtrack,10,01,67,0.564,0.299,0.720,0.481,0.701,26.485
3,predtrack,10,11,88,0.640,0.545,0.809,0.748,0.814,9.741
4,predtrack,10,aa,170,0.602,0.435,0.791,0.665,0.777,15.890
0,predpit,2,00,64,0.836,0.812,0.950,0.922,0.939,3.791
1,predpit,2,10,24,0.917,0.875,0.917,0.892,0.924,4.172
2,predpit,2,01,57,0.596,0.509,0.732,0.642,0.756,20.179
3,predpit,2,11,43,0.756,0.628,0.870,0.814,0.898,6.383
4,predpit,2,aa,188,0.755,0.686,0.861,0.809,0.872,9.401
0,predpit,5,00,40,0.840,0.775,0.960,0.950,0.922,4.796
1,predpit,5,10,13,0.646,0.615,0.945,0.938,0.942,2.126
2,predpit,5,01,65,0.498,0.323,0.667,0.502,0.671,29.393
3,predpit,5,11,67,0.681,0.567,0.803,0.716,0.836,10.777
4,predpit,5,aa,185,0.649,0.530,0.799,0.707,0.804,15.417
0,predpit,10,00,9,0.522,0.556,0.949,0.844,0.766,18.558
1,predpit,10,10,6,0.717,0.667,0.890,0.867,0.915,4.802
2,predpit,10,01,67,0.455,0.269,0.624,0.406,0.582,41.781
3,predpit,10,11,88,0.575,0.477,0.725,0.627,0.737,18.631
4,predpit,10,aa,170,0.530,0.406,0.703,0.560,0.684,27.263
0,curtrack,2,00,64,0.891,0.891,0.983,0.975,0.964,1.094
1,curtrack,2,10,24,0.854,0.833,0.950,0.925,0.929,3.006
2,curtrack,2,01,57,0.579,0.491,0.739,0.642,0.762,19.535
3,curtrack,2,11,43,0.709,0.605,0.870,0.819,0.871,7.175
4,curtrack,2,aa,188,0.750,0.697,0.879,0.832,0.877,8.320
0,curtrack,5,00,40,0.930,0.900,0.997,0.995,0.963,1.154
1,curtrack,5,10,13,0.815,0.846,0.938,0.923,0.941,2.511
2,curtrack,5,01,65,0.492,0.323,0.676,0.511,0.681,28.741
3,curtrack,5,11,67,0.666,0.582,0.802,0.699,0.826,11.025
4,curtrack,5,aa,185,0.672,0.578,0.809,0.712,0.813,14.517
0,curtrack,10,00,9,0.444,0.333,1.000,1.000,0.894,4.238
1,curtrack,10,10,6,0.767,0.833,0.933,0.867,0.910,4.894
2,curtrack,10,01,67,0.436,0.209,0.648,0.385,0.610,39.374
3,curtrack,10,11,88,0.525,0.341,0.701,0.566,0.692,23.592
