,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.847,0.847,0.978,0.971,0.973,0.880
1,fulloracle,2,10,3,0.833,0.667,0.967,0.933,0.883,4.666
2,fulloracle,2,01,48,0.688,0.583,0.827,0.750,0.873,9.465
3,fulloracle,2,11,39,0.731,0.615,0.756,0.703,0.849,8.012
4,fulloracle,2,aa,188,0.782,0.729,0.893,0.859,0.920,4.612
0,fulloracle,5,00,75,0.648,0.613,0.931,0.915,0.938,2.719
1,fulloracle,5,10,3,0.533,0.667,0.893,0.867,0.874,5.352
2,fulloracle,5,01,59,0.631,0.424,0.797,0.681,0.849,11.653
3,fulloracle,5,11,48,0.496,0.250,0.647,0.512,0.787,13.340
4,fulloracle,5,aa,185,0.601,0.459,0.814,0.735,0.869,8.367
0,fulloracle,10,00,35,0.640,0.657,0.895,0.834,0.900,3.583
1,fulloracle,10,10,3,0.467,0.333,0.873,0.867,0.829,9.103
2,fulloracle,10,01,69,0.510,0.275,0.773,0.693,0.833,12.335
3,fulloracle,10,11,63,0.378,0.206,0.662,0.654,0.761,15.605
4,fulloracle,10,aa,170,0.487,0.329,0.759,0.711,0.820,11.688
0,notracklap,2,00,98,0.827,0.816,0.971,0.967,0.972,0.949
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.927,2.827
2,notracklap,2,01,48,0.698,0.604,0.829,0.758,0.864,10.598
3,notracklap,2,11,39,0.769,0.615,0.797,0.759,0.879,6.530
4,notracklap,2,aa,188,0.782,0.718,0.899,0.871,0.925,4.600
0,notracklap,5,00,75,0.637,0.600,0.939,0.909,0.942,2.429
1,notracklap,5,10,3,0.667,0.333,0.920,0.867,0.900,4.291
2,notracklap,5,01,59,0.661,0.458,0.798,0.675,0.837,13.301
3,notracklap,5,11,48,0.562,0.312,0.703,0.596,0.818,10.871
4,notracklap,5,aa,185,0.626,0.476,0.832,0.752,0.876,8.117
0,notracklap,10,00,35,0.651,0.629,0.893,0.811,0.899,3.658
1,notracklap,10,10,3,0.500,0.333,0.907,0.933,0.870,6.090
2,notracklap,10,01,69,0.514,0.333,0.768,0.687,0.808,15.355
3,notracklap,10,11,63,0.432,0.206,0.675,0.641,0.764,15.214
4,notracklap,10,aa,170,0.512,0.347,0.762,0.700,0.812,12.731
0,laponly,2,00,98,0.837,0.827,0.968,0.965,0.973,0.942
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.938,2.525
2,laponly,2,01,48,0.677,0.562,0.825,0.738,0.874,9.197
3,laponly,2,11,39,0.782,0.667,0.808,0.754,0.891,5.709
4,laponly,2,aa,188,0.785,0.723,0.899,0.864,0.930,4.064
0,laponly,5,00,75,0.640,0.587,0.938,0.912,0.939,2.667
1,laponly,5,10,3,0.667,0.333,0.907,0.867,0.903,4.257
2,laponly,5,01,59,0.641,0.424,0.801,0.688,0.850,11.426
3,laponly,5,11,48,0.537,0.271,0.714,0.600,0.831,9.657
4,laponly,5,aa,185,0.614,0.449,0.836,0.759,0.882,7.300
0,laponly,10,00,35,0.634,0.629,0.881,0.811,0.897,3.798
1,laponly,10,10,3,0.500,0.333,0.907,0.933,0.877,5.950
2,laponly,10,01,69,0.509,0.275,0.775,0.693,0.833,12.354
3,laponly,10,11,63,0.406,0.190,0.694,0.660,0.794,12.406
4,laponly,10,aa,170,0.496,0.318,0.769,0.709,0.832,10.499
0,trackonly,2,00,98,0.842,0.847,0.971,0.965,0.972,0.932
1,trackonly,2,10,3,0.833,0.667,0.967,0.933,0.892,4.229
2,trackonly,2,01,48,0.656,0.562,0.833,0.754,0.861,10.801
3,trackonly,2,11,39,0.731,0.590,0.749,0.697,0.841,8.453
4,trackonly,2,aa,188,0.771,0.718,0.890,0.855,0.916,5.065
0,trackonly,5,00,75,0.632,0.613,0.937,0.920,0.940,2.554
1,trackonly,5,10,3,0.533,0.667,0.893,0.867,0.873,5.485
2,trackonly,5,01,59,0.664,0.441,0.796,0.668,0.837,13.312
3,trackonly,5,11,48,0.475,0.208,0.639,0.496,0.776,14.461
4,trackonly,5,aa,185,0.600,0.454,0.814,0.729,0.863,9.122
0,trackonly,10,00,35,0.654,0.629,0.896,0.834,0.900,3.577
1,trackonly,10,10,3,0.467,0.333,0.873,0.867,0.833,8.462
2,trackonly,10,01,69,0.517,0.333,0.766,0.664,0.809,15.279
3,trackonly,10,11,63,0.376,0.222,0.646,0.625,0.741,17.799
4,trackonly,10,aa,170,0.492,0.353,0.750,0.688,0.803,13.683
0,fullpred,2,00,98,0.837,0.827,0.979,0.973,0.973,0.920
1,fullpred,2,10,3,0.667,0.667,0.933,0.933,0.889,4.351
2,fullpred,2,01,48,0.521,0.438,0.742,0.654,0.812,17.194
3,fullpred,2,11,39,0.628,0.538,0.718,0.662,0.823,10.880
4,fullpred,2,aa,188,0.710,0.665,0.863,0.827,0.899,7.196
0,fullpred,5,00,75,0.656,0.653,0.939,0.925,0.936,2.998
1,fullpred,5,10,3,0.467,0.667,0.880,0.867,0.876,5.327
2,fullpred,5,01,59,0.471,0.254,0.721,0.593,0.765,23.155
3,fullpred,5,11,48,0.408,0.229,0.600,0.467,0.737,19.493
4,fullpred,5,aa,185,0.530,0.416,0.781,0.699,0.829,13.744
0,fullpred,10,00,35,0.631,0.600,0.880,0.800,0.885,4.707
