,runid,acc,mae,rmse,r2
0,fulloracle,0.613,4.833,44.617,0.240
1,laponly,0.617,4.883,44.036,0.265
2,notracklap,0.608,4.847,43.351,0.165
3,fullpred,0.482,7.680,100.419,0.002
4,curtrack,0.455,9.387,143.820,0.022
5,zerotrack,0.527,6.216,65.676,-0.005
6,predtrack,0.491,7.446,97.302,0.048
7,predpit,0.559,5.973,63.054,0.044
8,deepAR,0.464,9.644,142.023,0.000
9,naive,0.158,4.545,46.419,0.000
