,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.944,0.939,0.985,0.982,0.987,0.496
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.944,2.655
2,fulloracle,2,01,48,0.667,0.604,0.829,0.771,0.856,12.610
3,fulloracle,2,11,39,0.782,0.744,0.828,0.774,0.880,7.377
4,fulloracle,2,aa,188,0.838,0.809,0.913,0.885,0.931,5.051
0,fulloracle,5,00,75,0.885,0.827,0.970,0.955,0.983,0.443
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.909,4.006
2,fulloracle,5,01,59,0.620,0.407,0.809,0.685,0.835,15.266
3,fulloracle,5,11,48,0.575,0.354,0.732,0.617,0.813,13.018
4,fulloracle,5,aa,185,0.717,0.562,0.857,0.781,0.891,8.491
0,fulloracle,10,00,35,0.837,0.771,0.946,0.903,0.971,0.706
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.892,4.717
2,fulloracle,10,01,69,0.661,0.420,0.804,0.693,0.835,14.864
3,fulloracle,10,11,63,0.454,0.190,0.721,0.660,0.772,16.175
4,fulloracle,10,aa,170,0.618,0.406,0.805,0.728,0.841,12.256
0,notracklap,2,00,98,0.939,0.929,0.985,0.982,0.987,0.502
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.941,2.859
2,notracklap,2,01,48,0.708,0.604,0.827,0.767,0.857,12.251
3,notracklap,2,11,39,0.782,0.718,0.836,0.800,0.875,7.536
4,notracklap,2,aa,188,0.846,0.798,0.914,0.889,0.930,4.998
0,notracklap,5,00,75,0.893,0.827,0.971,0.952,0.983,0.445
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.907,4.143
2,notracklap,5,01,59,0.631,0.407,0.813,0.692,0.835,15.304
3,notracklap,5,11,48,0.571,0.375,0.740,0.637,0.804,13.233
4,notracklap,5,aa,185,0.722,0.568,0.860,0.787,0.888,8.562
0,notracklap,10,00,35,0.840,0.771,0.946,0.903,0.970,0.712
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.890,4.780
2,notracklap,10,01,69,0.659,0.420,0.805,0.681,0.834,14.933
3,notracklap,10,11,63,0.435,0.190,0.726,0.663,0.762,16.473
4,notracklap,10,aa,170,0.611,0.406,0.807,0.725,0.836,12.397
0,laponly,2,00,98,0.923,0.918,0.987,0.982,0.986,0.506
1,laponly,2,10,3,0.833,0.667,1.000,1.000,0.944,2.749
2,laponly,2,01,48,0.667,0.542,0.823,0.758,0.853,13.237
3,laponly,2,11,39,0.756,0.718,0.833,0.779,0.874,7.512
4,laponly,2,aa,188,0.822,0.777,0.913,0.883,0.928,5.246
0,laponly,5,00,75,0.883,0.840,0.972,0.957,0.983,0.430
1,laponly,5,10,3,0.667,0.333,0.960,0.933,0.909,4.057
2,laponly,5,01,59,0.654,0.441,0.813,0.685,0.837,15.064
3,laponly,5,11,48,0.596,0.354,0.737,0.608,0.807,13.115
4,laponly,5,aa,185,0.732,0.578,0.860,0.779,0.890,8.447
0,laponly,10,00,35,0.846,0.771,0.946,0.903,0.970,0.708
1,laponly,10,10,3,0.500,0.333,0.947,0.933,0.890,4.753
2,laponly,10,01,69,0.662,0.435,0.804,0.690,0.834,14.976
3,laponly,10,11,63,0.435,0.206,0.730,0.676,0.760,16.689
4,laponly,10,aa,170,0.613,0.418,0.808,0.733,0.836,12.493
0,trackonly,2,00,98,0.918,0.929,0.984,0.982,0.986,0.534
1,trackonly,2,10,3,0.833,0.667,1.000,1.000,0.945,2.514
2,trackonly,2,01,48,0.656,0.562,0.844,0.783,0.856,12.741
3,trackonly,2,11,39,0.756,0.744,0.831,0.774,0.877,7.533
4,trackonly,2,aa,188,0.816,0.793,0.916,0.888,0.930,5.134
0,trackonly,5,00,75,0.904,0.840,0.971,0.952,0.983,0.433
1,trackonly,5,10,3,0.667,0.333,0.960,0.933,0.905,4.274
2,trackonly,5,01,59,0.658,0.407,0.805,0.681,0.834,15.406
3,trackonly,5,11,48,0.600,0.354,0.733,0.613,0.811,13.136
4,trackonly,5,aa,185,0.743,0.568,0.856,0.777,0.890,8.566
0,trackonly,10,00,35,0.826,0.714,0.946,0.903,0.970,0.712
1,trackonly,10,10,3,0.500,0.333,0.947,0.933,0.892,4.722
2,trackonly,10,01,69,0.651,0.435,0.805,0.687,0.835,14.837
3,trackonly,10,11,63,0.441,0.175,0.724,0.660,0.773,16.003
4,trackonly,10,aa,170,0.606,0.394,0.806,0.726,0.841,12.183
0,fullpred,2,00,98,0.913,0.898,0.984,0.980,0.986,0.557
1,fullpred,2,10,3,0.833,0.667,1.000,1.000,0.943,2.686
2,fullpred,2,01,48,0.573,0.458,0.775,0.696,0.827,16.797
3,fullpred,2,11,39,0.705,0.615,0.800,0.733,0.860,10.009
4,fullpred,2,aa,188,0.782,0.723,0.893,0.856,0.918,6.698
0,fullpred,5,00,75,0.883,0.827,0.970,0.955,0.983,0.433
1,fullpred,5,10,3,0.667,0.333,0.960,0.933,0.909,4.068
2,fullpred,5,01,59,0.502,0.254,0.751,0.614,0.794,21.473
3,fullpred,5,11,48,0.487,0.292,0.662,0.521,0.767,19.227
4,fullpred,5,aa,185,0.655,0.497,0.820,0.733,0.865,12.078
0,fullpred,10,00,35,0.817,0.657,0.944,0.897,0.969,0.737
1,fullpred,10,10,3,0.500,0.333,0.947,0.933,0.891,4.741
2,fullpred,10,01,69,0.506,0.246,0.740,0.626,0.786,22.094
3,fullpred,10,11,63,0.344,0.111,0.617,0.549,0.711,23.385
4,fullpred,10,aa,170,0.510,0.282,0.740,0.659,0.798,17.869
0,predtrack,2,00,98,0.923,0.918,0.984,0.980,0.986,0.487
1,predtrack,2,10,3,0.833,0.667,1.000,1.000,0.938,2.997
2,predtrack,2,01,48,0.677,0.562,0.831,0.771,0.856,12.630
3,predtrack,2,11,39,0.808,0.795,0.836,0.800,0.878,7.462
4,predtrack,2,aa,188,0.835,0.798,0.914,0.889,0.930,5.074
0,predtrack,5,00,75,0.891,0.853,0.971,0.955,0.983,0.431
1,predtrack,5,10,3,0.667,0.333,0.960,0.933,0.907,4.149
2,predtrack,5,01,59,0.627,0.390,0.814,0.685,0.836,15.249
3,predtrack,5,11,48,0.575,0.354,0.736,0.621,0.808,13.100
4,predtrack,5,aa,185,0.721,0.568,0.859,0.782,0.890,8.504
0,predtrack,10,00,35,0.840,0.743,0.946,0.903,0.970,0.712
1,predtrack,10,10,3,0.500,0.333,0.947,0.933,0.889,4.795
2,predtrack,10,01,69,0.658,0.406,0.806,0.687,0.834,14.962
3,predtrack,10,11,63,0.437,0.190,0.728,0.676,0.766,16.390
4,predtrack,10,aa,170,0.611,0.394,0.808,0.732,0.838,12.378
0,predpit,2,00,98,0.944,0.939,0.985,0.980,0.987,0.507
1,predpit,2,10,3,0.833,0.667,1.000,1.000,0.941,2.731
2,predpit,2,01,48,0.594,0.458,0.781,0.708,0.829,16.463
3,predpit,2,11,39,0.756,0.667,0.800,0.728,0.859,10.128
4,predpit,2,aa,188,0.814,0.755,0.895,0.859,0.919,6.612
0,predpit,5,00,75,0.896,0.880,0.971,0.955,0.983,0.435
1,predpit,5,10,3,0.667,0.333,0.960,0.933,0.907,4.191
2,predpit,5,01,59,0.519,0.254,0.749,0.610,0.794,21.462
3,predpit,5,11,48,0.508,0.292,0.662,0.508,0.763,19.324
4,predpit,5,aa,185,0.671,0.519,0.820,0.729,0.864,12.103
0,predpit,10,00,35,0.851,0.771,0.946,0.903,0.970,0.734
1,predpit,10,10,3,0.500,0.333,0.933,0.867,0.886,4.876
2,predpit,10,01,69,0.507,0.232,0.741,0.620,0.786,22.114
3,predpit,10,11,63,0.338,0.111,0.618,0.546,0.709,23.430
4,predpit,10,aa,170,0.515,0.300,0.741,0.655,0.797,17.896
0,curtrack,2,00,98,0.929,0.918,0.986,0.982,0.987,0.487
1,curtrack,2,10,3,0.833,0.667,1.000,1.000,0.948,2.336
2,curtrack,2,01,48,0.583,0.458,0.781,0.713,0.832,16.172
3,curtrack,2,11,39,0.692,0.641,0.797,0.723,0.859,10.114
4,curtrack,2,aa,188,0.790,0.739,0.895,0.860,0.920,6.518
0,curtrack,5,00,75,0.885,0.827,0.971,0.955,0.983,0.428
1,curtrack,5,10,3,0.667,0.333,0.960,0.933,0.907,4.147
2,curtrack,5,01,59,0.492,0.220,0.753,0.614,0.791,21.818
3,curtrack,5,11,48,0.492,0.292,0.653,0.496,0.765,19.350
4,curtrack,5,aa,185,0.654,0.486,0.819,0.726,0.864,12.220
0,curtrack,10,00,35,0.843,0.714,0.946,0.903,0.971,0.703
1,curtrack,10,10,3,0.500,0.333,0.947,0.933,0.887,4.846
2,curtrack,10,01,69,0.513,0.232,0.734,0.597,0.780,22.956
3,curtrack,10,11,63,0.340,0.048,0.618,0.549,0.705,24.194
4,curtrack,10,aa,170,0.516,0.265,0.738,0.648,0.793,18.514
0,zerotrack,2,00,98,0.929,0.929,0.983,0.978,0.986,0.520
1,zerotrack,2,10,3,0.833,0.667,1.000,1.000,0.945,2.592
2,zerotrack,2,01,48,0.573,0.438,0.779,0.704,0.829,16.434
3,zerotrack,2,11,39,0.718,0.641,0.805,0.744,0.861,10.077
4,zerotrack,2,aa,188,0.793,0.739,0.894,0.860,0.920,6.599
0,zerotrack,5,00,75,0.883,0.840,0.971,0.955,0.983,0.432
1,zerotrack,5,10,3,0.667,0.333,0.960,0.933,0.907,4.253
2,zerotrack,5,01,59,0.502,0.254,0.746,0.610,0.792,21.842
3,zerotrack,5,11,48,0.508,0.292,0.657,0.500,0.761,19.696
4,zerotrack,5,aa,185,0.661,0.503,0.818,0.726,0.863,12.320
0,zerotrack,10,00,35,0.826,0.743,0.946,0.903,0.970,0.711
1,zerotrack,10,10,3,0.500,0.333,0.947,0.933,0.891,4.760
2,zerotrack,10,01,69,0.517,0.246,0.734,0.588,0.779,23.051
3,zerotrack,10,11,63,0.338,0.079,0.618,0.543,0.703,24.240
4,zerotrack,10,aa,170,0.514,0.288,0.738,0.642,0.792,18.570
0,deepAR,2,00,98,0.918,0.908,0.982,0.978,0.985,0.741
1,deepAR,2,10,3,0.833,0.667,1.000,1.000,0.948,2.503
2,deepAR,2,01,48,0.573,0.438,0.781,0.708,0.829,17.112
