,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.906,0.891,0.989,0.981,0.971,0.901
1,fulloracle,2,10,24,0.917,0.875,0.971,0.967,0.956,1.935
2,fulloracle,2,01,57,0.816,0.754,0.818,0.761,0.812,13.650
3,fulloracle,2,11,43,0.930,0.884,0.949,0.930,0.924,4.085
4,fulloracle,2,aa,188,0.886,0.846,0.926,0.901,0.910,5.626
0,fulloracle,5,00,40,0.970,0.950,0.987,0.970,0.959,1.789
1,fulloracle,5,10,13,0.662,0.615,0.938,0.923,0.951,2.053
2,fulloracle,5,01,65,0.637,0.477,0.724,0.551,0.712,23.327
3,fulloracle,5,11,67,0.785,0.687,0.875,0.806,0.864,8.267
4,fulloracle,5,aa,185,0.764,0.665,0.850,0.760,0.837,11.721
0,fulloracle,10,00,9,0.878,0.778,0.996,0.956,0.909,3.910
1,fulloracle,10,10,6,0.717,0.667,1.000,1.000,0.932,4.086
2,fulloracle,10,01,67,0.704,0.537,0.753,0.546,0.707,24.549
3,fulloracle,10,11,88,0.686,0.614,0.813,0.730,0.819,10.394
4,fulloracle,10,aa,170,0.705,0.594,0.806,0.679,0.784,15.407
0,notracklap,2,00,64,0.914,0.906,0.991,0.984,0.970,0.918
1,notracklap,2,10,24,0.896,0.833,0.967,0.958,0.958,1.770
2,notracklap,2,01,57,0.737,0.702,0.812,0.754,0.813,13.414
3,notracklap,2,11,43,0.942,0.907,0.951,0.940,0.924,4.096
4,notracklap,2,aa,188,0.864,0.835,0.924,0.901,0.910,5.543
0,notracklap,5,00,40,0.970,0.950,0.987,0.975,0.960,1.697
1,notracklap,5,10,13,0.662,0.615,0.938,0.923,0.951,2.113
2,notracklap,5,01,65,0.600,0.415,0.718,0.557,0.710,23.706
3,notracklap,5,11,67,0.788,0.701,0.877,0.806,0.863,8.326
4,notracklap,5,aa,185,0.752,0.649,0.849,0.763,0.836,11.860
0,notracklap,10,00,9,0.889,0.889,0.998,0.978,0.912,3.779
1,notracklap,10,10,6,0.717,0.667,1.000,1.000,0.933,4.024
2,notracklap,10,01,67,0.722,0.582,0.755,0.573,0.708,24.375
3,notracklap,10,11,88,0.684,0.614,0.820,0.739,0.820,10.319
4,notracklap,10,aa,170,0.711,0.618,0.810,0.695,0.785,15.291
0,laponly,2,00,64,0.906,0.891,0.991,0.984,0.970,0.927
1,laponly,2,10,24,0.917,0.875,0.967,0.958,0.958,1.832
2,laponly,2,01,57,0.754,0.649,0.826,0.775,0.815,13.381
3,laponly,2,11,43,0.942,0.907,0.956,0.940,0.924,4.148
4,laponly,2,aa,188,0.870,0.819,0.930,0.907,0.911,5.555
0,laponly,5,00,40,0.975,0.975,0.991,0.970,0.961,1.679
1,laponly,5,10,13,0.662,0.615,0.938,0.923,0.949,2.259
2,laponly,5,01,65,0.615,0.477,0.724,0.575,0.710,23.726
3,laponly,5,11,67,0.785,0.657,0.881,0.803,0.865,8.164
4,laponly,5,aa,185,0.758,0.659,0.854,0.768,0.837,11.814
0,laponly,10,00,9,0.889,0.889,1.000,1.000,0.914,3.629
1,laponly,10,10,6,0.717,0.667,1.000,1.000,0.933,3.989
2,laponly,10,01,67,0.715,0.507,0.751,0.552,0.707,24.664
3,laponly,10,11,88,0.682,0.602,0.812,0.720,0.819,10.331
4,laponly,10,aa,170,0.707,0.582,0.804,0.679,0.784,15.402
0,trackonly,2,00,64,0.914,0.906,0.991,0.984,0.970,0.959
1,trackonly,2,10,24,0.917,0.875,0.971,0.967,0.957,1.806
2,trackonly,2,01,57,0.746,0.702,0.826,0.772,0.813,13.374
3,trackonly,2,11,43,0.942,0.907,0.953,0.935,0.925,4.087
4,trackonly,2,aa,188,0.870,0.840,0.930,0.906,0.911,5.547
0,trackonly,5,00,40,0.975,0.975,0.989,0.980,0.961,1.624
1,trackonly,5,10,13,0.662,0.615,0.938,0.923,0.950,2.104
2,trackonly,5,01,65,0.606,0.462,0.721,0.551,0.706,24.001
3,trackonly,5,11,67,0.773,0.672,0.879,0.797,0.864,8.244
4,trackonly,5,aa,185,0.750,0.659,0.852,0.759,0.836,11.918
0,trackonly,10,00,9,0.889,0.889,0.998,0.978,0.912,3.760
1,trackonly,10,10,6,0.717,0.667,1.000,1.000,0.932,4.106
2,trackonly,10,01,67,0.731,0.552,0.754,0.555,0.708,24.361
3,trackonly,10,11,88,0.684,0.614,0.813,0.730,0.819,10.410
4,trackonly,10,aa,170,0.715,0.606,0.806,0.684,0.784,15.334
0,fullpred,2,00,64,0.898,0.875,0.984,0.975,0.968,0.971
1,fullpred,2,10,24,0.917,0.875,0.967,0.958,0.959,1.679
2,fullpred,2,01,57,0.570,0.456,0.760,0.691,0.765,19.849
3,fullpred,2,11,43,0.767,0.674,0.916,0.888,0.912,5.752
4,fullpred,2,aa,188,0.771,0.702,0.898,0.867,0.893,7.879
0,fullpred,5,00,40,0.965,0.975,0.991,0.980,0.961,1.604
1,fullpred,5,10,13,0.662,0.615,0.938,0.923,0.949,2.236
2,fullpred,5,01,65,0.492,0.338,0.647,0.462,0.651,32.620
3,fullpred,5,11,67,0.651,0.507,0.833,0.725,0.832,12.196
4,fullpred,5,aa,185,0.664,0.557,0.809,0.702,0.805,16.382
0,fullpred,10,00,9,0.833,0.778,0.984,0.956,0.889,4.869
1,fullpred,10,10,6,0.717,0.667,1.000,1.000,0.925,4.546
2,fullpred,10,01,67,0.497,0.284,0.632,0.400,0.616,38.325
3,fullpred,10,11,88,0.549,0.466,0.748,0.652,0.769,16.292
4,fullpred,10,aa,170,0.549,0.418,0.724,0.581,0.720,23.957
0,predtrack,2,00,64,0.914,0.906,0.989,0.981,0.972,0.884
1,predtrack,2,10,24,0.896,0.833,0.971,0.967,0.959,1.698
2,predtrack,2,01,57,0.789,0.737,0.819,0.768,0.812,13.629
3,predtrack,2,11,43,0.942,0.907,0.953,0.935,0.925,4.089
4,predtrack,2,aa,188,0.880,0.846,0.927,0.904,0.911,5.585
0,predtrack,5,00,40,0.970,0.975,0.989,0.980,0.960,1.673
1,predtrack,5,10,13,0.662,0.615,0.938,0.923,0.952,2.085
2,predtrack,5,01,65,0.609,0.446,0.720,0.557,0.710,23.477
3,predtrack,5,11,67,0.782,0.687,0.870,0.791,0.861,8.566
4,predtrack,5,aa,185,0.754,0.659,0.848,0.759,0.836,11.860
0,predtrack,10,00,9,0.889,0.889,0.998,0.978,0.912,3.719
1,predtrack,10,10,6,0.717,0.667,1.000,1.000,0.932,4.078
2,predtrack,10,01,67,0.701,0.507,0.752,0.555,0.709,24.308
3,predtrack,10,11,88,0.682,0.614,0.814,0.736,0.818,10.442
4,predtrack,10,aa,170,0.702,0.588,0.806,0.687,0.784,15.326
0,predpit,2,00,64,0.883,0.859,0.977,0.969,0.968,0.962
1,predpit,2,10,24,0.917,0.875,0.967,0.967,0.957,1.784
2,predpit,2,01,57,0.544,0.439,0.758,0.688,0.767,19.490
3,predpit,2,11,43,0.779,0.698,0.921,0.893,0.914,5.694
4,predpit,2,aa,188,0.761,0.697,0.896,0.866,0.893,7.767
0,predpit,5,00,40,0.970,0.950,0.983,0.965,0.959,1.685
1,predpit,5,10,13,0.662,0.615,0.942,0.923,0.948,2.301
2,predpit,5,01,65,0.486,0.338,0.654,0.468,0.652,32.244
