,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.891,0.891,0.980,0.975,0.957,1.217
1,fulloracle,2,10,24,0.854,0.792,0.954,0.925,0.909,3.645
2,fulloracle,2,01,57,0.798,0.702,0.809,0.726,0.844,9.932
3,fulloracle,2,11,43,0.837,0.744,0.907,0.879,0.887,4.419
4,fulloracle,2,aa,188,0.846,0.787,0.908,0.871,0.901,4.902
0,fulloracle,5,00,40,0.920,0.875,0.990,0.985,0.933,2.549
1,fulloracle,5,10,13,0.723,0.692,0.926,0.908,0.905,4.348
2,fulloracle,5,01,65,0.628,0.431,0.749,0.612,0.798,13.391
3,fulloracle,5,11,67,0.737,0.582,0.862,0.770,0.850,6.613
4,fulloracle,5,aa,185,0.737,0.600,0.854,0.771,0.854,7.957
0,fulloracle,10,00,9,0.456,0.222,1.000,1.000,0.861,6.256
1,fulloracle,10,10,6,0.717,0.667,0.990,1.000,0.899,5.977
2,fulloracle,10,01,67,0.597,0.373,0.777,0.588,0.754,17.408
3,fulloracle,10,11,88,0.548,0.341,0.769,0.677,0.772,12.993
4,fulloracle,10,aa,170,0.568,0.359,0.792,0.671,0.774,14.129
0,notracklap,2,00,64,0.875,0.859,0.970,0.956,0.952,2.167
1,notracklap,2,10,24,0.854,0.792,0.942,0.925,0.931,2.880
2,notracklap,2,01,57,0.746,0.649,0.814,0.733,0.846,9.715
3,notracklap,2,11,43,0.849,0.767,0.921,0.898,0.926,3.128
4,notracklap,2,aa,188,0.827,0.766,0.908,0.871,0.911,4.766
0,notracklap,5,00,40,0.905,0.800,0.983,0.980,0.932,2.750
1,notracklap,5,10,13,0.738,0.692,0.932,0.908,0.933,2.458
2,notracklap,5,01,65,0.618,0.415,0.743,0.603,0.798,13.339
3,notracklap,5,11,67,0.773,0.657,0.868,0.779,0.890,4.735
4,notracklap,5,aa,185,0.745,0.605,0.854,0.770,0.870,7.169
0,notracklap,10,00,9,0.433,0.222,0.978,0.978,0.871,5.744
1,notracklap,10,10,6,0.717,0.667,1.000,1.000,0.911,4.339
2,notracklap,10,01,67,0.604,0.358,0.771,0.582,0.750,17.862
3,notracklap,10,11,88,0.669,0.523,0.799,0.736,0.842,7.174
4,notracklap,10,aa,170,0.633,0.447,0.805,0.698,0.809,11.211
0,laponly,2,00,64,0.875,0.859,0.973,0.959,0.954,2.041
1,laponly,2,10,24,0.854,0.792,0.950,0.925,0.934,2.724
2,laponly,2,01,57,0.728,0.632,0.819,0.733,0.846,9.671
3,laponly,2,11,43,0.849,0.744,0.919,0.898,0.926,3.059
4,laponly,2,aa,188,0.822,0.755,0.911,0.872,0.912,4.675
0,laponly,5,00,40,0.910,0.825,0.986,0.980,0.933,2.687
1,laponly,5,10,13,0.723,0.692,0.929,0.908,0.932,2.579
2,laponly,5,01,65,0.594,0.385,0.745,0.603,0.798,13.369
3,laponly,5,11,67,0.770,0.657,0.867,0.782,0.890,4.683
4,laponly,5,aa,185,0.735,0.600,0.854,0.771,0.870,7.155
0,laponly,10,00,9,0.422,0.222,0.978,0.978,0.868,5.870
1,laponly,10,10,6,0.717,0.667,1.000,1.000,0.911,4.356
2,laponly,10,01,67,0.607,0.373,0.775,0.591,0.750,17.780
3,laponly,10,11,88,0.669,0.523,0.796,0.727,0.841,7.266
4,laponly,10,aa,170,0.634,0.453,0.804,0.696,0.809,11.233
0,trackonly,2,00,64,0.891,0.891,0.984,0.978,0.957,1.242
1,trackonly,2,10,24,0.854,0.792,0.958,0.933,0.911,3.441
2,trackonly,2,01,57,0.754,0.649,0.816,0.730,0.845,9.721
3,trackonly,2,11,43,0.849,0.767,0.895,0.865,0.886,4.722
4,trackonly,2,aa,188,0.835,0.777,0.910,0.871,0.901,4.889
0,trackonly,5,00,40,0.915,0.850,0.990,0.985,0.933,2.615
1,trackonly,5,10,13,0.738,0.692,0.932,0.908,0.903,4.420
2,trackonly,5,01,65,0.634,0.415,0.743,0.609,0.796,13.618
3,trackonly,5,11,67,0.728,0.582,0.853,0.761,0.848,6.860
4,trackonly,5,aa,185,0.736,0.589,0.850,0.766,0.852,8.145
0,trackonly,10,00,9,0.467,0.222,1.000,1.000,0.859,6.407
1,trackonly,10,10,6,0.717,0.667,0.990,1.000,0.895,6.363
2,trackonly,10,01,67,0.594,0.373,0.777,0.582,0.755,17.375
3,trackonly,10,11,88,0.535,0.318,0.770,0.689,0.773,12.922
4,trackonly,10,aa,170,0.561,0.347,0.793,0.674,0.775,14.101
0,fullpred,2,00,64,0.867,0.859,0.972,0.959,0.941,2.593
1,fullpred,2,10,24,0.854,0.792,0.950,0.925,0.920,3.033
2,fullpred,2,01,57,0.579,0.474,0.744,0.656,0.772,18.126
3,fullpred,2,11,43,0.721,0.628,0.865,0.823,0.855,7.805
4,fullpred,2,aa,188,0.745,0.681,0.876,0.832,0.867,8.551
0,fullpred,5,00,40,0.810,0.700,0.966,0.955,0.906,4.959
1,fullpred,5,10,13,0.754,0.769,0.948,0.954,0.913,3.637
2,fullpred,5,01,65,0.449,0.246,0.666,0.508,0.667,29.409
3,fullpred,5,11,67,0.651,0.507,0.803,0.687,0.804,12.205
4,fullpred,5,aa,185,0.622,0.476,0.800,0.701,0.785,16.081
0,fullpred,10,00,9,0.400,0.333,0.964,0.911,0.764,17.117
1,fullpred,10,10,6,0.717,0.667,0.963,0.900,0.895,5.451
2,fullpred,10,01,67,0.446,0.239,0.645,0.424,0.588,38.865
3,fullpred,10,11,88,0.517,0.352,0.672,0.518,0.682,23.029
4,fullpred,10,aa,170,0.490,0.318,0.687,0.515,0.657,28.337
0,predtrack,2,00,64,0.898,0.906,0.984,0.978,0.958,1.216
1,predtrack,2,10,24,0.854,0.792,0.950,0.925,0.920,3.237
2,predtrack,2,01,57,0.763,0.684,0.818,0.737,0.844,9.877
3,predtrack,2,11,43,0.884,0.837,0.888,0.879,0.888,4.741
4,predtrack,2,aa,188,0.848,0.809,0.907,0.876,0.902,4.906
0,predtrack,5,00,40,0.905,0.825,0.990,0.985,0.933,2.563
1,predtrack,5,10,13,0.708,0.692,0.926,0.908,0.911,3.991
2,predtrack,5,01,65,0.600,0.385,0.748,0.612,0.797,13.494
3,predtrack,5,11,67,0.722,0.582,0.862,0.791,0.866,5.716
4,predtrack,5,aa,185,0.718,0.573,0.854,0.778,0.859,7.646
0,predtrack,10,00,9,0.456,0.222,1.000,1.000,0.862,6.212
1,predtrack,10,10,6,0.717,0.667,0.980,1.000,0.895,6.154
2,predtrack,10,01,67,0.601,0.358,0.778,0.588,0.754,17.360
3,predtrack,10,11,88,0.616,0.500,0.779,0.711,0.799,10.471
4,predtrack,10,aa,170,0.605,0.435,0.797,0.688,0.788,12.808
0,predpit,2,00,64,0.844,0.812,0.966,0.953,0.940,3.297
1,predpit,2,10,24,0.854,0.792,0.946,0.925,0.931,2.787
2,predpit,2,01,57,0.553,0.456,0.746,0.656,0.773,18.181
3,predpit,2,11,43,0.698,0.581,0.872,0.823,0.896,6.219
4,predpit,2,aa,188,0.723,0.649,0.875,0.830,0.878,8.413
0,predpit,5,00,40,0.845,0.725,0.970,0.960,0.911,4.466
1,predpit,5,10,13,0.754,0.769,0.938,0.923,0.927,3.311
2,predpit,5,01,65,0.468,0.262,0.669,0.502,0.668,29.333
3,predpit,5,11,67,0.681,0.537,0.809,0.687,0.825,11.439
4,predpit,5,aa,185,0.646,0.497,0.804,0.697,0.796,15.647
0,predpit,10,00,9,0.467,0.444,0.927,0.911,0.769,17.115
1,predpit,10,10,6,0.717,0.667,1.000,1.000,0.910,4.507
2,predpit,10,01,67,0.433,0.224,0.647,0.439,0.588,38.906
3,predpit,10,11,88,0.556,0.420,0.713,0.607,0.737,17.850
4,predpit,10,aa,170,0.508,0.353,0.708,0.571,0.686,25.639
0,curtrack,2,00,64,0.906,0.906,0.980,0.969,0.959,1.167
1,curtrack,2,10,24,0.812,0.792,0.954,0.933,0.923,2.973
2,curtrack,2,01,57,0.570,0.474,0.758,0.670,0.777,17.724
3,curtrack,2,11,43,0.709,0.605,0.867,0.823,0.862,7.627
4,curtrack,2,aa,188,0.747,0.691,0.884,0.840,0.877,7.895
0,curtrack,5,00,40,0.920,0.875,0.991,0.985,0.930,2.845
1,curtrack,5,10,13,0.723,0.692,0.923,0.908,0.907,4.607
2,curtrack,5,01,65,0.483,0.277,0.672,0.514,0.678,28.186
3,curtrack,5,11,67,0.648,0.493,0.807,0.696,0.806,11.943
4,curtrack,5,aa,185,0.654,0.514,0.808,0.709,0.795,15.167
0,curtrack,10,00,9,0.422,0.222,0.991,0.978,0.857,6.765
1,curtrack,10,10,6,0.717,0.667,0.947,0.933,0.888,7.393
2,curtrack,10,01,67,0.493,0.328,0.672,0.430,0.614,36.106
3,curtrack,10,11,88,0.403,0.159,0.690,0.552,0.695,21.953
4,curtrack,10,aa,170,0.451,0.247,0.708,0.540,0.678,26.213
0,zerotrack,2,00,64,0.891,0.891,0.983,0.975,0.958,1.214
1,zerotrack,2,10,24,0.875,0.792,0.954,0.933,0.921,2.640
2,zerotrack,2,01,57,0.579,0.474,0.751,0.660,0.776,17.814
3,zerotrack,2,11,43,0.744,0.674,0.863,0.856,0.858,7.339
4,zerotrack,2,aa,188,0.761,0.702,0.881,0.847,0.875,7.830
0,zerotrack,5,00,40,0.910,0.875,0.989,0.985,0.932,2.619
1,zerotrack,5,10,13,0.723,0.692,0.938,0.923,0.914,3.255
