,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.939,0.939,0.984,0.980,0.987,0.481
1,fulloracle,2,10,3,0.833,0.667,1.000,1.000,0.942,2.655
2,fulloracle,2,01,48,0.729,0.625,0.835,0.775,0.856,12.576
3,fulloracle,2,11,39,0.756,0.718,0.836,0.779,0.878,7.250
4,fulloracle,2,aa,188,0.846,0.809,0.915,0.886,0.931,5.008
0,fulloracle,5,00,75,0.877,0.840,0.971,0.955,0.983,0.435
1,fulloracle,5,10,3,0.667,0.333,0.960,0.933,0.909,4.012
2,fulloracle,5,01,59,0.620,0.424,0.812,0.692,0.834,15.419
3,fulloracle,5,11,48,0.583,0.375,0.746,0.637,0.814,12.768
4,fulloracle,5,aa,185,0.716,0.578,0.862,0.788,0.890,8.472
0,fulloracle,10,00,35,0.843,0.771,0.946,0.903,0.969,0.740
1,fulloracle,10,10,3,0.500,0.333,0.947,0.933,0.891,4.726
2,fulloracle,10,01,69,0.677,0.435,0.820,0.719,0.838,14.153
3,fulloracle,10,11,63,0.490,0.206,0.739,0.679,0.770,16.193
4,fulloracle,10,aa,170,0.639,0.418,0.818,0.746,0.841,11.981
0,notracklap,2,00,98,0.934,0.929,0.985,0.982,0.987,0.524
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.947,2.643
2,notracklap,2,01,48,0.708,0.625,0.829,0.771,0.852,13.025
3,notracklap,2,11,39,0.769,0.718,0.836,0.800,0.875,7.609
4,notracklap,2,aa,188,0.840,0.803,0.914,0.890,0.928,5.219
0,notracklap,5,00,75,0.883,0.827,0.971,0.955,0.983,0.445
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.908,4.116
2,notracklap,5,01,59,0.600,0.407,0.808,0.685,0.825,16.567
3,notracklap,5,11,48,0.583,0.354,0.727,0.617,0.800,14.172
4,notracklap,5,aa,185,0.711,0.562,0.856,0.781,0.884,9.208
0,notracklap,10,00,35,0.834,0.743,0.946,0.903,0.969,0.736
1,notracklap,10,10,3,0.500,0.333,0.947,0.933,0.890,4.749
2,notracklap,10,01,69,0.678,0.435,0.816,0.707,0.832,14.914
3,notracklap,10,11,63,0.475,0.238,0.729,0.670,0.752,17.184
4,notracklap,10,aa,170,0.632,0.424,0.812,0.738,0.832,12.657
0,laponly,2,00,98,0.934,0.918,0.986,0.982,0.987,0.487
1,laponly,2,10,3,0.833,0.667,0.967,0.933,0.945,2.791
