,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.906,0.891,0.991,0.984,0.980,0.630
1,fulloracle,2,10,24,0.938,0.917,0.971,0.967,0.968,1.287
2,fulloracle,2,01,57,0.728,0.632,0.800,0.737,0.810,15.707
3,fulloracle,2,11,43,0.895,0.860,0.942,0.930,0.933,4.338
4,fulloracle,2,aa,188,0.854,0.809,0.919,0.895,0.916,6.133
0,fulloracle,5,00,40,0.975,0.975,1.000,1.000,0.970,1.143
1,fulloracle,5,10,13,0.692,0.692,0.938,0.923,0.955,1.831
2,fulloracle,5,01,65,0.695,0.585,0.762,0.640,0.738,21.573
3,fulloracle,5,11,67,0.836,0.761,0.882,0.830,0.879,7.622
4,fulloracle,5,aa,185,0.806,0.741,0.869,0.806,0.855,10.716
0,fulloracle,10,00,9,0.889,0.889,1.000,1.000,0.910,4.041
1,fulloracle,10,10,6,0.717,0.667,0.977,0.967,0.931,3.933
2,fulloracle,10,01,67,0.718,0.507,0.743,0.534,0.687,28.101
3,fulloracle,10,11,88,0.711,0.648,0.803,0.723,0.806,12.270
4,fulloracle,10,aa,170,0.724,0.606,0.796,0.672,0.769,17.779
0,notracklap,2,00,64,0.906,0.891,0.991,0.984,0.980,0.633
1,notracklap,2,10,24,0.917,0.875,0.971,0.967,0.967,1.333
2,notracklap,2,01,57,0.570,0.456,0.756,0.691,0.792,18.538
3,notracklap,2,11,43,0.767,0.698,0.916,0.888,0.926,5.490
4,notracklap,2,aa,188,0.774,0.713,0.900,0.871,0.909,7.262
0,notracklap,5,00,40,0.975,0.975,1.000,1.000,0.969,1.234
1,notracklap,5,10,13,0.662,0.615,0.938,0.923,0.955,1.819
2,notracklap,5,01,65,0.489,0.308,0.683,0.514,0.695,28.413
3,notracklap,5,11,67,0.663,0.522,0.842,0.755,0.865,10.028
4,notracklap,5,aa,185,0.669,0.551,0.827,0.735,0.834,14.009
0,notracklap,10,00,9,0.889,0.889,1.000,1.000,0.908,4.408
1,notracklap,10,10,6,0.717,0.667,1.000,1.000,0.933,3.680
2,notracklap,10,01,67,0.512,0.284,0.650,0.394,0.634,37.024
3,notracklap,10,11,88,0.566,0.489,0.741,0.636,0.778,16.201
4,notracklap,10,aa,170,0.567,0.435,0.728,0.573,0.734,23.341
