,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.878,0.857,0.964,0.957,0.979,0.968
1,fulloracle,2,10,3,0.500,0.333,0.800,0.667,0.785,13.763
2,fulloracle,2,01,48,0.948,0.938,0.965,0.954,0.954,2.069
3,fulloracle,2,11,39,0.744,0.718,0.803,0.744,0.875,6.711
4,fulloracle,2,aa,188,0.862,0.840,0.928,0.907,0.948,2.645
0,fulloracle,5,00,75,0.808,0.760,0.930,0.912,0.965,1.472
1,fulloracle,5,10,3,0.467,0.333,0.773,0.733,0.769,14.344
2,fulloracle,5,01,59,0.851,0.763,0.961,0.929,0.943,2.920
3,fulloracle,5,11,48,0.633,0.479,0.738,0.633,0.812,12.452
4,fulloracle,5,aa,185,0.771,0.681,0.888,0.842,0.915,4.991
0,fulloracle,10,00,35,0.731,0.743,0.888,0.834,0.925,3.276
1,fulloracle,10,10,3,0.067,0.000,0.747,0.733,0.732,18.289
2,fulloracle,10,01,69,0.884,0.841,0.944,0.896,0.930,3.662
3,fulloracle,10,11,63,0.510,0.333,0.710,0.537,0.771,17.479
4,fulloracle,10,aa,170,0.699,0.618,0.842,0.747,0.867,8.961
0,notracklap,2,00,98,0.867,0.837,0.968,0.961,0.977,1.083
1,notracklap,2,10,3,0.833,0.667,0.933,0.933,0.937,2.614
2,notracklap,2,01,48,0.583,0.479,0.798,0.733,0.838,15.723
3,notracklap,2,11,39,0.654,0.615,0.792,0.733,0.855,10.320
4,notracklap,2,aa,188,0.750,0.697,0.888,0.855,0.916,6.761
0,notracklap,5,00,75,0.789,0.733,0.930,0.909,0.957,2.163
1,notracklap,5,10,3,0.400,0.333,0.933,0.867,0.880,4.949
2,notracklap,5,01,59,0.495,0.254,0.747,0.597,0.781,23.238
3,notracklap,5,11,48,0.454,0.292,0.645,0.479,0.740,22.087
4,notracklap,5,aa,185,0.602,0.459,0.798,0.697,0.843,14.099
0,notracklap,10,00,35,0.720,0.714,0.883,0.829,0.915,4.031
1,notracklap,10,10,3,0.633,0.333,0.847,0.800,0.834,7.634
2,notracklap,10,01,69,0.487,0.232,0.708,0.554,0.756,26.340
3,notracklap,10,11,63,0.290,0.079,0.577,0.470,0.686,26.761
4,notracklap,10,aa,170,0.465,0.276,0.698,0.584,0.764,21.573
0,laponly,2,00,98,0.842,0.806,0.972,0.967,0.981,0.741
1,laponly,2,10,3,0.833,0.667,0.967,0.933,0.873,6.550
2,laponly,2,01,48,0.917,0.875,0.965,0.958,0.954,2.053
3,laponly,2,11,39,0.821,0.795,0.913,0.908,0.925,3.506
4,laponly,2,aa,188,0.856,0.819,0.958,0.952,0.961,1.742
0,laponly,5,00,75,0.797,0.707,0.931,0.909,0.956,2.504
1,laponly,5,10,3,0.600,0.333,0.707,0.533,0.743,18.840
2,laponly,5,01,59,0.875,0.780,0.967,0.953,0.943,2.871
3,laponly,5,11,48,0.733,0.625,0.883,0.854,0.887,5.838
4,laponly,5,aa,185,0.802,0.703,0.926,0.903,0.930,3.751
0,laponly,10,00,35,0.691,0.629,0.865,0.811,0.896,5.671
1,laponly,10,10,3,0.500,0.333,0.800,0.667,0.764,13.561
2,laponly,10,01,69,0.868,0.826,0.947,0.890,0.932,3.641
3,laponly,10,11,63,0.710,0.571,0.880,0.813,0.869,6.764
4,laponly,10,aa,170,0.766,0.682,0.903,0.841,0.898,5.391
0,trackonly,2,00,98,0.867,0.837,0.963,0.957,0.976,1.190
1,trackonly,2,10,3,0.667,0.333,0.867,0.733,0.873,6.796
2,trackonly,2,01,48,0.594,0.479,0.796,0.729,0.838,15.743
3,trackonly,2,11,39,0.603,0.487,0.785,0.718,0.835,11.277
4,trackonly,2,aa,188,0.739,0.665,0.882,0.846,0.910,7.087
0,trackonly,5,00,75,0.832,0.760,0.929,0.904,0.963,1.642
1,trackonly,5,10,3,0.533,0.333,0.933,0.933,0.872,5.685
2,trackonly,5,01,59,0.481,0.271,0.744,0.590,0.781,23.301
3,trackonly,5,11,48,0.375,0.208,0.639,0.500,0.733,21.345
4,trackonly,5,aa,185,0.597,0.454,0.795,0.699,0.844,13.727
0,trackonly,10,00,35,0.689,0.629,0.878,0.851,0.924,3.192
1,trackonly,10,10,3,0.367,0.333,0.833,0.800,0.839,7.474
2,trackonly,10,01,69,0.455,0.203,0.709,0.551,0.756,26.325
3,trackonly,10,11,63,0.297,0.111,0.579,0.476,0.678,26.408
4,trackonly,10,aa,170,0.443,0.259,0.698,0.589,0.763,21.260
0,fullpred,2,00,98,0.852,0.816,0.963,0.957,0.978,1.127
1,fullpred,2,10,3,0.833,0.667,0.800,0.733,0.787,13.032
2,fullpred,2,01,48,0.542,0.417,0.794,0.717,0.854,14.153
3,fullpred,2,11,39,0.654,0.590,0.795,0.744,0.856,10.055
4,fullpred,2,aa,188,0.731,0.665,0.882,0.848,0.918,6.495
0,fullpred,5,00,75,0.808,0.747,0.934,0.912,0.964,1.549
1,fullpred,5,10,3,0.667,0.667,0.867,0.800,0.806,10.437
2,fullpred,5,01,59,0.498,0.271,0.741,0.590,0.794,21.937
3,fullpred,5,11,48,0.433,0.271,0.639,0.479,0.748,21.004
4,fullpred,5,aa,185,0.610,0.470,0.795,0.695,0.851,13.243
0,fullpred,10,00,35,0.717,0.714,0.879,0.829,0.921,3.657
1,fullpred,10,10,3,0.367,0.333,0.947,0.933,0.808,11.362
2,fullpred,10,01,69,0.439,0.130,0.718,0.574,0.771,24.467
3,fullpred,10,11,63,0.221,0.032,0.539,0.454,0.674,28.274
4,fullpred,10,aa,170,0.414,0.218,0.689,0.588,0.767,21.362
0,predtrack,2,00,98,0.867,0.837,0.964,0.959,0.976,1.204
1,predtrack,2,10,3,0.500,0.333,0.933,0.933,0.893,5.001
