,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,98,0.847,0.837,0.966,0.959,0.972,0.968
1,fulloracle,2,10,3,0.500,0.333,0.933,0.867,0.900,4.476
2,fulloracle,2,01,48,0.750,0.667,0.827,0.754,0.866,10.822
3,fulloracle,2,11,39,0.692,0.590,0.736,0.677,0.829,9.770
4,fulloracle,2,aa,188,0.785,0.734,0.882,0.847,0.914,5.366
0,fulloracle,5,00,75,0.669,0.693,0.957,0.925,0.953,1.192
1,fulloracle,5,10,3,0.467,0.667,0.867,0.867,0.867,5.854
2,fulloracle,5,01,59,0.617,0.424,0.809,0.688,0.858,11.248
3,fulloracle,5,11,48,0.438,0.188,0.632,0.529,0.760,16.429
4,fulloracle,5,aa,185,0.589,0.476,0.824,0.746,0.871,8.428
0,fulloracle,10,00,35,0.774,0.657,0.919,0.857,0.917,2.633
1,fulloracle,10,10,3,0.700,0.667,0.933,0.933,0.850,7.149
2,fulloracle,10,01,69,0.528,0.362,0.789,0.704,0.843,11.407
3,fulloracle,10,11,63,0.437,0.254,0.697,0.676,0.759,16.048
4,fulloracle,10,aa,170,0.548,0.388,0.784,0.729,0.827,11.245
0,notracklap,2,00,98,0.801,0.755,0.962,0.953,0.971,1.053
1,notracklap,2,10,3,0.833,0.667,1.000,1.000,0.944,2.421
2,notracklap,2,01,48,0.542,0.396,0.767,0.688,0.824,16.630
3,notracklap,2,11,39,0.628,0.538,0.733,0.682,0.847,10.462
4,notracklap,2,aa,188,0.699,0.617,0.865,0.830,0.907,7.004
0,notracklap,5,00,75,0.680,0.693,0.949,0.912,0.953,1.278
1,notracklap,5,10,3,0.667,0.333,0.960,0.933,0.910,4.011
2,notracklap,5,01,59,0.451,0.271,0.734,0.597,0.778,22.689
3,notracklap,5,11,48,0.483,0.312,0.609,0.475,0.758,19.354
4,notracklap,5,aa,185,0.556,0.454,0.792,0.698,0.846,12.841
0,notracklap,10,00,35,0.714,0.629,0.900,0.829,0.907,3.198
1,notracklap,10,10,3,0.600,0.667,0.947,0.933,0.880,5.389
2,notracklap,10,01,69,0.413,0.246,0.714,0.594,0.756,23.687
3,notracklap,10,11,63,0.397,0.238,0.605,0.552,0.700,23.999
4,notracklap,10,aa,170,0.472,0.329,0.716,0.633,0.769,19.261
0,laponly,2,00,98,0.796,0.755,0.963,0.957,0.972,0.944
1,laponly,2,10,3,0.833,0.667,0.967,0.933,0.946,2.780
2,laponly,2,01,48,0.760,0.667,0.823,0.754,0.864,10.852
3,laponly,2,11,39,0.769,0.667,0.790,0.728,0.880,6.856
