,testid,plen,type,reccnt,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
0,fulloracle,2,00,64,0.820,0.781,0.902,0.875,0.902,5.877
1,fulloracle,2,10,24,0.625,0.500,0.762,0.658,0.764,18.447
2,fulloracle,2,01,57,0.930,0.912,0.921,0.912,0.907,4.255
3,fulloracle,2,11,43,0.663,0.581,0.726,0.637,0.781,15.414
4,fulloracle,2,aa,188,0.793,0.739,0.849,0.804,0.858,9.171
0,fulloracle,5,00,40,0.685,0.575,0.889,0.845,0.878,8.201
1,fulloracle,5,10,13,0.615,0.462,0.705,0.600,0.635,37.930
2,fulloracle,5,01,65,0.818,0.708,0.894,0.858,0.874,5.685
3,fulloracle,5,11,67,0.504,0.299,0.639,0.501,0.660,29.142
4,fulloracle,5,aa,185,0.662,0.514,0.787,0.708,0.781,16.990
0,fulloracle,10,00,9,0.344,0.111,0.580,0.311,0.587,42.287
1,fulloracle,10,10,6,0.600,0.500,0.810,0.767,0.757,21.410
2,fulloracle,10,01,67,0.575,0.269,0.821,0.654,0.785,13.006
3,fulloracle,10,11,88,0.419,0.216,0.626,0.461,0.637,28.515
4,fulloracle,10,aa,170,0.483,0.241,0.707,0.540,0.697,22.881
0,notracklap,2,00,64,0.750,0.719,0.802,0.762,0.757,27.627
1,notracklap,2,10,24,0.646,0.583,0.700,0.642,0.620,41.879
2,notracklap,2,01,57,0.886,0.825,0.905,0.891,0.887,5.935
3,notracklap,2,11,43,0.628,0.512,0.709,0.591,0.744,20.649
4,notracklap,2,aa,188,0.750,0.686,0.799,0.747,0.776,21.273
0,notracklap,5,00,40,0.700,0.625,0.819,0.795,0.745,30.500
1,notracklap,5,10,13,0.385,0.385,0.458,0.385,0.338,91.880
2,notracklap,5,01,65,0.785,0.631,0.858,0.825,0.839,8.896
3,notracklap,5,11,67,0.519,0.328,0.646,0.522,0.664,29.197
4,notracklap,5,aa,185,0.642,0.503,0.745,0.678,0.720,26.751
0,notracklap,10,00,9,0.256,0.222,0.347,0.133,0.121,129.366
1,notracklap,10,10,6,0.567,0.333,0.630,0.533,0.511,68.459
2,notracklap,10,01,67,0.570,0.284,0.774,0.615,0.730,19.318
3,notracklap,10,11,88,0.426,0.216,0.570,0.423,0.572,39.660
4,notracklap,10,aa,170,0.479,0.247,0.641,0.487,0.608,37.409
0,laponly,2,00,64,0.742,0.719,0.803,0.762,0.756,27.695
1,laponly,2,10,24,0.646,0.583,0.688,0.617,0.621,41.591
2,laponly,2,01,57,0.895,0.842,0.902,0.884,0.887,6.020
3,laponly,2,11,43,0.605,0.488,0.707,0.586,0.744,20.709
4,laponly,2,aa,188,0.745,0.686,0.796,0.740,0.776,21.299
0,laponly,5,00,40,0.685,0.575,0.822,0.800,0.746,30.427
1,laponly,5,10,13,0.385,0.385,0.458,0.385,0.337,91.644
2,laponly,5,01,65,0.775,0.631,0.855,0.818,0.840,8.875
3,laponly,5,11,67,0.531,0.328,0.641,0.499,0.661,29.462
4,laponly,5,aa,185,0.640,0.492,0.742,0.668,0.719,26.807
0,laponly,10,00,9,0.244,0.111,0.347,0.133,0.121,129.264
1,laponly,10,10,6,0.550,0.333,0.630,0.533,0.508,68.672
2,laponly,10,01,67,0.572,0.284,0.775,0.618,0.731,19.190
3,laponly,10,11,88,0.428,0.227,0.565,0.409,0.573,39.539
4,laponly,10,aa,170,0.479,0.247,0.638,0.481,0.609,37.297
0,trackonly,2,00,64,0.820,0.781,0.902,0.875,0.902,5.930
1,trackonly,2,10,24,0.583,0.417,0.762,0.667,0.766,18.343
2,trackonly,2,01,57,0.921,0.895,0.923,0.916,0.907,4.258
3,trackonly,2,11,43,0.674,0.581,0.756,0.674,0.783,15.524
4,trackonly,2,aa,188,0.787,0.723,0.857,0.815,0.859,9.202
0,trackonly,5,00,40,0.720,0.625,0.894,0.850,0.878,8.101
1,trackonly,5,10,13,0.631,0.615,0.702,0.585,0.647,35.808
2,trackonly,5,01,65,0.806,0.662,0.895,0.865,0.875,5.573
3,trackonly,5,11,67,0.475,0.313,0.637,0.496,0.660,28.945
4,trackonly,5,aa,185,0.655,0.524,0.788,0.708,0.782,16.708
0,trackonly,10,00,9,0.344,0.222,0.578,0.333,0.583,42.928
1,trackonly,10,10,6,0.583,0.500,0.787,0.700,0.752,21.315
2,trackonly,10,01,67,0.576,0.299,0.823,0.666,0.785,12.990
3,trackonly,10,11,88,0.415,0.216,0.621,0.461,0.638,28.406
4,trackonly,10,aa,170,0.481,0.259,0.704,0.544,0.697,22.849
0,fullpred,2,00,64,0.773,0.719,0.878,0.841,0.869,9.789
1,fullpred,2,10,24,0.750,0.750,0.787,0.742,0.792,16.542
2,fullpred,2,01,57,0.561,0.439,0.781,0.709,0.804,15.678
3,fullpred,2,11,43,0.512,0.419,0.714,0.637,0.753,18.663
4,fullpred,2,aa,188,0.646,0.569,0.799,0.741,0.813,14.466
0,fullpred,5,00,40,0.725,0.675,0.840,0.755,0.788,20.330
1,fullpred,5,10,13,0.615,0.615,0.698,0.631,0.646,37.798
