,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lr,lrl1,lsvc,lsvcl2,rf,lrbias,xgb
0,Phoenix,691,114,"+:38,0:16,-:60",0.14035087719298245,0.32456140350877194,0.3684210526315789,0.543859649122807,0.5526315789473685,0.5175438596491229,0.6140350877192983,0.5614035087719298,0.543859649122807,0.47368421052631576
0,Indy500,580,225,"+:82,0:47,-:96",0.2088888888888889,0.3244444444444444,0.39555555555555555,0.5644444444444444,0.5555555555555556,0.5511111111111111,0.52,0.5644444444444444,0.5555555555555556,0.52
0,Texas,678,127,"+:39,0:34,-:54",0.2677165354330709,0.31496062992125984,0.29133858267716534,0.5984251968503937,0.6062992125984252,0.6220472440944882,0.4094488188976378,0.48031496062992124,0.6062992125984252,0.4330708661417323
0,Iowa,696,109,"+:42,0:28,-:39",0.25688073394495414,0.29357798165137616,0.25688073394495414,0.3577981651376147,0.3486238532110092,0.3486238532110092,0.3761467889908257,0.3394495412844037,0.3486238532110092,0.29357798165137616
0,Pocono,679,126,"+:29,0:61,-:36",0.48412698412698413,0.2777777777777778,0.23809523809523808,0.3412698412698413,0.3253968253968254,0.3253968253968254,0.30952380952380953,0.3253968253968254,0.3333333333333333,0.38095238095238093
0,Gateway,701,104,"+:34,0:28,-:42",0.2692307692307692,0.3269230769230769,0.25,0.4519230769230769,0.41346153846153844,0.41346153846153844,0.3076923076923077,0.40384615384615385,0.40384615384615385,0.40384615384615385
