,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lr,lrl1,lsvc,lsvcl2,rf,lrbias,xgb
0,stage0,153,652,"+:221,0:167,-:264",0.2561349693251534,0.3128834355828221,0.36349693251533743,0.4647239263803681,0.44785276073619634,0.44171779141104295,0.2745398773006135,0.4003067484662577,0.44785276073619634,0.3558282208588957
0,stage1,288,517,"+:186,0:136,-:195",0.26305609284332687,0.30754352030947774,0.3520309477756286,0.43520309477756286,0.44874274661508706,0.4564796905222437,0.4506769825918762,0.45454545454545453,0.4332688588007737,0.4622823984526112
0,stage2,421,384,"+:140,0:112,-:132",0.2916666666666667,0.2630208333333333,0.3177083333333333,0.4427083333333333,0.4270833333333333,0.4557291666666667,0.421875,0.4479166666666667,0.4427083333333333,0.4348958333333333
0,stage3,547,258,"+:91,0:89,-:78",0.3449612403100775,0.22868217054263565,0.3333333333333333,0.4573643410852713,0.4418604651162791,0.44573643410852715,0.4069767441860465,0.45348837209302323,0.4573643410852713,0.4418604651162791
0,stage4,657,148,"+:48,0:53,-:47",0.3581081081081081,0.20945945945945946,0.34459459459459457,0.5,0.5,0.46621621621621623,0.42567567567567566,0.46621621621621623,0.5067567567567568,0.44594594594594594
0,stage5,725,80,"+:26,0:29,-:25",0.3625,0.2,0.325,0.575,0.5875,0.55,0.5375,0.575,0.5875,0.6125
0,stage6,767,38,"+:11,0:13,-:14",0.34210526315789475,0.23684210526315788,0.2631578947368421,0.4473684210526316,0.4473684210526316,0.47368421052631576,0.3684210526315789,0.5,0.47368421052631576,0.5263157894736842
0,stage7,789,16,"+:4,0:4,-:8",0.25,0.1875,0.3125,0.3125,0.375,0.3125,0.25,0.6875,0.3125,0.625
