,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lr,lrl1,lsvc,lsvcl2,rf,lrbias,xgb
0,stage0,153,652,"+:221,0:167,-:264",0.2561349693251534,0.3128834355828221,0.36349693251533743,0.4647239263803681,0.45858895705521474,0.41411042944785276,0.3941717791411043,0.37116564417177916,0.44785276073619634,0.3558282208588957
0,stage1,288,517,"+:186,0:136,-:195",0.26305609284332687,0.30754352030947774,0.3520309477756286,0.3733075435203095,0.379110251450677,0.36750483558994196,0.32688588007736946,0.4274661508704062,0.3713733075435203,0.40618955512572535
0,stage2,421,384,"+:140,0:112,-:132",0.2916666666666667,0.2630208333333333,0.3177083333333333,0.3619791666666667,0.3645833333333333,0.3697916666666667,0.3385416666666667,0.4453125,0.3567708333333333,0.4557291666666667
0,stage3,547,258,"+:91,0:89,-:78",0.3449612403100775,0.22868217054263565,0.3333333333333333,0.4573643410852713,0.4496124031007752,0.45348837209302323,0.40310077519379844,0.4418604651162791,0.4496124031007752,0.4263565891472868
0,stage4,657,148,"+:48,0:53,-:47",0.3581081081081081,0.20945945945945946,0.34459459459459457,0.47297297297297297,0.4797297297297297,0.4864864864864865,0.3716216216216216,0.4527027027027027,0.46621621621621623,0.49324324324324326
0,stage5,725,80,"+:26,0:29,-:25",0.3625,0.2,0.325,0.5125,0.5125,0.5125,0.35,0.5,0.5125,0.625
0,stage6,767,38,"+:11,0:13,-:14",0.34210526315789475,0.23684210526315788,0.2631578947368421,0.3684210526315789,0.39473684210526316,0.39473684210526316,0.39473684210526316,0.5,0.3684210526315789,0.5263157894736842
0,stage7,789,16,"+:4,0:4,-:8",0.25,0.1875,0.3125,0.0625,0.1875,0.1875,0.3125,0.5625,0.125,0.375
