MyIdx,car_number,completed_laps,rank,elapsed_time,rank_diff,time_diff
17141,3,185,4,10617.1968,0.0,126.03099999999904
17258,3,186,4,10760.5506,0.0,143.35380000000077
17382,3,187,4,10913.3189,0.0,152.76829999999973
17489,3,188,4,11042.6074,0.0,129.28850000000057
17589,3,189,4,11133.7952,0.0,91.1877999999997
17626,3,190,3,11175.4184,-1.0,41.6232
17695,3,191,3,11216.3943,0.0,40.975899999999456
17764,3,192,2,11257.258,-1.0,40.86369999999988
17829,3,193,2,11298.2144,0.0,40.95640000000094
17895,3,194,1,11339.1938,-1.0,40.97939999999835
17962,3,195,2,11380.0785,1.0,40.88470000000052
18063,3,196,2,11420.9452,0.0,40.86670000000049
18104,3,197,2,11461.5466,0.0,40.60139999999956
18174,3,198,2,11502.0781,0.0,40.53150000000096
18273,3,199,2,11543.0783,0.0,41.000199999998586
18315,3,200,2,11583.5595,0.0,40.48120000000017
14,7,0,13,2.1569,0.0,0.0
88,7,1,15,46.2931,2.0,44.1362
164,7,2,16,87.8833,1.0,41.5902
238,7,3,16,129.2655,0.0,41.3822
312,7,4,16,170.518,0.0,41.2525
394,7,5,16,211.7626,0.0,41.24459999999999
470,7,6,15,252.6797,-1.0,40.917100000000005
547,7,7,15,293.5809,0.0,40.90119999999999
625,7,8,15,334.356,0.0,40.77510000000001
702,7,9,15,375.2961,0.0,40.94010000000003
781,7,10,15,416.0853,0.0,40.789199999999994
863,7,11,14,457.4185,-1.0,41.33319999999998
946,7,12,14,498.5234,0.0,41.10489999999999
1027,7,13,14,539.3602,0.0,40.83679999999998
1113,7,14,14,580.2107,0.0,40.85050000000001
1195,7,15,14,620.9837,0.0,40.773000000000025
1278,7,16,14,662.127,0.0,41.143299999999954
1363,7,17,14,703.3142,0.0,41.187200000000075
1446,7,18,14,744.3454,0.0,41.03120000000001
1529,7,19,14,785.2682,0.0,40.92279999999994
1613,7,20,14,826.2410000000001,0.0,40.97280000000012
1698,7,21,14,867.5882,0.0,41.34719999999993
1786,7,22,14,908.9295,0.0,41.34129999999993
1865,7,23,14,950.2302,0.0,41.300700000000006
1946,7,24,14,991.4538,0.0,41.22360000000003
2030,7,25,13,1032.7564,-1.0,41.302599999999984
2116,7,26,13,1073.8116,0.0,41.05520000000001
2205,7,27,13,1114.7614,0.0,40.949800000000096
2293,7,28,12,1155.6925,-1.0,40.931100000000015
2508,7,29,24,1222.9941,12.0,67.30159999999978
2629,7,30,20,1278.057,-4.0,55.06290000000013
2748,7,31,16,1318.3888,-4.0,40.33179999999993
2882,7,32,13,1359.4971,-3.0,41.1083000000001
2992,7,33,13,1400.5720000000001,0.0,41.07490000000007
3083,7,34,13,1443.2322,0.0,42.660199999999804
3171,7,35,13,1484.1016,0.0,40.86940000000004
3259,7,36,13,1524.3062,0.0,40.20460000000003
3347,7,37,13,1564.8344,0.0,40.52819999999997
3435,7,38,13,1605.3716,0.0,40.537199999999984
3523,7,39,13,1646.6105,0.0,41.23890000000006
3611,7,40,13,1687.6009,0.0,40.99039999999991
3701,7,41,13,1728.2198,0.0,40.61890000000017
3788,7,42,13,1768.9198,0.0,40.69999999999982
3874,7,43,13,1809.8007,0.0,40.88090000000011
3959,7,44,13,1852.5181,0.0,42.7174
4045,7,45,13,1893.5720000000001,0.0,41.05390000000011
4131,7,46,13,1934.2795,0.0,40.70749999999998
4219,7,47,13,1974.8902,0.0,40.61069999999995
4307,7,48,13,2015.6836,0.0,40.79340000000002
4397,7,49,13,2056.6178,0.0,40.93419999999992
4489,7,50,13,2097.7206,0.0,41.102800000000116
4574,7,51,13,2138.8699,0.0,41.14930000000004
4660,7,52,13,2179.5531,0.0,40.68319999999994
4749,7,53,12,2235.5413,-1.0,55.98819999999978
4851,7,54,12,2345.9281,0.0,110.38680000000022
4942,7,55,12,2515.6223,0.0,169.6941999999999
6319,7,56,11,2689.7412,-1.0,174.11889999999994
6438,7,57,15,2803.8390000000004,4.0,114.09780000000046
6531,7,58,11,2892.3821,-4.0,88.54309999999941
6643,7,59,11,2986.7388,0.0,94.35670000000027
6722,7,60,10,3069.5717,-1.0,82.83289999999988
6797,7,61,10,3111.8068,0.0,42.235099999999875
6879,7,62,10,3152.3821,0.0,40.57529999999997
6955,7,63,10,3192.6215,0.0,40.23940000000039
7032,7,64,10,3232.8818,0.0,40.260299999999916
7108,7,65,10,3274.5194,0.0,41.63760000000002
7185,7,66,10,3318.5009999999997,0.0,43.98159999999962
7282,7,67,10,3406.1249,0.0,87.62390000000005
7370,7,68,10,3510.2513,0.0,104.1264000000001
7459,7,69,10,3623.1594,0.0,112.9081000000001
7551,7,70,10,3738.5377,0.0,115.37829999999985
7645,7,71,10,3850.0975,0.0,111.5598
7732,7,72,10,3958.0484,0.0,107.95090000000027
7818,7,73,10,4062.2802,0.0,104.23180000000002
7910,7,74,10,4164.3937,0.0,102.11349999999948
