,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,Indy500-2018,969,159,"+:92,0:44,-:23",3.704,3.673,5.226,2.434,2.396,2.176,3.522,2.371
0,Indy500-2019,969,184,"+:96,0:42,-:46",3.951,4.495,5.913,2.451,2.440,2.462,3.755,2.717
