,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,Indy500-2018,969,159,"+:64,0:16,-:79",4.164,5.849,6.145,3.588,3.434,3.800,3.941,3.865
0,Indy500-2019,969,185,"+:58,0:28,-:99",4.643,6.995,7.070,4.492,4.600,4.835,4.445,4.925
