,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,Indy500-2018,969,159,"+:64,0:16,-:79",4.164,5.730,6.145,3.604,3.484,3.774,3.994,3.836
0,Indy500-2019,969,185,"+:58,0:28,-:99",4.643,6.816,7.070,4.362,4.481,4.703,4.497,4.795
