,carno,startlap,startrank,endrank,diff,sign,pred_endrank,pred_diff,pred_sign
0,1,10,3.0,3.0,0.0,0,3.0,0.0,0
1,3,10,7.0,7.0,0.0,0,7.0,0.0,0
2,4,10,12.0,12.0,0.0,0,12.0,0.0,0
3,6,10,15.0,15.0,0.0,0,15.0,0.0,0
4,7,10,28.0,28.0,0.0,0,28.0,0.0,0
5,9,10,8.0,8.0,0.0,0,8.0,0.0,0
6,10,10,31.0,31.0,0.0,0,31.0,0.0,0
7,12,10,2.0,2.0,0.0,0,2.0,0.0,0
8,13,10,11.0,11.0,0.0,0,11.0,0.0,0
9,14,10,5.0,5.0,0.0,0,5.0,0.0,0
10,15,10,22.0,22.0,0.0,0,22.0,0.0,0
11,17,10,32.0,32.0,0.0,0,32.0,0.0,0
12,18,10,4.0,4.0,0.0,0,4.0,0.0,0
13,19,10,13.0,13.0,0.0,0,13.0,0.0,0
14,20,10,0.0,0.0,0.0,0,0.0,0.0,0
15,21,10,6.0,6.0,0.0,0,6.0,0.0,0
16,22,10,1.0,1.0,0.0,0,1.0,0.0,0
17,23,10,14.0,14.0,0.0,0,14.0,0.0,0
18,24,10,24.0,24.0,0.0,0,24.0,0.0,0
19,25,10,20.0,20.0,0.0,0,20.0,0.0,0
20,26,10,30.0,30.0,0.0,0,30.0,0.0,0
21,27,10,25.0,25.0,0.0,0,25.0,0.0,0
22,28,10,10.0,10.0,0.0,0,10.0,0.0,0
23,29,10,17.0,17.0,0.0,0,17.0,0.0,0
24,30,10,16.0,16.0,0.0,0,16.0,0.0,0
25,32,10,18.0,18.0,0.0,0,18.0,0.0,0
26,33,10,19.0,19.0,0.0,0,19.0,0.0,0
27,59,10,26.0,26.0,0.0,0,26.0,0.0,0
28,60,10,29.0,29.0,0.0,0,29.0,0.0,0
29,64,10,23.0,23.0,0.0,0,23.0,0.0,0
30,66,10,27.0,27.0,0.0,0,27.0,0.0,0
31,88,10,21.0,21.0,0.0,0,21.0,0.0,0
32,98,10,9.0,9.0,0.0,0,9.0,0.0,0
33,1,11,3.0,3.0,0.0,0,3.0,0.0,0
34,3,11,7.0,7.0,0.0,0,7.0,0.0,0
35,4,11,12.0,12.0,0.0,0,12.0,0.0,0
36,6,11,15.0,15.0,0.0,0,15.0,0.0,0
37,7,11,28.0,28.0,0.0,0,29.0,1.0,1
38,9,11,8.0,8.0,0.0,0,8.0,0.0,0
39,10,11,31.0,31.0,0.0,0,31.0,0.0,0
40,12,11,2.0,2.0,0.0,0,2.0,0.0,0
41,13,11,11.0,11.0,0.0,0,11.0,0.0,0
42,14,11,5.0,5.0,0.0,0,5.0,0.0,0
43,15,11,22.0,22.0,0.0,0,22.0,0.0,0
44,17,11,32.0,32.0,0.0,0,32.0,0.0,0
45,18,11,4.0,4.0,0.0,0,4.0,0.0,0
46,19,11,13.0,13.0,0.0,0,13.0,0.0,0
47,20,11,0.0,0.0,0.0,0,0.0,0.0,0
48,21,11,6.0,6.0,0.0,0,6.0,0.0,0
49,22,11,1.0,1.0,0.0,0,1.0,0.0,0
50,23,11,14.0,14.0,0.0,0,14.0,0.0,0
51,24,11,24.0,24.0,0.0,0,24.0,0.0,0
52,25,11,20.0,20.0,0.0,0,20.0,0.0,0
53,26,11,30.0,30.0,0.0,0,30.0,0.0,0
54,27,11,25.0,25.0,0.0,0,25.0,0.0,0
55,28,11,10.0,10.0,0.0,0,10.0,0.0,0
56,29,11,17.0,17.0,0.0,0,17.0,0.0,0
57,30,11,16.0,16.0,0.0,0,16.0,0.0,0
58,32,11,18.0,18.0,0.0,0,18.0,0.0,0
59,33,11,19.0,19.0,0.0,0,19.0,0.0,0
60,59,11,26.0,26.0,0.0,0,26.0,0.0,0
61,60,11,29.0,29.0,0.0,0,28.0,-1.0,-1
62,64,11,23.0,23.0,0.0,0,23.0,0.0,0
63,66,11,27.0,27.0,0.0,0,27.0,0.0,0
64,88,11,21.0,21.0,0.0,0,21.0,0.0,0
65,98,11,9.0,9.0,0.0,0,9.0,0.0,0
66,1,12,3.0,3.0,0.0,0,3.0,0.0,0
67,3,12,7.0,7.0,0.0,0,7.0,0.0,0
68,4,12,12.0,12.0,0.0,0,12.0,0.0,0
69,6,12,15.0,15.0,0.0,0,15.0,0.0,0
70,7,12,28.0,28.0,0.0,0,28.0,0.0,0
71,9,12,8.0,8.0,0.0,0,8.0,0.0,0
72,10,12,31.0,31.0,0.0,0,31.0,0.0,0
73,12,12,2.0,2.0,0.0,0,2.0,0.0,0
74,13,12,11.0,11.0,0.0,0,11.0,0.0,0
75,14,12,5.0,5.0,0.0,0,5.0,0.0,0
76,15,12,22.0,22.0,0.0,0,22.0,0.0,0
77,17,12,32.0,32.0,0.0,0,32.0,0.0,0
78,18,12,4.0,4.0,0.0,0,4.0,0.0,0
79,19,12,13.0,13.0,0.0,0,13.0,0.0,0
80,20,12,0.0,0.0,0.0,0,0.0,0.0,0
81,21,12,6.0,6.0,0.0,0,6.0,0.0,0
82,22,12,1.0,1.0,0.0,0,1.0,0.0,0
83,23,12,14.0,14.0,0.0,0,14.0,0.0,0
84,24,12,24.0,24.0,0.0,0,24.0,0.0,0
85,25,12,20.0,20.0,0.0,0,20.0,0.0,0
86,26,12,30.0,30.0,0.0,0,30.0,0.0,0
87,27,12,25.0,25.0,0.0,0,25.0,0.0,0
88,28,12,10.0,10.0,0.0,0,10.0,0.0,0
89,29,12,17.0,17.0,0.0,0,17.0,0.0,0
90,30,12,16.0,16.0,0.0,0,16.0,0.0,0
91,32,12,18.0,18.0,0.0,0,18.0,0.0,0
92,33,12,19.0,19.0,0.0,0,19.0,0.0,0
93,59,12,26.0,26.0,0.0,0,26.0,0.0,0
94,60,12,29.0,29.0,0.0,0,29.0,0.0,0
95,64,12,23.0,23.0,0.0,0,23.0,0.0,0
96,66,12,27.0,27.0,0.0,0,27.0,0.0,0
97,88,12,21.0,21.0,0.0,0,21.0,0.0,0
98,98,12,9.0,9.0,0.0,0,9.0,0.0,0
99,1,13,3.0,3.0,0.0,0,3.0,0.0,0
100,3,13,7.0,7.0,0.0,0,7.0,0.0,0
101,4,13,12.0,12.0,0.0,0,12.0,0.0,0
102,6,13,15.0,15.0,0.0,0,15.0,0.0,0
103,7,13,28.0,28.0,0.0,0,28.0,0.0,0
104,9,13,8.0,8.0,0.0,0,8.0,0.0,0
105,10,13,31.0,31.0,0.0,0,31.0,0.0,0
106,12,13,2.0,2.0,0.0,0,2.0,0.0,0
107,13,13,11.0,11.0,0.0,0,11.0,0.0,0
108,14,13,5.0,5.0,0.0,0,5.0,0.0,0
109,15,13,22.0,22.0,0.0,0,22.0,0.0,0
110,17,13,32.0,32.0,0.0,0,32.0,0.0,0
111,18,13,4.0,4.0,0.0,0,4.0,0.0,0
112,19,13,13.0,13.0,0.0,0,13.0,0.0,0
113,20,13,0.0,0.0,0.0,0,0.0,0.0,0
114,21,13,6.0,6.0,0.0,0,6.0,0.0,0
115,22,13,1.0,1.0,0.0,0,1.0,0.0,0
116,23,13,14.0,14.0,0.0,0,14.0,0.0,0
117,24,13,24.0,24.0,0.0,0,23.0,-1.0,-1
118,25,13,20.0,20.0,0.0,0,20.0,0.0,0
119,26,13,30.0,30.0,0.0,0,30.0,0.0,0
120,27,13,25.0,25.0,0.0,0,25.0,0.0,0
121,28,13,10.0,10.0,0.0,0,10.0,0.0,0
122,29,13,17.0,17.0,0.0,0,17.0,0.0,0
123,30,13,16.0,16.0,0.0,0,16.0,0.0,0
124,32,13,18.0,18.0,0.0,0,18.0,0.0,0
125,33,13,19.0,19.0,0.0,0,19.0,0.0,0
126,59,13,26.0,26.0,0.0,0,26.0,0.0,0
127,60,13,29.0,29.0,0.0,0,29.0,0.0,0
128,64,13,23.0,23.0,0.0,0,24.0,1.0,1
129,66,13,27.0,27.0,0.0,0,27.0,0.0,0
130,88,13,21.0,21.0,0.0,0,21.0,0.0,0
131,98,13,9.0,9.0,0.0,0,9.0,0.0,0
132,1,14,3.0,3.0,0.0,0,3.0,0.0,0
133,3,14,7.0,7.0,0.0,0,7.0,0.0,0
134,4,14,12.0,12.0,0.0,0,11.0,-1.0,-1
135,6,14,15.0,15.0,0.0,0,15.0,0.0,0
136,7,14,28.0,28.0,0.0,0,28.0,0.0,0
137,9,14,8.0,8.0,0.0,0,8.0,0.0,0
138,10,14,31.0,31.0,0.0,0,31.0,0.0,0
139,12,14,2.0,2.0,0.0,0,2.0,0.0,0
140,13,14,11.0,11.0,0.0,0,12.0,1.0,1
141,14,14,5.0,5.0,0.0,0,5.0,0.0,0
142,15,14,22.0,22.0,0.0,0,22.0,0.0,0
143,17,14,32.0,32.0,0.0,0,32.0,0.0,0
144,18,14,4.0,4.0,0.0,0,4.0,0.0,0
145,19,14,13.0,13.0,0.0,0,13.0,0.0,0
146,20,14,0.0,0.0,0.0,0,0.0,0.0,0
147,21,14,6.0,6.0,0.0,0,6.0,0.0,0
148,22,14,1.0,1.0,0.0,0,1.0,0.0,0
149,23,14,14.0,14.0,0.0,0,14.0,0.0,0
150,24,14,24.0,24.0,0.0,0,24.0,0.0,0
151,25,14,20.0,20.0,0.0,0,20.0,0.0,0
152,26,14,30.0,30.0,0.0,0,30.0,0.0,0
153,27,14,25.0,25.0,0.0,0,25.0,0.0,0
154,28,14,10.0,10.0,0.0,0,10.0,0.0,0
155,29,14,17.0,17.0,0.0,0,17.0,0.0,0
156,30,14,16.0,16.0,0.0,0,16.0,0.0,0
157,32,14,18.0,18.0,0.0,0,18.0,0.0,0
158,33,14,19.0,19.0,0.0,0,19.0,0.0,0
159,59,14,26.0,26.0,0.0,0,26.0,0.0,0
160,60,14,29.0,29.0,0.0,0,29.0,0.0,0
161,64,14,23.0,23.0,0.0,0,23.0,0.0,0
162,66,14,27.0,27.0,0.0,0,27.0,0.0,0
163,88,14,21.0,21.0,0.0,0,21.0,0.0,0
164,98,14,9.0,9.0,0.0,0,9.0,0.0,0
165,1,15,3.0,3.0,0.0,0,3.0,0.0,0
166,3,15,7.0,7.0,0.0,0,7.0,0.0,0
167,4,15,12.0,12.0,0.0,0,12.0,0.0,0
168,6,15,15.0,15.0,0.0,0,15.0,0.0,0
169,7,15,28.0,28.0,0.0,0,28.0,0.0,0
170,9,15,8.0,8.0,0.0,0,8.0,0.0,0
171,10,15,31.0,31.0,0.0,0,31.0,0.0,0
172,12,15,2.0,2.0,0.0,0,2.0,0.0,0
173,13,15,11.0,11.0,0.0,0,11.0,0.0,0
174,14,15,5.0,5.0,0.0,0,5.0,0.0,0
175,15,15,22.0,22.0,0.0,0,22.0,0.0,0
176,17,15,32.0,32.0,0.0,0,32.0,0.0,0
177,18,15,4.0,4.0,0.0,0,4.0,0.0,0
178,19,15,13.0,13.0,0.0,0,13.0,0.0,0
179,20,15,0.0,0.0,0.0,0,0.0,0.0,0
180,21,15,6.0,6.0,0.0,0,6.0,0.0,0
181,22,15,1.0,1.0,0.0,0,1.0,0.0,0
182,23,15,14.0,14.0,0.0,0,14.0,0.0,0
183,24,15,24.0,24.0,0.0,0,25.0,1.0,1
184,25,15,20.0,20.0,0.0,0,20.0,0.0,0
185,26,15,30.0,30.0,0.0,0,30.0,0.0,0
186,27,15,25.0,25.0,0.0,0,24.0,-1.0,-1
187,28,15,10.0,10.0,0.0,0,10.0,0.0,0
188,29,15,17.0,17.0,0.0,0,17.0,0.0,0
189,30,15,16.0,16.0,0.0,0,16.0,0.0,0
190,32,15,18.0,18.0,0.0,0,18.0,0.0,0
191,33,15,19.0,19.0,0.0,0,19.0,0.0,0
192,59,15,26.0,26.0,0.0,0,26.0,0.0,0
193,60,15,29.0,29.0,0.0,0,29.0,0.0,0
194,64,15,23.0,23.0,0.0,0,23.0,0.0,0
195,66,15,27.0,27.0,0.0,0,27.0,0.0,0
196,88,15,21.0,21.0,0.0,0,21.0,0.0,0
197,98,15,9.0,9.0,0.0,0,9.0,0.0,0
198,1,16,3.0,3.0,0.0,0,3.0,0.0,0
199,3,16,7.0,7.0,0.0,0,7.0,0.0,0
200,4,16,12.0,12.0,0.0,0,12.0,0.0,0
201,6,16,15.0,15.0,0.0,0,15.0,0.0,0
202,7,16,28.0,28.0,0.0,0,28.0,0.0,0
203,9,16,8.0,8.0,0.0,0,8.0,0.0,0
204,10,16,31.0,31.0,0.0,0,31.0,0.0,0
205,12,16,2.0,2.0,0.0,0,2.0,0.0,0
206,13,16,11.0,11.0,0.0,0,11.0,0.0,0
207,14,16,5.0,5.0,0.0,0,5.0,0.0,0
208,15,16,22.0,22.0,0.0,0,21.0,-1.0,-1
209,17,16,32.0,32.0,0.0,0,32.0,0.0,0
210,18,16,4.0,4.0,0.0,0,4.0,0.0,0
211,19,16,13.0,13.0,0.0,0,14.0,1.0,1
212,20,16,0.0,0.0,0.0,0,0.0,0.0,0
213,21,16,6.0,6.0,0.0,0,6.0,0.0,0
214,22,16,1.0,1.0,0.0,0,1.0,0.0,0
215,23,16,14.0,14.0,0.0,0,13.0,-1.0,-1
216,24,16,24.0,24.0,0.0,0,24.0,0.0,0
217,25,16,20.0,20.0,0.0,0,20.0,0.0,0
218,26,16,30.0,30.0,0.0,0,30.0,0.0,0
219,27,16,25.0,25.0,0.0,0,25.0,0.0,0
220,28,16,10.0,10.0,0.0,0,10.0,0.0,0
221,29,16,17.0,17.0,0.0,0,17.0,0.0,0
222,30,16,16.0,16.0,0.0,0,16.0,0.0,0
223,32,16,18.0,18.0,0.0,0,18.0,0.0,0
224,33,16,19.0,19.0,0.0,0,19.0,0.0,0
225,59,16,26.0,26.0,0.0,0,26.0,0.0,0
226,60,16,29.0,29.0,0.0,0,29.0,0.0,0
227,64,16,23.0,23.0,0.0,0,23.0,0.0,0
228,66,16,27.0,27.0,0.0,0,27.0,0.0,0
229,88,16,21.0,21.0,0.0,0,22.0,1.0,1
230,98,16,9.0,9.0,0.0,0,9.0,0.0,0
231,1,17,3.0,3.0,0.0,0,3.0,0.0,0
232,3,17,7.0,7.0,0.0,0,7.0,0.0,0
233,4,17,12.0,12.0,0.0,0,12.0,0.0,0
234,6,17,15.0,15.0,0.0,0,15.0,0.0,0
235,7,17,28.0,28.0,0.0,0,28.0,0.0,0
236,9,17,8.0,8.0,0.0,0,8.0,0.0,0
237,10,17,31.0,31.0,0.0,0,31.0,0.0,0
238,12,17,2.0,2.0,0.0,0,2.0,0.0,0
239,13,17,11.0,11.0,0.0,0,11.0,0.0,0
240,14,17,5.0,5.0,0.0,0,5.0,0.0,0
241,15,17,22.0,22.0,0.0,0,22.0,0.0,0
242,17,17,32.0,32.0,0.0,0,32.0,0.0,0
243,18,17,4.0,4.0,0.0,0,4.0,0.0,0
244,19,17,13.0,13.0,0.0,0,13.0,0.0,0
245,20,17,0.0,0.0,0.0,0,0.0,0.0,0
246,21,17,6.0,6.0,0.0,0,6.0,0.0,0
247,22,17,1.0,1.0,0.0,0,1.0,0.0,0
248,23,17,14.0,14.0,0.0,0,14.0,0.0,0
249,24,17,24.0,24.0,0.0,0,24.0,0.0,0
250,25,17,20.0,20.0,0.0,0,20.0,0.0,0
251,26,17,30.0,30.0,0.0,0,30.0,0.0,0
252,27,17,25.0,25.0,0.0,0,25.0,0.0,0
253,28,17,10.0,10.0,0.0,0,10.0,0.0,0
254,29,17,17.0,17.0,0.0,0,17.0,0.0,0
255,30,17,16.0,16.0,0.0,0,16.0,0.0,0
256,32,17,18.0,18.0,0.0,0,18.0,0.0,0
257,33,17,19.0,19.0,0.0,0,19.0,0.0,0
258,59,17,26.0,26.0,0.0,0,26.0,0.0,0
259,60,17,29.0,29.0,0.0,0,29.0,0.0,0
260,64,17,23.0,23.0,0.0,0,23.0,0.0,0
261,66,17,27.0,27.0,0.0,0,27.0,0.0,0
262,88,17,21.0,21.0,0.0,0,21.0,0.0,0
263,98,17,9.0,9.0,0.0,0,9.0,0.0,0
264,1,18,3.0,3.0,0.0,0,3.0,0.0,0
265,3,18,7.0,7.0,0.0,0,7.0,0.0,0
266,4,18,12.0,12.0,0.0,0,12.0,0.0,0
267,6,18,15.0,15.0,0.0,0,15.0,0.0,0
268,7,18,28.0,28.0,0.0,0,28.0,0.0,0
269,9,18,8.0,8.0,0.0,0,8.0,0.0,0
270,10,18,31.0,31.0,0.0,0,30.0,-1.0,-1
271,12,18,2.0,2.0,0.0,0,2.0,0.0,0
272,13,18,11.0,11.0,0.0,0,11.0,0.0,0
273,14,18,5.0,5.0,0.0,0,5.0,0.0,0
274,15,18,22.0,22.0,0.0,0,22.0,0.0,0
275,17,18,32.0,32.0,0.0,0,32.0,0.0,0
276,18,18,4.0,4.0,0.0,0,4.0,0.0,0
277,19,18,13.0,13.0,0.0,0,13.0,0.0,0
278,20,18,0.0,0.0,0.0,0,0.0,0.0,0
279,21,18,6.0,6.0,0.0,0,6.0,0.0,0
280,22,18,1.0,1.0,0.0,0,1.0,0.0,0
281,23,18,14.0,14.0,0.0,0,14.0,0.0,0
282,24,18,24.0,24.0,0.0,0,24.0,0.0,0
283,25,18,20.0,20.0,0.0,0,20.0,0.0,0
284,26,18,30.0,30.0,0.0,0,31.0,1.0,1
285,27,18,25.0,25.0,0.0,0,25.0,0.0,0
286,28,18,10.0,10.0,0.0,0,10.0,0.0,0
287,29,18,17.0,17.0,0.0,0,17.0,0.0,0
288,30,18,16.0,16.0,0.0,0,16.0,0.0,0
289,32,18,18.0,18.0,0.0,0,18.0,0.0,0
290,33,18,19.0,19.0,0.0,0,19.0,0.0,0
291,59,18,26.0,26.0,0.0,0,26.0,0.0,0
292,60,18,29.0,29.0,0.0,0,29.0,0.0,0
293,64,18,23.0,23.0,0.0,0,23.0,0.0,0
294,66,18,27.0,27.0,0.0,0,27.0,0.0,0
295,88,18,21.0,21.0,0.0,0,21.0,0.0,0
296,98,18,9.0,9.0,0.0,0,9.0,0.0,0
297,1,19,3.0,3.0,0.0,0,3.0,0.0,0
298,3,19,7.0,7.0,0.0,0,7.0,0.0,0
299,4,19,12.0,12.0,0.0,0,12.0,0.0,0
300,6,19,15.0,15.0,0.0,0,15.0,0.0,0
301,7,19,28.0,28.0,0.0,0,28.0,0.0,0
302,9,19,8.0,8.0,0.0,0,8.0,0.0,0
303,10,19,31.0,31.0,0.0,0,30.0,-1.0,-1
304,12,19,2.0,2.0,0.0,0,2.0,0.0,0
305,13,19,11.0,11.0,0.0,0,11.0,0.0,0
306,14,19,5.0,5.0,0.0,0,5.0,0.0,0
307,15,19,22.0,22.0,0.0,0,22.0,0.0,0
308,17,19,32.0,32.0,0.0,0,32.0,0.0,0
309,18,19,4.0,4.0,0.0,0,4.0,0.0,0
310,19,19,13.0,13.0,0.0,0,14.0,1.0,1
311,20,19,0.0,0.0,0.0,0,0.0,0.0,0
312,21,19,6.0,6.0,0.0,0,6.0,0.0,0
313,22,19,1.0,1.0,0.0,0,1.0,0.0,0
314,23,19,14.0,14.0,0.0,0,13.0,-1.0,-1
315,24,19,24.0,24.0,0.0,0,25.0,1.0,1
316,25,19,20.0,20.0,0.0,0,20.0,0.0,0
317,26,19,30.0,30.0,0.0,0,31.0,1.0,1
318,27,19,25.0,25.0,0.0,0,24.0,-1.0,-1
319,28,19,10.0,10.0,0.0,0,10.0,0.0,0
320,29,19,17.0,17.0,0.0,0,17.0,0.0,0
321,30,19,16.0,16.0,0.0,0,16.0,0.0,0
322,32,19,18.0,18.0,0.0,0,18.0,0.0,0
323,33,19,19.0,19.0,0.0,0,19.0,0.0,0
324,59,19,26.0,26.0,0.0,0,26.0,0.0,0
325,60,19,29.0,29.0,0.0,0,29.0,0.0,0
326,64,19,23.0,23.0,0.0,0,23.0,0.0,0
327,66,19,27.0,27.0,0.0,0,27.0,0.0,0
328,88,19,21.0,21.0,0.0,0,21.0,0.0,0
329,98,19,9.0,9.0,0.0,0,9.0,0.0,0
330,1,20,3.0,3.0,0.0,0,3.0,0.0,0
331,3,20,7.0,7.0,0.0,0,7.0,0.0,0
332,4,20,12.0,12.0,0.0,0,12.0,0.0,0
333,6,20,15.0,15.0,0.0,0,15.0,0.0,0
334,7,20,28.0,28.0,0.0,0,28.0,0.0,0
335,9,20,8.0,8.0,0.0,0,8.0,0.0,0
336,10,20,31.0,31.0,0.0,0,30.0,-1.0,-1
337,12,20,2.0,2.0,0.0,0,2.0,0.0,0
338,13,20,11.0,11.0,0.0,0,11.0,0.0,0
339,14,20,5.0,5.0,0.0,0,5.0,0.0,0
340,15,20,22.0,22.0,0.0,0,22.0,0.0,0
341,17,20,32.0,32.0,0.0,0,32.0,0.0,0
342,18,20,4.0,4.0,0.0,0,4.0,0.0,0
343,19,20,13.0,13.0,0.0,0,13.0,0.0,0
344,20,20,0.0,0.0,0.0,0,0.0,0.0,0
345,21,20,6.0,6.0,0.0,0,6.0,0.0,0
346,22,20,1.0,1.0,0.0,0,1.0,0.0,0
347,23,20,14.0,14.0,0.0,0,14.0,0.0,0
348,24,20,24.0,24.0,0.0,0,24.0,0.0,0
349,25,20,20.0,20.0,0.0,0,20.0,0.0,0
350,26,20,30.0,30.0,0.0,0,31.0,1.0,1
351,27,20,25.0,25.0,0.0,0,25.0,0.0,0
352,28,20,10.0,10.0,0.0,0,10.0,0.0,0
353,29,20,17.0,17.0,0.0,0,17.0,0.0,0
354,30,20,16.0,16.0,0.0,0,16.0,0.0,0
355,32,20,18.0,18.0,0.0,0,18.0,0.0,0
356,33,20,19.0,19.0,0.0,0,19.0,0.0,0
357,59,20,26.0,26.0,0.0,0,26.0,0.0,0
358,60,20,29.0,29.0,0.0,0,29.0,0.0,0
359,64,20,23.0,23.0,0.0,0,23.0,0.0,0
360,66,20,27.0,27.0,0.0,0,27.0,0.0,0
361,88,20,21.0,21.0,0.0,0,21.0,0.0,0
362,98,20,9.0,9.0,0.0,0,9.0,0.0,0
363,1,21,3.0,3.0,0.0,0,3.0,0.0,0
364,3,21,7.0,7.0,0.0,0,7.0,0.0,0
365,4,21,12.0,12.0,0.0,0,12.0,0.0,0
366,6,21,15.0,15.0,0.0,0,15.0,0.0,0
367,7,21,28.0,28.0,0.0,0,28.0,0.0,0
368,9,21,8.0,8.0,0.0,0,8.0,0.0,0
369,10,21,31.0,31.0,0.0,0,31.0,0.0,0
370,12,21,2.0,2.0,0.0,0,2.0,0.0,0
371,13,21,11.0,11.0,0.0,0,11.0,0.0,0
372,14,21,5.0,5.0,0.0,0,5.0,0.0,0
373,15,21,22.0,22.0,0.0,0,22.0,0.0,0
374,17,21,32.0,32.0,0.0,0,32.0,0.0,0
375,18,21,4.0,4.0,0.0,0,4.0,0.0,0
376,19,21,13.0,14.0,1.0,1,14.0,1.0,1
377,20,21,0.0,0.0,0.0,0,0.0,0.0,0
378,21,21,6.0,6.0,0.0,0,6.0,0.0,0
379,22,21,1.0,1.0,0.0,0,1.0,0.0,0
380,23,21,14.0,13.0,-1.0,-1,13.0,-1.0,-1
381,24,21,24.0,24.0,0.0,0,24.0,0.0,0
382,25,21,20.0,20.0,0.0,0,20.0,0.0,0
383,26,21,30.0,30.0,0.0,0,30.0,0.0,0
384,27,21,25.0,25.0,0.0,0,25.0,0.0,0
385,28,21,10.0,10.0,0.0,0,10.0,0.0,0
386,29,21,17.0,16.0,-1.0,-1,17.0,0.0,0
387,30,21,16.0,17.0,1.0,1,16.0,0.0,0
388,32,21,18.0,18.0,0.0,0,18.0,0.0,0
389,33,21,19.0,19.0,0.0,0,19.0,0.0,0
390,59,21,26.0,26.0,0.0,0,26.0,0.0,0
391,60,21,29.0,29.0,0.0,0,29.0,0.0,0
392,64,21,23.0,23.0,0.0,0,23.0,0.0,0
393,66,21,27.0,27.0,0.0,0,27.0,0.0,0
394,88,21,21.0,21.0,0.0,0,21.0,0.0,0
395,98,21,9.0,9.0,0.0,0,9.0,0.0,0
396,1,22,3.0,3.0,0.0,0,3.0,0.0,0
397,3,22,7.0,7.0,0.0,0,7.0,0.0,0
398,4,22,12.0,12.0,0.0,0,12.0,0.0,0
399,6,22,15.0,15.0,0.0,0,15.0,0.0,0
400,7,22,28.0,28.0,0.0,0,28.0,0.0,0
401,9,22,8.0,8.0,0.0,0,8.0,0.0,0
402,10,22,31.0,31.0,0.0,0,31.0,0.0,0
403,12,22,2.0,2.0,0.0,0,2.0,0.0,0
404,13,22,11.0,11.0,0.0,0,11.0,0.0,0
405,14,22,5.0,5.0,0.0,0,5.0,0.0,0
406,15,22,22.0,22.0,0.0,0,22.0,0.0,0
407,17,22,32.0,32.0,0.0,0,32.0,0.0,0
408,18,22,4.0,4.0,0.0,0,4.0,0.0,0
409,19,22,13.0,14.0,1.0,1,13.0,0.0,0
410,20,22,0.0,0.0,0.0,0,0.0,0.0,0
411,21,22,6.0,6.0,0.0,0,6.0,0.0,0
412,22,22,1.0,1.0,0.0,0,1.0,0.0,0
413,23,22,14.0,13.0,-1.0,-1,14.0,0.0,0
414,24,22,24.0,24.0,0.0,0,24.0,0.0,0
415,25,22,20.0,20.0,0.0,0,20.0,0.0,0
416,26,22,30.0,30.0,0.0,0,30.0,0.0,0
417,27,22,25.0,25.0,0.0,0,25.0,0.0,0
418,28,22,10.0,10.0,0.0,0,10.0,0.0,0
419,29,22,17.0,16.0,-1.0,-1,17.0,0.0,0
420,30,22,16.0,17.0,1.0,1,16.0,0.0,0
421,32,22,18.0,18.0,0.0,0,18.0,0.0,0
422,33,22,19.0,19.0,0.0,0,19.0,0.0,0
423,59,22,26.0,26.0,0.0,0,26.0,0.0,0
424,60,22,29.0,29.0,0.0,0,29.0,0.0,0
425,64,22,23.0,23.0,0.0,0,23.0,0.0,0
426,66,22,27.0,27.0,0.0,0,27.0,0.0,0
427,88,22,21.0,21.0,0.0,0,21.0,0.0,0
428,98,22,9.0,9.0,0.0,0,9.0,0.0,0
429,1,23,3.0,3.0,0.0,0,3.0,0.0,0
430,3,23,7.0,7.0,0.0,0,7.0,0.0,0
431,4,23,12.0,12.0,0.0,0,12.0,0.0,0
432,6,23,15.0,15.0,0.0,0,15.0,0.0,0
433,7,23,28.0,28.0,0.0,0,28.0,0.0,0
434,9,23,8.0,8.0,0.0,0,8.0,0.0,0
435,10,23,31.0,31.0,0.0,0,31.0,0.0,0
436,12,23,2.0,2.0,0.0,0,2.0,0.0,0
437,13,23,11.0,11.0,0.0,0,11.0,0.0,0
438,14,23,5.0,5.0,0.0,0,5.0,0.0,0
439,15,23,22.0,21.0,-1.0,-1,22.0,0.0,0
440,17,23,32.0,32.0,0.0,0,32.0,0.0,0
441,18,23,4.0,4.0,0.0,0,4.0,0.0,0
442,19,23,14.0,14.0,0.0,0,16.0,2.0,1
443,20,23,0.0,0.0,0.0,0,0.0,0.0,0
444,21,23,6.0,6.0,0.0,0,6.0,0.0,0
445,22,23,1.0,1.0,0.0,0,1.0,0.0,0
446,23,23,13.0,13.0,0.0,0,13.0,0.0,0
447,24,23,24.0,24.0,0.0,0,24.0,0.0,0
448,25,23,20.0,20.0,0.0,0,20.0,0.0,0
449,26,23,30.0,30.0,0.0,0,30.0,0.0,0
450,27,23,25.0,25.0,0.0,0,25.0,0.0,0
451,28,23,10.0,10.0,0.0,0,10.0,0.0,0
452,29,23,16.0,16.0,0.0,0,14.0,-2.0,-1
453,30,23,17.0,17.0,0.0,0,17.0,0.0,0
454,32,23,18.0,18.0,0.0,0,18.0,0.0,0
455,33,23,19.0,19.0,0.0,0,19.0,0.0,0
456,59,23,26.0,26.0,0.0,0,26.0,0.0,0
457,60,23,29.0,29.0,0.0,0,29.0,0.0,0
458,64,23,23.0,23.0,0.0,0,23.0,0.0,0
459,66,23,27.0,27.0,0.0,0,27.0,0.0,0
460,88,23,21.0,22.0,1.0,1,21.0,0.0,0
461,98,23,9.0,9.0,0.0,0,9.0,0.0,0
462,1,24,3.0,3.0,0.0,0,3.0,0.0,0
463,3,24,7.0,7.0,0.0,0,7.0,0.0,0
