,carno,startlap,startrank,endrank,diff,sign,pred_endrank,pred_diff,pred_sign
1344,9,51,7.0,7.0,0.0,0,7.0,0.0,0
1345,10,51,24.0,23.0,-1.0,-1,24.0,0.0,0
1346,12,51,3.0,3.0,0.0,0,3.0,0.0,0
1347,13,51,13.0,13.0,0.0,0,13.0,0.0,0
1348,14,51,2.0,2.0,0.0,0,2.0,0.0,0
1349,15,51,16.0,16.0,0.0,0,16.0,0.0,0
1350,17,51,29.0,28.0,-1.0,-1,28.0,-1.0,-1
1351,18,51,9.0,9.0,0.0,0,9.0,0.0,0
1352,19,51,0.0,0.0,0.0,0,0.0,0.0,0
1353,20,51,1.0,1.0,0.0,0,1.0,0.0,0
1354,21,51,6.0,6.0,0.0,0,6.0,0.0,0
1355,22,51,5.0,5.0,0.0,0,5.0,0.0,0
1356,23,51,11.0,11.0,0.0,0,11.0,0.0,0
1357,24,51,19.0,19.0,0.0,0,19.0,0.0,0
1358,25,51,20.0,20.0,0.0,0,20.0,0.0,0
1359,26,51,25.0,29.0,4.0,1,29.0,4.0,1
1360,27,51,21.0,21.0,0.0,0,21.0,0.0,0
1361,28,51,10.0,10.0,0.0,0,10.0,0.0,0
1362,29,51,17.0,17.0,0.0,0,17.0,0.0,0
1363,32,51,30.0,30.0,0.0,0,30.0,0.0,0
1364,59,51,28.0,27.0,-1.0,-1,26.0,-2.0,-1
1365,60,51,23.0,24.0,1.0,1,25.0,2.0,1
1366,64,51,22.0,22.0,0.0,0,22.0,0.0,0
1367,66,51,27.0,25.0,-2.0,-1,27.0,0.0,0
1368,88,51,18.0,18.0,0.0,0,18.0,0.0,0
1369,98,51,12.0,12.0,0.0,0,12.0,0.0,0
1370,1,52,4.0,4.0,0.0,0,4.0,0.0,0
1371,3,52,8.0,8.0,0.0,0,8.0,0.0,0
1372,4,52,15.0,15.0,0.0,0,15.0,0.0,0
1373,6,52,14.0,13.0,-1.0,-1,14.0,0.0,0
1374,7,52,28.0,25.0,-3.0,-1,26.0,-2.0,-1
1375,9,52,7.0,7.0,0.0,0,7.0,0.0,0
1376,10,52,24.0,23.0,-1.0,-1,24.0,0.0,0
1377,12,52,3.0,3.0,0.0,0,3.0,0.0,0
1378,13,52,13.0,14.0,1.0,1,13.0,0.0,0
1379,14,52,2.0,2.0,0.0,0,2.0,0.0,0
1380,15,52,16.0,16.0,0.0,0,16.0,0.0,0
1381,17,52,29.0,28.0,-1.0,-1,28.0,-1.0,-1
1382,18,52,9.0,9.0,0.0,0,9.0,0.0,0
1383,19,52,0.0,0.0,0.0,0,0.0,0.0,0
1384,20,52,1.0,1.0,0.0,0,1.0,0.0,0
1385,21,52,6.0,6.0,0.0,0,6.0,0.0,0
1386,22,52,5.0,5.0,0.0,0,5.0,0.0,0
1387,23,52,11.0,11.0,0.0,0,11.0,0.0,0
1388,24,52,19.0,19.0,0.0,0,20.0,1.0,1
1389,25,52,20.0,21.0,1.0,1,19.0,-1.0,-1
1390,26,52,27.0,29.0,2.0,1,29.0,2.0,1
1391,27,52,21.0,20.0,-1.0,-1,21.0,0.0,0
1392,28,52,10.0,10.0,0.0,0,10.0,0.0,0
1393,29,52,17.0,17.0,0.0,0,17.0,0.0,0
1394,32,52,30.0,30.0,0.0,0,30.0,0.0,0
1395,59,52,22.0,27.0,5.0,1,22.0,0.0,0
1396,60,52,25.0,24.0,-1.0,-1,25.0,0.0,0
1397,64,52,23.0,22.0,-1.0,-1,23.0,0.0,0
1398,66,52,26.0,26.0,0.0,0,27.0,1.0,1
1399,88,52,18.0,18.0,0.0,0,18.0,0.0,0
1400,98,52,12.0,12.0,0.0,0,12.0,0.0,0
1401,1,53,4.0,3.0,-1.0,-1,4.0,0.0,0
1402,3,53,8.0,6.0,-2.0,-1,8.0,0.0,0
1403,4,53,15.0,15.0,0.0,0,15.0,0.0,0
1404,6,53,14.0,13.0,-1.0,-1,14.0,0.0,0
1405,7,53,26.0,24.0,-2.0,-1,26.0,0.0,0
1406,9,53,7.0,8.0,1.0,1,7.0,0.0,0
1407,10,53,23.0,23.0,0.0,0,23.0,0.0,0
1408,12,53,3.0,5.0,2.0,1,3.0,0.0,0
1409,13,53,13.0,14.0,1.0,1,13.0,0.0,0
1410,14,53,2.0,1.0,-1.0,-1,2.0,0.0,0
1411,15,53,16.0,16.0,0.0,0,16.0,0.0,0
1412,17,53,28.0,28.0,0.0,0,28.0,0.0,0
1413,18,53,9.0,11.0,2.0,1,9.0,0.0,0
1414,19,53,0.0,2.0,2.0,1,0.0,0.0,0
1415,20,53,1.0,0.0,-1.0,-1,1.0,0.0,0
1416,21,53,6.0,7.0,1.0,1,6.0,0.0,0
1417,22,53,5.0,4.0,-1.0,-1,5.0,0.0,0
1418,23,53,11.0,12.0,1.0,1,11.0,0.0,0
1419,24,53,19.0,19.0,0.0,0,19.0,0.0,0
1420,25,53,20.0,21.0,1.0,1,20.0,0.0,0
1421,26,53,29.0,29.0,0.0,0,29.0,0.0,0
1422,27,53,21.0,20.0,-1.0,-1,21.0,0.0,0
1423,28,53,10.0,9.0,-1.0,-1,10.0,0.0,0
1424,29,53,17.0,17.0,0.0,0,17.0,0.0,0
1425,32,53,30.0,30.0,0.0,0,30.0,0.0,0
1426,59,53,27.0,27.0,0.0,0,27.0,0.0,0
1427,60,53,24.0,26.0,2.0,1,24.0,0.0,0
1428,64,53,22.0,22.0,0.0,0,22.0,0.0,0
1429,66,53,25.0,25.0,0.0,0,25.0,0.0,0
1430,88,53,18.0,18.0,0.0,0,18.0,0.0,0
1431,98,53,12.0,10.0,-2.0,-1,12.0,0.0,0
1432,1,54,4.0,2.0,-2.0,-1,6.0,2.0,1
1433,3,54,8.0,6.0,-2.0,-1,9.0,1.0,1
1434,4,54,15.0,14.0,-1.0,-1,15.0,0.0,0
1435,6,54,13.0,12.0,-1.0,-1,14.0,1.0,1
1436,7,54,25.0,26.0,1.0,1,25.0,0.0,0
1437,9,54,7.0,10.0,3.0,1,7.0,0.0,0
1438,10,54,23.0,23.0,0.0,0,23.0,0.0,0
1439,12,54,3.0,5.0,2.0,1,3.0,0.0,0
1440,13,54,14.0,15.0,1.0,1,13.0,-1.0,-1
1441,14,54,2.0,1.0,-1.0,-1,1.0,-1.0,-1
1442,15,54,16.0,17.0,1.0,1,16.0,0.0,0
1443,17,54,28.0,27.0,-1.0,-1,28.0,0.0,0
1444,18,54,9.0,11.0,2.0,1,8.0,-1.0,-1
1445,19,54,0.0,4.0,4.0,1,0.0,0.0,0
1446,20,54,1.0,0.0,-1.0,-1,2.0,1.0,1
1447,21,54,6.0,7.0,1.0,1,5.0,-1.0,-1
1448,22,54,5.0,3.0,-2.0,-1,4.0,-1.0,-1
1449,23,54,11.0,13.0,2.0,1,12.0,1.0,1
1450,24,54,19.0,18.0,-1.0,-1,19.0,0.0,0
1451,25,54,21.0,21.0,0.0,0,21.0,0.0,0
1452,26,54,29.0,29.0,0.0,0,29.0,0.0,0
1453,27,54,20.0,20.0,0.0,0,20.0,0.0,0
1454,28,54,10.0,8.0,-2.0,-1,10.0,0.0,0
1455,29,54,17.0,16.0,-1.0,-1,17.0,0.0,0
1456,32,54,30.0,30.0,0.0,0,30.0,0.0,0
1457,59,54,27.0,28.0,1.0,1,27.0,0.0,0
1458,60,54,24.0,25.0,1.0,1,24.0,0.0,0
1459,64,54,22.0,22.0,0.0,0,22.0,0.0,0
1460,66,54,26.0,24.0,-2.0,-1,26.0,0.0,0
1461,88,54,18.0,19.0,1.0,1,18.0,0.0,0
1462,98,54,12.0,9.0,-3.0,-1,11.0,-1.0,-1
1463,1,55,3.0,2.0,-1.0,-1,3.0,0.0,0
1464,3,55,6.0,6.0,0.0,0,6.0,0.0,0
1465,4,55,15.0,14.0,-1.0,-1,15.0,0.0,0
1466,6,55,13.0,12.0,-1.0,-1,13.0,0.0,0
1467,7,55,23.0,25.0,2.0,1,23.0,0.0,0
1468,9,55,8.0,10.0,2.0,1,7.0,-1.0,-1
1469,12,55,5.0,5.0,0.0,0,4.0,-1.0,-1
1470,13,55,14.0,15.0,1.0,1,14.0,0.0,0
1471,14,55,1.0,1.0,0.0,0,1.0,0.0,0
1472,15,55,16.0,17.0,1.0,1,16.0,0.0,0
1473,17,55,27.0,26.0,-1.0,-1,27.0,0.0,0
1474,18,55,11.0,11.0,0.0,0,12.0,1.0,1
1475,19,55,2.0,4.0,2.0,1,2.0,0.0,0
1476,20,55,0.0,0.0,0.0,0,0.0,0.0,0
1477,21,55,7.0,7.0,0.0,0,8.0,1.0,1
1478,22,55,4.0,3.0,-1.0,-1,5.0,1.0,1
1479,23,55,12.0,13.0,1.0,1,9.0,-3.0,-1
1480,24,55,19.0,18.0,-1.0,-1,18.0,-1.0,-1
1481,25,55,21.0,22.0,1.0,1,21.0,0.0,0
1482,26,55,28.0,28.0,0.0,0,28.0,0.0,0
1483,27,55,20.0,19.0,-1.0,-1,20.0,0.0,0
1484,28,55,9.0,8.0,-1.0,-1,10.0,1.0,1
1485,29,55,17.0,16.0,-1.0,-1,17.0,0.0,0
1486,32,55,29.0,29.0,0.0,0,29.0,0.0,0
1487,59,55,26.0,27.0,1.0,1,26.0,0.0,0
1488,60,55,25.0,24.0,-1.0,-1,25.0,0.0,0
1489,64,55,22.0,20.0,-2.0,-1,22.0,0.0,0
1490,66,55,24.0,23.0,-1.0,-1,24.0,0.0,0
1491,88,55,18.0,21.0,3.0,1,19.0,1.0,1
1492,98,55,10.0,9.0,-1.0,-1,11.0,1.0,1
1493,1,56,2.0,2.0,0.0,0,2.0,0.0,0
1494,3,56,6.0,6.0,0.0,0,8.0,2.0,1
1495,4,56,14.0,14.0,0.0,0,15.0,1.0,1
1496,6,56,12.0,12.0,0.0,0,11.0,-1.0,-1
1497,7,56,25.0,25.0,0.0,0,26.0,1.0,1
1498,9,56,10.0,10.0,0.0,0,10.0,0.0,0
1499,12,56,5.0,5.0,0.0,0,5.0,0.0,0
1500,13,56,15.0,15.0,0.0,0,16.0,1.0,1
1501,14,56,1.0,1.0,0.0,0,1.0,0.0,0
1502,15,56,17.0,17.0,0.0,0,17.0,0.0,0
1503,17,56,26.0,26.0,0.0,0,24.0,-2.0,-1
1504,18,56,11.0,11.0,0.0,0,12.0,1.0,1
1505,19,56,4.0,4.0,0.0,0,3.0,-1.0,-1
1506,20,56,0.0,0.0,0.0,0,0.0,0.0,0
1507,21,56,7.0,7.0,0.0,0,7.0,0.0,0
1508,22,56,3.0,3.0,0.0,0,4.0,1.0,1
1509,23,56,13.0,13.0,0.0,0,13.0,0.0,0
1510,24,56,18.0,18.0,0.0,0,18.0,0.0,0
1511,25,56,21.0,22.0,1.0,1,20.0,-1.0,-1
1512,26,56,28.0,28.0,0.0,0,28.0,0.0,0
1513,27,56,20.0,19.0,-1.0,-1,21.0,1.0,1
1514,28,56,8.0,8.0,0.0,0,6.0,-2.0,-1
1515,29,56,16.0,16.0,0.0,0,14.0,-2.0,-1
1516,32,56,29.0,29.0,0.0,0,29.0,0.0,0
1517,59,56,27.0,27.0,0.0,0,27.0,0.0,0
1518,60,56,24.0,24.0,0.0,0,25.0,1.0,1
1519,64,56,22.0,20.0,-2.0,-1,19.0,-3.0,-1
1520,66,56,23.0,23.0,0.0,0,23.0,0.0,0
1521,88,56,19.0,21.0,2.0,1,22.0,3.0,1
1522,98,56,9.0,9.0,0.0,0,9.0,0.0,0
1523,1,57,2.0,2.0,0.0,0,2.0,0.0,0
1524,3,57,6.0,6.0,0.0,0,6.0,0.0,0
1525,4,57,14.0,14.0,0.0,0,14.0,0.0,0
1526,6,57,12.0,12.0,0.0,0,12.0,0.0,0
1527,7,57,25.0,28.0,3.0,1,26.0,1.0,1
1528,9,57,10.0,10.0,0.0,0,10.0,0.0,0
1529,12,57,5.0,5.0,0.0,0,4.0,-1.0,-1
1530,13,57,15.0,15.0,0.0,0,15.0,0.0,0
1531,14,57,1.0,1.0,0.0,0,1.0,0.0,0
1532,15,57,17.0,17.0,0.0,0,17.0,0.0,0
1533,17,57,26.0,24.0,-2.0,-1,24.0,-2.0,-1
1534,18,57,11.0,11.0,0.0,0,11.0,0.0,0
1535,19,57,4.0,4.0,0.0,0,5.0,1.0,1
1536,20,57,0.0,0.0,0.0,0,0.0,0.0,0
1537,21,57,7.0,7.0,0.0,0,7.0,0.0,0
1538,22,57,3.0,3.0,0.0,0,3.0,0.0,0
1539,23,57,13.0,13.0,0.0,0,13.0,0.0,0
1540,24,57,18.0,18.0,0.0,0,19.0,1.0,1
1541,25,57,22.0,21.0,-1.0,-1,23.0,1.0,1
1542,26,57,28.0,25.0,-3.0,-1,25.0,-3.0,-1
1543,27,57,19.0,19.0,0.0,0,20.0,1.0,1
1544,28,57,8.0,8.0,0.0,0,8.0,0.0,0
1545,29,57,16.0,16.0,0.0,0,16.0,0.0,0
1546,32,57,29.0,29.0,0.0,0,29.0,0.0,0
1547,59,57,27.0,26.0,-1.0,-1,28.0,1.0,1
1548,60,57,24.0,23.0,-1.0,-1,22.0,-2.0,-1
1549,64,57,20.0,20.0,0.0,0,18.0,-2.0,-1
1550,66,57,23.0,22.0,-1.0,-1,21.0,-2.0,-1
1551,88,57,21.0,27.0,6.0,1,27.0,6.0,1
1552,98,57,9.0,9.0,0.0,0,9.0,0.0,0
1553,1,58,2.0,2.0,0.0,0,2.0,0.0,0
1554,3,58,6.0,6.0,0.0,0,6.0,0.0,0
1555,4,58,14.0,14.0,0.0,0,13.0,-1.0,-1
1556,6,58,12.0,12.0,0.0,0,14.0,2.0,1
1557,7,58,25.0,27.0,2.0,1,27.0,2.0,1
1558,9,58,10.0,10.0,0.0,0,10.0,0.0,0
1559,12,58,5.0,5.0,0.0,0,5.0,0.0,0
1560,13,58,15.0,15.0,0.0,0,15.0,0.0,0
1561,14,58,1.0,1.0,0.0,0,1.0,0.0,0
1562,15,58,17.0,17.0,0.0,0,16.0,-1.0,-1
1563,17,58,26.0,24.0,-2.0,-1,24.0,-2.0,-1
1564,18,58,11.0,11.0,0.0,0,11.0,0.0,0
1565,19,58,4.0,4.0,0.0,0,4.0,0.0,0
1566,20,58,0.0,0.0,0.0,0,0.0,0.0,0
1567,21,58,7.0,7.0,0.0,0,7.0,0.0,0
1568,22,58,3.0,3.0,0.0,0,3.0,0.0,0
1569,23,58,13.0,13.0,0.0,0,12.0,-1.0,-1
1570,24,58,18.0,18.0,0.0,0,18.0,0.0,0
1571,25,58,22.0,21.0,-1.0,-1,21.0,-1.0,-1
1572,26,58,28.0,25.0,-3.0,-1,25.0,-3.0,-1
1573,27,58,19.0,19.0,0.0,0,19.0,0.0,0
1574,28,58,8.0,8.0,0.0,0,8.0,0.0,0
1575,29,58,16.0,16.0,0.0,0,17.0,1.0,1
1576,32,58,29.0,29.0,0.0,0,29.0,0.0,0
1577,59,58,27.0,28.0,1.0,1,28.0,1.0,1
1578,60,58,24.0,23.0,-1.0,-1,23.0,-1.0,-1
1579,64,58,20.0,20.0,0.0,0,20.0,0.0,0
1580,66,58,23.0,22.0,-1.0,-1,22.0,-1.0,-1
1581,88,58,21.0,26.0,5.0,1,26.0,5.0,1
1582,98,58,9.0,9.0,0.0,0,9.0,0.0,0
1583,1,59,2.0,2.0,0.0,0,2.0,0.0,0
1584,3,59,6.0,6.0,0.0,0,6.0,0.0,0
1585,4,59,14.0,14.0,0.0,0,14.0,0.0,0
1586,6,59,12.0,12.0,0.0,0,12.0,0.0,0
1587,7,59,28.0,27.0,-1.0,-1,27.0,-1.0,-1
1588,9,59,10.0,10.0,0.0,0,10.0,0.0,0
1589,12,59,5.0,5.0,0.0,0,4.0,-1.0,-1
1590,13,59,15.0,15.0,0.0,0,15.0,0.0,0
1591,14,59,1.0,1.0,0.0,0,1.0,0.0,0
1592,15,59,17.0,17.0,0.0,0,17.0,0.0,0
1593,17,59,24.0,24.0,0.0,0,23.0,-1.0,-1
1594,18,59,11.0,11.0,0.0,0,11.0,0.0,0
1595,19,59,4.0,4.0,0.0,0,5.0,1.0,1
1596,20,59,0.0,0.0,0.0,0,0.0,0.0,0
1597,21,59,7.0,7.0,0.0,0,7.0,0.0,0
1598,22,59,3.0,3.0,0.0,0,3.0,0.0,0
1599,23,59,13.0,13.0,0.0,0,13.0,0.0,0
1600,24,59,18.0,18.0,0.0,0,18.0,0.0,0
1601,25,59,21.0,21.0,0.0,0,21.0,0.0,0
1602,26,59,25.0,25.0,0.0,0,25.0,0.0,0
1603,27,59,19.0,19.0,0.0,0,19.0,0.0,0
1604,28,59,8.0,8.0,0.0,0,8.0,0.0,0
1605,29,59,16.0,16.0,0.0,0,16.0,0.0,0
1606,32,59,29.0,29.0,0.0,0,29.0,0.0,0
1607,59,59,26.0,28.0,2.0,1,28.0,2.0,1
1608,60,59,23.0,23.0,0.0,0,24.0,1.0,1
1609,64,59,20.0,20.0,0.0,0,20.0,0.0,0
1610,66,59,22.0,22.0,0.0,0,22.0,0.0,0
1611,88,59,27.0,26.0,-1.0,-1,26.0,-1.0,-1
1612,98,59,9.0,9.0,0.0,0,9.0,0.0,0
1613,1,60,2.0,2.0,0.0,0,2.0,0.0,0
1614,3,60,6.0,6.0,0.0,0,6.0,0.0,0
1615,4,60,14.0,14.0,0.0,0,14.0,0.0,0
1616,6,60,12.0,12.0,0.0,0,12.0,0.0,0
1617,7,60,27.0,27.0,0.0,0,27.0,0.0,0
1618,9,60,10.0,10.0,0.0,0,10.0,0.0,0
1619,12,60,5.0,5.0,0.0,0,5.0,0.0,0
1620,13,60,15.0,15.0,0.0,0,15.0,0.0,0
1621,14,60,1.0,0.0,-1.0,-1,1.0,0.0,0
1622,15,60,17.0,17.0,0.0,0,17.0,0.0,0
1623,17,60,24.0,25.0,1.0,1,24.0,0.0,0
1624,18,60,11.0,11.0,0.0,0,11.0,0.0,0
1625,19,60,4.0,4.0,0.0,0,4.0,0.0,0
1626,20,60,0.0,1.0,1.0,1,0.0,0.0,0
1627,21,60,7.0,7.0,0.0,0,7.0,0.0,0
1628,22,60,3.0,3.0,0.0,0,3.0,0.0,0
1629,23,60,13.0,13.0,0.0,0,13.0,0.0,0
1630,24,60,18.0,19.0,1.0,1,18.0,0.0,0
1631,25,60,21.0,21.0,0.0,0,21.0,0.0,0
1632,26,60,25.0,26.0,1.0,1,26.0,1.0,1
1633,27,60,19.0,18.0,-1.0,-1,19.0,0.0,0
1634,28,60,8.0,8.0,0.0,0,8.0,0.0,0
1635,29,60,16.0,16.0,0.0,0,16.0,0.0,0
1636,32,60,29.0,29.0,0.0,0,29.0,0.0,0
1637,59,60,28.0,28.0,0.0,0,28.0,0.0,0
1638,60,60,23.0,23.0,0.0,0,23.0,0.0,0
1639,64,60,20.0,20.0,0.0,0,20.0,0.0,0
1640,66,60,22.0,22.0,0.0,0,22.0,0.0,0
1641,88,60,26.0,24.0,-2.0,-1,25.0,-1.0,-1
1642,98,60,9.0,9.0,0.0,0,9.0,0.0,0
1643,1,61,2.0,2.0,0.0,0,2.0,0.0,0
1644,3,61,6.0,5.0,-1.0,-1,6.0,0.0,0
1645,4,61,14.0,14.0,0.0,0,14.0,0.0,0
1646,6,61,12.0,13.0,1.0,1,12.0,0.0,0
1647,7,61,27.0,27.0,0.0,0,27.0,0.0,0
1648,9,61,10.0,10.0,0.0,0,10.0,0.0,0
1649,12,61,5.0,4.0,-1.0,-1,5.0,0.0,0
1650,13,61,15.0,15.0,0.0,0,15.0,0.0,0
1651,14,61,1.0,0.0,-1.0,-1,1.0,0.0,0
1652,15,61,17.0,18.0,1.0,1,17.0,0.0,0
1653,17,61,24.0,25.0,1.0,1,24.0,0.0,0
1654,18,61,11.0,11.0,0.0,0,11.0,0.0,0
1655,19,61,4.0,6.0,2.0,1,4.0,0.0,0
1656,20,61,0.0,1.0,1.0,1,0.0,0.0,0
1657,21,61,7.0,7.0,0.0,0,7.0,0.0,0
1658,22,61,3.0,3.0,0.0,0,3.0,0.0,0
1659,23,61,13.0,12.0,-1.0,-1,13.0,0.0,0
1660,24,61,18.0,19.0,1.0,1,18.0,0.0,0
1661,25,61,21.0,21.0,0.0,0,21.0,0.0,0
1662,26,61,25.0,26.0,1.0,1,25.0,0.0,0
1663,27,61,19.0,17.0,-2.0,-1,19.0,0.0,0
1664,28,61,8.0,8.0,0.0,0,8.0,0.0,0
1665,29,61,16.0,16.0,0.0,0,16.0,0.0,0
1666,32,61,29.0,29.0,0.0,0,29.0,0.0,0
1667,59,61,28.0,28.0,0.0,0,28.0,0.0,0
1668,60,61,23.0,23.0,0.0,0,22.0,-1.0,-1
1669,64,61,20.0,20.0,0.0,0,20.0,0.0,0
1670,66,61,22.0,22.0,0.0,0,23.0,1.0,1
1671,88,61,26.0,24.0,-2.0,-1,26.0,0.0,0
1672,98,61,9.0,9.0,0.0,0,9.0,0.0,0
1673,1,62,2.0,2.0,0.0,0,3.0,1.0,1
1674,3,62,6.0,5.0,-1.0,-1,9.0,3.0,1
1675,4,62,14.0,14.0,0.0,0,14.0,0.0,0
1676,6,62,12.0,13.0,1.0,1,8.0,-4.0,-1
1677,7,62,27.0,27.0,0.0,0,27.0,0.0,0
1678,9,62,10.0,10.0,0.0,0,11.0,1.0,1
1679,12,62,5.0,4.0,-1.0,-1,7.0,2.0,1
1680,13,62,15.0,15.0,0.0,0,16.0,1.0,1
1681,14,62,0.0,1.0,1.0,1,1.0,1.0,1
1682,15,62,17.0,18.0,1.0,1,15.0,-2.0,-1
1683,17,62,25.0,25.0,0.0,0,25.0,0.0,0
1684,18,62,11.0,11.0,0.0,0,12.0,1.0,1
1685,19,62,4.0,6.0,2.0,1,2.0,-2.0,-1
1686,20,62,1.0,0.0,-1.0,-1,0.0,-1.0,-1
1687,21,62,7.0,8.0,1.0,1,10.0,3.0,1
1688,22,62,3.0,3.0,0.0,0,4.0,1.0,1
1689,23,62,13.0,12.0,-1.0,-1,13.0,0.0,0
1690,24,62,19.0,19.0,0.0,0,19.0,0.0,0
1691,25,62,21.0,22.0,1.0,1,21.0,0.0,0
1692,26,62,26.0,26.0,0.0,0,24.0,-2.0,-1
1693,27,62,18.0,17.0,-1.0,-1,18.0,0.0,0
1694,28,62,8.0,7.0,-1.0,-1,5.0,-3.0,-1
1695,29,62,16.0,16.0,0.0,0,17.0,1.0,1
1696,32,62,29.0,29.0,0.0,0,29.0,0.0,0
1697,59,62,28.0,28.0,0.0,0,28.0,0.0,0
1698,60,62,23.0,23.0,0.0,0,23.0,0.0,0
1699,64,62,20.0,20.0,0.0,0,20.0,0.0,0
1700,66,62,22.0,21.0,-1.0,-1,22.0,0.0,0
1701,88,62,24.0,24.0,0.0,0,26.0,2.0,1
1702,98,62,9.0,9.0,0.0,0,6.0,-3.0,-1
1703,1,63,2.0,2.0,0.0,0,2.0,0.0,0
1704,3,63,5.0,5.0,0.0,0,5.0,0.0,0
1705,4,63,14.0,14.0,0.0,0,14.0,0.0,0
1706,6,63,13.0,13.0,0.0,0,13.0,0.0,0
1707,7,63,27.0,27.0,0.0,0,27.0,0.0,0
1708,9,63,10.0,10.0,0.0,0,10.0,0.0,0
1709,12,63,4.0,4.0,0.0,0,4.0,0.0,0
1710,13,63,15.0,15.0,0.0,0,15.0,0.0,0
1711,14,63,0.0,1.0,1.0,1,1.0,1.0,1
1712,15,63,18.0,18.0,0.0,0,18.0,0.0,0
1713,17,63,25.0,25.0,0.0,0,24.0,-1.0,-1
1714,18,63,11.0,11.0,0.0,0,12.0,1.0,1
1715,19,63,6.0,6.0,0.0,0,6.0,0.0,0
1716,20,63,1.0,0.0,-1.0,-1,0.0,-1.0,-1
1717,21,63,7.0,8.0,1.0,1,7.0,0.0,0
1718,22,63,3.0,3.0,0.0,0,3.0,0.0,0
1719,23,63,12.0,12.0,0.0,0,11.0,-1.0,-1
1720,24,63,19.0,19.0,0.0,0,19.0,0.0,0
1721,25,63,21.0,22.0,1.0,1,21.0,0.0,0
1722,26,63,26.0,26.0,0.0,0,26.0,0.0,0
1723,27,63,17.0,17.0,0.0,0,17.0,0.0,0
1724,28,63,8.0,7.0,-1.0,-1,8.0,0.0,0
1725,29,63,16.0,16.0,0.0,0,16.0,0.0,0
1726,32,63,29.0,29.0,0.0,0,29.0,0.0,0
1727,59,63,28.0,28.0,0.0,0,28.0,0.0,0
1728,60,63,23.0,23.0,0.0,0,23.0,0.0,0
1729,64,63,20.0,20.0,0.0,0,20.0,0.0,0
1730,66,63,22.0,21.0,-1.0,-1,22.0,0.0,0
1731,88,63,24.0,24.0,0.0,0,25.0,1.0,1
1732,98,63,9.0,9.0,0.0,0,9.0,0.0,0
1733,1,64,2.0,2.0,0.0,0,2.0,0.0,0
1734,3,64,5.0,5.0,0.0,0,5.0,0.0,0
1735,4,64,14.0,14.0,0.0,0,14.0,0.0,0
1736,6,64,13.0,13.0,0.0,0,13.0,0.0,0
1737,7,64,27.0,27.0,0.0,0,26.0,-1.0,-1
1738,9,64,10.0,10.0,0.0,0,10.0,0.0,0
1739,12,64,4.0,4.0,0.0,0,4.0,0.0,0
1740,13,64,15.0,15.0,0.0,0,15.0,0.0,0
1741,14,64,1.0,1.0,0.0,0,1.0,0.0,0
1742,15,64,18.0,18.0,0.0,0,18.0,0.0,0
1743,17,64,25.0,25.0,0.0,0,25.0,0.0,0
1744,18,64,11.0,11.0,0.0,0,11.0,0.0,0
1745,19,64,6.0,6.0,0.0,0,6.0,0.0,0
1746,20,64,0.0,0.0,0.0,0,0.0,0.0,0
1747,21,64,8.0,8.0,0.0,0,8.0,0.0,0
1748,22,64,3.0,3.0,0.0,0,3.0,0.0,0
1749,23,64,12.0,12.0,0.0,0,12.0,0.0,0
1750,24,64,19.0,19.0,0.0,0,19.0,0.0,0
1751,25,64,22.0,22.0,0.0,0,22.0,0.0,0
1752,26,64,26.0,26.0,0.0,0,27.0,1.0,1
1753,27,64,17.0,17.0,0.0,0,17.0,0.0,0
1754,28,64,7.0,7.0,0.0,0,7.0,0.0,0
1755,29,64,16.0,16.0,0.0,0,16.0,0.0,0
1756,32,64,29.0,29.0,0.0,0,29.0,0.0,0
1757,59,64,28.0,28.0,0.0,0,28.0,0.0,0
1758,60,64,23.0,23.0,0.0,0,23.0,0.0,0
1759,64,64,20.0,20.0,0.0,0,20.0,0.0,0
1760,66,64,21.0,21.0,0.0,0,21.0,0.0,0
1761,88,64,24.0,24.0,0.0,0,24.0,0.0,0
1762,98,64,9.0,9.0,0.0,0,9.0,0.0,0
1763,1,65,2.0,2.0,0.0,0,2.0,0.0,0
1764,3,65,5.0,5.0,0.0,0,5.0,0.0,0
1765,4,65,14.0,14.0,0.0,0,13.0,-1.0,-1
1766,6,65,13.0,13.0,0.0,0,14.0,1.0,1
1767,7,65,26.0,26.0,0.0,0,26.0,0.0,0
1768,9,65,10.0,10.0,0.0,0,10.0,0.0,0
1769,12,65,4.0,4.0,0.0,0,4.0,0.0,0
1770,14,65,1.0,1.0,0.0,0,1.0,0.0,0
1771,15,65,17.0,17.0,0.0,0,17.0,0.0,0
1772,17,65,24.0,24.0,0.0,0,24.0,0.0,0
1773,18,65,11.0,11.0,0.0,0,11.0,0.0,0
1774,19,65,6.0,6.0,0.0,0,7.0,1.0,1
1775,20,65,0.0,0.0,0.0,0,0.0,0.0,0
1776,21,65,8.0,8.0,0.0,0,8.0,0.0,0
1777,22,65,3.0,3.0,0.0,0,3.0,0.0,0
1778,23,65,12.0,12.0,0.0,0,12.0,0.0,0
1779,24,65,18.0,18.0,0.0,0,18.0,0.0,0
1780,25,65,21.0,21.0,0.0,0,21.0,0.0,0
1781,26,65,25.0,25.0,0.0,0,25.0,0.0,0
1782,27,65,16.0,16.0,0.0,0,16.0,0.0,0
1783,28,65,7.0,7.0,0.0,0,6.0,-1.0,-1
1784,29,65,15.0,15.0,0.0,0,15.0,0.0,0
