,target,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all,laptime_green_mean_prev,laptime_green_std_prev,laptime_green_mean_all,laptime_green_std_all,laptime_mean_prev,laptime_std_prev,laptime_mean_all,laptime_std_all,laps_prev,laps_after_last_pitstop,pittime_prev,prev_nb0_change_in_rank,prev_nb1_change_in_rank,prev_nb2_change_in_rank,follow_nb0_change_in_rank,follow_nb1_change_in_rank,follow_nb2_change_in_rank
12,-4,0,2,6,1,0,5,24,0.7272727272727273,0,0,11.774193548387096,11.468531468531468,-1,3.1666666666666665,-8,-1.8,42.797738709677404,5.920261510444446,43.32111653543306,7.873932468402982,42.797738709677404,5.920261510444446,48.46579370629371,18.126447144262347,31,31,63.83645,0,0,0,0,0,0
14,-3,0,3,1,1,0,8,7,0.21212121212121213,0,0,6.21875,6.21875,-1,-1.0,0,0.0,44.066344827586214,10.331536743442088,44.066344827586214,10.331536743442088,49.781359375,22.54864861822183,49.781359375,22.54864861822183,32,32,65.13645,0,0,0,0,0,0
15,-2,0,3,2,1,1,8,4,0.12121212121212122,1,0,5.038461538461538,5.689655172413793,-3,-2.0,0,0.0,45.719976470588236,10.748806727508349,44.6774695652174,10.518009355569921,59.515907692307685,23.944031654302677,54.1451224137931,23.684601094149343,26,26,61.6129,0,0,0,0,0,0
16,5,0,3,3,1,0,8,2,0.06060606060606061,1,0,6.823529411764706,6.108695652173913,-2,-2.0,1,-0.5,42.36862580645161,6.677566282612914,43.74793506493507,9.237080474950865,47.10970294117647,16.5697127571838,51.54507608695651,21.602018371576992,34,34,93.0804,0,0,0,0,0,0
17,0,0,3,4,1,0,8,7,0.21212121212121213,0,0,5.161290322580645,5.869918699186992,5,-0.25,7,2.0,42.55787741935484,5.408205436765907,43.40634444444446,8.337738958298491,42.55787741935484,5.408205436765907,49.28000975609756,19.27782726523817,31,31,61.4985,0,0,0,0,0,0
18,-3,0,3,5,1,0,8,7,0.21212121212121213,0,0,4.548387096774194,5.603896103896104,0,-0.2,-5,0.25,42.60162258064516,5.258140707433336,43.22687410071942,7.764806851571192,42.60162258064516,5.258140707433336,47.93565909090909,17.594356700560926,31,31,61.01615,0,0,0,0,0,0
20,-17,0,5,1,1,0,4,23,0.696969696969697,0,0,4.366666666666666,4.366666666666666,19,19.0,0,0.0,44.530011111111115,11.647688994542234,44.530011111111115,11.647688994542234,50.47935333333334,23.422306450386614,50.47935333333334,23.422306450386614,30,30,66.87935,0,0,0,0,0,0
21,5,0,5,2,1,1,4,6,0.18181818181818182,0,0,9.821428571428571,7.0,-17,1.0,0,0.0,45.21285789473685,9.92598633387798,44.81205652173913,10.974508716956056,58.26636428571427,23.19296493129843,54.2386,23.63439685667831,28,28,61.91930000000001,0,0,0,0,0,0
22,0,0,5,3,1,0,4,11,0.3333333333333333,0,0,6.03030303030303,6.648351648351649,5,2.3333333333333335,22,-7.0,42.336700000000015,6.614235498327326,43.83494210526316,9.572394898067198,47.23269090909091,16.773709132365152,51.69799560439561,21.66555504753024,33,33,92.9792,0,0,0,0,0,0
23,1,0,5,4,1,0,4,11,0.3333333333333333,0,0,5.0,6.229508196721311,0,1.75,-5,-6.333333333333333,42.5666677419355,5.400206947192656,43.46749813084113,8.594381635968315,42.5666677419355,5.400206947192656,49.37774016393442,19.321929390672686,31,31,61.24325,0,0,0,0,0,0
24,3,0,5,5,1,0,4,12,0.36363636363636365,0,0,5.193548387096774,6.019607843137255,1,1.6,1,-4.5,42.65033870967743,5.2450817573305955,43.28393333333334,7.972902879312332,42.65033870967743,5.2450817573305955,48.01467189542484,17.623267935497502,31,31,60.773399999999995,0,0,0,0,0,0
27,6,0,7,1,1,0,15,17,0.5151515151515151,0,0,20.25,20.25,2,2.0,0,0.0,43.67415862068965,8.541225431279923,43.67415862068965,8.541225431279923,49.755034375,22.83567024634389,49.755034375,22.83567024634389,32,32,63.78995,0,0,0,0,0,0
28,-14,0,7,2,1,1,15,23,0.696969696969697,0,0,24.346153846153847,22.086206896551722,6,4.0,0,0.0,45.750943750000005,9.285134040629728,44.412571111111106,8.868815590361098,59.965042307692315,25.097543608399562,54.33193448275862,24.41007097801171,26,26,63.04775,0,0,0,0,0,0
29,10,0,7,3,1,0,15,9,0.2727272727272727,0,0,22.176470588235293,22.119565217391305,-14,-2.0,-20,-8.0,42.12839677419355,4.991452300941104,43.48086842105264,7.615457997600228,46.83605588235293,16.07921498914581,51.56171847826087,22.00646441679338,34,34,92.26485,0,0,0,0,0,0
30,-3,0,7,4,1,0,15,19,0.5757575757575758,0,0,16.93103448275862,20.876033057851238,10,1.0,24,2.6666666666666665,42.524141379310336,5.327574898680109,43.216629523809516,7.071038824211708,42.524141379310336,5.327574898680109,49.39568760330579,19.745957241493866,29,29,61.31425,0,0,0,0,0,0
31,13,0,7,5,1,0,15,16,0.48484848484848486,0,0,15.03225806451613,19.68421052631579,-3,0.2,-13,-1.25,42.611654838709676,5.078412666206148,43.07873088235294,6.674256475294972,42.611654838709676,5.078412666206148,48.01210197368421,17.975400179336724,31,31,61.20965,0,0,0,0,0,0
33,4,0,8,1,1,0,23,15,0.45454545454545453,0,0,16.1875,16.1875,-8,-8.0,0,0.0,43.5198275862069,8.249288509169434,43.5198275862069,8.249288509169434,49.51941875,22.518723161730293,49.51941875,22.518723161730293,32,32,60.8947,0,0,0,0,0,0
34,5,0,8,2,1,1,23,19,0.5757575757575758,0,0,20.23076923076923,18.0,4,-2.0,0,0.0,45.7526875,9.692814791630125,44.31373333333333,8.854490803980644,59.85064230769231,23.24336650840362,54.15065689655172,23.417007610871735,26,26,62.99055,0,0,0,0,0,0
35,-4,0,8,3,1,0,23,24,0.7272727272727273,0,0,15.84375,17.233333333333334,5,0.3333333333333333,1,6.5,42.17804137931034,5.23745125468336,43.476772972972974,7.714520649001086,47.25211875,16.80129443228329,51.69784333333334,21.555907177807047,32,32,92.68234999999999,0,0,0,0,0,0
36,-3,0,8,4,1,0,23,20,0.6060606060606061,0,0,18.870967741935484,17.65289256198347,-4,-0.75,-9,1.3333333333333333,42.59469677419356,5.268548215497496,43.216350476190485,7.0922544388612705,42.59469677419356,5.268548215497496,49.36563223140496,19.19675614914203,31,31,61.7695,0,0,0,0,0,0
37,-6,0,8,5,1,0,23,17,0.5151515151515151,0,0,20.258064516129032,18.18421052631579,-3,-1.2,1,1.25,42.62423225806451,5.482918401926589,43.081382352941176,6.763783955439813,42.62423225806451,5.482918401926589,47.99074144736842,17.517625446838288,31,31,62.54575,0,0,0,0,0,0
39,1,0,9,1,1,0,16,11,0.3333333333333333,0,0,13.3125,13.3125,-5,-5.0,0,0.0,43.64219655172414,8.775950098971808,43.64219655172414,8.775950098971808,49.61579375,22.64843043920121,49.61579375,22.64843043920121,32,32,62.60340000000001,0,0,0,0,0,0
40,0,0,9,2,1,1,16,12,0.36363636363636365,0,0,13.23076923076923,13.275862068965518,1,-2.0,0,0.0,45.491788235294116,9.831180089711111,44.32574130434782,9.223377103990945,59.68939999999999,23.248686737153726,54.13154827586207,23.46059058331683,26,26,62.47385,0,0,0,0,0,0
41,-4,0,9,3,1,0,16,12,0.36363636363636365,0,0,13.727272727272727,13.43956043956044,0,-1.3333333333333333,-1,2.5,42.40553333333333,6.201517359664666,43.567764473684214,8.219015028685872,47.227290909090904,16.43187574208285,51.627806593406596,21.44145914820473,33,33,91.72295,0,0,0,0,0,0
42,-6,0,9,4,1,0,16,8,0.24242424242424243,0,0,13.15625,13.365853658536585,-4,-2.0,-4,0.3333333333333333,42.497734375,5.07564348953715,43.25071851851852,7.443702118136241,42.497734375,5.07564348953715,49.25250325203252,19.049330357762617,32,32,60.2911,0,0,0,0,0,0
43,5,0,9,5,1,0,16,2,0.06060606060606061,1,0,9.090909090909092,12.461538461538462,-6,-2.8,-2,-0.25,42.48562121212121,4.999966556479522,43.07165319148936,6.956768710125251,42.48562121212121,4.999966556479522,47.82104743589744,17.29278361621138,33,33,60.30995,0,0,0,0,0,0
45,5,0,10,1,1,0,17,9,0.2727272727272727,0,0,11.0,11.0,-8,-8.0,0,0.0,43.729672413793104,9.163019622218979,43.729672413793104,9.163019622218979,49.585112499999994,22.440297897389723,49.585112499999994,22.440297897389723,32,32,62.320750000000004,0,0,0,0,0,0
46,-9,0,10,2,1,1,17,14,0.42424242424242425,0,0,15.538461538461538,13.03448275862069,5,-1.5,0,0.0,45.689,9.861844603855216,44.45377173913043,9.474636918445752,59.874769230769225,23.192208729703392,54.19771724137931,23.348105233070417,26,26,62.425200000000004,0,0,0,0,0,0
47,0,0,10,3,1,0,17,5,0.15151515151515152,1,0,16.205882352941178,14.206521739130435,-9,-4.0,-14,-0.5,42.14075806451613,5.18313314840048,43.522558441558445,8.107438481513112,46.92390294117647,16.259284075666635,51.50956847826086,21.300193758497826,34,34,92.0745,0,0,0,0,0,0
48,0,0,10,4,1,0,17,5,0.15151515151515152,1,0,17.34375,15.016129032258064,0,-3.0,9,2.6666666666666665,42.536809375000004,5.534689246208825,43.23316422018348,7.458427866680839,42.536809375000004,5.534689246208825,49.19401774193549,18.97195752451347,32,32,62.316100000000006,0,0,0,0,0,0
49,-3,0,10,5,1,0,17,5,0.15151515151515152,1,0,16.65625,15.352564102564102,0,-2.4,0,2.0,42.537724999999995,5.266415560891487,43.075334042553195,7.027280263008548,42.537724999999995,5.266415560891487,47.82862435897436,17.29207140426803,32,32,61.14125,0,0,0,0,0,0
51,-21,0,11,1,1,0,12,26,0.7878787878787878,0,0,3.2758620689655173,3.2758620689655173,14,14.0,0,0.0,44.2467923076923,10.593343697846779,44.2467923076923,10.593343697846779,50.542527586206894,23.433378238697465,50.542527586206894,23.433378238697465,29,29,64.2621,0,0,0,0,0,0
52,11,0,11,2,1,1,12,5,0.15151515151515152,1,0,8.586206896551724,5.931034482758621,-21,-3.5,0,0.0,45.124175,10.17913414828958,44.62826304347825,10.424354562177077,57.69048275862069,23.14743827423151,54.116505172413795,23.563464790970748,29,29,62.2654,0,0,0,0,0,0
53,-2,0,11,3,1,0,12,16,0.48484848484848486,0,0,2.625,4.7555555555555555,11,1.3333333333333333,32,-1.5,42.49071034482759,7.307611100260577,43.80174266666667,9.401130122975264,47.42118125,16.893049602303854,51.73594555555555,21.669277395710687,32,32,91.9668,0,0,0,0,0,0
54,-5,0,11,4,1,0,12,14,0.42424242424242425,0,0,2.7419354838709675,4.239669421487603,-2,0.5,-13,-5.333333333333333,42.54847419354839,5.286511459698879,43.43522075471699,8.428057449687302,42.54847419354839,5.286511459698879,49.382130578512395,19.30033409870051,31,31,61.158100000000005,0,0,0,0,0,0
55,6,0,11,5,1,0,12,9,0.2727272727272727,0,0,5.34375,4.470588235294118,-5,-0.6,-3,-4.75,42.612750000000005,5.284430062575339,43.24450289855072,7.820282868414709,42.612750000000005,5.284430062575339,47.96631241830065,17.550328476971146,32,32,61.49315,0,0,0,0,0,0
57,3,0,12,1,1,0,6,5,0.15151515151515152,1,0,6.787878787878788,6.787878787878788,-1,-1.0,0,0.0,44.060626666666664,10.534735421165333,44.060626666666664,10.534735421165333,49.571415151515154,22.28292382061261,49.571415151515154,22.28292382061261,33,33,65.89285,0,0,0,0,0,0
58,15,0,12,2,1,1,6,8,0.24242424242424243,0,0,9.84,8.10344827586207,3,1.0,0,0.0,45.8271,10.2928405805929,44.675052173913045,10.485042737482908,60.393451999999996,23.738319781132276,54.23608620689656,23.539776879157106,25,25,62.486850000000004,0,0,0,0,0,0
59,-6,0,12,3,1,0,6,23,0.696969696969697,0,0,2.935483870967742,6.303370786516854,15,5.666666666666667,12,8.0,42.50333928571428,7.2895300567878705,43.853322972972975,9.463296299680852,47.51794838709677,16.880658649546156,51.8960606741573,21.693595307022253,31,31,90.95485,0,0,0,0,0,0
60,-9,0,12,4,1,0,6,17,0.5151515151515151,0,0,10.25,7.347107438016529,-6,2.75,-21,-1.6666666666666667,42.608684374999996,5.499806472226396,43.477583018867925,8.48390987649809,42.608684374999996,5.499806472226396,49.439895041322316,19.2595614404505,32,32,62.00515,0,0,0,0,0,0
61,-3,0,12,5,1,0,6,8,0.24242424242424243,0,0,12.606060606060606,8.474025974025974,-9,0.4,-3,-2.0,42.55842121212121,5.160387373805563,43.25936474820144,7.833506260522768,42.55842121212121,5.160387373805563,47.96529350649351,17.46782413422958,33,33,61.3534,0,0,0,0,0,0
62,8,0,12,6,1,0,6,5,0.15151515151515152,1,0,12.096774193548388,9.08108108108108,-3,-0.16666666666666666,6,-0.4,42.20900322580646,5.868014015281318,43.06782823529412,7.524460757870439,42.20900322580646,5.868014015281318,47.00072594594595,16.26000427431802,31,31,62.41585,0,0,0,0,0,0
64,6,0,14,1,1,0,18,21,0.6363636363636364,0,0,14.161290322580646,14.161290322580646,3,3.0,0,0.0,43.811010714285715,9.305809515617469,43.811010714285715,9.305809515617469,49.8524,22.714605969159877,49.8524,22.714605969159877,31,31,62.49315,0,0,0,0,0,0
65,-14,0,14,2,1,1,18,27,0.8181818181818182,0,0,11.071428571428571,12.694915254237289,6,4.5,0,0.0,45.35597222222223,9.790468641762738,44.41556086956522,9.528284782173962,63.12938571428571,27.554338508361386,56.153342372881355,25.98783946716724,28,28,61.9296,0,0,0,0,0,0
66,10,0,14,3,1,0,18,13,0.3939393939393939,0,0,23.34375,16.439560439560438,-14,-1.6666666666666667,-20,-8.5,41.85769000000001,4.310382480503712,43.405874999999995,7.990488864369429,43.332924999999996,7.3447321757672,51.645063736263744,22.233285097124167,32,32,65.46145,0,0,0,0,0,0
67,0,0,14,4,1,0,18,23,0.696969696969697,0,0,20.24,17.25862068965517,10,1.25,24,2.3333333333333335,42.876248000000004,5.632362128849316,43.27477920792078,7.479877782084024,42.876248000000004,5.632362128849316,49.75523275862069,20.189645530033697,25,25,61.0381,0,0,0,0,0,0
68,-4,0,14,5,1,0,18,23,0.696969696969697,0,0,20.266666666666666,17.876712328767123,0,1.0,-10,-0.75,42.56854,5.450301746484622,43.11304503816794,7.072965374187838,42.56854,5.450301746484622,48.27851506849316,18.39564719527586,30,30,62.003499999999995,0,0,0,0,0,0
70,-12,0,15,1,1,1,26,29,0.8787878787878788,0,1,27.4,27.4,3,3.0,0,0.0,51.923224999999995,14.712848073091589,51.923224999999995,14.712848073091589,54.44846,14.095444865572706,54.44846,14.095444865572706,5,5,61.675799999999995,0,0,0,0,0,0
71,4,0,15,2,1,1,26,17,0.5151515151515151,0,0,23.696969696969695,24.18421052631579,-12,-4.5,0,0.0,42.06668928571429,3.5806304380393366,43.298756250000004,6.9930472882864825,50.51015454545455,24.41924251223961,51.02835263157895,23.3613689938138,33,33,133.00565,0,0,0,0,0,0
72,2,0,15,3,1,1,26,21,0.6363636363636364,0,0,20.75,23.0,4,-1.6666666666666667,16,0.5,43.37858571428571,7.215294855162801,43.32305217391304,7.0615239069610345,60.16373,29.397418864963292,54.17848275862069,25.969594253593073,20,20,120.6976,0,0,0,0,0,0
73,-5,0,15,4,1,0,26,23,0.696969696969697,0,0,19.09375,21.61111111111111,2,-0.75,-2,-0.3333333333333333,42.17396206896552,5.117510834273443,42.87873733333333,6.404956174812821,47.210540625,16.597423466702207,51.700992222222226,23.317324845155266,32,32,92.7365,0,0,0,0,0,0
74,0,0,15,5,1,0,26,18,0.5454545454545454,0,0,14.96774193548387,19.90909090909091,-5,-1.6,-7,-2.0,42.45073870967742,5.13101830129059,42.753567924528305,6.063286913139327,42.45073870967742,5.13101830129059,49.331092561983475,20.674960054973216,31,31,61.36234999999999,0,0,0,0,0,0
75,5,0,15,6,1,0,26,18,0.5454545454545454,0,0,11.806451612903226,18.25657894736842,0,-1.3333333333333333,5,-0.6,42.61647096774193,5.197715852129637,42.72254598540146,5.878874762076269,42.61647096774193,5.197715852129637,47.96166315789474,18.791104724529845,31,31,61.62205,0,0,0,0,0,0
77,-14,0,16,1,1,1,20,28,0.8484848484848485,0,1,23.4,23.4,8,8.0,0,0.0,52.187525,15.749138722700838,52.187525,15.749138722700838,54.52304,14.840714863725399,54.52304,14.840714863725399,5,5,62.279700000000005,0,0,0,0,0,0
78,8,0,16,2,1,1,20,14,0.42424242424242425,0,0,21.515151515151516,21.763157894736842,-14,-3.0,0,0.0,41.89337499999999,3.6802632826649972,43.18014375,7.378762337019057,50.43874242424243,24.91817816579781,50.976150000000004,23.87681200721242,33,33,133.83960000000002,0,0,0,0,0,0
79,4,0,16,3,1,1,20,22,0.6666666666666666,0,0,18.35,20.586206896551722,8,0.6666666666666666,22,0.0,43.319857142857146,7.312958188108312,43.222665217391295,7.359078077131122,60.336585,29.89211706502694,54.203886206896556,26.4844618021225,20,20,118.8107,0,0,0,0,0,0
80,1,0,16,4,1,0,20,26,0.7878787878787878,0,0,19.96969696969697,20.36263736263736,4,1.5,-4,-1.3333333333333333,42.12909333333334,4.928153660208072,42.79099210526316,6.530790794237369,47.07599999999999,16.554760335927547,51.619048351648345,23.626058785802375,33,33,93.69200000000001,0,0,0,0,0,0
81,0,0,16,5,1,0,20,27,0.8181818181818182,0,0,26.0,20.6,1,1.4,-3,-1.75,57.784225000000006,20.183224684050735,43.540653750000004,8.459589467624061,57.784225000000006,20.183224684050735,51.8786347368421,23.523881651273225,4,4,74.2471,0,0,0,0,0,0
82,-1,0,16,6,1,0,20,27,0.8181818181818182,0,0,27.0,21.933333333333334,0,1.1666666666666667,-1,-1.6,42.096484000000004,3.9279663390288877,43.196803809523814,7.653583984910647,42.096484000000004,3.9279663390288877,49.84068666666667,21.37951369285534,25,25,55.266400000000004,0,0,0,0,0,0
83,-3,0,16,7,1,0,20,26,0.7878787878787878,0,0,25.774193548387096,22.721854304635762,-1,0.8571428571428571,-1,-1.5,42.410109677419356,5.6208364725543,43.01748382352941,7.248144666580511,42.410109677419356,5.6208364725543,48.31520397350993,19.461231041801245,31,31,62.9486,0,0,0,0,0,0
85,0,0,18,1,1,0,29,28,0.8484848484848485,0,1,23.903225806451612,23.903225806451612,-1,-1.0,0,0.0,43.413000000000004,7.377494152391544,43.413000000000004,7.377494152391544,49.79354193548387,22.952770270861667,49.79354193548387,22.952770270861667,31,31,60.44985,0,0,0,0,0,0
86,-2,0,18,2,1,1,29,28,0.8484848484848485,0,1,28.555555555555557,24.95,0,-0.5,0,0.0,60.93326666666667,17.85312573422991,45.10850967741935,10.336175029925778,74.65202222222221,27.30280416419521,55.3867,26.14902832204287,9,9,70.82775,0,0,0,0,0,0
87,-7,0,18,3,1,1,29,26,0.7878787878787878,0,0,25.61111111111111,25.155172413793103,-2,-1.0,-2,-0.5,43.18638571428572,6.363421723059867,44.51051555555555,9.326745091234622,51.595816666666664,18.100954259045448,54.21021896551724,24.0067753341919,18,18,85.4246,0,0,0,0,0,0
88,2,0,18,4,1,0,29,19,0.5757575757575758,0,0,26.060606060606062,25.483516483516482,-7,-2.5,-5,-2.0,42.21425333333333,5.051208790823132,43.59201066666667,7.9789889925908675,47.081733333333325,16.630149359169412,51.62516373626374,21.89440279538328,33,33,93.67695,0,0,0,0,0,0
89,-2,0,18,5,1,0,29,21,0.6363636363636364,0,0,23.966666666666665,25.107438016528924,2,-1.6,9,0.75,42.474136666666666,6.1963209801991,43.272618095238094,7.529895819386574,42.474136666666666,6.1963209801991,49.35631404958677,19.637921880366807,30,30,64.30114999999999,0,0,0,0,0,0
90,-10,0,18,6,1,0,29,19,0.5757575757575758,0,0,22.451612903225808,24.56578947368421,-2,-1.6666666666666667,-4,-0.2,42.54513548387097,5.818345920395767,43.10679485294118,7.182261598604044,42.54513548387097,5.818345920395767,47.96719210526315,17.928531577365604,31,31,63.5673,0,0,0,0,0,0
92,4,0,19,1,1,0,14,14,0.42424242424242425,0,0,10.28125,10.28125,0,0.0,0,0.0,43.93629310344827,9.73240383269781,43.93629310344827,9.73240383269781,49.687284375000004,22.329456197561512,49.687284375000004,22.329456197561512,32,32,63.47995,0,0,0,0,0,0
93,4,0,19,2,1,1,14,18,0.5454545454545454,0,0,14.923076923076923,12.362068965517242,4,2.0,0,0.0,45.58068823529411,9.813357846915922,44.54400434782608,9.794613558969353,59.77011538461538,23.206661703794857,54.20717413793104,23.27347557620907,26,26,62.8322,0,0,0,0,0,0
94,0,0,19,3,1,0,14,22,0.6666666666666666,0,0,20.575757575757574,15.340659340659341,4,2.6666666666666665,0,2.0,42.60144333333333,5.508665336279036,43.77720394736842,8.422921682550488,47.47690909090909,16.61275228003464,51.76652857142857,21.349047503596783,33,33,92.43145,0,0,0,0,0,0
95,-8,0,19,4,1,0,14,22,0.6666666666666666,0,0,23.1,17.264462809917354,0,2.0,-4,0.0,42.30344999999999,5.867926038658521,43.360103773584896,7.813607171297022,42.30344999999999,5.867926038658521,49.42031074380166,19.183659006706385,30,30,62.876050000000006,0,0,0,0,0,0
96,-6,0,19,5,1,0,14,14,0.42424242424242425,0,0,21.09375,18.065359477124183,-8,0.0,-8,-2.0,42.511053125,5.9460593708661555,43.163222463768115,7.431162130349388,42.511053125,5.9460593708661555,47.97523725490196,17.502387514271394,32,32,64.13555,0,0,0,0,0,0
98,-21,0,20,1,1,0,1,22,0.6666666666666666,0,0,2.1333333333333333,2.1333333333333333,21,21.0,0,0.0,44.73414444444444,12.455048354823342,44.73414444444444,12.455048354823342,50.5799,23.517529305420954,50.5799,23.517529305420954,30,30,68.2014,0,0,0,0,0,0
99,19,0,20,2,1,1,1,1,0.030303030303030304,1,0,4.178571428571429,3.1206896551724137,-21,0.0,0,0.0,45.31290526315789,10.701789219735947,44.97319782608696,11.766048552074647,58.19239285714285,23.75953377622382,54.254896551724144,23.938835334617245,28,28,61.034,0,0,0,0,0,0
100,-5,0,20,3,1,0,1,20,0.6060606060606061,0,0,5.0,3.7888888888888888,19,6.333333333333333,40,-1.0,42.60292758620691,7.399584697987265,44.056693333333335,10.364056993698087,47.564012500000004,17.00687932554335,51.87591555555556,21.963766871144397,32,32,92.62270000000001,0,0,0,0,0,0
101,-5,0,20,4,1,0,1,15,0.45454545454545453,0,0,9.193548387096774,5.1735537190082646,-5,3.5,-24,-8.666666666666666,42.51076774193549,5.465539190966585,43.60458301886792,9.232061212554493,42.51076774193549,5.465539190966585,49.47658016528926,19.57502676100308,31,31,61.72715,0,0,0,0,0,0
102,7,0,20,5,1,0,1,10,0.30303030303030304,0,0,7.4375,5.647058823529412,-5,1.8,0,-6.5,42.568574999999996,5.3247455520193645,43.36434927536232,8.4990008567951,42.568574999999996,5.3247455520193645,48.03176862745098,17.800629407189163,32,32,61.78245,0,0,0,0,0,0
104,-3,0,21,1,1,0,25,32,0.9696969696969697,0,1,22.88888888888889,22.88888888888889,7,7.0,0,0.0,44.1596125,8.349477675445359,44.1596125,8.349477675445359,51.35218888888889,24.28823974681503,51.35218888888889,24.28823974681503,27,27,61.24855,0,0,0,0,0,0
105,-1,0,21,2,1,1,25,29,0.8787878787878788,0,1,29.5,24.675675675675677,-3,2.0,0,0.0,48.37227142857143,12.143864089997322,45.11085806451613,9.506566930651205,55.49567999999999,20.65007872502185,52.472051351351354,23.433253818747605,10,10,65.79204999999999,0,0,0,0,0,0
106,1,0,21,3,1,1,25,28,0.8484848484848485,0,1,28.45,26.0,-1,1.0,2,-4.0,43.66604285714285,6.922684108650578,44.66136,8.809946050519644,60.371525000000005,30.23323087491436,55.243796491228075,26.294030853234826,20,20,123.07974999999999,0,0,0,0,0,0
107,0,0,21,4,1,0,25,29,0.8787878787878788,0,1,28.0,26.29850746268657,1,1.0,2,-2.0,45.98172857142857,9.716278423746155,44.839101923076925,8.94866234809363,60.598,24.271550957365704,56.042931343283584,26.072059969259417,10,10,91.64859999999999,0,0,0,0,0,0
108,0,0,21,5,1,0,25,29,0.8787878787878788,0,1,29.0,27.114583333333332,0,0.8,-1,-1.75,50.3123,42.547327808761466,46.79864197530864,26.578502511704038,50.3123,42.547327808761466,54.311803125000004,32.065371623686104,29,29,165.81289999999998,0,0,0,0,0,0
109,0,0,21,6,1,0,25,29,0.8787878787878788,0,1,29.0,27.552,0,0.6666666666666666,0,-1.4,43.654306896551724,5.690851442503318,45.969680909090904,23.035560930307476,43.654306896551724,5.690851442503318,51.839263999999986,28.590200384812693,29,29,62.4169,0,0,0,0,0,0
