,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,Indy500-2013,1147,166,"+:59,0:27,-:80",5.596385542168675,7.429410499139415,7.626506024096385,5.078278486519918,5.162019047757333,5.05487951807229,5.323669166308421,5.475791114101927
0,Indy500-2014,1118,195,"+:57,0:33,-:105",3.5538461538461537,5.198113553113553,6.1179487179487175,3.7270935128544522,3.7753380341994847,4.028102564102564,3.3277212696904943,4.126001047629576
0,Indy500-2015,1146,167,"+:67,0:21,-:79",5.149700598802395,6.6151292652789655,7.0359281437125745,4.597048083596642,4.641884715464572,4.596407185628742,4.877424012225656,4.884573765500577
0,Indy500-2016,1087,226,"+:87,0:27,-:112",4.070796460176991,5.449611953926113,6.3584070796460175,4.025054293285967,4.023723924029539,3.919734513274336,3.9448888951906467,4.0666344113054524
0,Indy500-2017,1098,215,"+:66,0:44,-:105",3.8465116279069766,5.10378817564864,6.2372093023255815,3.439981674199269,3.8407429179573738,3.755255813953489,3.648003715039231,4.194707372853922
0,Indy500-2018,1154,159,"+:64,0:16,-:79",4.163522012578617,5.849166417090945,6.056603773584905,3.62504972479338,3.4527400205034136,3.655094339622641,3.925686303918153,3.8772807672338665
0,Indy500-2019,1128,185,"+:58,0:28,-:99",4.643243243243243,6.994730704730705,7.005405405405406,4.502439636320847,4.566592713366247,4.736000000000001,4.427722465156273,4.913279953196242
