,lap_distance,start_lap,caution_distance,eventid,car_number,stageid,pit_in_caution,yellowflag_raised,start_position,start_rank,end_rank
601,33,177,5,2,22,3,1,1,2,4,2
602,61,0,1,2,23,0,0,1,12,12,17
603,55,60,1,2,23,1,0,0,12,17,13
604,20,114,1,2,23,2,0,0,12,13,15
605,48,133,11,2,23,3,1,1,12,15,13
606,33,180,11,2,23,4,1,1,12,13,11
607,67,0,1,2,26,0,0,1,16,16,6
608,29,66,1,2,26,1,0,0,16,6,17
609,55,94,1,2,26,2,0,0,16,17,20
610,26,148,12,2,26,3,1,1,16,20,18
611,20,173,1,2,26,4,0,1,16,18,18
612,12,192,10,2,26,5,1,1,16,18,18
613,69,0,1,2,27,0,0,1,8,8,2
614,60,68,1,2,27,1,0,0,8,2,1
615,51,127,6,2,27,2,1,1,8,1,2
616,33,177,5,2,27,3,1,1,8,2,3
617,65,0,1,2,28,0,0,1,10,10,7
618,60,64,1,2,28,1,0,0,10,7,7
619,55,123,6,2,28,2,1,1,10,7,5
620,6,177,11,2,28,3,1,1,10,5,5
621,28,182,6,2,28,4,1,1,10,5,5
622,65,0,1,2,30,0,0,1,9,9,12
623,35,64,1,2,30,1,0,0,9,12,15
624,60,98,1,2,30,2,0,0,9,15,13
625,25,157,12,2,30,3,1,1,9,13,10
626,33,181,11,2,30,4,1,1,9,10,9
627,11,0,4,2,59,0,1,1,22,22,20
628,59,10,1,2,59,1,0,1,22,20,19
629,52,68,1,2,59,2,0,0,22,19,18
630,62,119,12,2,59,3,1,1,22,18,15
631,33,180,11,2,59,4,1,1,22,15,13
632,43,0,1,2,88,0,0,1,17,17,20
633,3,42,1,2,88,1,0,0,17,20,20
634,30,44,1,2,88,2,0,0,17,20,20
635,35,73,1,2,88,3,0,0,17,20,19
636,36,107,1,2,88,4,0,0,17,19,19
637,33,142,11,2,88,5,1,1,17,19,17
638,33,174,11,2,88,6,1,1,17,17,15
639,65,0,1,2,98,0,0,1,11,11,8
640,60,64,1,2,98,1,0,0,11,8,6
641,56,123,12,2,98,2,1,1,11,6,16
642,33,178,11,2,98,3,1,1,11,16,14
