,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse
64,zerotrack,5,False,r0.5,0.5142857142857142,0.42857142857142855,0.6285714285714286,0.5428571428571428,0.6453541775076302,21.502963423050378
65,oracle,5,False,r0.6,0.7428571428571429,0.5714285714285714,0.7828571428571428,0.7428571428571429,0.8077454397832915,9.158507936507934
66,deepAR,5,False,r0.6,0.3142857142857143,0.2857142857142857,0.5771428571428572,0.45714285714285713,0.5919362348364906,27.052814354727396
67,naive,5,False,r0.6,0.5142857142857142,0.5714285714285714,0.6285714285714286,0.5714285714285714,0.6230433498300506,25.922313319530712
68,curtrack,5,False,r0.6,0.4857142857142857,0.5714285714285714,0.6342857142857142,0.5428571428571428,0.6377120713898208,24.12188267770876
69,zerotrack,5,False,r0.6,0.42857142857142855,0.42857142857142855,0.6171428571428571,0.5428571428571428,0.6381021438351361,23.774109040717736
70,oracle,5,False,r0.7,0.7142857142857143,0.7142857142857143,0.7542857142857143,0.6857142857142857,0.7781786443167518,11.4944044168392
71,deepAR,5,False,r0.7,0.3142857142857143,0.2857142857142857,0.5942857142857143,0.4857142857142857,0.6358575539833852,23.297498964803314
72,naive,5,False,r0.7,0.5142857142857142,0.5714285714285714,0.6285714285714286,0.5714285714285714,0.6230433498300506,25.922313319530712
73,curtrack,5,False,r0.7,0.37142857142857144,0.2857142857142857,0.6114285714285714,0.4857142857142857,0.6456015205027994,22.94733333333333
74,zerotrack,5,False,r0.7,0.42857142857142855,0.42857142857142855,0.6628571428571428,0.5428571428571428,0.6575138568734477,21.15199585921325
75,oracle,10,False,r0.5,0.5,0.3333333333333333,0.6266666666666667,0.6,0.45995341479587,30.15607407407408
76,deepAR,10,False,r0.5,0.3,0.3333333333333333,0.34,0.2,0.22372455242966752,52.51229629629629
77,naive,10,False,r0.5,0.3333333333333333,0.3333333333333333,0.37333333333333335,0.26666666666666666,0.3339193236714976,40.79225925925926
78,curtrack,10,False,r0.5,0.13333333333333333,0.0,0.3466666666666667,0.2,0.4042382684474757,34.69648148148148
79,zerotrack,10,False,r0.5,0.23333333333333334,0.0,0.36,0.2,0.373331059960216,37.89822222222222
80,oracle,10,False,r0.6,0.5666666666666667,0.6666666666666666,0.6466666666666666,0.6666666666666666,0.49865720375106565,27.52033333333333
81,deepAR,10,False,r0.6,0.16666666666666666,0.0,0.3933333333333333,0.26666666666666666,0.3660972908970352,40.82588888888889
82,naive,10,False,r0.6,0.3333333333333333,0.3333333333333333,0.37333333333333335,0.26666666666666666,0.3339193236714976,40.79225925925926
83,curtrack,10,False,r0.6,0.3333333333333333,0.3333333333333333,0.41333333333333333,0.3333333333333333,0.33807432035616186,41.20588888888889
84,zerotrack,10,False,r0.6,0.3333333333333333,0.3333333333333333,0.6066666666666667,0.4666666666666667,0.5576070853462157,25.018037037037033
85,oracle,10,False,r0.7,0.43333333333333335,0.0,0.66,0.6666666666666666,0.5104703703703705,26.58414814814815
86,deepAR,10,False,r0.7,0.3,0.0,0.49333333333333335,0.2,0.3634107037984276,43.273259259259255
87,naive,10,False,r0.7,0.3333333333333333,0.3333333333333333,0.37333333333333335,0.26666666666666666,0.3339193236714976,40.79225925925926
88,curtrack,10,False,r0.7,0.1,0.0,0.37333333333333335,0.2,0.3118918632187175,42.583851851851854
89,zerotrack,10,False,r0.7,0.3333333333333333,0.0,0.5666666666666667,0.4666666666666667,0.49027829875911727,30.732370370370376
