,Year,Model,laptype,SignAcc,MAE,50-Risk,90-Risk
0,2018,Oracle,all,0.7819148936166054,1.245692883895131,0.09444355884577976,0.09012371663244352
1,2018,Oracle,normal,0.8939393939380395,0.3490759753593429,0.033941969206699146,0.030690865128186886
2,2018,Oracle,pit,0.7213114754092448,1.7606132075471699,0.13151216749090439,0.12653752205834293
