,Year,Model,MAE,50-Risk,90-Risk
77,Indy500-2019,normal-normal,249.5869329281528,1.9114546276655873,1.3774488160703242
78,Indy500-2019,normal-caution,191.28559870550163,12.621663463591714,2.5243326927183425
79,Indy500-2019,normal-plen2,178.8298969072165,89.41494845360825,17.882989690721644
80,Indy500-2018,caution-sel,9.455744914788346,0.5047540791172673,0.8614860899166569
81,Indy500-2018,caution-all,122.86734877041823,0.9338878042324794,1.6672279593042372
82,Indy500-2018,caution-normal,156.52759178018934,0.943225930326717,1.6923503532639699
83,Indy500-2018,caution-caution,5.300806451612903,0.4620738137082601,0.3979050966608085
84,Indy500-2018,caution-plen2,4.937142857142857,2.4685714285714284,0.4937142857142856
85,Indy500-2019,caution-sel,8.503508771929825,0.48509500593340293,0.8381710821669073
86,Indy500-2019,caution-all,97.7083689885333,0.919332372525181,1.6420550559174243
87,Indy500-2019,caution-normal,121.48795311482526,0.9293986170982976,1.6677924053323414
88,Indy500-2019,caution-caution,9.073624595469255,0.5967647528335018,0.8173149576970149
89,Indy500-2019,caution-plen2,5.34020618556701,2.670103092783505,0.5505154639175257
90,Indy500-2018,plen2-sel,9.453545904343045,0.5046220213640099,0.8726112219744102
91,Indy500-2018,plen2-all,122.85586070723389,0.9337963929375906,1.6677575990755182
92,Indy500-2018,plen2-normal,156.4851073655045,0.9429657477258371,1.692934998873006
93,Indy500-2018,plen2-caution,5.39758064516129,0.4705096660808436,0.39565553602811954
94,Indy500-2018,plen2-plen2,4.531428571428571,2.2657142857142856,0.45314285714285696
95,Indy500-2019,plen2-sel,8.3203007518797,0.47464363839126145,0.8174599316586364
96,Indy500-2019,plen2-all,97.56169775800103,0.9179426896723859,1.6392392975901966
97,Indy500-2019,plen2-normal,121.32081614933796,0.9281199976088155,1.665249114929626
98,Indy500-2019,plen2-caution,9.003236245954692,0.5918161017400095,0.8057681051455329
99,Indy500-2019,plen2-plen2,5.355670103092783,2.6752577319587627,0.6051546391752576
