,Year,Model,MAE,50-Risk,90-Risk
0,2018,selsel,4.903793293018142,0.26193655358610163,0.24308340180772395
1,2018,selall,120.347154909352,0.9147071223042195,1.5931007120530567
2,2018,selnoshort,5.9473021205122825,0.346585279330634,0.2431053590869613
3,2018,selnormal,151.87000692680675,0.9151881245425935,1.6192843169719755
4,2018,allsel,6.569818581638263,0.3527998112818093,0.07556541739156075
5,2018,allall,121.16729492012206,0.921477054300817,1.5701356974356735
6,2018,allnoshort,6.792357757715726,0.3978271829617697,0.11155786185949851
7,2018,allnormal,153.50912029554377,0.9253844676195302,1.5945872749848276
8,2018,noshortsel,6.6390874106652005,0.3551873622336517,0.20041969140337984
9,2018,noshortall,121.28289355591455,0.9220393569693496,1.5876011354021673
10,2018,noshortnoshort,6.862901532647491,0.40045836703679194,0.20868715836948795
11,2018,noshortnormal,153.589471253752,0.9256679468982216,1.6134808661044782
12,2018,normalsel,15.177295217152281,0.4728508449669361,3.1004067597354883
13,2018,normalall,129.0427212349668,0.9362605497118677,1.839455778967914
14,2018,normalnoshort,15.68864161242914,0.5472583768414344,3.0040917224305708
15,2018,normalnormal,162.28076656661278,0.9356713172852867,1.82433375257149
