,Year,Model,MAE,50-Risk,90-Risk
0,2018,selsel,4.90351841671248,0.2616504284540439,0.4451930977814297
1,2018,selall,120.38323460779034,0.9149915887965225,1.617052163105037
2,2018,selnoshort,5.985513331933655,0.3486525829062129,0.41850542514281525
3,2018,selnormal,151.8672362041099,0.9151276007824957,1.6430444981815047
4,2018,allsel,121.62451896646509,6.523604517441689,1.3047209034883376
5,2018,allall,210.8409621252917,1.6035163929055087,1.5699584443667816
6,2018,allnoshort,121.970396808734,7.143673991367756,1.4287347982735508
7,2018,allnormal,235.50819672131146,1.419810243932316,1.557764241449006
8,2018,noshortsel,6.600329851566795,0.35272593681116826,0.5946539309331373
9,2018,noshortall,121.24950637228505,0.9217868937471001,1.6343489178198098
10,2018,noshortnoshort,6.8360277136258665,0.39893864744956736,0.5459788709954164
11,2018,noshortnormal,153.55114292311245,0.9254070301411038,1.6603423227853384
12,2018,normalsel,213.64238592633316,11.421469507714916,2.2842939015429824
13,2018,normalall,284.3713875426315,2.1638713942488277,1.566821420815184
14,2018,normalnoshort,215.65567919378543,12.588768782018287,2.517753756403657
15,2018,normalnormal,301.317940429462,1.8176383660018747,1.5199408331000361
