,runid,trainsize,testsize,testdistribution,currank,avgrank,dice,lasso,ridge,rf,svr,xgb
0,Indy500-2018,1117,189,"+:72,0:19,-:98",4.101,7.206,6.561,3.307,3.540,3.280,3.799,3.307
0,Indy500-2019,1117,216,"+:66,0:33,-:117",4.292,7.931,6.199,4.199,4.231,4.069,4.065,4.324
