,lap2nextpit,caution_laps,pitage,pit_oncaution,carno,eid,lap,stint_len
1321,2.0,0.0,6.0,0.0,14,5,95,8.0
1322,1.0,0.0,7.0,0.0,14,5,96,8.0
1323,32.0,0.0,0.0,0.0,14,5,97,32.0
1324,31.0,0.0,1.0,0.0,14,5,98,32.0
1325,30.0,0.0,2.0,0.0,14,5,99,32.0
1326,29.0,0.0,3.0,0.0,14,5,100,32.0
1327,28.0,0.0,4.0,0.0,14,5,101,32.0
1328,27.0,0.0,5.0,0.0,14,5,102,32.0
1329,26.0,0.0,6.0,0.0,14,5,103,32.0
1330,25.0,0.0,7.0,0.0,14,5,104,32.0
1331,24.0,0.0,8.0,0.0,14,5,105,32.0
1332,23.0,0.0,9.0,0.0,14,5,106,32.0
1333,22.0,0.0,10.0,0.0,14,5,107,32.0
1334,21.0,0.0,11.0,0.0,14,5,108,32.0
1335,20.0,0.0,12.0,0.0,14,5,109,32.0
1336,19.0,0.0,13.0,0.0,14,5,110,32.0
1337,18.0,0.0,14.0,0.0,14,5,111,32.0
1338,17.0,0.0,15.0,0.0,14,5,112,32.0
1339,16.0,0.0,16.0,0.0,14,5,113,32.0
1340,15.0,0.0,17.0,0.0,14,5,114,32.0
1341,14.0,0.0,18.0,0.0,14,5,115,32.0
1342,13.0,0.0,19.0,0.0,14,5,116,32.0
1343,12.0,0.0,20.0,0.0,14,5,117,32.0
1344,11.0,0.0,21.0,0.0,14,5,118,32.0
1345,10.0,0.0,22.0,0.0,14,5,119,32.0
1346,9.0,0.0,23.0,0.0,14,5,120,32.0
1347,8.0,0.0,24.0,0.0,14,5,121,32.0
1348,7.0,0.0,25.0,0.0,14,5,122,32.0
1349,6.0,0.0,26.0,0.0,14,5,123,32.0
1350,5.0,0.0,27.0,0.0,14,5,124,32.0
1351,4.0,0.0,28.0,0.0,14,5,125,32.0
1352,3.0,0.0,29.0,0.0,14,5,126,32.0
1353,2.0,0.0,30.0,0.0,14,5,127,32.0
1354,1.0,0.0,31.0,0.0,14,5,128,32.0
1355,13.0,0.0,0.0,1.0,14,5,129,13.0
1356,12.0,0.0,1.0,1.0,14,5,130,13.0
1357,11.0,0.0,2.0,1.0,14,5,131,13.0
1358,10.0,0.0,3.0,1.0,14,5,132,13.0
1359,9.0,0.0,4.0,1.0,14,5,133,13.0
1360,8.0,0.0,5.0,1.0,14,5,134,13.0
1361,7.0,0.0,6.0,1.0,14,5,135,13.0
1362,6.0,0.0,7.0,1.0,14,5,136,13.0
1363,5.0,1.0,8.0,1.0,14,5,137,13.0
1364,4.0,2.0,9.0,1.0,14,5,138,13.0
1365,3.0,3.0,10.0,1.0,14,5,139,13.0
1366,2.0,4.0,11.0,1.0,14,5,140,13.0
1367,1.0,5.0,12.0,1.0,14,5,141,13.0
1368,34.0,0.0,1.0,0.0,15,5,0,34.0
1369,33.0,0.0,2.0,0.0,15,5,1,34.0
1370,32.0,0.0,3.0,0.0,15,5,2,34.0
1371,31.0,0.0,4.0,0.0,15,5,3,34.0
1372,30.0,0.0,5.0,0.0,15,5,4,34.0
1373,29.0,0.0,6.0,0.0,15,5,5,34.0
1374,28.0,0.0,7.0,0.0,15,5,6,34.0
1375,27.0,0.0,8.0,0.0,15,5,7,34.0
1376,26.0,0.0,9.0,0.0,15,5,8,34.0
1377,25.0,0.0,10.0,0.0,15,5,9,34.0
1378,24.0,0.0,11.0,0.0,15,5,10,34.0
1379,23.0,0.0,12.0,0.0,15,5,11,34.0
1380,22.0,0.0,13.0,0.0,15,5,12,34.0
1381,21.0,0.0,14.0,0.0,15,5,13,34.0
1382,20.0,0.0,15.0,0.0,15,5,14,34.0
1383,19.0,0.0,16.0,0.0,15,5,15,34.0
1384,18.0,0.0,17.0,0.0,15,5,16,34.0
1385,17.0,0.0,18.0,0.0,15,5,17,34.0
1386,16.0,0.0,19.0,0.0,15,5,18,34.0
1387,15.0,0.0,20.0,0.0,15,5,19,34.0
1388,14.0,0.0,21.0,0.0,15,5,20,34.0
1389,13.0,0.0,22.0,0.0,15,5,21,34.0
1390,12.0,0.0,23.0,0.0,15,5,22,34.0
1391,11.0,0.0,24.0,0.0,15,5,23,34.0
1392,10.0,0.0,25.0,0.0,15,5,24,34.0
1393,9.0,0.0,26.0,0.0,15,5,25,34.0
1394,8.0,0.0,27.0,0.0,15,5,26,34.0
1395,7.0,0.0,28.0,0.0,15,5,27,34.0
1396,6.0,0.0,29.0,0.0,15,5,28,34.0
1397,5.0,0.0,30.0,0.0,15,5,29,34.0
1398,4.0,0.0,31.0,0.0,15,5,30,34.0
1399,3.0,0.0,32.0,0.0,15,5,31,34.0
1400,2.0,0.0,33.0,0.0,15,5,32,34.0
1401,1.0,0.0,34.0,0.0,15,5,33,34.0
1402,15.0,0.0,0.0,1.0,15,5,34,15.0
1403,14.0,0.0,1.0,1.0,15,5,35,15.0
1404,13.0,0.0,2.0,1.0,15,5,36,15.0
1405,12.0,0.0,3.0,1.0,15,5,37,15.0
1406,11.0,0.0,4.0,1.0,15,5,38,15.0
1407,10.0,0.0,5.0,1.0,15,5,39,15.0
1408,9.0,0.0,6.0,1.0,15,5,40,15.0
1409,8.0,0.0,7.0,1.0,15,5,41,15.0
1410,7.0,0.0,8.0,1.0,15,5,42,15.0
1411,6.0,0.0,9.0,1.0,15,5,43,15.0
1412,5.0,0.0,10.0,1.0,15,5,44,15.0
1413,4.0,0.0,11.0,1.0,15,5,45,15.0
1414,3.0,1.0,12.0,1.0,15,5,46,15.0
1415,2.0,2.0,13.0,1.0,15,5,47,15.0
1416,1.0,3.0,14.0,1.0,15,5,48,15.0
1417,20.0,0.0,0.0,1.0,15,5,49,20.0
1418,19.0,1.0,1.0,1.0,15,5,50,20.0
1419,18.0,2.0,2.0,1.0,15,5,51,20.0
1420,17.0,3.0,3.0,1.0,15,5,52,20.0
1421,16.0,4.0,4.0,1.0,15,5,53,20.0
1422,15.0,4.0,5.0,1.0,15,5,54,20.0
1423,14.0,4.0,6.0,1.0,15,5,55,20.0
1424,13.0,4.0,7.0,1.0,15,5,56,20.0
1425,12.0,5.0,8.0,1.0,15,5,57,20.0
1426,11.0,6.0,9.0,1.0,15,5,58,20.0
1427,10.0,7.0,10.0,1.0,15,5,59,20.0
1428,9.0,8.0,11.0,1.0,15,5,60,20.0
1429,8.0,9.0,12.0,1.0,15,5,61,20.0
1430,7.0,9.0,13.0,1.0,15,5,62,20.0
1431,6.0,9.0,14.0,1.0,15,5,63,20.0
1432,5.0,9.0,15.0,1.0,15,5,64,20.0
1433,4.0,9.0,16.0,1.0,15,5,65,20.0
1434,3.0,9.0,17.0,1.0,15,5,66,20.0
1435,2.0,10.0,18.0,1.0,15,5,67,20.0
1436,1.0,11.0,19.0,1.0,15,5,68,20.0
1437,36.0,0.0,0.0,0.0,15,5,69,36.0
1438,35.0,1.0,1.0,0.0,15,5,70,36.0
1439,34.0,2.0,2.0,0.0,15,5,71,36.0
1440,33.0,2.0,3.0,0.0,15,5,72,36.0
1441,32.0,2.0,4.0,0.0,15,5,73,36.0
1442,31.0,2.0,5.0,0.0,15,5,74,36.0
1443,30.0,2.0,6.0,0.0,15,5,75,36.0
1444,29.0,2.0,7.0,0.0,15,5,76,36.0
1445,28.0,2.0,8.0,0.0,15,5,77,36.0
1446,27.0,2.0,9.0,0.0,15,5,78,36.0
1447,26.0,2.0,10.0,0.0,15,5,79,36.0
1448,25.0,2.0,11.0,0.0,15,5,80,36.0
1449,24.0,2.0,12.0,0.0,15,5,81,36.0
1450,23.0,2.0,13.0,0.0,15,5,82,36.0
1451,22.0,2.0,14.0,0.0,15,5,83,36.0
1452,21.0,2.0,15.0,0.0,15,5,84,36.0
1453,20.0,2.0,16.0,0.0,15,5,85,36.0
1454,19.0,2.0,17.0,0.0,15,5,86,36.0
1455,18.0,2.0,18.0,0.0,15,5,87,36.0
1456,17.0,2.0,19.0,0.0,15,5,88,36.0
1457,16.0,2.0,20.0,0.0,15,5,89,36.0
1458,15.0,2.0,21.0,0.0,15,5,90,36.0
1459,14.0,2.0,22.0,0.0,15,5,91,36.0
1460,13.0,2.0,23.0,0.0,15,5,92,36.0
1461,12.0,2.0,24.0,0.0,15,5,93,36.0
1462,11.0,2.0,25.0,0.0,15,5,94,36.0
1463,10.0,2.0,26.0,0.0,15,5,95,36.0
1464,9.0,2.0,27.0,0.0,15,5,96,36.0
1465,8.0,2.0,28.0,0.0,15,5,97,36.0
1466,7.0,2.0,29.0,0.0,15,5,98,36.0
1467,6.0,2.0,30.0,0.0,15,5,99,36.0
1468,5.0,2.0,31.0,0.0,15,5,100,36.0
1469,4.0,2.0,32.0,0.0,15,5,101,36.0
1470,3.0,2.0,33.0,0.0,15,5,102,36.0
1471,2.0,2.0,34.0,0.0,15,5,103,36.0
1472,1.0,2.0,35.0,0.0,15,5,104,36.0
1473,32.0,0.0,0.0,1.0,15,5,105,32.0
1474,31.0,0.0,1.0,1.0,15,5,106,32.0
1475,30.0,0.0,2.0,1.0,15,5,107,32.0
1476,29.0,0.0,3.0,1.0,15,5,108,32.0
1477,28.0,0.0,4.0,1.0,15,5,109,32.0
1478,27.0,0.0,5.0,1.0,15,5,110,32.0
1479,26.0,0.0,6.0,1.0,15,5,111,32.0
1480,25.0,0.0,7.0,1.0,15,5,112,32.0
1481,24.0,0.0,8.0,1.0,15,5,113,32.0
1482,23.0,0.0,9.0,1.0,15,5,114,32.0
1483,22.0,0.0,10.0,1.0,15,5,115,32.0
1484,21.0,0.0,11.0,1.0,15,5,116,32.0
1485,20.0,0.0,12.0,1.0,15,5,117,32.0
1486,19.0,0.0,13.0,1.0,15,5,118,32.0
1487,18.0,0.0,14.0,1.0,15,5,119,32.0
1488,17.0,0.0,15.0,1.0,15,5,120,32.0
1489,16.0,0.0,16.0,1.0,15,5,121,32.0
1490,15.0,0.0,17.0,1.0,15,5,122,32.0
1491,14.0,0.0,18.0,1.0,15,5,123,32.0
1492,13.0,0.0,19.0,1.0,15,5,124,32.0
1493,12.0,0.0,20.0,1.0,15,5,125,32.0
1494,11.0,0.0,21.0,1.0,15,5,126,32.0
1495,10.0,0.0,22.0,1.0,15,5,127,32.0
1496,9.0,0.0,23.0,1.0,15,5,128,32.0
1497,8.0,0.0,24.0,1.0,15,5,129,32.0
1498,7.0,0.0,25.0,1.0,15,5,130,32.0
1499,6.0,0.0,26.0,1.0,15,5,131,32.0
1500,5.0,0.0,27.0,1.0,15,5,132,32.0
1501,4.0,0.0,28.0,1.0,15,5,133,32.0
1502,3.0,0.0,29.0,1.0,15,5,134,32.0
1503,2.0,0.0,30.0,1.0,15,5,135,32.0
1504,1.0,0.0,31.0,1.0,15,5,136,32.0
1505,35.0,0.0,0.0,0.0,15,5,137,35.0
1506,34.0,1.0,1.0,0.0,15,5,138,35.0
1507,33.0,2.0,2.0,0.0,15,5,139,35.0
1508,32.0,3.0,3.0,0.0,15,5,140,35.0
1509,31.0,4.0,4.0,0.0,15,5,141,35.0
1510,30.0,5.0,5.0,0.0,15,5,142,35.0
1511,29.0,6.0,6.0,0.0,15,5,143,35.0
1512,28.0,6.0,7.0,0.0,15,5,144,35.0
1513,27.0,7.0,8.0,0.0,15,5,145,35.0
1514,26.0,8.0,9.0,0.0,15,5,146,35.0
1515,25.0,9.0,10.0,0.0,15,5,147,35.0
1516,24.0,10.0,11.0,0.0,15,5,148,35.0
1517,23.0,11.0,12.0,0.0,15,5,149,35.0
1518,22.0,12.0,13.0,0.0,15,5,150,35.0
1519,21.0,13.0,14.0,0.0,15,5,151,35.0
1520,20.0,13.0,15.0,0.0,15,5,152,35.0
1521,19.0,14.0,16.0,0.0,15,5,153,35.0
1522,18.0,15.0,17.0,0.0,15,5,154,35.0
1523,17.0,16.0,18.0,0.0,15,5,155,35.0
1524,16.0,17.0,19.0,0.0,15,5,156,35.0
1525,15.0,18.0,20.0,0.0,15,5,157,35.0
1526,14.0,19.0,21.0,0.0,15,5,158,35.0
1527,13.0,20.0,22.0,0.0,15,5,159,35.0
1528,12.0,20.0,23.0,0.0,15,5,160,35.0
1529,11.0,20.0,24.0,0.0,15,5,161,35.0
1530,10.0,20.0,25.0,0.0,15,5,162,35.0
1531,9.0,20.0,26.0,0.0,15,5,163,35.0
1532,8.0,20.0,27.0,0.0,15,5,164,35.0
1533,7.0,20.0,28.0,0.0,15,5,165,35.0
1534,6.0,20.0,29.0,0.0,15,5,166,35.0
1535,5.0,20.0,30.0,0.0,15,5,167,35.0
1536,4.0,20.0,31.0,0.0,15,5,168,35.0
1537,3.0,20.0,32.0,0.0,15,5,169,35.0
1538,2.0,20.0,33.0,0.0,15,5,170,35.0
1539,1.0,20.0,34.0,0.0,15,5,171,35.0
1540,33.0,0.0,1.0,0.0,17,5,0,33.0
1541,32.0,0.0,2.0,0.0,17,5,1,33.0
1542,31.0,0.0,3.0,0.0,17,5,2,33.0
1543,30.0,0.0,4.0,0.0,17,5,3,33.0
1544,29.0,0.0,5.0,0.0,17,5,4,33.0
1545,28.0,0.0,6.0,0.0,17,5,5,33.0
1546,27.0,0.0,7.0,0.0,17,5,6,33.0
1547,26.0,0.0,8.0,0.0,17,5,7,33.0
1548,25.0,0.0,9.0,0.0,17,5,8,33.0
1549,24.0,0.0,10.0,0.0,17,5,9,33.0
1550,23.0,0.0,11.0,0.0,17,5,10,33.0
1551,22.0,0.0,12.0,0.0,17,5,11,33.0
1552,21.0,0.0,13.0,0.0,17,5,12,33.0
1553,20.0,0.0,14.0,0.0,17,5,13,33.0
1554,19.0,0.0,15.0,0.0,17,5,14,33.0
1555,18.0,0.0,16.0,0.0,17,5,15,33.0
1556,17.0,0.0,17.0,0.0,17,5,16,33.0
1557,16.0,0.0,18.0,0.0,17,5,17,33.0
1558,15.0,0.0,19.0,0.0,17,5,18,33.0
1559,14.0,0.0,20.0,0.0,17,5,19,33.0
1560,13.0,0.0,21.0,0.0,17,5,20,33.0
1561,12.0,0.0,22.0,0.0,17,5,21,33.0
1562,11.0,0.0,23.0,0.0,17,5,22,33.0
1563,10.0,0.0,24.0,0.0,17,5,23,33.0
1564,9.0,0.0,25.0,0.0,17,5,24,33.0
1565,8.0,0.0,26.0,0.0,17,5,25,33.0
1566,7.0,0.0,27.0,0.0,17,5,26,33.0
1567,6.0,0.0,28.0,0.0,17,5,27,33.0
1568,5.0,0.0,29.0,0.0,17,5,28,33.0
1569,4.0,0.0,30.0,0.0,17,5,29,33.0
1570,3.0,0.0,31.0,0.0,17,5,30,33.0
1571,2.0,0.0,32.0,0.0,17,5,31,33.0
1572,1.0,0.0,33.0,0.0,17,5,32,33.0
1573,19.0,0.0,0.0,1.0,17,5,33,19.0
1574,18.0,0.0,1.0,1.0,17,5,34,19.0
1575,17.0,0.0,2.0,1.0,17,5,35,19.0
1576,16.0,0.0,3.0,1.0,17,5,36,19.0
1577,15.0,0.0,4.0,1.0,17,5,37,19.0
1578,14.0,0.0,5.0,1.0,17,5,38,19.0
1579,13.0,0.0,6.0,1.0,17,5,39,19.0
1580,12.0,0.0,7.0,1.0,17,5,40,19.0
1581,11.0,0.0,8.0,1.0,17,5,41,19.0
1582,10.0,0.0,9.0,1.0,17,5,42,19.0
1583,9.0,0.0,10.0,1.0,17,5,43,19.0
1584,8.0,0.0,11.0,1.0,17,5,44,19.0
1585,7.0,1.0,12.0,1.0,17,5,45,19.0
1586,6.0,2.0,13.0,1.0,17,5,46,19.0
1587,5.0,3.0,14.0,1.0,17,5,47,19.0
1588,4.0,4.0,15.0,1.0,17,5,48,19.0
1589,3.0,5.0,16.0,1.0,17,5,49,19.0
1590,2.0,6.0,17.0,1.0,17,5,50,19.0
1591,1.0,7.0,18.0,1.0,17,5,51,19.0
1592,17.0,0.0,0.0,1.0,17,5,52,17.0
1593,16.0,1.0,1.0,1.0,17,5,53,17.0
1594,15.0,1.0,2.0,1.0,17,5,54,17.0
1595,14.0,1.0,3.0,1.0,17,5,55,17.0
1596,13.0,1.0,4.0,1.0,17,5,56,17.0
1597,12.0,2.0,5.0,1.0,17,5,57,17.0
1598,11.0,3.0,6.0,1.0,17,5,58,17.0
1599,10.0,4.0,7.0,1.0,17,5,59,17.0
1600,9.0,5.0,8.0,1.0,17,5,60,17.0
1601,8.0,6.0,9.0,1.0,17,5,61,17.0
1602,7.0,6.0,10.0,1.0,17,5,62,17.0
1603,6.0,6.0,11.0,1.0,17,5,63,17.0
1604,5.0,6.0,12.0,1.0,17,5,64,17.0
1605,4.0,6.0,13.0,1.0,17,5,65,17.0
1606,3.0,6.0,14.0,1.0,17,5,66,17.0
1607,2.0,7.0,15.0,1.0,17,5,67,17.0
1608,1.0,8.0,16.0,1.0,17,5,68,17.0
1609,33.0,0.0,0.0,0.0,17,5,69,33.0
1610,32.0,1.0,1.0,0.0,17,5,70,33.0
1611,31.0,2.0,2.0,0.0,17,5,71,33.0
1612,30.0,2.0,3.0,0.0,17,5,72,33.0
1613,29.0,2.0,4.0,0.0,17,5,73,33.0
1614,28.0,2.0,5.0,0.0,17,5,74,33.0
1615,27.0,2.0,6.0,0.0,17,5,75,33.0
1616,26.0,2.0,7.0,0.0,17,5,76,33.0
1617,25.0,2.0,8.0,0.0,17,5,77,33.0
1618,24.0,2.0,9.0,0.0,17,5,78,33.0
1619,23.0,2.0,10.0,0.0,17,5,79,33.0
1620,22.0,2.0,11.0,0.0,17,5,80,33.0
1621,21.0,2.0,12.0,0.0,17,5,81,33.0
1622,20.0,2.0,13.0,0.0,17,5,82,33.0
1623,19.0,2.0,14.0,0.0,17,5,83,33.0
1624,18.0,2.0,15.0,0.0,17,5,84,33.0
1625,17.0,2.0,16.0,0.0,17,5,85,33.0
1626,16.0,2.0,17.0,0.0,17,5,86,33.0
1627,15.0,2.0,18.0,0.0,17,5,87,33.0
1628,14.0,2.0,19.0,0.0,17,5,88,33.0
1629,13.0,2.0,20.0,0.0,17,5,89,33.0
1630,12.0,2.0,21.0,0.0,17,5,90,33.0
1631,11.0,2.0,22.0,0.0,17,5,91,33.0
1632,10.0,2.0,23.0,0.0,17,5,92,33.0
1633,9.0,2.0,24.0,0.0,17,5,93,33.0
1634,8.0,2.0,25.0,0.0,17,5,94,33.0
1635,7.0,2.0,26.0,0.0,17,5,95,33.0
1636,6.0,2.0,27.0,0.0,17,5,96,33.0
1637,5.0,2.0,28.0,0.0,17,5,97,33.0
1638,4.0,2.0,29.0,0.0,17,5,98,33.0
1639,3.0,2.0,30.0,0.0,17,5,99,33.0
1640,2.0,2.0,31.0,0.0,17,5,100,33.0
1641,1.0,2.0,32.0,0.0,17,5,101,33.0
1642,33.0,0.0,0.0,0.0,17,5,102,33.0
1643,32.0,0.0,1.0,0.0,17,5,103,33.0
1644,31.0,0.0,2.0,0.0,17,5,104,33.0
1645,30.0,0.0,3.0,0.0,17,5,105,33.0
1646,29.0,0.0,4.0,0.0,17,5,106,33.0
1647,28.0,0.0,5.0,0.0,17,5,107,33.0
1648,27.0,0.0,6.0,0.0,17,5,108,33.0
1649,26.0,0.0,7.0,0.0,17,5,109,33.0
1650,25.0,0.0,8.0,0.0,17,5,110,33.0
1651,24.0,0.0,9.0,0.0,17,5,111,33.0
1652,23.0,0.0,10.0,0.0,17,5,112,33.0
1653,22.0,0.0,11.0,0.0,17,5,113,33.0
1654,21.0,0.0,12.0,0.0,17,5,114,33.0
1655,20.0,0.0,13.0,0.0,17,5,115,33.0
1656,19.0,0.0,14.0,0.0,17,5,116,33.0
1657,18.0,0.0,15.0,0.0,17,5,117,33.0
1658,17.0,0.0,16.0,0.0,17,5,118,33.0
1659,16.0,0.0,17.0,0.0,17,5,119,33.0
1660,15.0,0.0,18.0,0.0,17,5,120,33.0
1661,14.0,0.0,19.0,0.0,17,5,121,33.0
1662,13.0,0.0,20.0,0.0,17,5,122,33.0
1663,12.0,0.0,21.0,0.0,17,5,123,33.0
1664,11.0,0.0,22.0,0.0,17,5,124,33.0
1665,10.0,0.0,23.0,0.0,17,5,125,33.0
1666,9.0,0.0,24.0,0.0,17,5,126,33.0
1667,8.0,0.0,25.0,0.0,17,5,127,33.0
1668,7.0,0.0,26.0,0.0,17,5,128,33.0
1669,6.0,0.0,27.0,0.0,17,5,129,33.0
1670,5.0,0.0,28.0,0.0,17,5,130,33.0
1671,4.0,0.0,29.0,0.0,17,5,131,33.0
1672,3.0,0.0,30.0,0.0,17,5,132,33.0
1673,2.0,0.0,31.0,0.0,17,5,133,33.0
1674,1.0,0.0,32.0,0.0,17,5,134,33.0
1675,4.0,0.0,0.0,1.0,17,5,135,4.0
1676,3.0,1.0,1.0,1.0,17,5,136,4.0
1677,2.0,2.0,2.0,1.0,17,5,137,4.0
1678,1.0,3.0,3.0,1.0,17,5,138,4.0
1679,2.0,0.0,0.0,1.0,17,5,139,2.0
1680,1.0,1.0,1.0,1.0,17,5,140,2.0
1681,45.0,0.0,0.0,1.0,17,5,141,45.0
1682,44.0,1.0,1.0,1.0,17,5,142,45.0
1683,43.0,1.0,2.0,1.0,17,5,143,45.0
1684,42.0,2.0,3.0,1.0,17,5,144,45.0
1685,41.0,3.0,4.0,1.0,17,5,145,45.0
1686,40.0,4.0,5.0,1.0,17,5,146,45.0
1687,39.0,5.0,6.0,1.0,17,5,147,45.0
1688,38.0,6.0,7.0,1.0,17,5,148,45.0
1689,37.0,7.0,8.0,1.0,17,5,149,45.0
1690,36.0,8.0,9.0,1.0,17,5,150,45.0
1691,35.0,8.0,10.0,1.0,17,5,151,45.0
1692,34.0,9.0,11.0,1.0,17,5,152,45.0
1693,33.0,10.0,12.0,1.0,17,5,153,45.0
1694,32.0,11.0,13.0,1.0,17,5,154,45.0
1695,31.0,12.0,14.0,1.0,17,5,155,45.0
1696,30.0,13.0,15.0,1.0,17,5,156,45.0
1697,29.0,14.0,16.0,1.0,17,5,157,45.0
1698,28.0,15.0,17.0,1.0,17,5,158,45.0
1699,27.0,15.0,18.0,1.0,17,5,159,45.0
1700,26.0,15.0,19.0,1.0,17,5,160,45.0
1701,25.0,15.0,20.0,1.0,17,5,161,45.0
1702,24.0,15.0,21.0,1.0,17,5,162,45.0
1703,23.0,15.0,22.0,1.0,17,5,163,45.0
1704,22.0,15.0,23.0,1.0,17,5,164,45.0
1705,21.0,15.0,24.0,1.0,17,5,165,45.0
1706,20.0,15.0,25.0,1.0,17,5,166,45.0
1707,19.0,15.0,26.0,1.0,17,5,167,45.0
1708,18.0,15.0,27.0,1.0,17,5,168,45.0
1709,17.0,15.0,28.0,1.0,17,5,169,45.0
1710,16.0,15.0,29.0,1.0,17,5,170,45.0
1711,15.0,15.0,30.0,1.0,17,5,171,45.0
1712,14.0,15.0,31.0,1.0,17,5,172,45.0
1713,13.0,15.0,32.0,1.0,17,5,173,45.0
1714,12.0,15.0,33.0,1.0,17,5,174,45.0
1715,11.0,15.0,34.0,1.0,17,5,175,45.0
1716,10.0,15.0,35.0,1.0,17,5,176,45.0
1717,9.0,15.0,36.0,1.0,17,5,177,45.0
1718,8.0,15.0,37.0,1.0,17,5,178,45.0
1719,7.0,15.0,38.0,1.0,17,5,179,45.0
1720,6.0,15.0,39.0,1.0,17,5,180,45.0
1721,5.0,15.0,40.0,1.0,17,5,181,45.0
1722,4.0,15.0,41.0,1.0,17,5,182,45.0
1723,3.0,15.0,42.0,1.0,17,5,183,45.0
1724,2.0,15.0,43.0,1.0,17,5,184,45.0
1725,1.0,15.0,44.0,1.0,17,5,185,45.0
1726,31.0,0.0,1.0,0.0,18,5,0,31.0
1727,30.0,0.0,2.0,0.0,18,5,1,31.0
1728,29.0,0.0,3.0,0.0,18,5,2,31.0
1729,28.0,0.0,4.0,0.0,18,5,3,31.0
1730,27.0,0.0,5.0,0.0,18,5,4,31.0
1731,26.0,0.0,6.0,0.0,18,5,5,31.0
1732,25.0,0.0,7.0,0.0,18,5,6,31.0
1733,24.0,0.0,8.0,0.0,18,5,7,31.0
1734,23.0,0.0,9.0,0.0,18,5,8,31.0
1735,22.0,0.0,10.0,0.0,18,5,9,31.0
1736,21.0,0.0,11.0,0.0,18,5,10,31.0
1737,20.0,0.0,12.0,0.0,18,5,11,31.0
1738,19.0,0.0,13.0,0.0,18,5,12,31.0
1739,18.0,0.0,14.0,0.0,18,5,13,31.0
1740,17.0,0.0,15.0,0.0,18,5,14,31.0
1741,16.0,0.0,16.0,0.0,18,5,15,31.0
1742,15.0,0.0,17.0,0.0,18,5,16,31.0
1743,14.0,0.0,18.0,0.0,18,5,17,31.0
1744,13.0,0.0,19.0,0.0,18,5,18,31.0
1745,12.0,0.0,20.0,0.0,18,5,19,31.0
1746,11.0,0.0,21.0,0.0,18,5,20,31.0
1747,10.0,0.0,22.0,0.0,18,5,21,31.0
1748,9.0,0.0,23.0,0.0,18,5,22,31.0
1749,8.0,0.0,24.0,0.0,18,5,23,31.0
1750,7.0,0.0,25.0,0.0,18,5,24,31.0
1751,6.0,0.0,26.0,0.0,18,5,25,31.0
1752,5.0,0.0,27.0,0.0,18,5,26,31.0
1753,4.0,0.0,28.0,0.0,18,5,27,31.0
1754,3.0,0.0,29.0,0.0,18,5,28,31.0
1755,2.0,0.0,30.0,0.0,18,5,29,31.0
1756,1.0,0.0,31.0,0.0,18,5,30,31.0
1757,18.0,0.0,0.0,1.0,18,5,31,18.0
1758,17.0,0.0,1.0,1.0,18,5,32,18.0
1759,16.0,0.0,2.0,1.0,18,5,33,18.0
1760,15.0,0.0,3.0,1.0,18,5,34,18.0
1761,14.0,0.0,4.0,1.0,18,5,35,18.0
1762,13.0,0.0,5.0,1.0,18,5,36,18.0
1763,12.0,0.0,6.0,1.0,18,5,37,18.0
1764,11.0,0.0,7.0,1.0,18,5,38,18.0
1765,10.0,0.0,8.0,1.0,18,5,39,18.0
1766,9.0,0.0,9.0,1.0,18,5,40,18.0
1767,8.0,0.0,10.0,1.0,18,5,41,18.0
1768,7.0,0.0,11.0,1.0,18,5,42,18.0
1769,6.0,0.0,12.0,1.0,18,5,43,18.0
1770,5.0,0.0,13.0,1.0,18,5,44,18.0
1771,4.0,0.0,14.0,1.0,18,5,45,18.0
1772,3.0,1.0,15.0,1.0,18,5,46,18.0
1773,2.0,2.0,16.0,1.0,18,5,47,18.0
1774,1.0,3.0,17.0,1.0,18,5,48,18.0
1775,47.0,0.0,0.0,0.0,18,5,49,47.0
1776,46.0,1.0,1.0,0.0,18,5,50,47.0
1777,45.0,2.0,2.0,0.0,18,5,51,47.0
1778,44.0,3.0,3.0,0.0,18,5,52,47.0
1779,43.0,4.0,4.0,0.0,18,5,53,47.0
1780,42.0,4.0,5.0,0.0,18,5,54,47.0
1781,41.0,4.0,6.0,0.0,18,5,55,47.0
1782,40.0,4.0,7.0,0.0,18,5,56,47.0
1783,39.0,5.0,8.0,0.0,18,5,57,47.0
1784,38.0,6.0,9.0,0.0,18,5,58,47.0
1785,37.0,7.0,10.0,0.0,18,5,59,47.0
1786,36.0,8.0,11.0,0.0,18,5,60,47.0
1787,35.0,9.0,12.0,0.0,18,5,61,47.0
1788,34.0,9.0,13.0,0.0,18,5,62,47.0
1789,33.0,9.0,14.0,0.0,18,5,63,47.0
1790,32.0,9.0,15.0,0.0,18,5,64,47.0
1791,31.0,9.0,16.0,0.0,18,5,65,47.0
1792,30.0,9.0,17.0,0.0,18,5,66,47.0
1793,29.0,10.0,18.0,0.0,18,5,67,47.0
1794,28.0,11.0,19.0,0.0,18,5,68,47.0
1795,27.0,12.0,20.0,0.0,18,5,69,47.0
1796,26.0,13.0,21.0,0.0,18,5,70,47.0
1797,25.0,14.0,22.0,0.0,18,5,71,47.0
1798,24.0,14.0,23.0,0.0,18,5,72,47.0
1799,23.0,14.0,24.0,0.0,18,5,73,47.0
1800,22.0,14.0,25.0,0.0,18,5,74,47.0
1801,21.0,14.0,26.0,0.0,18,5,75,47.0
