,target,start_lap,eventid,car_number,stageid,firststage,pit_in_caution,start_position,start_rank,start_rank_ratio,top_pack,bottom_pack,average_rank,average_rank_all,change_in_rank,change_in_rank_all,rate_of_change,rate_of_change_all,laptime_green_mean_prev,laptime_green_std_prev,laptime_green_mean_all,laptime_green_std_all,laptime_mean_prev,laptime_std_prev,laptime_mean_all,laptime_std_all,laps_prev,laps_after_last_pitstop,pittime_prev,prev_nb0_change_in_rank,prev_nb1_change_in_rank,prev_nb2_change_in_rank,follow_nb0_change_in_rank,follow_nb1_change_in_rank,follow_nb2_change_in_rank,cautionlaps_all,cautionlaps_cur,stint_len
757,-5,96,3,8,4,1,1,22,24,0.7272727272727273,0,0,25.366666666666667,26.052083333333332,-2,0.5,-1,-2.3333333333333335,43.11672631578947,6.386439920878586,43.47598,7.0880447988614375,59.78960666666667,23.77640376340842,52.348207291666675,19.675267032189616,30,30,103.00399999999999,-2,1,-3,-2,-2,-2,11,2,21
758,-5,117,3,8,5,1,1,22,19,0.5757575757575758,0,0,19.761904761904763,24.923076923076923,-5,-0.6,-3,-2.5,43.633154545454545,7.202550548162988,43.49608372093023,7.102987819726064,69.5977619047619,29.631326685106444,55.44428119658119,22.782592075878586,21,21,105.122,-4,0,-13,1,-4,-4,10,2,35
759,-1,152,3,8,6,1,1,22,14,0.42424242424242425,0,0,17.0,23.098684210526315,-5,-1.3333333333333333,0,-2.0,43.3589,7.39308405697997,43.462389473684205,7.1755691648005575,51.01287428571429,19.94239201358815,54.42389144736841,22.239271784843233,35,35,105.29214999999999,-18,-5,-6,0,-5,3,7,3,1
760,6,153,3,8,7,1,1,22,13,0.3939393939393939,0,0,14.0,23.03921568627451,-1,-1.2857142857142858,4,-1.0,,,43.462389473684205,7.1755691648005575,104.4732,0.0,54.751011111111104,22.530373546864443,1,1,107.0194,0,-18,-6,0,-5,3,1,0,3
761,-3,156,3,8,8,1,1,22,19,0.5757575757575758,0,0,13.666666666666666,22.858974358974358,6,-0.375,7,0.14285714285714285,,,43.462389473684205,7.1755691648005575,93.15136666666666,12.59829861908169,55.48947948717949,22.993916974388945,3,3,94.2547,-1,-2,-2,-4,8,-1,3,2,8
762,3,164,3,8,9,1,1,22,16,0.48484848484848486,0,0,18.875,22.664634146341463,-3,-0.6666666666666666,-9,-1.0,49.23835,12.680194143919882,43.6581847457627,7.50242612437015,61.754599999999996,22.627942199247812,55.79509512195122,23.015800545118108,8,8,93.4977,3,-8,-8,-6,-2,-2,4,2,23
763,-4,187,3,8,10,1,0,22,19,0.5757575757575758,0,0,14.695652173913043,21.684491978609625,3,-0.3,6,-0.2222222222222222,43.72225,8.761554433746332,43.667469565217395,7.697713686097431,49.57702173913043,17.4992006943909,55.030305347593576,22.50350560164067,23,23,87.73509999999999,6,-2,0,1,1,-3,3,0,13
765,6,31,3,9,1,1,0,13,6,0.18181818181818182,0,0,11.096774193548388,11.096774193548388,-7,-7.0,0,0.0,42.79143225806451,7.198418481475169,42.79143225806451,7.198418481475169,42.79143225806451,7.198418481475169,42.79143225806451,7.198418481475169,31,31,63.00055,-6,-2,-2,14,-1,4,0,0,17
766,0,48,3,9,2,1,1,13,12,0.36363636363636365,0,0,12.0,11.416666666666666,6,-0.5,0,0.0,43.43660625,7.169345050061126,43.01106595744681,7.19503224496424,43.79208235294117,7.099142209179867,43.145829166666665,7.1793837882322915,17,17,61.1236,7,5,-2,3,-6,-4,1,1,18
767,0,66,3,9,3,1,1,13,12,0.36363636363636365,0,0,10.722222222222221,11.227272727272727,0,-0.3333333333333333,-6,3.5,44.88690999999999,10.881399125521495,43.34016140350877,7.998006378757813,64.2387277777778,24.92041186949645,48.898437878787874,17.178587978747416,18,18,88.03880000000001,7,14,1,3,1,-1,8,2,30
768,0,96,3,9,4,1,1,13,12,0.36363636363636365,0,0,11.433333333333334,11.291666666666666,0,-0.25,0,2.3333333333333335,43.41065263157894,8.204472530617124,43.35778421052631,8.050177239811696,59.844483333333336,23.75774405352331,52.31907708333333,20.124863262462387,30,30,103.09565,-2,1,3,-2,-3,-15,11,2,21
769,-6,117,3,9,5,1,1,13,12,0.36363636363636365,0,0,10.666666666666666,11.179487179487179,0,-0.2,0,1.75,44.373363636363635,9.230327384745722,43.486190804597705,8.215702789404173,69.81436190476191,29.149164390742808,55.459256410256394,23.019538518328684,21,21,106.3375,2,3,3,-1,-2,-14,10,2,36
770,1,153,3,9,6,1,1,13,6,0.18181818181818182,0,0,7.666666666666667,10.352941176470589,-6,-1.1666666666666667,-6,0.2,42.783237931034485,7.883103793706788,43.3104525862069,8.139521629842,52.198925,22.17963928222578,54.69211960784314,22.86655553459549,36,36,105.4577,-9,-1,-4,2,-6,-12,7,3,11
771,3,164,3,9,7,1,1,13,7,0.21212121212121213,0,0,9.0,10.262195121951219,1,-0.8571428571428571,7,1.3333333333333333,49.573750000000004,14.484559099520428,43.51922916666667,8.50299217041072,70.94082727272728,24.446334112950016,55.78197195121951,23.33267206464807,11,11,100.45814999999999,1,4,-3,-3,0,-4,7,2,27
772,-2,191,3,9,8,1,0,13,10,0.30303030303030304,0,0,5.62962962962963,9.607329842931938,3,-0.375,2,1.4285714285714286,43.13829166666667,8.638849269237033,43.45573958333333,8.526967258475532,48.3597888888889,16.870223552742452,54.73276282722512,22.679797643924235,27,27,90.3622,0,-8,15,-6,-5,-2,3,0,9
774,-9,29,3,10,1,1,0,18,16,0.48484848484848486,0,0,8.413793103448276,8.413793103448276,-2,-2.0,0,0.0,42.6244275862069,7.159095818168784,42.6244275862069,7.159095818168784,42.6244275862069,7.159095818168784,42.6244275862069,7.159095818168784,29,29,62.310550000000006,8,0,0,0,0,9,0,0,19
775,0,48,3,10,2,1,1,18,7,0.21212121212121213,0,0,8.947368421052632,8.625,-9,-5.5,0,0.0,43.25716111111111,6.966012175168715,42.866751063829795,7.092443170228748,43.6045052631579,6.938517449523401,43.012375,7.088827386032075,19,19,61.8394,-14,2,-3,-7,-2,5,1,1,18
776,0,66,3,10,3,1,1,18,7,0.21212121212121213,0,0,6.777777777777778,8.121212121212121,0,-3.6666666666666665,9,1.0,44.90999,11.284526018353626,43.22521403508772,8.026336614784986,64.32187777777777,25.140913008493094,48.82405757575758,17.291513520975514,18,18,88.81105,1,2,7,-1,1,14,8,2,30
777,3,96,3,10,4,1,1,18,7,0.21212121212121213,0,0,7.466666666666667,7.916666666666667,0,-2.75,0,0.6666666666666666,43.427636842105265,8.623572282273168,43.27581973684212,8.180204284027766,59.87018,23.903257120573894,52.27597083333333,20.25651463730206,30,30,103.3349,-8,0,1,0,3,1,11,2,21
778,-4,117,3,10,5,1,1,18,10,0.30303030303030304,0,0,5.142857142857143,7.418803418803419,3,-1.6,3,1.25,44.63505454545455,10.035913357298705,43.44767701149425,8.449487981123454,69.83619523809523,29.103103036707537,55.427805982905994,23.11092560641347,21,21,106.2594,3,3,6,2,0,-1,10,2,32
779,-4,149,3,10,6,1,1,18,6,0.18181818181818182,0,0,3.46875,6.570469798657718,-4,-2.0,-7,-0.4,42.59901428571429,8.322399965184935,43.24104608695652,8.426596905216627,49.89985625,20.911191016040572,54.24059530201341,22.769959419491286,32,32,105.2264,-2,0,0,-1,2,-6,4,0,15
780,4,164,3,10,7,1,1,18,2,0.06060606060606061,1,0,3.066666666666667,6.25,-4,-2.2857142857142856,0,-0.3333333333333333,49.107960000000006,15.865905926432315,43.485500833333326,8.939348338120029,70.69622,21.498033527905136,55.74568292682927,23.14785124529317,15,15,69.1847,-12,0,0,-5,-3,4,10,1,28
781,-2,192,3,10,8,1,0,18,6,0.18181818181818182,0,0,2.0,5.630208333333333,4,-1.5,8,0.8571428571428571,42.73388800000001,8.56286452581471,43.35591241379311,8.880116536093688,47.93940357142857,17.073606752036945,54.60726718750001,22.534075346914808,28,28,92.0694,-3,-8,-5,-8,15,0,3,0,8
783,4,30,3,11,1,1,0,19,15,0.45454545454545453,0,0,18.3,18.3,-4,-4.0,0,0.0,42.80064999999999,6.674735900880274,42.80064999999999,6.674735900880274,42.80064999999999,6.674735900880274,42.80064999999999,6.674735900880274,30,30,61.6741,14,0,-4,-8,8,-8,0,0,18
784,2,48,3,11,2,1,1,19,19,0.5757575757575758,0,0,17.0,17.8125,4,0.0,0,0.0,43.400231250000004,7.025010171942704,43.00919999999999,6.804612481602654,43.67814444444445,6.87533966653626,43.12971041666666,6.764014403081933,18,18,61.0497,-5,16,4,17,-3,4,2,2,18
785,1,66,3,11,3,1,1,19,21,0.6363636363636364,0,0,14.61111111111111,16.939393939393938,2,0.6666666666666666,-2,3.0,44.95351,10.483444582144745,43.35639821428572,7.629835064648962,64.22352777777778,24.660812416842088,48.88256969696969,16.95255474884886,18,18,87.69115,-2,-2,1,-1,-1,-1,8,2,30
786,-4,96,3,11,4,1,1,19,22,0.6666666666666666,0,0,18.5,17.427083333333332,1,0.75,-1,1.6666666666666667,43.2896105263158,7.3115763995327985,43.33947866666666,7.550534263503802,59.93423,24.076069686241706,52.336213541666666,20.123710175585476,30,30,103.84165,-3,-2,-4,-2,-2,-2,11,2,21
787,-6,117,3,11,5,1,1,19,18,0.5454545454545454,0,0,18.61904761904762,17.641025641025642,-4,-0.2,-5,0.0,43.90441818181818,7.5569051741158235,43.411738372093026,7.553706333427792,69.79022380952381,29.788855870417056,55.46898461538462,23.160649480215454,21,21,105.6794,0,-13,-14,-5,1,-4,10,2,32
788,9,149,3,11,6,1,1,19,12,0.36363636363636365,0,0,11.375,16.29530201342282,-6,-1.1666666666666667,-2,-0.4,42.74049642857144,7.725754842477122,43.24687192982456,7.601817938210788,49.956346875,20.762858428182287,54.28506241610739,22.779851107130114,32,32,104.392,-4,-5,-6,-12,-1,-5,4,0,15
789,0,164,3,11,7,1,1,19,21,0.6363636363636364,0,0,7.933333333333334,15.53048780487805,9,0.2857142857142857,15,2.1666666666666665,51.121925,16.109382410783947,43.51382288135593,8.164358329747069,70.46432666666668,19.898626195174604,55.764873170731704,23.0092831022932,15,15,68.9305,-2,-2,-2,-2,-3,-3,11,2,2
790,-17,166,3,11,8,1,1,19,21,0.6363636363636364,0,0,20.5,15.590361445783133,0,0.25,-9,0.5714285714285714,,,43.51382288135593,8.164358329747069,94.0263,30.3,56.22585421686747,23.484784081573856,2,2,94.0263,0,15,-2,-2,-3,-3,2,1,32
791,5,198,3,11,9,1,0,19,4,0.12121212121212122,1,0,13.90625,15.318181818181818,-17,-1.6666666666666667,-17,-1.625,42.19290645161291,4.665913171415022,43.239001342281874,7.589831230361276,44.103509375,11.586756205938297,54.266687373737376,22.45009806349175,32,32,85.49045000000001,-2,-4,-3,-5,4,1,1,0,2
793,7,31,3,12,1,1,0,6,4,0.12121212121212122,1,0,6.161290322580645,6.161290322580645,-2,-2.0,0,0.0,42.889364516129035,8.365696394071037,42.889364516129035,8.365696394071037,42.889364516129035,8.365696394071037,42.889364516129035,8.365696394071037,31,31,65.8231,-2,0,0,-6,-7,14,0,0,17
794,7,48,3,12,2,1,1,6,11,0.3333333333333333,0,0,9.823529411764707,7.458333333333333,7,2.5,0,0.0,43.64121875,6.976751608665989,43.14531489361703,7.928265791510904,43.97219411764706,6.896704946009968,43.272866666666665,7.893828836643358,17,17,60.875550000000004,5,-2,-7,6,3,-6,1,1,5
795,12,53,3,12,3,1,1,6,18,0.5454545454545454,0,0,9.4,7.6415094339622645,7,4.0,0,4.5,,,43.14531489361703,7.928265791510904,93.31107999999999,6.361878840531312,47.99345283018867,16.558321518500573,5,5,87.7378,17,-6,4,-3,4,4,5,4,38
796,-1,91,3,12,4,1,0,6,30,0.9090909090909091,0,1,12.921052631578947,9.846153846153847,12,6.0,5,4.666666666666667,44.79297692307692,11.213664174167421,43.73215342465753,9.267076381855597,58.20792894736841,22.397731871000126,52.25883846153847,19.863156451795888,38,38,88.9434,0,-2,1,-2,1,0,12,0,7
797,-14,98,3,12,5,1,1,6,29,0.8787878787878788,0,1,29.428571428571427,11.244897959183673,-1,4.6,-13,0.25,61.04775,7.078250000000004,44.19390266666667,9.628442261798785,80.66302857142857,20.428396657084562,54.28770918367348,21.205750182184108,7,7,61.04775,15,-2,-2,-2,0,0,5,5,19
798,-6,117,3,12,6,1,1,6,15,0.45454545454545453,0,0,22.68421052631579,13.102564102564102,-14,1.5,-13,-2.4,43.48863636363637,7.0292809155408476,44.10369418604652,9.339406258434337,62.22563157894737,24.59519648694912,55.57677350427351,21.98782700919743,19,19,77.05505,-2,-1,0,-13,0,-4,8,2,32
799,0,149,3,12,7,1,1,6,9,0.2727272727272727,0,0,14.375,13.375838926174497,-6,0.42857142857142855,8,-0.6666666666666666,42.987071428571426,7.7775969889648495,43.82943596491228,8.993854192901962,50.12385625,20.306041766013532,54.405677181208056,21.753227130587213,32,32,103.72065,2,-1,-4,-5,-4,-6,4,0,15
800,1,164,3,12,8,1,1,6,9,0.2727272727272727,0,0,9.133333333333333,12.987804878048781,0,0.375,6,0.2857142857142857,50.91795,15.775531973359884,44.06972457627118,9.393036419052695,70.08347333333334,20.603481621592234,55.83962195121951,22.11726859520784,15,15,66.1911,-3,1,1,-4,-5,0,11,2,36
802,-6,29,3,14,1,1,0,12,20,0.6060606060606061,0,0,19.413793103448278,19.413793103448278,8,8.0,0,0.0,43.03475517241378,7.503086287176635,43.03475517241378,7.503086287176635,43.03475517241378,7.503086287176635,43.03475517241378,7.503086287176635,29,29,64.0805,9,0,0,0,0,3,0,0,19
803,2,48,3,14,2,1,1,12,14,0.42424242424242425,0,0,18.842105263157894,19.1875,-6,1.0,0,0.0,43.294782352941176,7.220941900125129,43.13085217391305,7.401133125663908,43.5861947368421,7.084995106299516,43.25303333333333,7.345391721212392,19,19,61.78545,3,6,7,-4,4,16,2,2,18
804,0,66,3,14,3,1,1,12,16,0.48484848484848486,0,0,18.38888888888889,18.96969696969697,2,1.3333333333333333,8,-3.0,45.27643,10.268176727447772,43.51399107142857,8.031078608983371,64.41537222222223,24.74732196182056,49.024580303030305,17.178325487865116,18,18,87.6053,-1,1,3,2,1,-2,8,2,30
805,-2,96,3,14,4,1,1,12,16,0.48484848484848486,0,0,20.033333333333335,19.302083333333332,0,1.0,-2,-2.6666666666666665,43.40335789473684,7.435675428798494,43.485964,7.884643535407122,59.85437333333333,23.224148244387543,52.408890625000005,19.915468272698227,30,30,101.4101,-15,-3,-2,-3,-1,-4,11,2,21
806,-9,117,3,14,5,1,1,12,14,0.42424242424242425,0,0,18.095238095238095,19.085470085470085,-2,0.4,-2,-2.5,43.57447272727273,7.3483451819367165,43.49728488372092,7.8181552066628335,69.58421428571428,29.39756224173124,55.491641025641016,22.890965779068562,21,21,105.5607,-1,0,2,-14,-13,0,10,2,36
807,17,153,3,14,6,1,1,12,5,0.15151515151515152,1,0,8.083333333333334,16.49673202614379,-9,-1.1666666666666667,-7,-3.4,42.75072068965516,7.906260865196484,43.30902086956521,7.847166554728617,52.07343333333333,21.98543615609863,54.6873568627451,22.727450921786005,36,36,104.37010000000001,-1,-4,-2,-6,2,-6,7,3,10
809,4,30,3,15,1,1,0,26,18,0.5454545454545454,0,0,26.1,26.1,-8,-8.0,0,0.0,42.87434,5.989351483958843,42.87434,5.989351483958843,42.87434,5.989351483958843,42.87434,5.989351483958843,30,30,60.2962,8,-8,-4,19,-2,-12,0,0,18
810,-2,48,3,15,2,1,1,26,22,0.6666666666666666,0,0,22.5,24.75,4,-2.0,0,0.0,43.2010875,6.823621011317505,42.98799130434782,6.294015193258422,43.60686666666666,6.823772223305489,43.1490375,6.3251420367327515,18,18,60.55414999999999,-3,17,4,7,-8,4,2,2,18
811,-3,66,3,15,3,1,1,26,20,0.6060606060606061,0,0,20.444444444444443,23.575757575757574,-2,-2.0,-6,3.0,44.95213,9.794624984556581,43.33873035714286,7.087853098055445,64.00041666666665,24.35425188520591,48.83577727272727,16.64620914183089,18,18,87.34145000000001,-2,1,2,2,-1,-1,8,2,30
812,0,96,3,15,4,1,1,26,17,0.5151515151515151,0,0,13.333333333333334,20.375,-3,-2.25,-1,1.6666666666666667,43.211121052631576,7.636087988008613,43.30640266666666,7.230884703141533,59.68442333333334,24.016892512725054,52.22597916666666,19.90082410542817,30,30,102.18854999999999,0,-15,-3,-1,-4,-2,11,2,21
813,-5,117,3,15,5,1,1,26,17,0.5151515151515151,0,0,10.80952380952381,18.65811965811966,0,-1.8,3,2.0,44.5737,9.587705761309875,43.4684988372093,7.585174448814748,69.85922380952381,29.56884218297724,55.3909205128205,22.97124541452751,21,21,106.02510000000001,-13,-14,-2,-4,-5,1,10,2,35
814,0,152,3,15,6,1,1,26,12,0.36363636363636365,0,0,8.857142857142858,16.401315789473685,-5,-2.3333333333333335,-5,0.6,42.83333103448276,7.90231542402358,43.30832608695653,7.671346670589392,50.678945714285724,20.379304461877748,54.30592631578947,22.488675478114878,35,35,104.9876,-6,-12,-6,-18,-5,0,6,2,1
815,3,153,3,15,7,1,1,26,12,0.36363636363636365,0,0,12.0,16.372549019607842,0,-2.0,5,1.3333333333333333,,,43.30832608695653,7.671346670589392,116.9737,0.0,54.71551960784314,22.976848439204574,1,1,113.5234,-18,-6,-12,-1,0,-5,1,0,11
816,2,164,3,15,8,1,1,26,15,0.45454545454545453,0,0,14.0,16.213414634146343,3,-1.375,3,1.5714285714285714,49.232524999999995,13.38346508800598,43.50745882352941,8.002013215418545,70.16712727272729,24.361127436183725,55.751907926829276,23.393814666540326,11,11,94.8109,-8,-8,0,-3,-6,-2,7,2,26
817,-3,190,3,15,9,1,0,26,17,0.5151515151515151,0,0,11.423076923076923,15.557894736842105,2,-1.0,-1,1.25,43.44561304347826,8.299292487933213,43.49744154929577,8.050941354934688,48.817546153846145,17.140084033570833,54.8029952631579,22.765377001925966,26,26,89.91635,6,-2,0,1,1,-3,3,0,10
819,3,30,3,16,1,1,0,29,27,0.8181818181818182,0,0,31.366666666666667,31.366666666666667,-2,-2.0,0,0.0,43.111326666666656,5.4457697888014165,43.111326666666656,5.4457697888014165,43.111326666666656,5.4457697888014165,43.111326666666656,5.4457697888014165,30,30,59.149699999999996,11,8,9,0,5,-3,0,0,20
820,-3,50,3,16,2,1,1,29,30,0.9090909090909091,0,1,29.45,30.6,3,0.5,0,0.0,44.2836,7.444107695771871,43.51907391304348,6.239195573616939,50.61689499999999,16.181931790471587,46.113554,11.664298743845857,20,20,62.9089,4,2,-2,6,1,0,4,4,16
821,-2,66,3,16,3,1,1,29,27,0.8181818181818182,0,0,26.8125,29.681818181818183,-3,-0.6666666666666666,-6,-0.5,44.85066,8.782498462647176,43.75685714285714,6.783061287129063,57.60806875,20.30735748314877,48.90010303030303,15.076831007441866,16,16,69.79095,-1,-3,-1,-4,1,-2,6,2,30
822,-4,96,3,16,4,1,1,29,25,0.7575757575757576,0,0,25.1,28.25,-2,-1.0,1,0.0,43.25605,6.405843308109836,43.63503918918919,6.696710432314886,59.76714666666667,23.65651138775867,52.29605416666667,18.882060371117454,30,30,102.71334999999999,-2,-2,1,-2,-2,-2,12,3,21
823,5,117,3,16,5,1,1,29,21,0.6363636363636364,0,0,23.476190476190474,27.39316239316239,-4,-1.6,-2,-0.5,44.43307,7.363448121369498,43.730042857142855,6.784447306178015,69.7960619047619,29.451340442167545,55.4370811965812,22.210921669470153,21,21,105.1328,1,-5,-4,-4,0,-4,11,3,36
824,0,153,3,16,6,1,1,29,26,0.7878787878787878,0,0,17.25,25.00653594771242,5,-0.5,9,1.4,43.30292857142857,7.096068369922337,43.623264285714285,6.866170366756976,52.03654166666668,20.477185150421747,54.63695424836601,21.86301901566236,36,36,103.76740000000001,1,-1,22,0,0,0,8,4,10
825,-1,163,3,16,7,1,0,29,26,0.7878787878787878,0,0,26.0,25.067484662576685,0,-0.42857142857142855,-5,0.3333333333333333,48.878275,12.176990309057285,43.804471551724134,7.179910331346309,93.72453,95.06059321055228,57.03496503067485,33.03084078369387,10,46,103.76740000000001,-3,1,-2,0,0,0,6,5,30
826,0,193,3,16,8,1,0,29,25,0.7575757575757576,0,0,25.033333333333335,25.06217616580311,-1,-0.5,-1,0.14285714285714285,44.50968333333334,12.810944211495716,43.949378082191785,8.64655755322894,44.50968333333334,12.810944211495716,55.08803005181347,31.105490919648915,30,30,84.35485,1,-1,3,0,0,0,0,0,2
828,7,30,3,18,1,1,0,24,16,0.48484848484848486,0,0,22.1,22.1,-8,-8.0,0,0.0,42.75097333333334,6.210889561028187,42.75097333333334,6.210889561028187,42.75097333333334,6.210889561028187,42.75097333333334,6.210889561028187,30,30,60.51655,-4,14,0,8,-8,19,0,0,18
829,-1,48,3,18,2,1,1,24,23,0.696969696969697,0,0,22.166666666666668,22.125,7,-0.5,0,0.0,43.54795,7.41120312162607,43.02818260869566,6.663817389562583,43.90681111111111,7.309009630957678,43.18441250000001,6.667510197487047,18,18,62.0473,4,-3,17,-8,4,-2,2,2,18
830,-2,66,3,18,3,1,1,24,22,0.6666666666666666,0,0,18.944444444444443,21.257575757575758,-1,-0.6666666666666666,-8,3.5,44.78490000000001,9.774140254672021,43.34188214285715,7.347722173890432,63.963005555555554,24.406228677793443,48.851301515151505,16.745792900638012,18,18,87.4368,2,-2,-2,-1,-1,-3,8,2,30
831,7,96,3,18,4,1,1,24,20,0.6060606060606061,0,0,17.933333333333334,20.21875,-2,-1.0,-1,2.0,43.223089473684205,7.249023690626044,43.311788,7.323026630147948,59.81624333333334,24.097989123696376,52.277845833333345,20.00233303198611,30,30,103.62055,-4,-1,-3,-3,1,-2,11,2,19
833,-8,27,3,19,1,1,0,21,32,0.9696969696969697,0,1,22.40740740740741,22.40740740740741,11,11.0,0,0.0,43.10240370370369,6.881721906695837,43.10240370370369,6.881721906695837,43.10240370370369,6.881721906695837,43.10240370370369,6.881721906695837,27,27,61.6346,0,0,0,0,0,0,0,0,21
834,-1,48,3,19,2,1,1,21,24,0.7272727272727273,0,0,24.857142857142858,23.479166666666668,-8,1.5,0,0.0,43.162789473684214,6.633777509787534,43.1273456521739,6.780474437539993,43.479104761904765,6.571683723041731,43.267210416666664,6.750420366856162,21,21,61.5338,7,4,-3,4,-2,0,2,2,18
835,-4,66,3,19,3,1,1,21,23,0.696969696969697,0,0,22.5,23.21212121212121,-1,0.6666666666666666,7,-6.0,45.00509,9.481068984608223,43.46265714285715,7.371169685985517,64.07863333333333,24.241422732678966,48.94305303030303,16.712717035169426,18,18,87.07015,-1,2,-2,-1,-3,-1,8,2,30
836,1,96,3,19,4,1,1,21,19,0.5757575757575758,0,0,20.566666666666666,22.385416666666668,-4,-0.5,-3,-5.0,43.15164736842105,6.985982743387942,43.383868,7.276775256465555,59.73113333333333,23.885532406310077,52.314328125,19.882660096544672,30,30,102.9289,-1,-3,0,-2,-3,1,11,2,21
837,-5,117,3,19,5,1,1,21,20,0.6060606060606061,0,0,15.19047619047619,21.094017094017094,1,-0.2,5,-2.5,44.059045454545455,7.835027490972671,43.47022790697674,7.3540027806986545,69.70905238095237,29.566382061849502,55.43645811965812,22.930953802391024,21,21,105.38045,-5,-4,0,-4,-4,0,10,2,32
838,7,149,3,19,6,1,1,21,15,0.45454545454545453,0,0,15.3125,19.85234899328859,-5,-1.0,-6,-3.2,42.991664285714286,7.300356109279596,43.352685964912276,7.343752498097398,50.3496375,21.041148974980995,54.3439865771812,22.63505370018865,32,32,106.70824999999999,-1,-12,-6,-18,3,-8,4,0,11
839,-2,160,3,19,7,1,0,21,22,0.6666666666666666,0,0,14.454545454545455,19.48125,7,0.14285714285714285,12,-0.6666666666666666,58.75665000000001,15.739250000000002,43.618271551724135,7.8289526435071055,78.08962727272727,19.269592389900012,55.976499375,23.210986909760262,11,11,78.46065,0,-4,6,-2,1,-3,9,0,4
840,0,164,3,19,8,1,1,21,20,0.6060606060606061,0,0,21.75,19.536585365853657,-2,-0.125,-9,-1.8571428571428572,54.51765,0.8800500000000007,43.80300677966101,7.889622458870472,53.029250000000005,2.387835237720559,55.90461524390244,22.933718231365848,4,4,54.51765,-2,-2,-6,9,-2,-3,2,2,2
841,1,166,3,19,9,1,1,21,20,0.6060606060606061,0,0,19.5,19.53614457831325,0,-0.1111111111111111,2,-1.375,,,43.80300677966101,7.889622458870472,81.5418,7.751799999999996,56.213496987951814,22.981863515673904,2,2,81.5418,15,-2,-2,0,-2,-3,2,1,3
842,-1,169,3,19,10,1,0,21,21,0.6363636363636364,0,0,19.666666666666668,19.53846153846154,1,0.0,1,-1.1111111111111112,55.091849999999994,13.41575,43.99115416666667,8.142295717454791,71.1659,25.233675888515855,56.47892426035503,23.10826030565496,3,3,85.9108,-2,0,-6,-2,-3,1,1,0,25
843,0,194,3,19,11,1,0,21,20,0.6060606060606061,0,0,19.44,19.52577319587629,-1,-0.09090909090909091,-2,-1.2,42.43408,3.5116343196864896,43.72269310344827,7.572221734868927,42.43408,3.5116343196864896,54.669021649484534,22.111343357676795,25,25,54.23045,3,2,-3,-3,3,-1,0,0,5
845,-5,29,3,20,1,1,0,20,23,0.696969696969697,0,0,16.0,16.0,3,3.0,0,0.0,42.75488620689656,6.721113800899174,42.75488620689656,6.721113800899174,42.75488620689656,6.721113800899174,42.75488620689656,6.721113800899174,29,29,61.3243,0,0,8,9,14,19,0,0,19
846,14,48,3,20,2,1,1,20,18,0.5454545454545454,0,0,15.473684210526315,15.791666666666666,-5,-1.0,0,0.0,43.31688235294118,6.739014156932424,42.96258043478261,6.733201365737827,43.58940526315789,6.566232007257296,43.08521666666667,6.672728621889916,19,19,60.98945,16,4,-4,4,17,-3,2,2,15
847,-1,63,3,20,3,1,1,20,32,0.9696969696969697,0,1,17.466666666666665,16.19047619047619,14,4.0,19,5.5,46.74923333333333,10.596628836883298,43.58221454545455,7.632448101563558,65.12715999999999,24.195185877767777,48.33329841269841,16.169175173704257,15,15,88.07079999999999,6,1,1,0,0,0,6,0,4
848,0,67,3,20,4,1,1,20,31,0.9393939393939394,0,1,26.0,16.776119402985074,-1,2.75,-15,-1.3333333333333333,,,43.58221454545455,7.632448101563558,71.679975,11.564038976796777,49.727129850746266,16.864637611578114,4,4,70.91595,0,-2,1,0,0,0,4,3,1
849,1,68,3,20,5,1,1,20,31,0.9393939393939394,0,1,31.0,16.985294117647058,0,2.2,1,-0.75,,,43.58221454545455,7.632448101563558,264.0119,0.0,52.87837647058823,30.750076680651013,1,1,323.79870000000005,0,-2,1,0,0,0,1,0,1
850,-1,69,3,20,6,1,1,20,32,0.9696969696969697,0,1,31.0,17.18840579710145,1,2.0,1,-0.4,,,43.58221454545455,7.632448101563558,383.5855,0.0,57.67123333333333,49.939200762848394,1,1,1579.21145,0,0,-2,0,0,0,1,0,29
852,-3,30,3,21,1,1,0,2,6,0.18181818181818182,0,0,3.466666666666667,3.466666666666667,4,4.0,0,0.0,42.94739333333334,9.256336093290669,42.94739333333334,9.256336093290669,42.94739333333334,9.256336093290669,42.94739333333334,9.256336093290669,30,30,68.0059,0,0,0,-1,4,0,0,0,18
853,2,48,3,21,2,1,1,2,3,0.09090909090909091,1,0,3.4444444444444446,3.4583333333333335,-3,0.5,0,0.0,43.29022352941176,6.853188067953519,43.071395744680856,8.467828055696039,43.513949999999994,6.7236793627075935,43.159852083333334,8.40107308237539,18,18,60.60155,-15,-7,0,-3,2,-14,1,1,18
854,0,66,3,21,3,1,1,2,5,0.15151515151515152,1,0,3.8333333333333335,3.5606060606060606,2,1.0,5,-1.0,45.169940000000004,11.994500338171656,43.439561403508776,9.219626669150454,64.63683888888889,25.377309446982988,49.01721212121212,17.845384658679023,18,18,90.8959,7,2,-4,1,0,-1,8,2,30
