,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse,top1acc_std,top1acc_farmost_std,top5acc_std,top5acc_farmost_std,tau_std,rmse_std
0,oracle,2,0,indy500-r0.2,0.7474576271186442,0.7593220338983052,0.8377966101694916,0.8216949152542373,0.8583317873843637,8.48620308586006,0.006,0.007,0.008,0.007,0.004,0.374
1,oracle,2,0,indy500-r0.4,0.7262711864406779,0.7033898305084745,0.8581355932203388,0.8342372881355932,0.8706346385714087,7.337550252754875,0.009,0.015,0.006,0.005,0.001,0.098
2,oracle,2,0,indy500,0.7042372881355933,0.6983050847457626,0.8540677966101695,0.8325423728813559,0.8595951635251762,8.17614478344218,0.011,0.011,0.002,0.004,0.001,0.090
3,oracle,5,0,indy500-r0.2,0.6017391304347826,0.5391304347826087,0.8044521739130435,0.7586086956521738,0.8080988417445376,11.653633100967166,0.012,0.016,0.004,0.005,0.002,0.127
4,oracle,5,0,indy500-r0.4,0.6149565217391305,0.5582608695652174,0.7882434782608695,0.7460869565217392,0.8093609126641479,11.428759401419425,0.008,0.009,0.003,0.009,0.003,0.225
5,oracle,5,0,indy500,0.5937391304347827,0.49391304347826087,0.7974956521739129,0.7297391304347827,0.8156760522597455,10.974164969466218,0.014,0.007,0.004,0.006,0.002,0.148
6,oracle,10,0,indy500-r0.2,0.507090909090909,0.33636363636363636,0.7451999999999999,0.6625454545454545,0.737193736900657,16.089721930982556,0.009,0.010,0.003,0.006,0.002,0.217
7,oracle,10,0,indy500-r0.4,0.4465454545454546,0.3054545454545455,0.7068000000000001,0.5774545454545454,0.7272526760769724,16.68916511675564,0.007,0.012,0.005,0.010,0.002,0.225
8,oracle,10,0,indy500,0.5572727272727273,0.4890909090909091,0.7631636363636364,0.7094545454545453,0.750127566032657,15.355919312996402,0.006,0.009,0.004,0.007,0.002,0.155
