,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse,top1acc_std,top1acc_farmost_std,top5acc_std,top5acc_farmost_std,tau_std,rmse_std
0,oracle,2,0,indy500-r0.2,0.681,0.615,0.830,0.787,0.843,10.882,0.007,0.004,0.003,0.007,0.001,0.075
1,oracle,2,0,indy500-r0.4,0.668,0.588,0.825,0.779,0.840,11.223,0.008,0.016,0.002,0.004,0.000,0.046
2,oracle,2,0,indy500,0.699,0.644,0.843,0.803,0.844,10.626,0.010,0.012,0.003,0.002,0.001,0.046
3,oracle,5,0,indy500-r0.2,0.515,0.348,0.721,0.567,0.721,22.694,0.010,0.018,0.003,0.005,0.001,0.112
4,oracle,5,0,indy500-r0.4,0.497,0.329,0.705,0.540,0.714,23.192,0.003,0.007,0.003,0.003,0.001,0.061
5,oracle,5,0,indy500,0.540,0.393,0.729,0.581,0.730,21.786,0.009,0.014,0.003,0.004,0.001,0.054
6,oracle,10,0,indy500-r0.2,0.372,0.165,0.578,0.328,0.568,38.363,0.005,0.007,0.001,0.003,0.000,0.054
7,oracle,10,0,indy500-r0.4,0.356,0.133,0.558,0.307,0.546,40.305,0.003,0.004,0.002,0.001,0.001,0.057
8,oracle,10,0,indy500,0.369,0.142,0.586,0.351,0.587,36.532,0.007,0.007,0.002,0.005,0.000,0.052
