,model,prediction_length,halfmode,trainid,top1acc,top1acc_farmost,top5acc,top5acc_farmost,tau,rmse,top1acc_std,top1acc_farmost_std,top5acc_std,top5acc_farmost_std,tau_std,rmse_std
0,oracle,2,0,indy500-r0.2,0.674,0.612,0.830,0.789,0.844,10.850,0.010,0.016,0.003,0.004,0.001,0.095
1,oracle,2,0,indy500-r0.4,0.669,0.586,0.826,0.780,0.840,11.259,0.009,0.017,0.002,0.003,0.001,0.048
2,oracle,2,0,indy500,0.692,0.636,0.841,0.801,0.844,10.656,0.015,0.019,0.001,0.003,0.000,0.026
3,oracle,5,0,indy500-r0.2,0.518,0.351,0.720,0.566,0.721,22.761,0.007,0.007,0.002,0.007,0.000,0.027
4,oracle,5,0,indy500-r0.4,0.490,0.327,0.706,0.538,0.714,23.158,0.008,0.007,0.004,0.008,0.001,0.068
5,oracle,5,0,indy500,0.542,0.402,0.729,0.587,0.730,21.770,0.003,0.014,0.002,0.003,0.000,0.018
6,oracle,10,0,indy500-r0.2,0.371,0.169,0.580,0.333,0.568,38.334,0.003,0.004,0.001,0.005,0.001,0.050
7,oracle,10,0,indy500-r0.4,0.358,0.136,0.560,0.308,0.546,40.202,0.001,0.000,0.001,0.003,0.000,0.011
8,oracle,10,0,indy500,0.369,0.138,0.585,0.347,0.587,36.514,0.006,0.004,0.002,0.003,0.001,0.057
